SA4_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
201,25959,670,213,31,912,919,27787,18241,561,77,8,644,767,19653,14232,876,58,3,937,609,15780,17486,797,67,15,878,644,19003,19065,606,61,8,678,778,20516,18116,611,63,9,685,745,19547,11966,447,70,3,517,594,13076,6931,315,53,5,378,486,7795,2651,129,21,4,156,274,3079,134638,5003,696,92,5793,5805,146236,26125,983,309,34,1324,1515,28972,17488,783,87,16,881,1155,19522,15048,1294,84,7,1385,1085,17517,16420,1114,83,12,1205,1119,18748,19038,791,67,10,872,1386,21292,19065,721,91,11,821,1451,21331,15457,538,74,9,615,1401,17473,7623,379,62,7,449,814,8885,3169,168,32,0,203,377,3746,139415,6769,891,98,7767,10305,157488,27497,1560,304,96,1964,1619,31077,17464,1060,35,3,1100,1063,19625,17548,1938,89,8,2037,1121,20702,17288,2021,87,10,2116,1107,20511,20119,1050,92,0,1142,1246,22505,21017,698,122,6,823,1113,22951,19134,655,115,9,774,1122,21034,9979,359,64,3,426,798,11207,3627,148,42,4
202,25117,591,201,37,824,885,26825,16957,517,91,0,613,697,18266,13465,614,68,21,697,656,14821,16491,685,78,10,772,747,18008,18633,559,56,10,623,711,19968,17817,466,48,5,520,680,19021,11701,316,41,4,365,599,12664,7035,188,34,8,220,564,7829,2755,65,23,0,91,456,3294,129979,4001,630,90,4726,5990,140693,25167,984,401,35,1420,1720,28308,16569,718,156,12,881,1159,18607,14379,1116,252,12,1375,1350,17108,15741,1006,139,10,1154,1315,18208,18135,704,131,18,851,1487,20478,18863,511,93,6,609,1479,20947,14851,373,58,9,440,1305,16602,7695,212,49,10,271,917,8881,3211,85,20,5,106,638,3962,134610,5705,1293,113,7110,11366,153087,26322,1608,411,87,2104,1635,30064,16055,1033,106,0,1138,981,18181,16156,1700,313,4,2014,1293,19470,16766,1652,253,3,1909,1221,19900,18925,941,224,6,1174,1245,21340,20463,575,185,12,766,1270,22501,18980,434,118,8,561,1074,20611,9987,271,63,5,345,852,11184,3727,91,27,9
203,43110,2188,638,89,2918,1502,47530,28239,2319,169,22,2513,1163,31915,25158,2663,195,22,2884,1155,29201,30124,2817,269,26,3110,1310,34543,30533,2522,307,30,2862,1232,34630,27763,2265,341,24,2625,1022,31415,18048,1824,588,35,2444,855,21343,11227,1501,600,48,2144,705,14075,4837,496,242,20,763,403,6002,219037,18594,3357,310,22269,9352,250652,45324,3072,885,93,4039,2436,51803,29473,2992,259,39,3284,1815,34566,27525,4051,360,39,4448,2117,34087,29736,3428,347,34,3802,1996,35535,31151,2846,361,43,3249,2070,36463,30281,2342,429,34,2798,2027,35108,24130,2003,512,45,2553,1842,28529,12144,1503,621,39,2160,1198,15504,5625,644,285,20,948,754,7326,235394,22863,4045,370,27280,16255,278930,50930,4489,958,288,5735,2526,59198,32433,3515,169,18,3700,1776,37910,34256,6749,366,17,7132,2342,43726,34491,5163,485,14,5666,2116,42274,35032,3411,453,21,3883,1813,40725,34968,2491,510,19,3019,1598,39586,32204,2091,575,19,2691,1710,36603,16620,1420,609,20,2046,1249,19915,6128,692,385,15
204,28532,634,180,21,839,907,30279,17615,602,63,7,676,630,18920,14048,729,56,8,796,586,15429,18465,861,61,9,925,669,20062,21727,877,61,11,952,745,23420,21084,857,71,7,933,773,22793,14125,797,110,10,920,594,15632,7928,623,153,8,785,440,9153,3076,278,91,5,374,151,3597,146595,6261,851,88,7199,5496,159292,27368,945,252,27,1227,1808,30404,16679,672,129,11,816,1283,18784,14676,1098,105,11,1220,1223,17118,16769,1051,71,7,1133,1374,19281,20789,867,73,19,956,1617,23362,22499,821,78,14,917,1869,25280,18312,770,113,17,905,1593,20807,8857,604,126,9,742,961,10560,3631,253,73,4,333,633,4594,149576,7093,1031,125,8247,12367,170193,27987,1315,329,86,1732,1938,31652,17037,855,84,0,940,1286,19268,16645,1519,149,12,1685,1257,19590,17528,1562,149,3,1710,1338,20571,20914,1019,123,5,1146,1404,23472,24351,815,118,5,944,1620,26908,22733,668,97,16,773,1455,24963,11855,577,109,6,697,964,13515,4137,260,97,6
205,44603,1142,344,58,1544,1866,48015,27931,937,102,15,1056,1268,30253,23465,1296,94,13,1406,1351,26225,28154,1393,113,8,1520,1384,31062,32998,1410,136,19,1565,1331,35896,33914,1433,137,15,1580,1400,36898,23720,1409,206,24,1640,1127,26489,13193,1029,222,18,1271,833,15292,4852,355,117,9,482,406,5738,232825,10401,1474,184,12063,10974,255858,42939,1375,387,51,1809,3068,47819,25987,817,83,11,912,2069,28967,24263,1679,209,20,1909,2242,28424,25389,1569,142,14,1729,2224,29341,31476,1507,177,23,1712,2726,35917,35707,1444,148,19,1612,2969,40280,30820,1441,172,31,1641,2833,35297,14975,1104,226,32,1365,1780,18120,5783,433,127,11,567,895,7249,237338,11377,1672,212,13262,20807,271413,45146,1918,411,116,2450,3435,51030,26582,1085,61,7,1160,1917,29655,27760,2224,258,6,2495,2464,32721,27426,2363,186,3,2554,2546,32526,31988,1647,197,17,1862,2322,36176,39763,1576,219,14,1804,2619,44190,39295,1399,219,12,1621,2612,43532,20151,1054,194,18,1260,1673,23088,6365,465,162,10
206,42536,10441,3271,429,14147,4095,60778,43252,23725,1535,222,25478,5723,74458,84688,32683,1731,281,34695,9894,129278,56179,17999,1606,170,19774,5422,81371,39585,11727,2269,155,14145,3676,57408,31130,7878,2694,121,10693,2831,44654,15408,5934,4339,108,10384,1811,27602,8084,3758,5224,128,9113,1376,18575,4305,1063,1665,46,2775,798,7869,325167,115217,24328,1652,141201,35616,501987,46747,11705,3658,462,15821,4827,67397,46982,34918,3675,219,38809,7585,93380,95145,46241,3553,277,50069,14624,159834,58995,21305,1830,180,23313,7708,90016,44166,14345,2343,150,16839,5339,66348,34834,8923,2770,109,11796,4238,50873,22010,6377,3178,99,9656,2840,34507,8647,4372,5153,101,9624,1686,19958,4295,1611,2398,55,4061,1027,9372,361822,149781,28559,1649,179990,49869,591681,47536,12516,2888,1052,16465,2950,66953,50078,25172,1263,44,26475,4197,80744,104691,49064,2753,65,51884,8949,165518,66355,27563,1842,46,29452,5283,101098,51394,15024,2042,46,17115,3493,72005,41145,10497,2644,51,13187,2779,57113,28937,6772,3163,48,9984,1931,40849,12825,4476,4254,59,8785,1245,22859,4260,1840,2968,33
207,41644,11137,2514,253,13906,1495,57051,31724,15492,1221,156,16872,1667,50264,23451,16212,924,131,17264,1797,42515,28956,13911,1657,120,15684,1242,45888,30750,13316,2499,106,15914,1309,47981,26304,9000,2211,88,11299,1048,38654,18702,6044,2315,69,8426,895,28025,12796,3706,2523,56,6282,932,20005,6950,955,827,38,1814,863,9631,221276,89769,16692,1021,107481,11249,340001,39517,13562,4027,293,17887,1892,59291,31608,17462,1867,91,19423,1851,52878,23229,20951,1868,93,22911,2175,48320,24680,16086,2170,93,18350,1681,44707,29854,14700,3249,102,18056,1884,49793,25204,10188,3559,86,13845,1597,40640,20574,6933,2537,73,9539,1373,31481,12968,4517,2676,78,7268,1187,21424,7539,1465,1227,40,2732,839,11110,215172,105861,23182,958,129995,14473,359646,34627,18475,3324,937,22728,1467,58821,33294,15222,815,17,16063,1420,50778,24574,20445,1945,22,22412,1781,48770,21895,22042,2579,23,24644,1324,47868,29729,15905,3542,25,19476,1280,50484,27123,12257,4285,45,16583,982,44690,21933,8128,4228,35,12396,920,35247,15594,5216,2832,34,8086,856,24535,7638,2070,1778,43
208,55564,9251,2175,297,11718,2323,69606,33896,9659,526,123,10303,1788,45986,30627,14659,589,119,15370,2199,48196,43093,12523,767,106,13399,2061,58555,40754,9826,960,113,10905,1816,53468,33349,6814,1249,69,8131,1472,42953,19835,4577,1861,71,6519,1072,27420,14711,3012,1757,66,4833,1001,20540,8604,1368,604,59,2031,850,11481,280436,71688,10494,1026,83210,14573,378219,57421,10739,2710,278,13721,2716,73863,34758,10891,832,54,11783,1922,48459,32124,16454,818,104,17376,2725,52229,39569,14002,883,69,14949,2567,57087,43122,11631,1220,92,12944,2530,58596,34961,7662,1454,72,9184,2152,46294,25261,5411,1569,73,7052,1733,34045,13565,3512,2047,59,5618,1406,20590,8893,1551,901,32,2486,1166,12542,289673,81859,12435,837,95124,18914,403703,55638,12630,2095,746,15467,2043,73150,38778,9188,296,22,9506,1233,49514,35240,14612,539,19,15171,1939,52356,38735,16761,921,23,17701,1706,58144,46665,12592,1202,16,13806,1540,62017,38908,9141,1584,28,10755,1200,50866,30673,6226,1866,30,8123,1271,40065,17209,3882,2068,26,5975,1021,24201,8492,1668,1295,37
209,60793,15195,4063,574,19835,3273,83897,41388,15391,900,158,16452,2194,60039,37289,21874,1395,217,23498,2607,63388,42903,19157,1803,199,21161,2180,66241,39565,15415,2512,180,18106,1866,59539,31418,11866,3172,158,15189,1452,48068,16987,7566,4137,102,11808,1063,29858,9868,3980,3855,101,7939,941,18741,4643,735,1237,28,2007,635,7282,284852,111177,23079,1723,135983,16216,437049,65822,19437,5522,660,25616,4405,95845,42057,16802,1182,135,18118,2858,63033,41620,28223,2339,238,30801,3999,76417,42819,23237,2244,212,25692,3252,71765,41723,17749,2865,194,20804,2957,65488,34823,13002,3589,162,16756,2447,54030,23046,9309,3759,165,13234,1961,38247,10430,5358,4198,104,9667,1375,21471,4977,1411,1713,38,3164,920,9061,307321,134525,27411,1915,163853,24180,495351,69399,24249,4705,1335,30286,3807,103492,43548,17120,622,32,17779,2320,63637,47424,27514,1775,50,29336,3143,79907,46546,30551,2280,60,32887,2789,82221,46193,19481,2717,61,22264,2273,70726,39220,14453,3929,68,18453,1834,59510,28580,10656,4504,78,15240,1539,45359,13949,6025,4043,64,10129,1224,25301,5056,2016,2328,40
210,40425,17060,4431,628,22124,3220,65769,27034,14465,678,177,15317,1905,44261,23091,17271,1756,205,19230,1906,44222,26951,15791,2224,186,18199,1677,46833,26071,12701,2560,161,15418,1582,43067,19913,8803,2657,119,11575,1210,32705,11921,6182,3174,97,9453,838,22217,7322,3579,2885,68,6536,733,14585,2721,833,910,26,1762,342,4826,185448,96679,21278,1657,119619,13414,318484,43769,21197,5219,573,26990,4006,74766,27605,16803,786,142,17736,2208,47547,26457,23410,2106,244,25759,2991,55206,26281,19211,2641,199,22053,2574,50909,27376,15247,3150,173,18576,2313,48261,22068,9777,3182,140,13095,1940,37105,14929,7153,2930,124,10212,1579,26722,7572,4416,3058,109,7583,1054,16205,3369,1226,1446,33,2709,572,6648,199425,118441,24520,1735,144700,19236,363368,48904,28218,5283,1337,34837,4353,88099,28891,20159,518,55,20726,2306,51930,32595,28498,1900,57,30457,3437,66484,29506,27921,3224,67,31209,2893,63605,29127,17146,3681,65,20886,2224,52242,25968,12234,4385,56,16674,1668,44310,18206,8085,3901,60,12043,1086,31338,9376,4904,3285,40,8237,900,18511,3516,1780,1823,32
211,77609,8457,2403,294,11150,2270,91030,54519,7720,458,84,8268,1514,64303,45366,10403,838,85,11323,1464,58147,55949,10922,1139,98,12160,1683,69790,57093,9788,1596,115,11498,1641,70229,49254,7256,1558,60,8867,1530,59652,29901,4450,1224,49,5718,1072,36696,15727,2717,1103,45,3862,950,20535,6473,904,514,14,1438,804,8716,391890,62619,10827,844,74290,12922,479106,72916,11254,3915,350,15514,3119,91555,51039,8889,628,55,9575,2041,62656,45086,14269,1493,86,15847,2496,63430,49223,14223,1722,86,16025,2527,67780,55311,11010,2124,87,13221,2605,71133,48965,8392,2580,77,11044,2384,62386,36833,5385,1767,52,7204,2040,46082,17914,3279,1299,42,4614,1412,23942,7760,1228,635,32,1900,984,10641,385043,77917,16163,873,94953,19609,499608,69918,15542,3371,985,19890,2487,92299,49380,9534,349,15,9896,1626,60902,45765,14551,1305,22,15887,1991,63632,47030,20330,1984,36,22349,1999,71380,54304,12602,2264,20,14886,1878,71072,50676,9352,3324,37,12717,1649,65046,41059,6395,3114,26,9540,1476,52068,23600,3531,1561,30,5124,1363,30085,8317,1490,864,39
212,82448,32471,9575,1206,43255,5276,130974,55320,35087,2069,404,37566,3407,96299,46886,42083,3839,488,46409,3476,96772,53134,33885,5628,335,39849,2879,95860,50026,26653,7321,282,34253,2576,86853,41976,17280,6791,214,24282,2018,68273,27502,10116,5781,162,16060,1505,45061,16788,5016,4649,122,9783,1199,27769,6867,1212,1497,24,2733,540,10142,380953,203793,47155,3248,254196,22867,658015,87300,42131,12587,1110,55831,7022,150152,57381,43108,3159,289,46554,4647,108585,49755,54759,5944,419,61120,5514,116392,48631,44990,6978,398,52363,4634,105629,51226,32137,8652,309,41099,4253,96581,43176,20921,9372,242,30533,3643,77345,32894,12705,6796,195,19698,2768,55355,17876,6665,5341,154,12162,1879,31911,8013,1883,2259,75,4211,1079,13307,396243,259305,61094,3178,323576,35446,755266,90955,57589,12133,2758,72480,7690,171128,60231,45412,1759,75,47250,4775,112253,58245,64214,6080,130,70430,6697,135372,50150,64604,8113,123,72831,5169,128149,52923,38838,9476,104,48423,3916,105254,46904,26269,11382,82,37735,3094,87733,36681,16098,10131,101,26334,2287,65298,22221,8115,6571,121,14803,1752,38777,9061,2596,3233,96
213,80683,30925,9195,1238,41363,7169,129219,48877,28640,1693,409,30738,4511,84130,52483,43304,3643,438,47383,6123,105994,54961,33261,5539,361,39155,4762,98881,45398,23220,6875,269,30368,3673,79431,33147,17114,6813,237,24174,2641,59956,16177,9330,5517,159,15007,1597,32781,8962,4387,4362,104,8858,1058,18875,3687,1138,1367,30,2535,574,6792,344372,191318,45016,3238,239576,32103,616056,91215,41973,12056,1262,55289,8457,154963,51330,34240,2118,280,36635,4999,92961,56306,56825,5235,459,62518,7718,126542,55434,46515,5951,433,52906,6365,114704,49115,29053,7659,341,37049,4866,91030,37866,20098,8998,241,29336,3912,71114,23035,12751,6459,205,19420,2783,45237,9588,5896,5034,105,11029,1578,22195,4176,1648,1990,56,3690,831,8699,378070,248991,55501,3382,307875,41499,727443,99279,59900,11888,3289,75076,9945,184300,54166,39401,1304,87,40791,5687,100641,61703,66600,5222,143,71973,9339,143011,58647,71846,6746,156,78746,7727,145115,54271,36345,8137,116,44604,4834,103717,43556,23016,10629,109,33753,3276,80576,29513,16067,9784,108,25960,2293,57764,12953,7356,5783,88,13221,1482,27656,4461,2177,2671,44
214,45803,2314,589,90,2990,2069,50862,29874,1828,146,18,1994,1339,33210,25480,2669,132,25,2827,1142,29442,33066,3115,196,29,3335,1432,37833,32923,2657,224,45,2925,1507,37352,30192,2143,263,24,2428,1300,33924,22395,1903,314,27,2244,1277,25919,13372,1228,311,22,1562,1098,16032,5098,352,102,9,460,932,6490,238197,18209,2272,288,20769,12106,271068,45762,2821,706,84,3605,2495,51866,29010,1992,141,22,2153,1710,32873,27049,2925,177,29,3128,1803,31977,30607,3669,236,33,3941,1935,36487,34385,3257,255,45,3553,2148,40083,32044,2603,320,39,2967,2103,37106,28151,2104,335,37,2475,1985,32611,15057,1511,356,32,1902,1409,18361,6353,517,162,15,701,721,7769,248414,21400,2689,338,24427,16301,289139,47156,2915,591,175,3676,2507,53347,29142,2045,108,5,2158,1538,32838,28811,2967,138,10,3114,1706,33635,31521,3941,217,16,4175,1836,37531,35682,3586,316,27,3930,1976,41592,35200,2801,379,16,3199,1737,40137,32562,2328,443,20,2790,1680,37037,19680,1565,442,27,2027,1355,23071,7313,589,220,15
215,26108,1214,304,77,1597,1116,28823,15627,881,116,23,1023,711,17362,12539,1184,241,26,1443,658,14634,15942,1139,209,29,1377,783,18096,18833,1067,212,25,1302,824,20962,17901,756,182,4,943,785,19622,12804,615,185,8,810,577,14187,8575,420,184,5,608,568,9754,3507,114,80,0,195,280,3976,131830,7385,1709,197,9296,6303,147424,23365,1217,331,38,1590,1727,26680,14628,854,193,5,1060,1237,16922,12875,1608,423,20,2052,1455,16382,13295,1250,279,18,1545,1333,16174,17171,1023,298,7,1332,1611,20110,18603,815,230,25,1072,1734,21410,14791,661,176,16,849,1552,17190,8581,476,169,16,658,1113,10355,3963,177,81,10,263,598,4817,127271,8076,2171,156,10404,12360,150035,22940,1670,419,92,2185,1902,27029,13725,1083,205,16,1308,1203,16235,14061,2546,881,23,3453,1506,19014,12908,2035,694,19,2746,1437,17096,15683,1206,477,20,1702,1408,18791,19241,870,417,15,1308,1509,22053,16961,589,247,7,841,1354,19161,9733,390,163,9,560,964,11254,4016,199,115,3
216,22461,1419,531,74,2015,1141,25618,13187,1007,123,12,1139,663,14988,10672,1311,242,16,1568,612,12860,13830,1187,305,23,1514,739,16080,15347,1035,217,14,1272,698,17311,14336,792,168,16,978,584,15897,10346,633,185,17,834,558,11740,6352,400,215,0,614,468,7436,2485,169,108,4,284,195,2966,109015,7951,2097,171,10219,5660,124895,20395,1817,581,57,2455,1617,24462,12723,1252,135,17,1407,948,15081,10747,1827,383,28,2234,1087,14067,11695,1488,350,24,1856,1079,14625,14649,1158,264,22,1447,1265,17359,15073,828,200,20,1044,1371,17489,12534,624,187,17,832,1317,14678,7069,502,195,13,711,836,8619,2865,159,108,0,265,450,3582,107747,9657,2399,190,12249,9968,129969,19842,2574,616,138,3329,1713,24877,12462,1431,115,3,1554,977,14995,11627,2528,484,15,3031,1198,15849,11153,2371,459,23,2856,1085,15095,14264,1288,433,6,1724,1114,17103,16168,943,337,10,1288,1144,18610,14908,715,241,9,970,1046,16928,8668,492,191,9,693,832,10196,3226,178,107,6
217,22374,433,124,26,583,738,23694,13784,319,49,5,371,455,14605,11018,457,75,8,542,404,11971,14120,441,35,3,483,496,15099,16468,379,30,0,416,543,17427,15556,266,22,8,292,609,16457,10444,192,8,0,200,461,11115,6636,145,20,7,171,439,7249,2687,76,15,4,92,270,3047,113097,2713,376,57,3151,4415,120664,20094,547,147,22,721,1214,22022,12665,362,93,12,473,914,14049,10579,688,241,8,942,778,12295,12125,593,51,8,653,849,13625,15509,461,46,0,509,1118,17134,16288,310,36,9,355,1235,17875,12797,252,18,3,271,1184,14257,6952,155,24,6,182,774,7908,3031,110,12,4,123,374,3529,110041,3475,682,70,4221,8438,122695,19543,743,192,45,978,1281,21799,12113,362,45,0,406,778,13297,11750,1120,254,6,1380,775,13911,11919,990,137,10,1131,869,13918,14791,520,55,6,584,892,16268,17309,337,50,16,401,981,18691,15806,251,41,6,300,988,17082,8438,138,8,3,152,698,9292,3264,74,13,5
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,7,0,0,0,0,0,7,10,0,0,0,0,0,11,9,0,0,0,0,0,8,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,38,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,10,0,0,0,0,0,13,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,0,6,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,4,9,16,0,0,0,0,0,3,3,3,0,0,0,0,9,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
299,620,105,85,3,192,217,1034,956,234,52,0,288,290,1535,1192,369,62,5,435,368,1994,840,203,28,5,245,340,1418,613,119,29,0,149,239,1009,570,64,15,4,85,91,747,306,27,6,0,33,56,399,74,8,5,0,19,19,111,36,9,5,0,9,4,52,5211,1142,297,25,1457,1636,8310,451,91,80,9,177,119,747,639,262,68,0,337,277,1251,923,372,91,3,464,455,1845,643,143,37,0,177,475,1290,533,101,21,4,126,315,975,524,53,25,3,85,202,814,371,31,9,0,48,65,479,87,8,8,0,17,20,123,24,3,3,0,5,7,42,4202,1072,343,20,1438,1932,7572,552,101,31,10,145,445,1143,617,125,12,0,136,381,1131,840,275,31,3,310,665,1819,709,152,26,0,184,845,1736,653,94,31,0,119,630,1393,617,51,17,0,67,389,1074,380,25,17,0,45,188,613,103,8,3,0,18,27,152,17,0,3,0
301,39445,1936,444,98,2481,1370,43294,24564,1471,60,28,1558,739,26859,21090,1895,109,27,2033,777,23899,27446,2427,172,28,2629,984,31057,27833,2094,155,21,2267,932,31028,23448,1511,173,17,1697,809,25952,14362,853,145,16,1021,506,15889,8032,513,160,13,687,425,9145,3408,244,103,10,359,245,4012,189623,12946,1517,258,14724,6782,211134,38920,2415,562,62,3044,1400,43367,24240,1676,77,18,1766,877,26881,21312,2379,123,23,2533,1001,24839,25620,3226,180,36,3440,1162,30217,28394,2609,182,21,2811,1249,32452,25242,1784,231,13,2029,1266,28535,18992,1193,172,11,1375,1020,21386,9101,645,180,17,838,775,10715,3667,250,90,6,343,701,4705,195484,16173,1793,205,18170,9440,223095,39121,3327,561,188,4078,1267,44465,24805,1805,56,10,1864,753,27424,21806,2448,99,9,2553,854,25213,26199,4137,187,17,4336,974,31512,29552,3170,199,5,3375,1020,33944,28147,2116,275,7,2398,920,31466,23567,1432,302,3,1736,847,26149,12681,752,193,8,956,651,14286,4330,333,143,9
