SA4_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
205,269,132,103,93,25,1911,7,5,3,30,36,299,1546,1044,709,648,444,72,4842,4,5,7,8,8,108,277,189,153,139,87,36,1019,10,7,17,54,114,541,975,518,173,181,224,64,2877,17,27,105,302,401,1029,792,193,111,71,79,58,3174,0,8,22,42,61,169,154,85,29,22,37,31,658,8,7,3,11,13,51,89,61,37,42,31,38,384,666,298,332,1546,4481,4562,2727,505,199,187,189,541,16236,23,5,0,32,80,63,51,14,10,10,9,1496,1785,768,383,500,2109,5339,7394,8059,4104,2473,2520,1975,2444,38074,13,6,3,10,18,79,463,791,855,1415,1500,386,5528,0,0,0,13,21,161,494,288,231,189,113,90,1601,0,3,0,13,31,243,2052,1947,1718,1921,1309,488,9725,0,0,0,6,11,73,431,385,341,373,282,138,2037,3,0,3,23,51,480,1388,784,262,343,392,223,3958,6,0,19,69,99,375,497,182,87,80,56,96
206,774,386,376,469,19,4839,8,3,7,21,25,261,2421,2362,2063,2358,2621,54,12194,3,4,0,31,25,174,546,451,334,446,556,100,2666,24,9,8,45,107,664,1865,1367,561,860,1689,56,7252,20,45,157,347,322,917,1168,502,305,291,526,42,4635,15,7,24,55,56,130,163,76,44,52,59,32,702,5,4,0,5,3,40,87,91,54,76,116,54,546,1010,263,294,1039,2118,2091,2192,887,548,529,763,226,11957,7,4,5,17,39,27,28,13,20,15,24,2347,2538,1105,345,510,1633,2841,5281,11043,9268,8318,13025,18185,3048,74609,9,3,0,7,5,48,213,442,732,2126,8410,443,12440,10,0,9,10,30,133,431,331,311,447,651,81,2442,5,0,10,4,14,124,747,1043,1450,3064,6958,372,13781,0,0,0,9,9,43,199,242,347,723,1643,101,3313,17,5,11,37,52,350,1159,1227,477,903,2895,231,7364,8,13,27,102,113,354,496,277,185,230,373,90
207,264,190,197,270,20,2042,5,0,0,5,18,133,916,849,645,802,1008,35,4414,0,0,5,5,17,56,189,134,115,131,156,28,846,12,3,3,37,52,369,809,561,273,386,776,38,3321,11,30,106,238,223,588,746,347,182,236,340,25,3072,7,9,9,29,35,94,95,41,21,28,35,16,420,0,0,0,5,4,19,36,15,29,30,27,21,187,1276,400,334,1207,2303,2803,2858,1020,592,593,651,296,14327,8,3,3,6,26,34,25,18,11,9,7,1106,1261,1331,464,476,1605,2759,4499,6648,4159,3192,4387,5928,1619,37070,17,4,3,20,17,85,362,650,801,2251,7956,479,12628,8,0,12,25,55,260,529,328,269,380,641,93,2605,10,4,11,19,33,173,1020,1151,1584,2711,6688,465,13875,4,0,0,10,15,59,217,202,218,411,966,98,2196,22,5,30,59,74,462,1287,1154,493,1002,2908,309,7807,14,11,62,155,164,417,598,300,218,281,445,129
208,350,213,224,289,23,2134,0,4,4,12,20,128,1108,1098,984,1130,1298,42,5819,5,0,3,12,7,45,230,171,158,214,228,50,1131,14,3,3,20,63,387,991,663,326,415,918,50,3861,13,20,91,216,211,676,929,388,228,254,379,51,3456,3,8,17,26,40,101,98,54,34,28,58,20,487,3,4,0,8,6,13,41,37,17,42,45,27,224,768,278,259,1009,2213,2867,2751,948,523,559,599,320,13101,12,10,0,11,27,15,29,20,9,8,9,1220,1372,833,327,384,1352,2665,4586,7202,4983,4231,5995,7922,1878,42350,16,4,3,7,13,37,281,590,982,2770,9801,655,15164,0,0,4,24,36,155,464,359,333,448,661,128,2602,18,0,7,18,19,132,1100,1497,2210,4056,8396,683,18131,0,0,0,0,6,46,224,276,364,728,1438,166,3242,19,7,11,24,55,341,1161,1226,568,1053,3554,312,8331,11,3,31,77,55,283,474,258,210,273,433,131
209,376,207,186,124,21,2192,7,0,0,19,21,209,1716,1680,1212,1152,719,62,6800,6,0,0,7,28,98,382,293,228,240,172,40,1493,8,6,12,65,125,829,1588,844,332,376,445,77,4690,15,26,123,275,364,918,936,319,172,126,112,52,3426,11,4,18,54,48,109,168,72,38,24,20,31,597,4,0,0,7,7,32,64,53,32,47,47,31,322,1289,404,394,1570,4285,3832,2702,601,290,233,208,438,16244,30,11,4,38,67,48,43,20,9,10,10,1476,1768,1381,468,559,2088,5024,6505,9087,6231,4834,5774,4405,2315,48673,17,7,0,5,14,60,691,1624,2082,4351,6509,602,15961,0,3,10,31,58,309,1023,652,485,558,405,126,3667,6,5,10,26,37,314,3054,3529,3831,5460,5147,655,22060,3,0,0,8,19,121,582,699,727,1086,1033,215,4499,23,5,18,72,160,1352,3563,2359,1037,1484,1897,400,12368,18,17,58,196,283,826,1171,539,297,315,255,166
210,213,129,93,70,17,1404,3,0,0,13,4,153,1232,1073,794,733,391,42,4428,0,0,0,4,14,69,223,202,181,190,124,36,1042,11,3,9,44,93,619,1235,637,229,273,263,54,3466,7,22,74,221,255,635,577,187,82,53,62,35,2205,5,0,16,31,41,113,121,39,22,18,10,29,439,0,4,0,0,3,21,48,43,25,29,30,37,251,1024,266,270,1188,3372,2804,1719,347,156,118,100,361,11740,11,0,4,22,49,33,34,9,11,14,4,1034,1234,1077,309,383,1549,3894,4743,6323,4272,3296,3955,2758,1714,34270,12,3,0,9,11,55,605,1345,1574,2990,4087,393,11078,0,5,13,29,33,234,711,440,311,348,263,89,2474,5,0,0,15,24,234,2367,2581,2597,3449,2966,429,14671,3,0,3,10,12,107,514,558,525,810,610,164,3313,15,7,19,119,188,1425,3428,2005,818,1158,1253,304,10738,16,17,91,324,375,1069,1266,431,252,274,179,172
211,419,238,190,156,19,2422,4,4,9,31,33,265,1815,1644,1287,1286,778,70,7228,0,0,0,12,10,98,328,287,241,247,188,62,1467,16,3,11,51,123,739,1571,887,316,420,520,57,4719,19,39,121,314,373,1089,1105,375,170,119,145,59,3925,5,6,31,61,64,158,182,64,30,24,22,32,689,0,0,0,3,9,24,50,55,34,40,30,50,298,1347,463,390,1682,4047,5191,3701,744,321,293,234,455,18873,23,4,4,18,49,40,42,22,8,12,5,1445,1667,1440,536,577,2238,4814,8079,10382,6524,4865,5942,4493,2334,52235,10,3,0,12,21,96,653,1401,1989,4444,6834,716,16196,3,3,5,28,62,276,908,633,503,507,426,151,3514,16,12,4,32,44,321,3015,3614,4381,6186,5536,840,24001,4,0,5,3,16,95,549,666,748,997,940,212,4237,17,3,20,55,142,862,2833,2264,988,1486,1990,400,11063,8,7,58,127,178,561,935,453,313,298,239,178
212,535,255,196,109,27,3230,9,0,10,31,37,349,2932,2295,1590,1235,732,84,9301,0,3,9,20,25,138,555,383,260,223,160,85,1863,20,9,18,105,273,1629,2694,1152,411,424,421,115,7280,29,52,207,517,518,1346,1203,346,158,119,98,76,4672,10,15,41,62,85,201,206,80,25,30,19,61,835,11,0,0,9,14,51,133,63,33,51,27,84,485,2808,603,661,2628,6577,5805,3560,724,331,300,244,671,24915,37,10,12,33,110,83,81,32,13,25,13,2218,2673,2942,714,969,3498,7791,10343,14267,9292,6241,6477,4280,3550,70370,31,7,13,10,29,157,1972,4029,4282,7260,8578,1010,27361,9,3,9,62,105,641,1792,1037,706,692,471,205,5739,21,9,15,38,75,609,5975,5786,5534,6534,5042,948,30583,5,4,12,9,30,212,1133,1128,1058,1228,961,282,6064,29,14,40,203,459,3346,7295,4023,1817,2391,2239,651,22512,30,28,144,445,535,1675,2230,894,473,456,324,326
213,481,224,184,107,19,2814,9,4,10,15,34,294,2497,2112,1494,1497,805,75,8835,0,3,0,12,31,128,484,442,325,326,227,80,2057,14,3,25,101,226,1387,2603,1303,471,493,481,93,7203,24,48,173,431,480,1152,1056,313,135,93,80,53,4032,3,4,24,64,69,226,238,89,40,38,18,54,868,6,0,0,9,10,34,95,83,51,65,52,72,480,2494,489,623,2256,5671,4334,2521,482,176,164,125,544,19877,36,4,4,40,75,65,63,17,21,22,9,2222,2582,2600,576,858,2994,6695,8246,11914,8497,6274,7632,6022,3341,65659,14,0,3,8,15,124,1545,3568,4035,7280,9793,815,27213,3,9,7,58,100,542,1627,901,633,649,422,166,5107,16,0,10,24,53,520,4978,5121,4954,6286,5336,709,28022,12,3,7,20,28,178,1100,1032,999,1467,1342,281,6463,32,9,31,191,413,3165,7535,4614,1755,2462,2498,609,23311,31,21,152,522,619,1818,2307,884,495,479,299,270
214,276,174,113,159,26,1695,5,4,0,13,16,134,1083,989,786,743,575,43,4390,0,0,3,9,17,68,246,195,131,167,87,45,966,9,5,11,31,61,417,890,511,180,239,341,53,2737,14,17,62,216,270,748,688,273,105,110,159,59,2721,5,7,13,41,40,130,137,62,16,15,28,29,511,6,0,0,5,11,19,55,29,33,32,18,29,249,587,249,239,1093,3034,3832,2750,639,333,321,368,393,13832,10,4,3,11,44,59,35,9,11,12,10,1040,1253,638,285,332,1445,3564,5739,6982,4134,3049,3345,2961,1761,34237,5,0,0,11,3,38,304,760,961,2039,2769,459,7345,0,0,4,3,14,101,450,349,263,268,192,79,1726,7,4,6,10,17,149,1699,2084,2325,2940,2451,504,12183,6,0,0,9,7,80,410,442,423,580,494,141,2592,13,0,0,22,37,390,1368,961,455,602,857,235,4934,0,4,19,47,59,228,446,217,147,117,113,107
215,134,77,59,38,16,947,10,3,7,20,31,200,922,624,386,286,190,49,2727,5,0,3,8,18,54,144,106,67,67,30,23,524,3,0,8,36,77,346,478,213,82,61,76,41,1420,0,12,39,145,179,432,294,77,49,31,21,31,1299,4,3,0,26,20,71,69,18,9,13,9,26,277,0,4,0,4,11,25,42,36,18,15,14,24,195,261,110,116,631,2002,1784,1028,182,85,73,90,235,6591,7,4,0,12,48,30,30,6,0,6,0,799,956,311,141,181,937,2459,3316,3974,2305,1384,1243,834,1274,18355,12,4,4,3,11,68,352,583,570,868,677,290,3450,0,0,0,11,13,67,206,116,92,65,34,44,660,3,0,9,20,30,180,1257,1118,773,774,527,301,4989,0,0,0,7,4,36,238,187,160,129,77,38,894,10,0,4,20,44,322,733,283,143,141,160,106,1959,0,4,20,45,44,163,204,82,34,28,13,47
216,130,58,36,27,14,738,6,0,6,25,32,126,747,521,351,262,161,25,2269,6,0,0,5,8,29,122,102,52,49,34,13,426,7,0,7,32,54,303,485,181,66,72,61,36,1308,3,15,28,112,165,353,250,87,21,19,19,17,1096,5,0,4,31,29,70,71,25,7,5,8,16,269,5,0,0,6,9,15,40,26,6,8,12,19,148,304,112,115,589,1886,1653,937,142,67,68,70,242,6187,16,4,3,15,37,28,27,5,4,3,3,641,789,365,146,175,854,2280,2818,3388,1892,1158,1051,703,1061,15890,9,0,7,7,12,36,310,508,520,796,725,237,3165,0,0,4,4,13,62,223,108,75,63,33,37,611,7,0,3,12,25,121,1098,940,801,860,533,224,4628,4,0,0,8,9,38,204,183,150,128,69,47,835,8,8,8,25,29,273,656,266,127,137,123,81,1724,0,0,5,28,45,148,194,64,57,32,19,53
217,154,59,57,43,15,893,6,3,5,24,27,147,764,542,353,297,212,34,2408,6,0,9,7,9,45,141,108,72,52,41,13,496,3,0,4,33,43,271,416,200,58,70,70,30,1208,7,13,39,126,165,378,292,78,35,32,39,25,1227,5,7,4,16,22,58,75,20,13,14,8,12,262,0,0,0,4,4,25,48,23,29,16,15,23,183,212,105,86,516,1528,1601,974,177,80,84,67,185,5621,5,3,0,7,38,17,20,13,4,5,7,606,722,266,139,159,782,1902,2804,3504,1983,1209,1155,866,980,15754,7,0,0,15,8,44,255,386,424,725,638,236,2744,3,0,0,5,10,72,239,130,96,71,45,46,713,6,0,7,8,12,121,1109,1020,822,842,602,251,4813,0,0,0,0,7,35,223,181,141,156,84,44,873,5,3,0,12,25,212,556,242,140,125,126,78,1535,4,0,8,19,28,120,170,54,26,24,17,48
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,165,95,92,70,6,974,3,0,0,8,12,88,813,725,611,585,401,27,3281,3,0,0,10,7,46,251,235,181,186,115,27,1069,3,5,7,25,48,363,775,456,166,206,275,13,2340,5,3,44,131,182,497,437,150,60,63,57,12,1642,7,0,17,25,32,98,129,74,22,30,20,13,464,0,0,5,3,3,21,60,34,30,34,17,15,227,419,167,182,875,2610,2848,1953,420,207,146,187,217,10223,4,0,0,10,32,25,25,4,6,5,3,921,1030,456,183,262,1102,2964,4202,5182,3318,2430,2969,2336,1294,26695,6,0,3,9,4,15,303,769,1158,2448,3587,385,8689,0,0,0,10,12,60,276,200,166,217,169,54,1171,4,0,0,7,12,92,981,1406,1549,2297,2376,314,9039,0,0,0,0,8,50,369,387,445,619,501,96,2479,0,0,3,9,38,285,997,790,379,550,834,143,4022,4,0,9,40,50,199,316,151,81,111,96,42
302,163,105,93,80,3,1007,0,0,3,9,8,78,751,767,577,654,430,18,3304,0,0,0,7,8,54,318,249,195,216,149,32,1235,4,0,3,23,35,294,685,427,185,209,224,22,2121,0,8,29,97,106,315,372,118,61,45,57,10,1222,4,0,6,25,29,81,111,47,20,23,20,13,382,4,0,0,3,3,19,48,39,39,27,25,17,236,316,126,144,558,1437,1907,1346,323,151,130,77,134,6642,0,0,0,3,24,15,17,4,9,0,6,820,889,330,146,194,731,1688,2960,4407,3246,2590,3337,2735,1102,23459,0,0,0,0,3,13,238,601,836,2029,3317,266,7307,0,0,0,0,12,80,277,176,177,233,164,40,1161,4,0,0,8,4,83,778,1038,1348,2043,2246,196,7743,0,0,0,0,3,46,271,359,366,583,647,96,2370,4,0,0,14,39,300,1007,810,353,513,829,109,3974,0,4,12,42,40,211,327,150,95,109,96,54
303,261,158,155,121,5,1760,3,0,3,8,16,158,1308,1127,852,897,659,31,5070,4,0,0,6,24,110,381,313,264,261,194,24,1587,4,5,3,35,72,545,1106,672,247,279,366,33,3371,9,18,100,209,209,570,571,230,99,78,101,28,2219,6,8,15,52,50,120,154,64,28,33,27,16,577,0,0,0,0,11,34,83,56,24,50,49,31,349,949,280,251,943,2116,2330,1762,455,190,222,176,153,9833,8,0,0,10,28,23,18,5,9,11,10,1184,1316,992,316,380,1317,2616,4255,6697,4754,3482,4531,4167,1548,35058,4,0,0,6,15,70,558,1154,1395,3026,5388,389,12010,0,3,5,21,49,215,612,368,294,372,360,62,2357,5,3,0,17,34,215,1497,1652,1893,3192,3782,305,12590,0,0,3,5,8,84,440,452,481,819,900,122,3319,12,8,11,48,91,758,1911,1409,572,920,1392,210,7345,3,11,50,154,155,464,692,282,155,204,211,88
304,129,86,73,103,4,817,0,0,0,0,4,62,375,426,367,502,552,14,2300,0,0,4,3,6,45,137,121,120,155,136,12,741,0,4,7,13,15,155,439,373,153,213,419,12,1798,6,7,33,72,100,259,353,153,99,109,141,17,1344,5,0,9,21,26,58,78,29,22,20,26,6,285,0,0,0,0,0,19,45,24,11,12,30,8,155,274,114,116,432,878,1569,1493,472,244,241,284,87,6212,0,0,0,5,10,7,0,3,0,6,5,627,659,295,134,168,562,1053,2320,3344,2201,1763,2519,3216,799,18380,6,0,0,3,0,20,125,316,553,1649,4276,311,7260,0,0,5,6,8,50,172,113,146,201,254,34,996,0,0,0,3,4,51,423,636,987,2005,3110,230,7461,0,3,0,0,4,29,185,216,311,539,749,80,2124,3,0,6,8,21,163,662,715,277,543,1405,121,3924,0,0,14,28,37,143,251,121,80,132,160,48
305,305,167,162,238,11,2125,3,0,0,9,8,127,1161,1060,894,1000,1091,32,5380,0,0,0,13,18,132,478,320,232,309,354,38,1889,8,6,3,22,36,313,812,648,257,371,862,20,3354,11,14,64,115,143,400,492,223,137,134,244,14,2003,3,4,11,34,20,94,118,57,30,33,44,4,447,0,3,0,3,9,35,123,74,29,44,63,15,399,347,119,121,384,641,1082,1187,446,253,295,399,88,5361,6,0,0,0,6,0,8,10,6,4,9,1319,1372,381,159,201,617,941,2613,5627,4690,3623,5380,7758,1576,33575,0,0,0,5,9,18,129,267,383,1285,5341,286,7722,0,0,0,0,7,65,161,130,117,165,388,43,1075,4,5,0,0,11,57,400,496,674,1471,4145,218,7479,0,0,0,0,0,27,145,151,195,442,1050,72,2096,8,0,6,13,27,159,527,624,222,468,2054,147,4239,0,0,6,34,37,146,195,121,66,115,208,35
306,207,125,85,62,26,1519,4,7,0,28,41,221,1333,952,580,598,319,42,4126,0,0,3,3,19,53,197,175,116,139,87,39,826,10,3,15,44,77,490,841,405,158,150,172,44,2416,11,29,54,231,280,654,532,167,74,53,45,26,2161,6,4,8,20,27,99,121,59,14,28,27,28,430,0,0,0,6,6,29,63,41,26,43,30,37,286,404,194,199,836,2271,2150,1403,325,120,135,120,264,8414,13,9,0,20,34,39,37,17,7,7,0,1566,1745,486,259,290,1244,2861,4160,5909,3692,2278,2541,1751,2123,27598,13,4,9,14,7,53,503,921,967,1596,1434,396,5907,0,4,5,11,30,143,430,244,144,170,117,57,1359,7,0,0,10,14,192,1466,1349,1124,1336,853,320,6682,0,0,0,9,4,36,239,233,226,308,239,104,1398,3,6,9,27,61,479,1093,486,265,261,233,160,3063,6,0,17,60,92,321,403,136,83,66,42,89
307,78,56,34,32,9,678,13,13,10,32,46,192,693,434,300,238,116,34,2116,0,3,0,9,4,35,132,71,44,47,32,19,392,20,8,10,43,69,307,445,161,54,61,63,31,1265,6,11,34,120,151,307,204,56,20,13,15,30,980,4,0,3,16,21,57,50,16,8,7,10,13,207,4,0,0,5,5,15,39,25,16,15,10,36,171,228,93,120,511,1829,1248,706,101,51,53,41,196,5181,6,6,0,11,43,21,23,6,0,5,3,908,1037,370,151,193,824,2282,2525,3106,1710,1055,1031,674,1327,15257,17,0,5,23,24,110,380,511,453,656,574,403,3164,0,0,4,0,15,60,143,66,43,45,26,28,430,12,0,10,17,24,147,983,738,582,589,350,262,3718,0,0,5,0,7,25,136,135,122,127,70,54,684,6,4,4,11,38,264,689,296,114,109,97,81,1715,0,0,3,19,34,126,166,57,24,21,15,29
308,100,72,71,54,15,802,14,9,0,16,29,145,902,700,549,528,356,34,3290,0,6,0,3,11,31,124,121,130,169,102,26,717,10,0,5,49,63,395,749,559,129,216,236,48,2468,8,12,38,149,219,388,356,96,40,44,32,16,1391,6,0,8,20,16,59,95,82,16,25,37,25,395,0,6,0,6,3,10,29,37,40,52,54,40,270,375,163,175,760,2155,1884,1206,198,97,75,93,228,7403,7,0,5,10,28,28,32,7,0,8,5,1812,1941,451,197,231,1066,2588,3184,4369,2896,1973,2538,2095,2317,23896,11,5,7,10,14,48,366,745,889,1700,1914,494,6196,0,0,5,5,7,47,165,120,99,111,88,39,700,3,0,8,10,13,116,991,1198,1315,1608,1178,350,6791,3,0,5,3,6,36,179,217,238,373,298,100,1460,10,6,3,14,27,308,1100,818,268,434,432,170,3584,3,4,7,45,62,215,255,99,62,42,42,57
309,652,340,281,297,44,4059,6,4,0,33,39,347,2783,2351,1487,1428,1071,97,9647,0,0,6,17,40,242,1011,724,477,367,259,93,3254,14,6,14,78,150,1027,2004,1045,402,442,697,76,5950,18,39,137,393,505,1504,1352,414,173,187,262,64,5049,14,10,27,101,120,313,334,123,40,53,70,67,1279,9,0,0,18,32,106,231,142,86,82,70,69,836,1319,437,513,2142,5680,6040,4247,1156,499,507,601,551,23698,19,4,5,21,68,78,58,29,23,16,9,2770,3106,1417,513,723,2887,6782,10464,14861,9582,6091,6415,5903,3950,69597,14,4,7,15,20,99,853,2137,2461,4543,5448,799,16390,5,3,9,32,54,339,1174,691,490,580,510,173,4056,18,9,5,31,33,325,3279,3633,3489,4597,4003,745,20167,0,0,0,21,26,166,1139,1055,979,1211,868,293,5768,15,11,18,54,96,988,3039,1831,907,1096,1524,399,9973,9,16,57,180,206,700,1183,531,257,268,302,182
