SA4_CODE_2021,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Tot_persons_C21_M,Tot_persons_C21_F,Tot_persons_C21_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_0_4_C21_M,Age_0_4_C21_F,Age_0_4_C21_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_5_14_C21_M,Age_5_14_C21_F,Age_5_14_C21_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_15_19_C21_M,Age_15_19_C21_F,Age_15_19_C21_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_20_24_C21_M,Age_20_24_C21_F,Age_20_24_C21_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_25_34_C21_M,Age_25_34_C21_F,Age_25_34_C21_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_35_44_C21_M,Age_35_44_C21_F,Age_35_44_C21_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_45_54_C21_M,Age_45_54_C21_F,Age_45_54_C21_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_55_64_C21_M,Age_55_64_C21_F,Age_55_64_C21_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_65_74_C21_M,Age_65_74_C21_F,Age_65_74_C21_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_75_84_C21_M,Age_75_84_C21_F,Age_75_84_C21_P,Age_grp_85over_C11_M,Age_grp_85over_C11_F,Age_grp_85over_C11_P,Age_grp_85over_C16_M,Age_grp_85over_C16_F,Age_grp_85over_C16_P,Age_grp_85over_C21_M,Age_grp_85over_C21_F,Age_grp_85over_C21_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,OS_vis_C21_M,OS_vis_C21_F,OS_vis_C21_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Abor_C21_M,IP_Abor_C21_F,IP_Abor_C21_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_Tor_Strt_Is_2021_Ce_M,IP_Tor_Strt_Is_2021_Ce_F,IP_Tor_Strt_Is_2021_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2021_Ce_M,IP_B_Ab_To_St_Is_2021_Ce_F,IP_B_Ab_To_St_Is_2021_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,IP_Tot_2021_Ce_M,IP_Tot_2021_Ce_F,IP_Tot_2021_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Aust_2021_Ce_M,Brthplace_Aust_2021_Ce_F,Brthplace_Aust_2021_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,Brthplace_Elsewhere_2021_Ce_M,Brthplace_Elsewhere_2021_Ce_F,Brthplace_Elsewhere_2021_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Eng_only_2021_Ce_M,LSH_Eng_only_2021_Ce_F,LSH_Eng_only_2021_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,LSH_Oth_Lan_2021_Ce_M,LSH_Oth_Lan_2021_Ce_F,LSH_Oth_Lan_2021_Ce_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P,Aust_citiz_C21_M,Aust_citiz_C21_F,Aust_citiz_C21_P
199,7588,5327,12915,7353,4938,12288,6375,4997,11371,308,248,552,187,149,339,258,203,460,333,296,625,199,197,401,382,412,798,388,372,760,283,231,516,253,279,532,701,608,1314,746,614,1359,411,418,829,1498,1157,2655,1615,1087,2703,1164,1022,2187,1372,727,2102,1265,627,1898,1108,749,1859,1221,676,1894,1151,647,1801,1010,666,1678,959,715,1676,991,731,1721,949,698,1648,622,346,971,722,477,1195,648,404,1055,144,94,240,162,123,283,166,104,277,51,72,124,33,42,74,19,32,49,0,0,0,0,0,0,0,0,0,480,372,854,501,291,789,670,510,1175,22,9,30,19,10,24,11,7,20,19,6,30,16,4,29,24,11,35,519,392,913,539,298,839,712,527,1236,4868,3416,8282,4306,2725,7029,3314,2601,5912,1729,1387,3116,1666,1345,3008,971,936,1908,4850,3771,8616,4174,3039,7209,3530,2889,6417,891,823,1714,993,825,1817,576,579,1150,4841,3784,8627,4196,3006,7209,3621,2947,6569
201,71325,74908,146236,76800,80690,157488,85041,88886,173937,4786,4598,9380,4791,4522,9321,4685,4634,9323,9448,8963,18407,10034,9616,19652,11242,10513,21757,5297,5064,10357,4949,4704,9654,5205,4920,10126,4657,4639,9293,4973,4898,9871,4790,4708,9501,7629,8152,15780,8534,8985,17517,10228,10476,20702,9098,9906,19003,9044,9703,18748,9803,10704,20511,9948,10566,20516,10226,11064,21292,10917,11587,22505,9585,9960,19547,10314,11020,21331,11043,11909,22951,6392,6681,13076,8545,8924,17473,10169,10869,21034,3464,4332,7795,4103,4780,8885,5341,5865,11207,1028,2050,3079,1294,2456,3746,1624,2696,4317,184,242,431,229,313,545,77,61,143,696,739,1432,953,1057,2007,1425,1484,2907,68,61,130,41,62,106,56,51,106,13,18,33,28,27,51,36,27,64,779,814,1595,1021,1144,2162,1517,1558,3080,60959,64267,125229,63355,66390,129742,70303,73685,143983,6684,7015,13697,7599,8024,15618,9501,10001,19505,65401,69238,134638,67839,71579,139415,74854,78822,153675,2690,2749,5438,3542,3752,7290,4920,5157,10077,64905,68742,133642,68286,72053,140344,76199,80202,156402
202,68587,72106,140693,74696,78393,153087,81803,85960,167764,4611,4262,8873,4677,4557,9232,4680,4467,9144,9151,8800,17956,9845,9236,19075,10807,10116,20919,4892,4819,9709,4747,4625,9375,4738,4656,9392,4271,4285,8554,4598,4634,9230,4438,4352,8790,7182,7645,14821,8362,8742,17108,9464,10002,19470,8683,9327,18008,8735,9473,18208,9523,10373,19900,9550,10420,19968,9831,10644,20478,10303,11037,21340,9371,9649,19021,10190,10752,20947,10704,11797,22501,6231,6431,12664,8133,8466,16602,10026,10588,20611,3498,4324,7829,4122,4762,8881,5342,5839,11184,1143,2154,3294,1456,2501,3962,1781,2737,4517,171,201,368,231,312,547,82,60,135,834,837,1669,1080,1063,2143,1561,1573,3138,45,45,90,35,39,76,60,57,117,19,21,37,24,31,52,32,36,75,897,894,1794,1140,1134,2272,1653,1669,3323,59429,62923,122355,61793,65032,126823,67984,71767,139745,5690,5731,11424,6813,6895,13712,8656,8984,17639,63146,66834,129979,65435,69178,134610,71622,75762,147380,2089,2295,4387,3189,3523,6712,4635,5039,9668,62507,66521,129033,65996,70020,136014,73023,77391,150414
203,122206,128450,250652,135813,143120,278930,160063,167815,327878,8157,7688,15838,8941,8299,17248,9727,9204,18936,16389,15301,31689,17717,16840,34555,20748,19515,40257,8579,8008,16586,8752,8363,17118,9408,8967,18372,7765,7562,15325,8976,8475,17449,10003,9533,19539,14247,14953,29201,16641,17447,34087,21876,21849,43726,16710,17830,34543,17296,18238,35535,20360,21909,42274,16668,17965,34630,17491,18978,36463,19673,21052,40725,15238,16179,31415,16782,18324,35108,18661,20919,39586,10207,11136,21343,13589,14939,28529,17397,19209,36603,6217,7859,14075,6962,8543,15504,9172,10747,19915,2031,3977,6002,2661,4660,7326,3048,4904,7951,515,541,1060,625,713,1336,139,170,313,880,983,1865,1239,1306,2549,1902,1898,3798,51,52,100,63,48,111,58,55,113,25,19,43,30,31,60,49,50,106,959,1054,2011,1334,1381,2710,2011,2005,4019,97837,103394,201231,105728,111761,217488,125544,132390,257934,18557,19413,37971,21096,21838,42928,26606,27558,54161,106209,112828,219037,114106,121287,235394,134428,142627,277053,10476,11154,21628,12886,13645,26525,16698,17304,34001,109094,116303,225399,118333,126442,244768,140394,149701,290092
204,78779,80511,159292,83920,86270,170193,91165,93770,184935,4966,4740,9707,4840,4622,9462,4703,4662,9364,10472,10103,20573,10675,10262,20939,11414,10877,22291,5819,5266,11084,5378,4905,10289,5517,5049,10563,4274,3572,7836,4584,3913,8497,4595,4106,8704,7481,7953,15429,8311,8810,17118,9700,9890,19590,9608,10449,20062,9217,10061,19281,9852,10723,20571,11360,12061,23420,11322,12042,23362,11275,12199,23472,11518,11276,22793,12425,12856,25280,13068,13837,26908,7821,7811,15632,10430,10377,20807,12546,12421,24963,4215,4945,9153,4982,5577,10560,6561,6958,13515,1254,2349,3597,1755,2840,4594,1946,3050,4995,533,541,1065,597,635,1226,129,125,255,865,933,1804,1202,1321,2530,1812,1958,3771,54,69,125,59,51,110,61,65,126,17,9,26,30,25,57,42,57,97,944,1013,1953,1294,1403,2694,1923,2074,4000,67359,68984,136343,68653,70259,138915,75138,77047,152185,7619,7945,15561,8027,8553,16582,9324,10203,19530,72373,74221,146595,73743,75831,149576,80408,82777,163188,3218,3492,6713,3733,4095,7828,4477,4991,9467,72304,74481,146781,74677,76848,151523,81698,84261,165961
205,125946,129912,255858,133174,138242,271413,147833,153015,300848,8203,7742,15945,7836,7395,15229,7975,7683,15659,16332,15742,32070,16563,16022,32587,18283,17087,35369,8675,8237,16910,8031,7395,15423,8120,7793,15913,6805,6543,13345,6906,6637,13539,7068,6672,13743,12857,13363,26225,13813,14610,28424,15931,16790,32721,15003,16055,31062,14173,15168,29341,15772,16752,32526,17431,18462,35896,17348,18570,35917,17328,18848,36176,18218,18678,36898,19485,20797,40280,21171,23021,44190,13284,13204,26489,17620,17675,35297,21666,21864,43532,7138,8159,15292,8636,9487,18120,11297,11790,23088,2004,3731,5738,2759,4487,7249,3215,4716,7929,395,478,874,432,581,1016,214,129,347,1779,1840,3612,1949,1984,3929,2778,2745,5522,76,75,144,66,67,141,98,88,186,20,27,54,58,54,103,48,63,111,1878,1931,3808,2074,2105,4177,2924,2894,5819,104179,107596,211772,106037,109242,215280,118674,122120,240797,14976,15745,30728,15234,16475,31713,17853,19526,37384,114159,118672,232825,116236,121104,237338,129834,134649,264484,5458,5998,11460,5916,6623,12537,6925,8067,14994,113229,118004,231230,117017,122013,239024,130995,136125,267122
206,245711,256280,501987,285794,305886,591681,299941,317072,617018,13121,12561,25682,13684,13340,27029,12355,12015,24369,17798,17295,35094,20367,19997,40368,21580,21006,42583,10509,11064,21576,12818,14755,27576,11202,12229,23434,24762,28120,52883,29923,35886,65809,26641,30675,57314,63644,65632,129278,77712,82124,159834,80322,85196,165518,41065,40306,81371,45139,44874,90016,50981,50110,101098,28640,28765,57408,32804,33538,66348,35375,36623,72005,21796,22856,44654,24416,26454,50873,28011,29097,57113,13293,14310,27602,16570,17938,34507,19248,21595,40849,8293,10274,18575,8774,11184,19958,10415,12443,22859,2787,5087,7869,3584,5790,9372,3804,6077,9883,7664,7518,15181,10713,12847,23558,1296,1177,2473,865,824,1693,1170,1126,2295,1559,1545,3105,54,52,108,53,58,118,60,50,112,34,31,67,44,44,89,67,62,129,954,912,1864,1272,1228,2503,1690,1653,3346,143913,152142,296056,158379,166713,325091,178397,184346,362743,80451,85834,166287,100520,111766,212280,105023,116390,221412,159161,166012,325167,177440,184378,361822,201600,205627,407221,66250,73519,139773,82720,95801,178519,81176,94637,175814,183264,195490,378750,200390,213805,414192,226596,238099,464699
207,163525,176478,340001,172779,186861,359646,179806,193669,373472,9008,8644,17655,8989,8425,17410,8044,7705,15744,20209,19184,39392,21453,20426,41880,22054,21028,43076,11723,11342,23065,12227,12085,24316,12109,11605,23713,13848,13347,27198,14758,13806,28567,14010,13055,27065,21395,21116,42515,23935,24382,48320,24376,24394,48770,21383,24499,45888,20988,23720,44707,22670,25194,47868,22800,25181,47981,23376,26415,49793,23630,26853,50484,18161,20488,38654,19187,21455,40640,21188,23503,44690,13017,15014,28025,14340,17147,31481,16112,19137,35247,8779,11232,20005,9517,11906,21424,10853,13688,24535,3200,6432,9631,4019,7096,11110,4758,7512,12274,1784,2279,4068,3105,4049,7161,658,624,1279,214,253,470,326,287,614,490,412,900,28,17,42,20,26,49,17,18,36,10,3,19,4,8,15,17,16,25,257,274,526,353,319,676,527,444,967,103105,110183,213290,102461,107942,210397,105140,108874,214019,53459,59427,112882,62393,70286,132675,68975,78833,147808,106913,114360,221276,104836,110341,215172,106386,110019,216411,50375,56252,106626,60502,68558,129059,67515,77385,144895,136326,147751,284072,137248,147750,284999,145032,154797,299826
208,182677,195541,378219,194091,209616,403703,203350,219288,422639,12396,11670,24065,11828,11516,23342,10811,10453,21261,23300,22243,45541,25810,24706,50515,26610,25271,51881,11262,10441,21711,11789,11305,23093,12769,12339,25117,12364,11913,24282,12741,12625,25365,12430,11979,24406,23767,24428,48196,25154,27079,52229,25576,26776,52356,27764,30791,58555,27382,29703,57087,27721,30426,58144,25821,27651,53468,27965,30625,58596,29467,32552,62017,20731,22226,42953,22266,24027,46294,24358,26501,50866,12805,14615,27420,15804,18239,34045,18507,21564,40065,8607,11929,20540,8860,11733,20590,10679,13521,24201,3852,7628,11481,4482,8063,12542,4420,7908,12330,1209,1618,2831,1729,2554,4282,360,439,802,338,336,677,461,498,960,705,656,1353,26,27,58,39,31,70,42,31,77,15,20,37,16,7,26,20,17,36,387,381,764,516,534,1049,765,704,1469,121043,129665,250711,125794,133962,259750,135623,142959,278589,52677,57055,109731,57910,64552,122453,61373,69462,130831,135467,144972,280436,140373,149292,289673,150958,159382,310343,39134,42911,82051,44059,50025,94081,45482,52456,97936,154012,166481,320492,160519,173075,333598,174687,187666,362348
209,215142,221905,437049,243479,251872,495351,266882,273777,540664,15357,14287,29644,17658,16918,34577,17800,16592,34396,27911,26340,54256,31596,29678,61273,35513,33583,69100,14297,13753,28050,15004,14174,29173,15777,14632,30410,16341,15642,31986,17115,16740,33854,17366,15866,33231,31488,31899,63388,37764,38651,76417,39505,40405,79907,32367,33868,66241,35308,36464,71765,40614,41601,82221,28799,30737,59539,31678,33807,65488,34656,36074,70726,23307,24758,48068,25914,28116,54030,28513,30997,59510,14384,15473,29858,18295,19951,38247,21396,23962,45359,8330,10415,18741,9713,11754,21471,11676,13627,25301,2551,4730,7282,3428,5635,9061,4066,6438,10509,1163,1537,2707,1862,2761,4624,391,453,844,1296,1398,2693,1689,1801,3489,2371,2460,4834,66,80,145,58,65,116,77,65,142,42,46,81,46,56,101,70,76,140,1400,1523,2925,1790,1918,3711,2515,2601,5114,144455,150174,294631,156726,161982,318710,174959,178681,353639,60079,61532,121611,72020,74310,146328,81085,84569,165657,140222,144630,284852,151556,155767,307321,168573,171343,339916,65757,68797,134554,79288,83019,162302,86780,91061,177843,184203,191488,375688,201256,208779,410039,226258,233078,459334
210,157319,161163,318484,180069,183298,363368,210949,213385,424328,11392,10737,22125,13673,12781,26457,15502,14588,30088,22379,21268,43649,24899,23418,48311,29862,28145,58011,11401,10892,22293,11887,11239,23128,12944,11992,24940,11381,10587,21966,12752,11672,24426,14211,12776,26989,22087,22139,44222,27629,27572,55206,33196,33290,66484,22738,24093,46833,25182,25727,50909,31808,31796,63605,21129,21939,43067,23609,24654,48261,25501,26741,52242,15769,16934,32705,17988,19118,37105,21714,22592,44310,10717,11502,22217,12596,14122,26722,14669,16667,31338,6543,8047,14585,7262,8942,16205,8437,10075,18511,1782,3037,4826,2589,4064,6648,3093,4717,7813,687,848,1535,1104,1541,2644,365,386,749,766,733,1502,995,1048,2034,1451,1347,2794,74,61,139,80,69,152,64,68,131,27,16,40,29,34,61,39,39,77,865,816,1686,1106,1150,2252,1556,1453,3010,100326,103303,203629,108956,111552,220508,126484,128168,254652,48245,49266,97509,59139,59712,118854,74048,75198,149241,91598,93855,185448,99009,100417,199425,112800,113298,226091,58110,60202,118313,70745,72699,143444,86436,88604,175045,133738,138556,272293,146791,151341,298132,172209,176367,348578
211,234935,244170,479106,244073,255533,499608,253546,264753,518301,15417,14348,29761,15480,14689,30166,14812,14011,28822,31571,29689,61263,31706,29682,61388,32836,30641,63475,16881,16315,33200,16381,15432,31812,16127,14681,30811,16016,15084,31105,15938,14904,30848,15671,14421,30089,28856,29291,58147,31045,32390,63430,31399,32234,63632,33655,36133,69790,32923,34852,67780,34537,36842,71380,34072,36156,70229,34211,36924,71133,34313,36762,71072,28696,30955,59652,29950,32437,62386,31261,33787,65046,17793,18908,36696,21806,24276,46082,24332,27731,52068,9090,11445,20535,10801,13136,23942,13721,16357,30085,2875,5837,8716,3839,6799,10641,4532,7282,11817,903,1267,2173,1657,2446,4099,348,414,762,940,976,1920,1304,1405,2709,1746,1781,3530,59,56,120,64,69,131,78,61,137,22,19,39,26,26,57,54,40,91,1021,1056,2075,1394,1496,2892,1880,1879,3755,173006,178617,351626,173233,178181,351413,179590,183178,362762,53194,57153,110341,59279,64994,124273,65794,73394,139191,192732,199157,391890,189453,195594,385043,192455,197588,390047,34944,38217,73159,44466,49221,93679,52364,58160,110521,208632,216911,425543,210924,219363,430289,221500,229336,450832
212,327767,330245,658015,376467,378803,755266,429665,430395,860060,23061,21842,44904,27151,25656,52811,29010,27442,56450,44431,41643,86071,50061,47275,97337,59004,55671,114670,24003,22046,46047,25974,24125,50098,26552,24988,51538,26355,23897,50248,30762,27729,58486,31952,28762,60714,48859,47914,96772,58168,58217,116392,68929,66444,135372,46856,48999,95860,52778,52855,105629,64140,64012,128149,43015,43841,86853,47778,48805,96581,51892,53359,105254,33307,34966,68273,37690,39659,77345,43062,44674,87733,21763,23298,45061,26364,28995,55355,30810,34490,65298,12581,15185,27769,14686,17226,31911,17994,20783,38777,3535,6607,10142,5051,8255,13307,6328,9768,16090,2247,2850,5094,4168,5868,10038,995,1121,2116,1148,1242,2386,1498,1592,3086,2166,2277,4442,136,129,267,101,89,196,98,84,186,47,25,70,47,57,106,61,58,120,1331,1399,2728,1649,1740,3384,2323,2425,4751,180861,182489,363349,195051,194491,389539,220213,217660,437878,131261,133431,264698,159875,162953,322825,189546,194130,383675,189595,191356,380953,198401,197844,396243,215040,212313,427355,124611,126810,251426,158853,162203,321051,192386,196424,388803,262875,267634,530500,289503,292170,581674,333261,335654,668917
213,307528,308521,616056,362544,364903,727443,426866,426189,853054,24774,23903,48675,30084,28272,58360,32451,30538,62990,41295,39239,80536,49259,47344,96600,62232,59072,121310,20244,19259,39504,21971,20902,42872,24223,23082,47305,23092,21533,44624,26204,23891,50093,28223,25110,53336,52943,53052,105994,62462,64080,126542,70814,72199,143011,49082,49801,98881,57688,57022,114704,73482,71635,145115,39421,40007,79431,45056,45972,91030,51521,52192,103717,29830,30126,59956,34545,36564,71114,39381,41202,80576,16299,16482,32781,22131,23107,45237,27746,30017,57764,8168,10704,18875,9987,12207,22195,12961,14698,27656,2381,4416,6792,3157,5541,8699,3818,6447,10261,1615,2319,3936,3105,4637,7749,813,1087,1905,1590,1546,3136,2377,2295,4673,3442,3224,6668,127,123,246,104,90,195,90,75,164,49,48,100,45,47,87,84,100,183,1765,1717,3478,2519,2434,4953,3620,3398,7018,176962,178346,355307,197951,197840,395789,226805,224081,450888,111017,112017,223033,140869,143214,284082,177304,180866,358172,171839,172530,344372,189137,188933,378070,210456,208094,418544,116758,120158,236917,150365,154785,305153,188596,194125,382720,246919,251131,498054,280768,284326,565102,328238,331264,659510
214,131900,139170,271068,140292,148847,289139,149718,158508,308226,8731,8388,17117,8832,8194,17020,8473,8053,16525,17366,16382,33747,17893,16950,34846,18907,17917,36829,9137,8509,17643,8696,8262,16955,9155,8283,17441,8015,7551,15562,8168,7752,15916,7944,7452,15401,14321,15127,29442,15408,16567,31977,16476,17164,33635,18153,19679,37833,17617,18873,36487,17951,19583,37531,18193,19161,37352,19292,20795,40083,19988,21605,41592,16093,17829,33924,17649,19459,37106,19136,20994,40137,12221,13693,25919,15206,17405,32611,17371,19666,37037,7303,8732,16032,8483,9883,18361,10652,12419,23071,2366,4122,6490,3051,4719,7769,3666,5380,9042,385,553,937,493,736,1222,128,142,270,888,910,1793,1243,1195,2441,1680,1597,3272,60,70,138,65,69,137,77,74,148,21,34,49,25,43,69,44,54,99,973,1011,1982,1336,1308,2641,1803,1721,3526,98636,103551,202183,103826,109052,212874,113273,118707,231982,25986,27874,53857,26912,29561,56475,28208,31433,59637,116106,122090,238197,120909,127504,248414,130157,136923,267079,9534,10535,20069,11081,12566,23647,11522,13393,24909,114805,121165,235975,121772,129023,250800,132986,140635,273625
215,73136,74292,147424,74719,75314,150035,77653,77914,155568,4744,4404,9149,4445,4074,8520,4219,4253,8465,10066,9609,19675,9381,8778,18157,9611,8955,18561,5121,4802,9923,4714,4383,9097,4384,3956,8340,3889,3551,7439,4029,3794,7822,4144,3752,7898,7180,7459,14634,8231,8156,16382,9561,9459,19014,8797,9304,18096,7917,8255,16174,8461,8635,17096,10514,10452,20962,9929,10179,20110,9196,9593,18791,10014,9614,19622,10849,10564,21410,11104,10947,22053,7018,7172,14187,8662,8531,17190,9746,9415,19161,4430,5329,9754,4775,5578,10355,5336,5917,11254,1379,2604,3976,1786,3030,4817,1897,3033,4936,431,438,865,651,690,1344,147,115,260,1589,1819,3409,1818,1930,3750,2291,2421,4716,76,77,146,80,80,157,80,56,145,46,43,90,46,39,87,73,83,151,1708,1936,3647,1948,2047,3995,2450,2567,5012,62799,64184,126982,61039,61465,122506,62324,63088,125410,6209,6151,12364,6572,6752,13326,8788,8744,17527,65010,66818,131830,62952,64317,127271,63820,65444,129262,4516,4373,8888,4949,5004,9949,7037,6817,13849,66002,67867,133867,64951,66273,131229,66096,67619,133716
216,61842,63055,124895,64500,65469,129969,68342,69282,137618,4249,4006,8253,4013,3859,7870,3894,3613,7500,8983,8381,17370,8617,7976,16593,8963,8415,17379,4464,4182,8652,4389,3990,8371,4240,3741,7982,3168,3175,6338,3475,3230,6703,3583,3426,7014,6174,6686,12860,6865,7205,14067,7754,8095,15849,7886,8190,16080,7124,7503,14625,7293,7796,15095,8632,8681,17311,8506,8848,17359,8476,8627,17103,7868,8031,15897,8676,8816,17489,9148,9453,18610,5945,5790,11740,7339,7342,14678,8378,8547,16928,3416,4012,7436,4121,4490,8619,5007,5183,10196,1062,1903,2966,1369,2215,3582,1592,2383,3977,172,179,349,241,361,599,76,74,145,1523,1611,3133,1667,1683,3347,2096,2172,4267,50,45,100,63,50,110,51,59,111,33,34,64,57,42,97,65,58,124,1607,1690,3301,1783,1773,3558,2218,2284,4501,51891,52987,104879,51393,52056,103448,54119,54984,109099,6327,6430,12760,7247,7429,14677,8757,9098,17849,53767,55245,109015,53309,54441,107747,55522,56793,112315,4899,4881,9774,5874,5934,11813,7528,7646,15170,55221,56760,111977,55770,56867,112634,58752,59986,118740
217,59588,61074,120664,60506,62193,122695,63143,64926,128069,3896,3615,7517,3454,3336,6787,3313,3128,6433,8285,7891,16181,7918,7322,15240,7959,7403,15360,4462,4070,8527,3961,3675,7635,3816,3542,7353,3165,2914,6078,3390,3017,6413,3103,2837,5941,5875,6099,11971,6064,6230,12295,6951,6956,13911,7320,7775,15099,6666,6959,13625,6722,7198,13918,8575,8846,17427,8301,8833,17134,7902,8374,16268,8310,8147,16457,8774,9102,17875,9056,9634,18691,5461,5650,11115,7119,7138,14257,8525,8560,17082,3214,4033,7249,3587,4323,7908,4387,4906,9292,1011,2035,3047,1275,2258,3529,1413,2384,3801,285,327,609,493,607,1100,73,65,140,746,735,1473,892,890,1777,1190,1201,2388,28,29,59,28,24,52,29,20,50,21,20,41,30,14,38,38,12,45,795,780,1581,945,926,1868,1252,1233,2484,52385,53761,106150,50771,52041,102817,53241,54852,108095,4236,4382,8623,4566,4860,9431,5446,5777,11223,55825,57274,113097,54221,55818,110041,56569,58376,114940,1352,1499,2848,1880,1956,3841,2493,2596,5092,54682,56315,110997,53894,55497,109396,56533,58464,114998
297,34,0,38,26,0,26,36,6,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,6,0,6,7,0,7,4,0,4,16,0,16,8,0,11,13,0,13,3,0,3,8,0,8,9,0,9,10,6,14,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,9,70,22,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,19,0,19,7,0,9,10,0,10,0,0,4,3,0,3,34,0,32,20,0,20,9,0,13,0,0,0,3,0,6,5,0,5,29,0,29,20,0,23,5,0,11
299,4674,3631,8310,4329,3241,7572,5170,3915,9089,230,213,449,214,163,374,222,189,414,309,280,592,176,192,372,370,361,730,235,258,495,177,175,357,234,229,459,535,503,1037,448,451,899,345,321,671,1095,906,1994,1052,796,1845,939,878,1819,893,520,1418,816,481,1290,1008,730,1736,630,379,1009,631,347,975,912,479,1393,402,345,747,458,352,814,644,429,1074,252,147,399,284,199,479,392,224,613,74,41,111,74,43,123,90,58,152,22,30,52,10,29,42,15,19,29,0,0,0,0,0,0,0,0,0,166,108,274,145,100,249,241,206,448,3,6,6,14,8,20,4,3,9,3,0,5,7,6,11,0,0,4,172,112,285,164,115,278,246,214,462,2949,2250,5198,2584,1807,4387,2348,1934,4283,1214,1024,2234,1062,957,2016,743,649,1390,2842,2366,5211,2369,1833,4202,2445,2041,4485,727,689,1414,701,696,1393,490,492,977,2864,2378,5237,2455,1894,4353,2541,2153,4693
