SA4_CODE_2021,C21_F_CL_C_I_II_15_19,C21_F_CL_C_I_II_20_24,C21_F_CL_C_I_II_25_34,C21_F_CL_C_I_II_35_44,C21_F_CL_C_I_II_45_54,C21_F_CL_C_I_II_55_64,C21_F_CL_C_I_II_65_74,C21_F_CL_C_I_II_75_84,C21_F_CL_C_I_II_85over,C21_F_CL_C_I_II_Tot,C21_F_CL_CL_nfd_15_19,C21_F_CL_CL_nfd_20_24,C21_F_CL_CL_nfd_25_34,C21_F_CL_CL_nfd_35_44,C21_F_CL_CL_nfd_45_54,C21_F_CL_CL_nfd_55_64,C21_F_CL_CL_nfd_65_74,C21_F_CL_CL_nfd_75_84,C21_F_CL_CL_nfd_85over,C21_F_CL_CL_nfd_Tot,C21_F_CL_Tot_15_19,C21_F_CL_Tot_20_24,C21_F_CL_Tot_25_34,C21_F_CL_Tot_35_44,C21_F_CL_Tot_45_54,C21_F_CL_Tot_55_64,C21_F_CL_Tot_65_74,C21_F_CL_Tot_75_84,C21_F_CL_Tot_85over,C21_F_CL_Tot_Tot,C21_F_LE_ID_15_19,C21_F_LE_ID_20_24,C21_F_LE_ID_25_34,C21_F_LE_ID_35_44,C21_F_LE_ID_45_54,C21_F_LE_ID_55_64,C21_F_LE_ID_65_74,C21_F_LE_ID_75_84,C21_F_LE_ID_85over,C21_F_LE_ID_Tot,C21_F_LE_NS_15_19,C21_F_LE_NS_20_24,C21_F_LE_NS_25_34,C21_F_LE_NS_35_44,C21_F_LE_NS_45_54,C21_F_LE_NS_55_64,C21_F_LE_NS_65_74,C21_F_LE_NS_75_84,C21_F_LE_NS_85over,C21_F_LE_NS_Tot,C21_F_Tot_15_19_yrs,C21_F_Tot_20_24_yrs,C21_F_Tot_25_34_yrs,C21_F_Tot_35_44_yrs,C21_F_Tot_45_54_yrs,C21_F_Tot_55_64_yrs,C21_F_Tot_65_74_yrs,C21_F_Tot_75_84_yrs,C21_F_Tot_85over,C21_F_Tot_Tot,C11_P_Post_Deg_15_19_yrs,C11_P_Post_Deg_20_24_yrs,C11_P_Post_Deg_25_34_yrs,C11_P_Post_Deg_35_44_yrs,C11_P_Post_Deg_45_54_yrs,C11_P_Post_Deg_55_64_yrs,C11_P_Post_Deg_65_74_yrs,C11_P_Post_Deg_75_84_yrs,C11_P_Post_Deg_85over,C11_P_Post_Deg_Tot,C11_P_GrDip_GrCe_15_19,C11_P_GrDip_GrCe_20_24,C11_P_GrDip_GrCe_25_34,C11_P_GrDip_GrCe_35_44,C11_P_GrDip_GrCe_45_54,C11_P_GrDip_GrCe_55_64,C11_P_GrDip_GrCe_65_74,C11_P_GrDip_GrCe_75_84,C11_P_GrDip_GrCe_85over,C11_P_GrDip_GrCe_Tot,C11_P_BD_15_19,C11_P_BD_20_24,C11_P_BD_25_34,C11_P_BD_35_44,C11_P_BD_45_54,C11_P_BD_55_64,C11_P_BD_65_74,C11_P_BD_75_84,C11_P_BD_85over,C11_P_BD_Tot,C11_P_AdD_DL_15_19,C11_P_AdD_DL_20_24,C11_P_AdD_DL_25_34,C11_P_AdD_DL_35_44,C11_P_AdD_DL_45_54,C11_P_AdD_DL_55_64,C11_P_AdD_DL_65_74,C11_P_AdD_DL_75_84,C11_P_AdD_DL_85over,C11_P_AdD_DL_Tot,C11_P_CL_C_III_IV_15_19,C11_P_CL_C_III_IV_20_24,C11_P_CL_C_III_IV_25_34,C11_P_CL_C_III_IV_35_44,C11_P_CL_C_III_IV_45_54,C11_P_CL_C_III_IV_55_64,C11_P_CL_C_III_IV_65_74,C11_P_CL_C_III_IV_75_84,C11_P_CL_C_III_IV_85over,C11_P_CL_C_III_IV_Tot,C11_P_CL_C_I_II_15_19,C11_P_CL_C_I_II_20_24,C11_P_CL_C_I_II_25_34,C11_P_CL_C_I_II_35_44,C11_P_CL_C_I_II_45_54,C11_P_CL_C_I_II_55_64,C11_P_CL_C_I_II_65_74,C11_P_CL_C_I_II_75_84,C11_P_CL_C_I_II_85over,C11_P_CL_C_I_II_Tot,C11_P_CL_CL_nfd_15_19,C11_P_CL_CL_nfd_20_24,C11_P_CL_CL_nfd_25_34,C11_P_CL_CL_nfd_35_44,C11_P_CL_CL_nfd_45_54,C11_P_CL_CL_nfd_55_64,C11_P_CL_CL_nfd_65_74,C11_P_CL_CL_nfd_75_84,C11_P_CL_CL_nfd_85over,C11_P_CL_CL_nfd_Tot,C11_P_CL_Tot_15_19,C11_P_CL_Tot_20_24,C11_P_CL_Tot_25_34,C11_P_CL_Tot_35_44,C11_P_CL_Tot_45_54,C11_P_CL_Tot_55_64,C11_P_CL_Tot_65_74,C11_P_CL_Tot_75_84,C11_P_CL_Tot_85over,C11_P_CL_Tot_Tot,C11_P_LE_ID_15_19,C11_P_LE_ID_20_24,C11_P_LE_ID_25_34,C11_P_LE_ID_35_44,C11_P_LE_ID_45_54,C11_P_LE_ID_55_64,C11_P_LE_ID_65_74,C11_P_LE_ID_75_84,C11_P_LE_ID_85over,C11_P_LE_ID_Tot,C11_P_LE_NS_15_19,C11_P_LE_NS_20_24,C11_P_LE_NS_25_34,C11_P_LE_NS_35_44,C11_P_LE_NS_45_54,C11_P_LE_NS_55_64,C11_P_LE_NS_65_74,C11_P_LE_NS_75_84,C11_P_LE_NS_85over,C11_P_LE_NS_Tot,C11_P_Tot_15_19_yrs,C11_P_Tot_20_24_yrs,C11_P_Tot_25_34_yrs,C11_P_Tot_35_44_yrs,C11_P_Tot_45_54_yrs,C11_P_Tot_55_64_yrs,C11_P_Tot_65_74_yrs,C11_P_Tot_75_84_yrs,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_Post_Deg_15_19_yrs,C16_P_Post_Deg_20_24_yrs,C16_P_Post_Deg_25_34_yrs,C16_P_Post_Deg_35_44_yrs,C16_P_Post_Deg_45_54_yrs,C16_P_Post_Deg_55_64_yrs,C16_P_Post_Deg_65_74_yrs,C16_P_Post_Deg_75_84_yrs,C16_P_Post_Deg_85over,C16_P_Post_Deg_Tot,C16_P_GrDip_GrCe_15_19,C16_P_GrDip_GrCe_20_24,C16_P_GrDip_GrCe_25_34,C16_P_GrDip_GrCe_35_44,C16_P_GrDip_GrCe_45_54,C16_P_GrDip_GrCe_55_64,C16_P_GrDip_GrCe_65_74,C16_P_GrDip_GrCe_75_84,C16_P_GrDip_GrCe_85over,C16_P_GrDip_GrCe_Tot,C16_P_BD_15_19,C16_P_BD_20_24,C16_P_BD_25_34,C16_P_BD_35_44,C16_P_BD_45_54,C16_P_BD_55_64,C16_P_BD_65_74,C16_P_BD_75_84,C16_P_BD_85over,C16_P_BD_Tot
202,57,109,171,201,160,213,145,36,7,1094,18,64,105,149,239,269,212,106,37,1193,229,912,2255,2123,2148,2094,1120,339,82,11303,0,8,58,35,45,65,60,57,25,347,347,269,706,689,782,916,1081,1027,779,6599,603,2169,7912,8417,8126,7308,5639,2655,1152,43977,0,17,274,539,605,591,267,48,14,2354,0,33,433,672,740,643,188,38,9,2747,8,713,2807,2859,2306,1930,942,321,73,11959,18,370,1067,1627,1835,1824,1028,386,126,8282,401,1904,3715,4022,4368,3159,1701,731,175,20181,142,227,346,270,249,170,47,15,6,1480,39,119,254,294,346,325,140,63,18,1593,581,2262,4312,4593,4964,3648,1888,803,195,23253,13,50,122,171,221,282,180,97,35,1183,873,541,993,1247,1400,1645,1756,1836,1101,11400,1494,3992,10008,11712,12074,10571,6243,3535,1546,61174,0,85,545,802,814,712,517,117,26,3619,3,45,460,811,798,816,424,84,10,3460,8,815,3351,3559,2587,2337,1476,521,138,14789
203,112,178,248,307,290,260,229,60,16,1706,48,132,253,342,427,466,439,191,79,2372,528,1787,4194,4157,4007,3614,2090,641,191,21208,4,34,81,74,88,118,161,143,41,743,510,564,1195,1263,1143,1271,1708,1652,1132,10448,1076,5030,18420,18446,15419,13015,10116,4704,1876,88105,0,63,880,1251,1170,892,442,105,21,4833,0,61,683,1046,1008,882,325,77,26,4107,7,1765,6542,5973,4377,3533,1604,607,172,24579,59,966,2764,3757,3553,3297,1823,832,220,17268,812,3109,6828,7460,7131,5226,2969,1595,425,35549,262,370,534,365,340,258,104,33,20,2283,81,240,473,537,606,585,325,128,55,3039,1161,3719,7836,8356,8080,6070,3400,1760,504,40876,32,85,228,320,396,405,332,218,77,2095,1477,1001,1853,2225,2518,2564,2734,2895,1599,18866,2730,7659,20787,22931,21104,17646,10650,6495,2621,112624,0,136,1675,1973,1485,1260,796,206,35,7574,5,94,1000,1271,1204,1210,624,144,28,5583,12,2096,7951,7582,5163,4465,2767,936,256,31235
204,73,111,220,206,224,253,161,47,12,1307,38,69,121,145,305,329,272,131,43,1457,349,1048,2587,2521,2706,2615,1444,422,113,13820,4,15,30,45,46,64,98,68,30,397,462,352,738,820,983,1183,1326,1237,691,7793,834,2264,7874,8703,8698,8451,6332,2954,1127,47237,0,12,239,405,472,466,191,50,12,1848,0,18,303,523,619,589,222,21,6,2306,0,423,2332,2508,2223,2138,975,358,96,11054,24,430,1343,2007,2261,2145,1235,459,98,9996,530,2053,4439,5076,5356,4116,2124,892,226,24818,264,282,436,330,322,237,82,17,5,1981,45,138,279,358,413,413,187,62,27,1914,839,2477,5151,5763,6086,4767,2391,975,260,28711,21,59,120,191,273,319,229,150,64,1429,971,541,988,1253,1666,1918,1951,1940,954,12177,1859,3960,10484,12658,13598,12337,7202,3955,1494,67527,0,35,433,534,585,613,357,76,19,2648,0,38,394,579,670,710,411,101,10,2922,3,531,2570,2982,2237,2524,1558,525,157,13100
205,109,162,341,385,363,412,304,63,16,2156,28,93,229,302,398,497,461,190,52,2262,418,1588,4594,4267,4183,4155,2466,688,154,22505,5,25,70,75,82,135,176,144,46,751,718,568,1387,1457,1524,2066,2532,1954,1107,13315,1162,3494,13204,13067,12604,13216,10737,4776,1712,73976,0,21,402,563,586,657,315,87,19,2647,0,50,477,694,822,865,307,62,11,3288,5,905,3638,3318,3222,3123,1469,510,125,16316,46,663,2065,2691,3060,3235,1873,755,166,14541,654,3520,7568,7968,8597,6773,3973,1728,406,41197,284,384,659,480,446,336,99,26,9,2727,67,249,465,522,576,588,363,133,32,2983,1003,4154,8696,8971,9623,7702,4434,1887,446,46914,36,102,248,271,411,530,418,194,74,2267,1706,1058,2060,2396,2741,3363,3491,3148,1450,21415,2790,6951,17593,18895,20460,19463,12306,6643,2284,107385,7,49,583,722,710,875,580,146,33,3703,4,58,599,795,870,1029,617,114,18,4103,10,905,4045,3868,3094,3712,2445,784,204,19065
206,100,239,396,259,263,209,166,43,15,1674,42,194,579,505,714,673,507,229,100,3540,441,2098,5016,3171,3138,2572,1459,567,233,18708,29,174,502,322,215,194,204,124,53,1817,662,1975,5445,3125,2156,1890,1690,1466,1037,19448,1325,18916,77712,45667,30454,21666,13838,5856,2212,217649,9,983,14865,10150,6637,4623,1815,448,90,39626,5,366,5244,4767,3417,2332,599,144,20,16897,77,13420,53869,26213,13864,9113,3671,1302,381,121910,202,4219,11516,7931,5400,4353,2085,895,253,36870,605,3668,9469,6365,5047,3181,1719,994,402,31456,206,418,799,529,317,242,84,27,6,2621,108,372,1045,1015,835,586,287,113,52,4411,916,4453,11311,7911,6193,4010,2104,1129,466,38491,75,342,968,706,591,513,392,205,93,3884,2405,5346,11838,7127,5360,4806,4019,3577,2026,46501,3679,29124,109620,64805,41470,29757,14678,7705,3332,304175,13,1677,23785,14568,8824,5965,3317,833,197,59180,21,422,5875,4878,3886,3224,1351,260,46,19975,119,18803,64477,30743,17186,11140,6137,2041,692,151339
207,59,94,125,135,184,206,134,76,30,1044,32,79,143,257,533,592,580,370,162,2751,257,883,1398,1385,2188,2244,1497,887,356,11096,15,66,137,164,189,204,212,190,100,1270,310,566,1193,1069,1021,962,1190,1353,1236,8907,665,6953,22033,22897,22475,17317,11970,6781,3163,114256,3,468,5357,5706,5360,3618,1710,565,153,22925,0,154,1507,2522,2665,2009,723,225,54,9863,24,6197,17590,16220,13891,9123,4419,2102,745,70311,169,2351,4256,5076,5539,4857,3179,1769,635,27825,454,1841,3319,3859,4288,2875,2555,1580,510,21287,157,216,259,265,307,249,136,67,18,1671,75,183,348,609,854,713,470,267,148,3676,683,2238,3930,4726,5456,3839,3161,1910,678,26629,36,156,354,421,590,536,444,365,182,3082,1601,1661,2578,2203,2545,2446,2798,3235,2575,21620,2516,13229,35568,36873,36038,26426,16430,10165,5019,182261,4,615,8098,7704,6543,4508,2537,842,245,31107,3,159,1577,2309,2908,2440,1214,374,109,11083,22,7029,19613,17074,15308,10578,6066,2786,1055,79540
208,77,125,166,208,264,293,201,78,17,1437,37,96,222,434,705,803,656,391,212,3560,337,1035,2107,2474,3320,3275,2047,950,448,15996,10,37,138,209,219,227,259,176,117,1385,344,418,1330,1303,1276,1182,1581,1621,1537,10599,776,6194,24083,27495,27078,19296,13302,6520,3344,128087,3,360,5298,5619,4398,2877,1166,396,106,20225,3,128,1641,2945,2721,1832,598,168,41,10075,29,4849,17411,18628,13524,8557,3594,1675,606,68858,116,2103,5347,7202,6408,5328,2923,1542,536,31496,528,2356,5120,6323,6510,4508,2821,1810,775,30741,189,261,374,386,405,298,116,55,29,2111,60,227,514,869,947,840,469,270,133,4319,771,2843,6015,7573,7867,5647,3399,2135,934,37181,32,160,437,581,650,624,461,369,209,3525,1811,1548,3051,3297,3440,3287,3303,3957,3132,26835,2752,11977,39199,45851,39007,28146,15448,10243,5556,198186,5,507,7219,7571,6070,3792,2031,586,175,27944,11,147,1725,2738,3144,2427,1133,297,78,11696,27,6003,19238,20310,16199,10694,5534,2238,884,81136
209,151,245,378,432,411,384,222,54,14,2288,64,188,447,657,954,978,628,235,85,4248,617,2204,5372,5478,5542,4636,2194,659,225,26917,10,78,213,265,208,217,204,116,45,1346,655,808,2250,2085,1733,1742,1826,1554,1099,13752,1378,8498,33998,34877,25379,17512,10580,4281,1852,138349,6,307,4395,3688,2639,1810,689,167,34,13736,3,181,1777,2287,1876,1357,354,89,13,7931,17,4487,16467,12908,8169,5383,1826,634,167,50057,127,2883,7243,7228,5720,4033,1789,621,215,29848,1071,4729,10186,10939,9858,6592,3579,1701,447,49112,312,432,748,630,498,355,93,16,4,3096,121,392,866,1173,1154,753,300,145,58,4977,1506,5557,11799,12744,11516,7707,3973,1864,511,57184,42,243,595,705,668,572,303,192,66,3393,2592,2358,4416,4260,4280,4130,3748,3516,2142,31444,4296,16010,46702,43820,34858,24991,12678,7087,3156,193595,4,504,7343,6434,3581,2427,1198,321,46,21846,3,209,2140,2734,2341,1883,751,141,29,10239,42,5417,20278,17083,10093,6956,3392,1021,291,64577
210,122,172,390,401,311,286,150,44,6,1882,55,197,460,557,755,636,345,160,49,3207,438,1707,4717,4498,4305,3316,1455,457,141,21039,10,52,205,212,172,141,132,83,36,1033,658,817,2266,2041,1659,1423,1394,1234,844,12342,1192,6670,26551,24842,17083,11263,6225,2777,1206,97814,0,109,2046,1639,1139,633,193,39,12,5813,0,77,843,1077,923,630,159,50,9,3757,20,2440,9016,7091,4434,2475,918,296,57,26745,76,1832,4798,4687,3812,2443,1090,402,87,19224,841,3419,7402,7949,7383,4726,2681,1377,364,36142,287,371,695,567,416,222,67,25,3,2652,83,303,643,828,745,509,224,77,23,3446,1211,4090,8749,9350,8543,5460,2972,1483,384,42232,42,168,432,494,482,360,258,135,43,2412,2429,1833,3375,3471,3461,3158,3085,2917,1288,25011,3777,10553,29251,27803,22792,15139,8676,5333,1874,125198,0,265,3995,3400,1665,999,409,82,20,10836,15,163,1255,1456,1166,855,317,85,10,5321,31,3287,12481,10001,5720,3681,1538,457,141,37341
211,187,219,353,446,432,400,325,106,6,2478,65,188,352,566,874,1060,752,399,157,4423,705,2246,4920,5254,6162,5599,3105,1145,357,29500,12,33,154,184,183,226,296,201,92,1383,473,562,1431,1527,1515,1688,1872,2064,1662,12791,1279,7407,27190,31349,27165,20749,13828,6687,2908,138549,3,124,2734,3321,2719,1944,736,225,42,11844,0,120,1546,2307,2106,1718,622,132,26,8568,17,4032,14661,13532,9955,7156,3007,1002,285,53638,164,2645,6784,8294,7823,6482,3416,1290,340,37228,1331,5774,12211,13842,13808,9799,5652,2574,611,65598,405,516,908,673,760,513,201,64,18,4056,149,447,860,1260,1440,1246,647,283,93,6425,1886,6732,13977,15775,16005,11563,6498,2919,723,76076,38,198,490,721,877,863,646,351,137,4316,2439,1499,2588,3440,3831,4079,4024,3985,2709,28592,4546,15347,42767,47406,43300,33797,18940,9904,4257,220269,0,276,4944,5381,3588,2575,1313,373,82,18521,6,181,1833,2627,2383,2223,1074,281,47,10658,20,4420,16830,16742,11404,8527,4768,1610,446,64755
212,253,431,698,704,704,593,341,118,27,3872,104,340,797,1035,1403,1273,793,449,168,6362,1079,3631,9325,9036,8727,6624,3401,1210,406,43448,28,138,436,479,323,313,324,196,83,2314,1252,1727,4500,3695,3048,2784,2747,2583,1845,24185,2518,14668,53373,50804,35273,23694,14344,7052,3219,204955,0,418,6644,4847,3431,1903,866,253,41,18396,0,171,1702,2058,1733,1247,484,108,12,7520,52,6687,21938,16107,10742,6665,2680,1134,302,66312,290,5071,11744,10505,8192,5570,3048,1286,303,46009,1679,6812,15246,16260,14673,9901,5674,2736,626,73620,560,718,1294,1122,884,540,188,82,19,5413,205,544,1243,1624,1453,1092,568,239,63,7039,2444,8076,17787,19010,17014,11537,6436,3060,706,86069,87,384,1092,1161,1121,933,671,380,136,5975,4275,3641,6587,6337,6471,6080,5816,5241,2716,47160,7158,24448,67488,60028,48703,33931,19997,11469,4221,277446,4,637,10649,9158,4743,2752,1319,432,88,29773,18,312,2188,2500,2261,1697,821,215,33,10060,61,8554,27950,21683,13388,8618,4306,1704,459,86728
213,207,314,673,769,661,567,299,51,6,3556,85,307,826,1185,1376,1098,610,205,54,5743,859,3272,9260,9668,8290,5826,2555,635,179,40533,17,112,518,536,291,274,210,93,18,2068,1358,1778,5661,4745,3223,2635,2501,1814,1268,24981,2366,13144,58523,57990,33975,20266,10782,3990,1758,202791,5,308,7417,4764,2331,1095,322,66,14,16317,8,155,2193,2435,1657,884,205,48,5,7585,41,5223,24274,17110,8394,4451,1318,362,86,61263,244,4228,11337,9728,6511,3844,1314,452,125,37774,1522,6397,15864,14978,12533,8319,3679,1632,460,65388,460,732,1433,1097,763,430,93,28,6,5050,149,626,1500,1674,1317,792,281,98,20,6443,2126,7755,18803,17751,14609,9544,4052,1759,482,76881,64,343,1180,994,912,697,369,189,51,4793,4529,4439,9425,8272,7290,6646,4915,3877,1830,51224,7005,22449,74630,61047,41697,27161,12504,6749,2598,255840,4,650,11354,10119,3822,2020,763,142,21,28895,12,274,2793,3243,2160,1442,460,95,18,10498,65,7064,30974,24962,11872,6695,2742,675,163,85206
214,95,159,267,322,301,333,240,78,18,1819,41,104,294,382,535,551,552,316,97,2876,419,1279,3673,3969,4286,3873,2335,932,242,21016,7,25,77,84,99,128,186,153,74,823,543,500,1119,1239,1401,1428,1865,1948,1332,11370,1025,3608,13974,15998,15653,13068,10265,5479,2239,81311,0,24,563,945,880,823,500,160,28,3928,3,42,594,875,906,840,339,93,12,3703,11,1124,4798,5345,4050,3347,2075,904,222,21875,92,1081,3167,4215,3800,3471,2380,1064,297,19563,766,3374,7593,8592,8236,5939,3791,1936,521,40757,272,348,607,508,442,301,136,55,19,2677,98,257,502,675,722,642,428,173,76,3577,1142,3977,8704,9778,9401,6877,4357,2161,611,47010,33,117,296,454,478,487,404,242,99,2615,1819,1118,1885,2715,3027,3069,3504,3490,2137,22754,3095,7493,20005,24322,22544,18916,13558,8114,3409,121445,0,71,962,1376,1297,1114,787,276,59,5943,7,91,731,1109,1101,1102,693,166,31,5037,17,1270,5454,6507,4911,3978,3158,1296,361,26961
215,60,115,205,183,179,170,106,33,3,1058,16,59,116,167,223,195,152,51,13,992,213,921,2267,2051,2099,1921,1050,270,62,10849,7,8,50,40,38,44,54,32,23,292,418,338,835,802,860,1032,1198,1055,727,7260,643,1987,6970,6329,6112,5816,4237,2087,1008,35181,0,13,192,238,212,193,75,14,4,939,0,19,244,368,394,347,109,24,3,1511,6,514,2067,1902,1574,1303,534,238,48,8185,20,330,1146,1581,1579,1468,755,279,93,7249,415,1872,3638,3997,4356,3040,1522,622,151,19618,174,276,372,323,248,166,50,11,4,1608,44,126,229,321,306,284,102,43,11,1458,634,2275,4242,4638,4901,3490,1670,671,162,22688,20,38,121,171,215,235,172,105,38,1125,1081,587,1162,1490,1783,1969,1991,2050,1064,13178,1766,3772,9175,10393,10667,8991,5310,3384,1422,54878,0,48,282,354,236,233,123,30,3,1318,3,39,292,364,432,409,180,31,13,1758,6,544,2406,2098,1583,1571,800,306,96,9411
216,77,82,154,155,136,128,95,26,6,863,16,47,114,123,192,220,126,63,19,921,221,835,1826,1790,1815,1698,888,238,50,9364,3,10,46,51,32,37,53,34,9,276,332,283,711,688,688,888,987,988,700,6266,570,1838,6148,5837,5468,5052,3602,1874,903,31286,0,9,203,242,239,177,66,26,6,962,0,25,246,304,336,267,79,13,0,1270,0,454,1859,1653,1305,1121,395,160,41,6991,22,294,969,1286,1299,1139,638,254,71,5977,395,1576,3185,3663,3659,2546,1401,630,130,17179,120,201,286,237,193,110,55,12,0,1219,40,88,211,272,255,210,93,51,19,1236,549,1865,3685,4177,4107,2865,1547,694,153,19635,14,44,125,137,181,172,145,96,35,960,945,523,1012,1260,1444,1463,1750,1673,897,10961,1537,3205,8100,9059,8906,7206,4625,2918,1206,46751,0,50,374,331,294,223,119,27,12,1434,0,24,324,376,398,393,155,38,7,1717,3,452,2099,1937,1383,1264,698,233,58,8131
217,74,84,146,139,137,147,94,21,9,857,8,50,94,117,208,183,157,57,15,891,230,792,1771,1769,1842,1777,891,228,58,9359,0,0,28,21,22,41,53,39,20,231,297,196,472,534,589,815,959,864,574,5293,540,1535,5401,5698,5654,5615,4233,1933,840,31441,0,16,139,279,289,274,109,36,9,1152,0,26,220,357,383,328,103,23,5,1450,3,419,1892,1838,1577,1501,570,220,46,8067,25,262,960,1355,1497,1420,694,270,72,6558,452,1712,3447,3725,3812,2470,1154,524,147,17450,132,178,288,219,175,122,42,6,5,1168,50,109,210,244,283,229,126,33,20,1296,634,2001,3950,4187,4266,2825,1320,567,170,19911,14,52,120,148,227,204,182,88,23,1062,804,351,728,970,1282,1479,1484,1605,817,9529,1480,3121,8014,9144,9518,8037,4461,2812,1135,47720,0,37,247,350,338,362,232,64,7,1628,0,23,277,377,421,426,199,44,15,1776,3,434,2034,2148,1686,1667,1009,301,107,9383
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,7,3,6,5,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
299,0,7,11,11,9,8,5,0,0,54,0,0,12,4,12,4,4,0,0,41,15,36,122,95,68,58,32,3,0,435,4,0,0,4,3,6,0,0,0,15,85,96,303,350,186,127,69,15,11,1244,102,177,705,618,379,303,140,29,11,2459,0,12,132,55,23,15,9,0,0,245,0,0,40,33,10,13,4,0,0,98,0,125,452,193,88,66,14,3,6,939,3,60,147,79,59,56,14,8,0,421,24,111,223,185,162,112,65,9,6,888,15,21,30,17,14,10,0,0,0,106,7,16,15,22,16,16,0,0,0,104,46,157,266,226,185,136,65,9,6,1098,0,3,16,13,12,11,5,0,0,62,132,224,415,402,298,139,86,45,21,1760,181,581,1466,998,678,436,199,70,27,4631,0,7,113,64,21,17,15,4,0,237,0,0,34,18,14,13,4,0,0,93,0,122,360,129,74,69,35,9,4,792
301,211,143,237,224,232,242,198,46,11,1541,69,90,200,346,482,557,409,201,52,2400,939,1289,2824,3294,3531,3197,1843,568,120,17602,18,22,44,84,117,104,141,93,28,654,247,267,623,729,782,818,934,965,852,6225,1408,3284,10221,13362,12820,10064,6536,2869,1308,61873,0,30,588,1075,1103,703,275,84,19,3876,0,35,341,706,694,482,149,54,8,2480,9,1181,4389,5306,3881,2594,1075,387,120,18934,142,785,2387,3753,3566,2500,1203,469,167,14979,771,2495,5829,6363,6678,5005,2630,1239,316,31325,422,347,470,346,281,206,68,23,3,2171,86,194,424,571,589,490,260,92,35,2744,1281,3039,6722,7284,7545,5702,2961,1358,351,36240,27,82,241,377,431,367,275,172,41,2025,1172,612,1300,1733,1824,1852,1690,1634,936,12754,2637,5770,15969,20232,19050,14205,7632,4156,1654,91294,0,41,774,1564,1504,995,585,148,34,5636,3,68,475,765,871,725,312,96,26,3333,10,1423,4838,6069,4652,3241,1914,612,160,22922
302,167,156,217,171,176,137,109,37,10,1170,50,81,208,279,397,402,272,121,48,1863,695,1367,2773,2520,2544,2072,1117,323,125,13530,10,28,86,104,111,90,85,72,41,627,209,334,896,737,578,581,614,762,814,5525,1058,4186,14893,14841,11409,7710,4672,2375,1379,62529,0,70,1478,1546,1117,741,255,91,11,5318,0,64,668,927,716,480,138,38,9,3046,13,1855,8058,6506,3874,2363,1015,452,137,24266,139,940,2766,3317,2685,1885,967,502,157,13360,626,2253,5177,4761,4306,3207,1823,1102,291,23538,247,320,428,306,210,157,46,18,5,1731,77,191,434,502,444,402,187,92,27,2353,950,2766,6031,5562,4960,3764,2057,1210,322,27623,25,92,286,300,327,286,218,148,75,1753,864,893,1798,1717,1634,1450,1494,1911,1461,13215,1993,6669,21090,19877,15327,10971,6139,4351,2171,88576,3,94,2228,2526,1624,1050,502,144,42,8201,3,98,846,1116,979,697,293,88,22,4139,25,2172,9406,8337,5017,3106,1547,662,180,30450
303,264,249,272,226,216,216,137,50,6,1632,81,147,290,416,529,560,425,173,67,2690,988,1965,3264,3072,3098,2521,1381,475,149,16911,21,60,175,217,160,152,140,103,42,1076,386,715,1677,1360,995,959,867,870,778,8605,1693,8267,27079,25935,18191,12227,7164,3148,1401,105107,5,398,5353,4091,2945,1595,555,153,26,15117,0,143,1319,1657,1345,843,244,60,11,5631,53,5482,17376,12390,7502,4717,1758,696,170,50137,272,2322,4888,5096,4291,3052,1486,575,175,22152,784,3227,7056,6151,5844,4237,2399,1280,403,31373,438,444,597,407,293,231,88,24,11,2532,82,286,634,687,679,582,243,114,46,3365,1306,3954,8288,7244,6821,5049,2724,1421,461,37273,41,223,487,504,491,450,295,200,65,2749,1637,2008,3583,2826,2652,2361,1971,2144,1413,20589,3308,14520,41293,33820,26036,18071,9031,5246,2323,153655,5,454,7796,6368,3897,2331,1001,276,64,22195,6,187,1795,1878,1668,1122,494,132,21,7308,38,6436,20572,14954,9213,5916,2868,992,285,61283
