SA4_CODE_2021,Netherlands_C11_P,Netherlands_C16_M,Netherlands_C16_F,Netherlands_C16_P,Netherlands_C21_M,Netherlands_C21_F,Netherlands_C21_P,New_Zealand_C11_M,New_Zealand_C11_F,New_Zealand_C11_P,New_Zealand_C16_M,New_Zealand_C16_F,New_Zealand_C16_P,New_Zealand_C21_M,New_Zealand_C21_F,New_Zealand_C21_P,Pakistan_C11_M,Pakistan_C11_F,Pakistan_C11_P,Pakistan_C16_M,Pakistan_C16_F,Pakistan_C16_P,Pakistan_C21_M,Pakistan_C21_F,Pakistan_C21_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Philippines_C16_M,Philippines_C16_F,Philippines_C16_P,Philippines_C21_M,Philippines_C21_F,Philippines_C21_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Poland_C16_M,Poland_C16_F,Poland_C16_P,Poland_C21_M,Poland_C21_F,Poland_C21_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,Singapore_C16_M,Singapore_C16_F,Singapore_C16_P,Singapore_C21_M,Singapore_C21_F,Singapore_C21_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,South_Africa_C16_M,South_Africa_C16_F,South_Africa_C16_P,South_Africa_C21_M,South_Africa_C21_F,South_Africa_C21_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Sri_Lanka_C16_M,Sri_Lanka_C16_F,Sri_Lanka_C16_P,Sri_Lanka_C21_M,Sri_Lanka_C21_F,Sri_Lanka_C21_P,Taiwan_C11_M,Taiwan_C11_F,Taiwan_C11_P,Taiwan_C16_M,Taiwan_C16_F,Taiwan_C16_P,Taiwan_C21_M,Taiwan_C21_F,Taiwan_C21_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Thailand_C16_M,Thailand_C16_F,Thailand_C16_P,Thailand_C21_M,Thailand_C21_F,Thailand_C21_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unitd_Kingdom_C16_M,Unitd_Kingdom_C16_F,Unitd_Kingdom_C16_P,Unitd_Kingdom_C21_M,Unitd_Kingdom_C21_F,Unitd_Kingdom_C21_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Unit_Sts_Amer_C16_M,Unit_Sts_Amer_C16_F,Unit_Sts_Amer_C16_P,Unit_Sts_Amer_C21_M,Unit_Sts_Amer_C21_F,Unit_Sts_Amer_C21_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Vietnam_C16_M,Vietnam_C16_F,Vietnam_C16_P,Vietnam_C21_M,Vietnam_C21_F,Vietnam_C21_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Born_elsewhere_C16_M,Born_elsewhere_C16_F,Born_elsewhere_C16_P,Born_elsewhere_C21_M,Born_elsewhere_C21_F,Born_elsewhere_C21_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,Country_birt_ns_C16_M,Country_birt_ns_C16_F,Country_birt_ns_C16_P,Country_birt_ns_C21_M,Country_birt_ns_C21_F,Country_birt_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
201,913,413,456,862,382,431,816,586,576,1157,655,695,1351,791,869,1658,30,18,49,45,31,78,127,75,194,73,212,282,184,366,548,299,548,843,42,55,94,37,49,86,46,54,102,29,33,60,32,47,80,45,69,113,115,140,258,144,151,299,205,185,391,55,54,106,80,74,153,162,139,300,3,15,20,25,21,51,22,42,62,21,48,75,53,101,153,59,151,211,2464,2640,5100,2472,2621,5087,2796,2842,5637,174,155,323,188,187,370,243,246,489,34,48,76,53,74,132,75,133,209,984,967,1952,1065,1056,2123,1235,1314,2553,3688,3624,7313,5847,6279,12125,5248,5205,10446,71325,74908,146236,76800,80690,157488,85041,88886,173937
202,497,236,222,454,231,230,460,576,561,1137,630,619,1246,749,761,1511,13,17,30,31,28,61,70,51,120,106,213,315,191,376,565,324,563,889,27,28,58,23,29,51,31,33,73,20,31,50,30,42,74,36,38,70,123,128,250,177,165,341,213,226,441,79,81,155,108,105,215,173,152,324,10,18,18,82,92,169,69,70,132,86,116,200,184,259,442,364,460,818,2164,2166,4334,2179,2091,4269,2446,2402,4849,126,129,256,144,171,316,187,231,420,53,33,83,87,59,140,114,104,211,775,761,1534,982,967,1951,1350,1418,2767,3460,3450,6911,6091,6465,12556,5165,5215,10375,68587,72106,140693,74696,78393,153087,81803,85960,167764
203,1792,796,809,1608,761,812,1566,1183,1104,2292,1418,1356,2774,1799,1749,3545,74,43,119,257,144,402,528,276,806,353,687,1035,453,888,1341,751,1351,2096,241,324,560,188,262,451,170,286,459,127,134,259,125,150,277,166,190,357,330,336,665,379,406,780,568,611,1176,155,132,285,230,186,421,468,382,854,7,15,22,30,46,73,38,73,114,163,232,393,219,360,571,308,580,880,5882,6233,12122,5932,6215,12146,6520,6883,13406,292,334,623,361,427,788,471,567,1040,198,190,386,281,261,540,336,386,720,3406,3465,6874,3585,3714,7298,4366,4684,9049,5810,5638,11444,8990,9517,18511,7921,7866,15783,122206,128450,250652,135813,143120,278930,160063,167815,327878
204,771,387,360,751,385,347,731,689,732,1417,707,776,1484,820,959,1776,18,8,22,34,25,56,48,34,84,87,292,376,203,438,643,311,624,929,65,87,152,60,57,116,45,53,99,23,37,58,30,38,73,35,38,76,150,136,287,146,147,295,205,216,417,67,74,140,75,76,157,109,98,211,19,41,54,35,78,114,36,62,101,32,81,116,41,131,170,73,189,264,2592,2698,5290,2557,2633,5193,2771,2888,5664,140,153,289,170,194,362,185,236,429,23,14,39,24,32,53,132,152,290,1139,1121,2260,1191,1257,2449,1432,1560,2990,3809,3585,7387,7231,7465,14695,6705,6516,13225,78779,80511,159292,83920,86270,170193,91165,93770,184935
205,2311,1105,1080,2181,1069,1047,2111,1398,1312,2709,1479,1528,3007,1703,1740,3449,32,25,61,43,40,81,92,74,163,169,658,826,280,795,1077,471,1238,1710,132,173,304,127,150,276,138,149,281,43,67,107,51,49,100,58,70,129,252,291,548,293,320,609,426,440,866,137,115,251,191,153,342,300,252,552,21,25,51,51,100,152,77,114,197,29,107,143,83,193,272,126,369,496,5569,6227,11797,5446,6167,11613,6068,6671,12738,229,260,488,249,277,530,330,389,721,155,85,242,176,152,331,255,267,522,2031,1897,3929,2010,1976,3992,2536,2468,5000,6792,6570,13361,11908,12519,24428,11299,11366,22669,125946,129912,255858,133174,138242,271413,147833,153015,300848
206,1023,591,549,1140,655,532,1185,6208,6451,12666,7184,7328,14513,7177,7203,14383,488,187,673,704,338,1044,726,340,1063,752,1265,2009,1213,1885,3102,1990,3042,5027,668,994,1664,598,979,1581,641,947,1589,1273,1682,2952,1514,1819,3336,1329,1715,3042,1131,1096,2225,1362,1316,2681,1610,1540,3152,848,815,1659,1100,971,2070,1327,1251,2574,456,633,1089,993,1464,2460,831,1333,2161,674,1227,1903,1075,2071,3143,1154,2501,3651,11134,9009,20139,12525,10342,22866,13595,11173,24770,1825,2020,3844,2257,2562,4823,2786,3275,6065,2718,3719,6436,2996,4442,7430,3328,5062,8388,13659,14686,28345,17250,18675,35921,19570,21639,41210,21350,18300,39646,26896,27411,54303,16524,16334,32855,245711,256280,501987,285794,305886,591681,299941,317072,617018
207,849,385,349,728,348,317,662,2349,2398,4750,2341,2281,4623,2209,2186,4398,301,175,474,493,279,773,714,416,1131,367,736,1108,556,1031,1587,730,1249,1975,349,519,864,293,448,742,257,423,680,865,1146,2012,1008,1302,2313,1099,1509,2604,1226,1356,2578,1157,1250,2401,1083,1203,2286,1467,1430,2894,1672,1596,3269,1949,1895,3840,773,1003,1776,914,1201,2115,1012,1321,2334,285,541,825,285,634,921,295,736,1028,5879,5573,11455,5483,5075,10562,5349,4737,10089,805,848,1655,818,894,1705,939,992,1929,1619,2021,3642,1954,2408,4359,2067,2734,4802,5579,6295,11875,5886,6635,12523,5923,6968,12892,6964,6868,13832,7931,8635,16572,5688,5965,11650,163525,176478,340001,172779,186861,359646,179806,193669,373472
208,989,494,483,979,486,460,950,3103,3139,6244,3242,3428,6667,3226,3438,6667,160,86,246,230,116,340,193,131,319,514,961,1468,685,1319,1998,823,1548,2370,1256,1752,3010,1044,1501,2549,948,1364,2309,457,573,1028,547,660,1202,629,778,1407,2558,2701,5260,2840,2957,5795,3247,3385,6630,1172,1260,2436,1162,1250,2417,1243,1356,2601,115,168,287,174,281,447,198,329,532,198,501,697,285,666,945,297,798,1095,9674,9524,19201,10176,9689,19864,10602,9980,20584,1138,1246,2384,1249,1334,2583,1429,1544,2971,589,808,1395,725,993,1718,958,1344,2295,11139,12459,23601,11566,13012,24577,12589,14645,27233,8953,8824,17774,10393,11104,21499,6351,6864,13217,182677,195541,378219,194091,209616,403703,203350,219288,422639
209,837,403,360,765,379,355,732,2254,2233,4490,2824,2878,5703,3341,3269,6609,422,315,729,993,605,1599,1293,929,2217,1062,1691,2754,1492,2354,3847,1982,3037,5019,309,429,741,311,436,750,301,436,735,340,478,814,419,573,990,547,685,1236,583,609,1190,765,770,1539,907,943,1853,1794,1724,3524,2493,2320,4811,2942,2717,5656,107,163,270,228,288,519,207,327,535,250,471,720,293,702,997,327,957,1285,6443,6106,12548,6566,6188,12750,6829,6334,13168,505,511,1016,624,663,1288,763,849,1605,2378,2754,5127,2868,3510,6374,2896,3760,6660,13074,13431,26508,14389,15143,29532,15626,16951,32581,10601,10203,20803,14736,15576,30311,10832,10530,21365,215142,221905,437049,243479,251872,495351,266882,273777,540664
210,531,243,244,492,214,237,453,1942,1941,3884,2580,2559,5136,2873,2873,5751,1085,582,1668,3194,1602,4800,3857,2467,6321,1133,1779,2915,1525,2336,3861,1914,2948,4863,407,533,939,309,465,773,330,469,798,226,284,509,249,328,575,315,409,719,242,248,489,314,332,650,398,391,790,1705,1680,3383,2107,2095,4206,2551,2452,5001,14,46,59,71,116,186,66,145,215,141,292,428,241,468,713,259,749,1005,3819,3896,7710,3824,3797,7624,3931,3898,7829,284,289,575,337,340,677,406,487,897,1277,1512,2792,1356,1776,3134,1565,2058,3616,11792,12436,24224,12865,13585,26452,16087,17079,33165,8752,8590,17343,11976,12033,24006,10416,10012,20430,157319,161163,318484,180069,183298,363368,210949,213385,424328
211,3808,1602,1634,3235,1378,1452,2831,2901,2984,5885,2980,3059,6037,2953,2982,5933,187,139,330,367,260,625,533,393,925,801,1471,2273,990,1773,2759,1199,2148,3344,616,756,1370,531,702,1229,502,688,1188,762,816,1584,853,937,1790,1063,1115,2179,1491,1626,3124,1486,1721,3208,1556,1760,3310,2034,2024,4058,2477,2427,4900,3010,2974,5981,245,326,566,327,463,792,398,615,1012,256,565,819,398,790,1188,402,1024,1429,13664,14107,27779,12250,12610,24864,11244,11466,22708,717,714,1431,752,782,1534,802,883,1681,1169,1354,2522,1267,1553,2817,1354,1782,3133,7436,7920,15355,7964,8638,16605,8615,9481,18087,8732,8397,17129,11566,12359,23926,8163,8184,16345,234935,244170,479106,244073,255533,499608,253546,264753,518301
212,2997,1296,1331,2628,1126,1178,2301,6056,5791,11846,6825,6526,13355,7220,6909,14131,1401,1062,2462,3173,2275,5445,4675,3769,8441,2624,3985,6610,3719,5337,9058,5362,7565,12925,1428,1700,3129,1281,1593,2873,1241,1546,2785,1149,1286,2437,1365,1581,2942,1507,1689,3195,1837,1901,3740,1976,2038,4011,2118,2213,4326,10340,9756,20101,13470,12348,25819,16486,15280,31762,404,495,905,569,776,1348,727,952,1686,686,1184,1872,926,1653,2572,1155,2202,3352,12360,12388,24746,11462,11499,22957,10824,10959,21782,677,652,1328,814,727,1544,972,880,1852,7570,8717,16277,8522,10205,18724,9495,11769,21264,27860,29136,56992,29934,31801,61732,32581,35220,67801,15642,14331,29967,21542,21358,42899,19905,18606,38514,327767,330245,658015,376467,378803,755266,429665,430395,860060
213,1157,549,508,1062,521,489,1011,6255,6187,12441,8757,8824,17576,9871,9876,19750,1288,786,2073,3484,1798,5279,5061,3460,8518,5941,7709,13647,7607,9859,17464,9257,12293,21553,1194,1584,2782,1095,1458,2549,1009,1343,2355,731,784,1514,901,1051,1954,1147,1289,2441,955,933,1888,1194,1150,2343,1498,1431,2928,2041,1823,3863,3214,2568,5780,3688,3206,6887,125,218,344,243,406,649,279,497,774,755,1201,1959,1110,1840,2949,1408,2422,3826,9359,9087,18450,9335,8972,18305,9268,8813,18081,677,600,1280,844,862,1706,1064,1070,2132,13209,15455,28667,15401,18840,34239,17788,22212,39997,29108,29301,58403,33311,34183,67496,38216,39833,78050,19551,18164,37714,23726,23847,47569,22755,21236,43990,307528,308521,616056,362544,364903,727443,426866,426189,853054
214,1752,776,823,1599,693,736,1423,2412,2444,4854,2612,2684,5294,2651,2657,5309,53,46,93,68,50,122,69,52,126,322,817,1141,445,1035,1483,547,1306,1850,274,277,552,256,281,535,277,338,612,81,117,198,105,136,244,98,163,261,628,695,1326,724,817,1545,835,946,1783,374,358,738,373,387,763,426,408,834,19,20,39,29,60,91,38,71,111,63,223,284,112,360,474,143,532,679,11555,12262,23815,11217,11949,23171,11129,11785,22911,414,424,835,454,457,915,526,585,1115,61,116,180,84,170,252,128,261,384,3337,3507,6843,3554,3883,7443,3911,4452,8362,7271,7750,15019,9556,10231,19790,8246,8364,16612,131900,139170,271068,140292,148847,289139,149718,158508,308226
215,382,192,171,360,172,157,335,593,606,1195,554,590,1142,567,582,1148,40,24,64,85,44,126,93,59,152,176,349,527,235,485,722,389,719,1105,27,33,59,31,18,57,27,19,47,13,16,34,13,19,30,16,26,40,104,142,248,118,136,258,182,197,376,71,67,143,107,69,176,93,79,178,37,36,75,98,155,257,105,207,313,52,77,137,85,127,209,218,311,537,1292,1444,2734,1216,1358,2572,1209,1326,2533,61,84,145,70,90,160,83,110,192,135,106,246,168,187,361,360,400,760,1168,1063,2227,1152,1091,2245,1586,1315,2899,4122,3963,8083,7114,7092,14200,6549,6084,12634,73136,74292,147424,74719,75314,150035,77653,77914,155568
216,427,217,222,439,205,198,404,689,666,1349,773,741,1514,711,746,1456,44,33,77,155,98,257,171,136,307,118,320,447,231,504,733,451,756,1211,20,26,49,14,24,46,15,26,39,11,12,28,14,22,36,15,24,38,71,66,143,104,81,185,98,109,211,63,52,122,96,86,178,145,139,281,7,23,34,40,173,213,60,157,209,28,79,104,33,97,134,78,208,285,1287,1387,2674,1280,1368,2638,1328,1375,2703,64,82,149,69,105,177,72,100,178,24,15,42,24,26,55,63,79,141,1135,1063,2198,1155,1082,2239,1389,1353,2743,3622,3636,7254,5851,5989,11844,5470,5204,10670,61842,63055,124895,64500,65469,129969,68342,69282,137618
217,563,274,239,506,257,223,480,873,790,1667,818,786,1604,866,837,1704,5,6,3,12,6,23,21,11,26,45,201,248,144,314,454,243,448,694,16,19,39,18,17,36,21,20,43,13,13,30,17,21,39,13,22,33,97,109,210,102,116,221,150,160,311,52,38,94,76,72,144,103,89,190,23,16,39,118,92,205,109,109,218,15,39,59,26,79,104,51,148,199,1492,1580,3067,1421,1555,2982,1487,1605,3086,82,87,168,87,100,191,105,123,228,15,19,34,17,28,42,79,88,167,453,460,911,478,508,991,681,645,1325,2964,2936,5893,5165,5288,10453,4453,4294,8749,59588,61074,120664,60506,62193,122695,63143,64926,128069
297,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,24,3,27,34,0,38,26,0,26,36,6,38
299,37,14,10,28,9,13,22,144,117,259,116,94,214,87,65,157,9,3,22,6,0,12,13,7,22,9,26,29,24,23,42,21,25,46,9,6,13,3,10,10,4,0,10,12,12,23,9,8,18,0,10,12,22,11,37,12,9,27,17,11,28,29,11,41,14,7,26,16,17,33,8,15,24,17,40,63,8,8,15,10,13,24,6,11,14,6,12,13,243,183,425,168,139,305,119,85,206,29,22,54,21,17,41,25,11,36,53,44,98,33,46,76,15,16,38,224,199,429,247,225,477,164,161,322,511,360,874,689,472,1166,2079,1339,3416,4674,3631,8310,4329,3241,7572,5170,3915,9089
301,894,396,420,819,420,448,864,5949,6005,11954,6291,6271,12555,6111,6102,12216,21,22,47,34,37,72,46,48,94,409,875,1283,498,1036,1539,595,1319,1918,124,168,288,105,162,271,120,211,328,90,118,214,100,130,229,119,143,268,1384,1484,2870,1689,1719,3403,2056,2090,4145,196,191,389,193,191,386,250,216,466,88,144,227,103,175,274,110,208,312,64,180,243,80,273,357,112,414,529,8045,7886,15927,7966,7929,15898,8353,8193,16552,385,385,764,383,383,772,424,451,877,136,197,329,153,235,390,190,293,478,2575,2850,5420,2836,3189,6028,3214,3781,6993,4391,4161,8550,5409,5569,10980,4212,4017,8227,103357,107776,211134,109215,113875,223095,117124,122696,239817
302,476,224,214,437,209,205,415,3932,3965,7896,4058,4079,8136,4103,4153,8253,58,39,96,125,86,212,130,109,242,995,1636,2633,1235,2103,3340,1359,2392,3755,125,177,303,123,181,299,126,202,333,127,148,275,146,182,323,191,227,419,635,655,1288,727,737,1458,918,894,1821,272,292,559,403,395,805,402,421,827,108,134,244,136,239,379,167,277,443,139,277,422,174,416,591,207,538,745,4168,3709,7878,4214,3706,7921,4569,3942,8513,310,283,589,363,338,698,417,405,823,159,227,390,214,296,512,240,353,594,3172,3310,6484,3426,3841,7263,4151,4711,8856,4562,4462,9024,5187,5748,10940,4008,3812,7819,92918,98133,191049,100255,106266,206519,109298,115298,224598
303,718,322,295,623,291,276,570,6240,5984,12222,5793,5609,11406,6002,5784,11791,427,286,718,923,561,1481,1012,844,1854,1084,1922,3006,1337,2281,3621,1784,2917,4703,264,346,609,242,325,565,247,318,562,463,538,1000,528,619,1148,643,737,1384,1569,1565,3127,1528,1594,3126,1743,1766,3512,887,839,1728,1060,1023,2087,1266,1236,2504,2601,3103,5707,3179,3906,7088,3272,4020,7289,188,454,640,277,627,905,331,764,1101,6103,5247,11351,5668,4788,10456,5696,4877,10568,559,552,1112,613,654,1274,717,718,1437,1593,1888,3486,1802,2216,4019,2028,2607,4632,8745,9219,17967,9055,9688,18744,10035,10958,20990,7881,6803,14682,8910,8748,17653,6877,6475,13352,154578,159515,314084,167373,173199,340571,182420,188606,371026
304,666,292,286,580,290,264,556,2472,2407,4876,2454,2426,4886,2519,2384,4898,52,35,91,103,73,181,135,104,236,268,517,784,315,613,931,343,731,1075,153,204,356,135,192,329,144,197,346,533,619,1147,580,603,1181,379,464,844,1726,1718,3444,1803,1801,3601,2061,2090,4152,464,476,942,512,556,1064,647,681,1324,351,428,781,323,463,786,340,506,845,88,219,310,128,312,438,133,357,490,5636,5123,10754,5608,5070,10678,5774,5153,10925,686,672,1353,755,747,1500,750,821,1575,544,684,1237,601,757,1357,681,885,1565,3161,3501,6663,3519,3998,7524,3966,4544,8510,3185,3195,6376,3598,3680,7278,2537,2265,4804,83410,86939,170352,87360,91630,178989,92626,96586,189213
305,582,300,282,581,286,310,599,4228,3750,7978,4042,3682,7717,4539,4255,8792,77,60,131,165,93,258,160,117,275,461,836,1298,562,1014,1578,927,1651,2570,168,211,377,175,228,404,198,278,479,343,362,710,369,510,880,480,586,1069,896,898,1785,1028,1007,2033,1484,1372,2854,289,248,543,354,330,680,456,453,909,453,700,1163,557,953,1512,606,998,1608,221,478,702,326,680,1011,461,1031,1490,6279,4950,11227,6539,5173,11709,7730,6334,14059,956,967,1914,963,997,1960,1153,1298,2453,384,497,876,493,635,1127,738,1016,1755,5108,5077,10187,6797,6985,13782,8828,9426,18250,8679,6481,15159,10431,9699,20124,7589,6766,14357,112199,111778,223977,124584,125625,250208,144652,147592,292245
306,840,443,397,843,445,385,836,3394,3256,6643,3286,3292,6582,3305,3217,6520,28,17,44,47,37,85,44,46,85,478,1394,1875,622,1748,2372,696,2047,2744,103,121,222,93,117,214,119,146,268,60,77,137,60,101,161,80,122,204,411,462,872,467,475,946,549,581,1127,108,109,217,135,126,258,171,153,318,49,70,120,156,281,435,113,255,370,216,391,611,274,541,816,318,767,1088,5002,4966,9972,5204,5077,10287,5395,5371,10766,406,447,850,418,467,885,510,572,1078,92,123,212,119,179,302,175,284,456,3835,4222,8061,4303,4863,9171,5224,5881,11103,8978,7831,16811,12297,11976,24268,12540,11118,23660,111874,112561,224435,119263,120925,240190,126014,127735,253748
307,325,156,147,303,145,130,272,842,846,1688,885,917,1804,888,927,1817,4,6,12,16,8,22,18,12,28,312,461,773,499,737,1236,546,867,1416,18,24,37,14,29,45,22,21,43,18,13,35,10,13,28,14,20,32,241,214,460,249,243,487,261,275,533,23,17,32,34,26,54,20,19,42,44,36,73,75,81,158,75,94,169,11,37,44,12,71,76,20,83,102,1230,1372,2603,1217,1300,2510,1159,1283,2444,84,105,189,93,120,211,96,119,213,11,9,16,14,22,35,15,37,57,570,583,1157,706,685,1385,890,793,1680,4316,3668,7987,6328,5942,12271,6340,5843,12187,61680,60591,122275,63707,62574,126286,64356,64264,128622
308,421,209,163,372,178,165,341,2737,2496,5234,2913,2695,5608,2709,2482,5193,28,21,50,54,36,92,65,54,117,487,846,1335,908,1373,2278,924,1656,2584,34,35,74,37,39,73,26,43,71,44,47,87,37,46,88,45,54,98,688,695,1385,756,783,1540,860,876,1744,124,75,198,266,144,409,218,163,377,13,28,43,25,48,72,28,54,86,54,144,198,68,223,291,68,313,382,2617,2450,5067,2507,2377,4881,2466,2417,4883,252,228,487,231,244,474,237,245,477,236,245,475,232,254,485,207,249,456,1555,1397,2957,1667,1516,3183,1686,1574,3256,8782,6893,15673,10560,8951,19504,10770,8171,18943,108163,103179,211343,112293,108626,220914,115421,112823,228246
309,2004,970,952,1919,942,934,1874,21278,21986,43265,22003,22947,44947,22275,22976,45248,113,80,192,251,157,406,391,243,639,844,2175,3024,1163,2946,4106,1645,4024,5669,392,570,963,414,587,1005,486,711,1198,337,456,794,386,506,891,434,585,1021,2938,3046,5980,3391,3531,6918,4318,4396,8720,256,233,483,315,319,641,421,440,860,404,564,967,572,914,1485,690,1034,1726,316,763,1077,430,1125,1559,495,1595,2092,16890,16986,33879,17405,17608,35012,18816,18824,37640,1233,1144,2374,1286,1306,2589,1615,1606,3220,213,270,487,351,479,828,562,838,1403,8766,9381,18149,10416,11471,21884,13968,15826,29798,17747,16692,34439,22282,22652,44930,18450,18475,36925,248039,259597,507643,277161,292836,569993,311152,329627,640778
310,1132,561,465,1027,506,446,948,6791,6617,13407,8003,7943,15942,8639,8825,17465,76,72,149,144,120,262,287,239,520,716,1414,2130,1047,1946,2997,1567,2733,4303,164,188,357,169,196,362,160,197,358,110,147,257,128,173,300,158,225,380,753,727,1479,875,862,1736,1097,1103,2199,331,306,637,519,452,977,650,620,1271,82,100,188,110,192,306,139,297,432,85,242,324,115,325,441,146,497,639,6285,6187,12472,6075,5983,12056,6355,6219,12572,373,345,721,411,402,815,493,489,979,3060,3499,6556,3569,4322,7889,4118,5227,9345,5422,5505,10927,7371,7537,14905,9036,9547,18581,7979,7311,15293,11843,12059,23901,10059,9584,19654,140749,141034,281786,160809,162259,323065,182621,184504,367126
311,1149,538,519,1058,487,452,942,11117,11097,22215,11910,12035,23953,12450,12544,25000,228,206,440,501,431,928,797,689,1480,698,1601,2302,894,2036,2935,1229,2640,3868,219,222,443,177,188,366,191,211,404,170,174,343,149,188,341,184,206,393,940,971,1912,996,1017,2016,1171,1264,2435,165,185,346,312,243,554,392,338,731,341,385,726,442,530,969,468,614,1083,340,485,823,425,661,1087,552,893,1441,7704,7784,15492,6996,7263,14264,6895,7157,14047,337,333,664,336,316,651,394,411,808,428,466,883,464,550,1017,568,767,1336,7555,7878,15434,8912,9303,18217,10608,11218,21833,8516,7910,16428,10917,11155,22069,11653,11405,23057,144049,146383,290431,156727,160572,317297,177600,182174,359767
312,393,169,159,332,168,150,317,2717,2285,5002,2458,2282,4737,2360,2257,4621,24,10,40,37,31,64,45,38,82,578,937,1513,822,1380,2209,1042,1613,2658,36,40,74,30,40,71,35,54,91,27,21,44,17,26,42,25,31,57,862,776,1635,767,696,1462,836,822,1664,66,50,116,85,73,155,104,85,188,18,23,37,75,138,209,48,93,140,34,147,184,61,263,322,86,332,421,2330,2269,4595,2096,2105,4204,2144,2140,4286,163,181,343,146,203,346,136,210,352,39,53,90,57,78,136,78,116,196,1430,1382,2812,1397,1460,2861,1767,1899,3671,8485,4780,13260,10272,7591,17859,11963,8129,20095,87331,79485,166809,87169,82522,169688,92710,88188,180894
313,985,474,442,919,502,469,972,5208,5413,10621,5671,6060,11727,6195,6619,12807,17,14,35,24,21,43,31,28,51,378,1076,1454,651,1435,2088,1005,2018,3023,87,95,182,92,105,195,98,131,229,42,71,112,54,90,143,69,109,182,516,573,1088,695,752,1442,1013,1012,2019,98,91,195,100,110,214,132,124,252,28,63,95,197,355,552,235,391,626,46,175,225,66,227,295,147,427,571,6797,6960,13759,6713,6944,13660,7455,7771,15227,305,305,608,318,308,623,381,409,794,108,131,237,109,160,269,147,227,372,2257,2402,4663,2491,2760,5246,2971,3367,6342,6613,6269,12874,8348,8985,17329,7408,7181,14585,105647,110102,215747,115316,120771,236093,129066,135684,264752
314,564,281,253,537,280,259,534,4091,4018,8105,4856,4877,9734,5191,5246,10435,33,19,53,40,26,71,79,56,135,375,682,1058,659,1120,1779,1011,1689,2697,79,93,165,86,105,194,106,130,232,90,93,180,101,125,228,98,137,239,1295,1296,2587,1607,1643,3249,1871,1915,3779,125,135,260,163,161,324,222,246,470,30,48,78,39,76,116,62,112,177,42,119,162,91,230,326,142,377,520,5533,5195,10726,5761,5493,11256,5861,5581,11440,310,259,575,327,302,633,413,368,784,32,69,103,57,93,148,82,148,230,1892,2067,3952,2575,2832,5407,3369,3849,7219,2914,2639,5550,4573,4556,9124,3581,3431,7009,82648,84788,167430,95816,99154,194963,106946,110751,217700
315,106,64,49,114,59,34,90,964,794,1753,917,796,1716,844,774,1617,10,6,20,15,10,26,22,11,30,189,426,609,212,487,701,234,507,743,21,13,32,9,12,22,8,10,19,10,19,23,12,10,23,12,16,26,153,120,274,133,143,280,209,207,413,241,18,262,41,32,69,48,28,80,6,3,14,0,19,21,14,23,38,14,49,66,12,76,92,9,91,97,677,602,1277,588,579,1172,499,557,1054,65,73,136,67,66,133,68,76,143,75,76,145,69,69,134,82,83,165,699,569,1266,751,637,1391,814,703,1522,4138,3028,7168,4212,3736,7947,4829,4052,8882,43838,39088,82924,41461,38240,79702,41390,38443,79827
316,1616,759,823,1580,780,839,1614,7015,7899,14913,7369,8189,15560,7978,8823,16797,30,27,52,49,35,82,77,46,126,172,750,923,301,1045,1340,474,1362,1837,112,162,269,130,188,318,187,277,466,106,129,238,107,152,255,167,208,368,1185,1266,2445,1629,1717,3343,2305,2487,4795,129,88,220,144,115,257,176,151,331,26,51,74,77,154,223,99,190,289,85,314,396,130,468,597,182,705,888,11612,11903,23519,12341,12728,25070,13889,14382,28276,695,750,1444,794,950,1744,1066,1231,2297,49,93,144,72,156,235,171,307,479,3313,3653,6967,3756,4306,8062,5131,6036,11168,7885,7296,15179,10992,11207,22194,10451,10069,20521,148641,158272,306912,167307,179216,346518,192005,206834,398840
