SA4_CODE_2021,Ag_forest_fish_C11_M,Ag_forest_fish_C11_F,Ag_forest_fish_C11_P,Ag_forest_fish_C16_M,Ag_forest_fish_C16_F,Ag_forest_fish_C16_P,Ag_forest_fish_C21_M,Ag_forest_fish_C21_F,Ag_forest_fish_C21_P,Mining_C11_M,Mining_C11_F,Mining_C11_P,Mining_C16_M,Mining_C16_F,Mining_C16_P,Mining_C21_M,Mining_C21_F,Mining_C21_P,Manuf_C11_M,Manuf_C11_F,Manuf_C11_P,Manuf_C16_M,Manuf_C16_F,Manuf_C16_P,Manuf_C21_M,Manuf_C21_F,Manuf_C21_P,Ele_gas_wat_was_ser_C11_Cen_M,Ele_gas_wat_was_ser_C11_Cen_F,Ele_gas_wat_was_ser_C11_Cen_P,Ele_gas_wat_was_ser_C16_Cen_M,Ele_gas_wat_was_ser_C16_Cen_F,Ele_gas_wat_was_ser_C16_Cen_P,Ele_gas_wat_was_ser_C21_Cen_M,Ele_gas_wat_was_ser_C21_Cen_F,Ele_gas_wat_was_ser_C21_Cen_P,Constr_C11_M,Constr_C11_F,Constr_C11_P,Constr_C16_M,Constr_C16_F,Constr_C16_P,Constr_C21_M,Constr_C21_F,Constr_C21_P,Whlesale_tde_C11_M,Whlesale_tde_C11_F,Whlesale_tde_C11_P,Whlesale_tde_C16_M,Whlesale_tde_C16_F,Whlesale_tde_C16_P,Whlesale_tde_C21_M,Whlesale_tde_C21_F,Whlesale_tde_C21_P,Retail_tde_C11_M,Retail_tde_C11_F,Retail_tde_C11_P,Retail_tde_C16_M,Retail_tde_C16_F,Retail_tde_C16_P,Retail_tde_C21_M,Retail_tde_C21_F,Retail_tde_C21_P,Accom_food_S_C11_M,Accom_food_S_C11_F,Accom_food_S_C11_P,Accom_food_S_C16_M,Accom_food_S_C16_F,Accom_food_S_C16_P,Accom_food_S_C21_M,Accom_food_S_C21_F,Accom_food_S_C21_P,Tpt_post_ware_C11_M,Tpt_post_ware_C11_F,Tpt_post_ware_C11_P,Tpt_post_ware_C16_M,Tpt_post_ware_C16_F,Tpt_post_ware_C16_P,Tpt_post_ware_C21_M,Tpt_post_ware_C21_F,Tpt_post_ware_C21_P,Inf_Medi_Tele_C11_M,Inf_Medi_Tele_C11_F,Inf_Medi_Tele_C11_P,Inf_Medi_Tele_C16_M,Inf_Medi_Tele_C16_F,Inf_Medi_Tele_C16_P,Inf_Medi_Tele_C21_M,Inf_Medi_Tele_C21_F,Inf_Medi_Tele_C21_P,Finan_Insu_S_C11_M,Finan_Insu_S_C11_F,Finan_Insu_S_C11_P,Finan_Insu_S_C16_M,Finan_Insu_S_C16_F,Finan_Insu_S_C16_P,Finan_Insu_S_C21_M,Finan_Insu_S_C21_F,Finan_Insu_S_C21_P,Rent_hir_re_est_S_C11_Cen_M,Rent_hir_re_est_S_C11_Cen_F,Rent_hir_re_est_S_C11_Cen_P,Rent_hir_re_est_S_C16_Cen_M,Rent_hir_re_est_S_C16_Cen_F,Rent_hir_re_est_S_C16_Cen_P,Rent_hir_re_est_S_C21_Cen_M,Rent_hir_re_est_S_C21_Cen_F,Rent_hir_re_est_S_C21_Cen_P,Prof_scie_tech_S_C11_Cens_M,Prof_scie_tech_S_C11_Cens_F,Prof_scie_tech_S_C11_Cens_P,Prof_scie_tech_S_C16_Cens_M,Prof_scie_tech_S_C16_Cens_F,Prof_scie_tech_S_C16_Cens_P,Prof_scie_tech_S_C21_Cens_M,Prof_scie_tech_S_C21_Cens_F,Prof_scie_tech_S_C21_Cens_P,Admin_supp_S_C11_M,Admin_supp_S_C11_F,Admin_supp_S_C11_P,Admin_supp_S_C16_M,Admin_supp_S_C16_F,Admin_supp_S_C16_P,Admin_supp_S_C21_M,Admin_supp_S_C21_F,Admin_supp_S_C21_P,Pub_admin_safet_C11_M,Pub_admin_safet_C11_F,Pub_admin_safet_C11_P,Pub_admin_safet_C16_M,Pub_admin_safet_C16_F,Pub_admin_safet_C16_P,Pub_admin_safet_C21_M,Pub_admin_safet_C21_F,Pub_admin_safet_C21_P,Educ_trn_C11_M,Educ_trn_C11_F,Educ_trn_C11_P,Educ_trn_C16_M,Educ_trn_C16_F,Educ_trn_C16_P,Educ_trn_C21_M,Educ_trn_C21_F,Educ_trn_C21_P,Hea_car_soc_assist_C11_Cens_M,Hea_car_soc_assist_C11_Cens_F,Hea_car_soc_assist_C11_Cens_P,Hea_car_soc_assist_C16_Cens_M,Hea_car_soc_assist_C16_Cens_F,Hea_car_soc_assist_C16_Cens_P,Hea_car_soc_assist_C21_Cens_M,Hea_car_soc_assist_C21_Cens_F,Hea_car_soc_assist_C21_Cens_P,Arts_rec_S_C11_M,Arts_rec_S_C11_F,Arts_rec_S_C11_P,Arts_rec_S_C16_M,Arts_rec_S_C16_F,Arts_rec_S_C16_P,Arts_rec_S_C21_M,Arts_rec_S_C21_F,Arts_rec_S_C21_P,Oth_services_C11_M,Oth_services_C11_F,Oth_services_C11_P,Oth_services_C16_M,Oth_services_C16_F,Oth_services_C16_P,Oth_services_C21_M,Oth_services_C21_F,Oth_services_C21_P,Inad_descr_Ns_C11_M,Inad_descr_Ns_C11_F,Inad_descr_Ns_C11_P,Inad_descr_Ns_C16_M,Inad_descr_Ns_C16_F,Inad_descr_Ns_C16_P,Inad_descr_Ns_C21_M,Inad_descr_Ns_C21_F,Inad_descr_Ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
122,181,108,291,255,170,430,288,174,464,181,43,224,164,60,234,161,46,211,5148,2480,7628,3649,2046,5693,3710,2201,5909,650,168,818,577,179,755,705,205,913,8613,1388,10002,10009,1575,11586,10908,1983,12896,4385,3402,7787,2928,2348,5277,2597,2071,4673,5135,6608,11749,5304,6521,11820,5338,6261,11601,3382,3318,6698,3914,3848,7763,3708,3748,7457,2579,948,3529,2629,977,3610,2763,920,3685,2700,1864,4569,2716,1940,4657,2350,1799,4148,4920,3529,8451,5194,3544,8739,5792,4071,9866,1451,1319,2770,1627,1484,3116,1731,1616,3348,9122,6893,16010,9461,7652,17114,10571,8920,19487,2298,2367,4666,2376,2521,4903,2483,2162,4651,2936,2066,5009,3046,2366,5410,2889,2545,5434,2745,6706,9453,2990,8047,11040,3116,8751,11870,2408,9824,12236,2826,11098,13922,3374,12651,16022,1163,1048,2204,1367,1225,2589,1243,1271,2513,2370,2318,4692,2278,2531,4811,2255,2381,4633,1506,1347,2848,3528,2699,6225,3518,2932,6445,63883,57750,121635,66843,62843,129682,69496,66725,136223
123,465,290,753,521,335,858,569,350,926,654,46,699,621,59,677,574,86,661,10474,3833,14305,7593,3058,10653,7664,3029,10696,1115,260,1379,1085,296,1383,1150,341,1493,8049,1216,9259,10953,1701,12654,12199,2157,14350,3654,1853,5505,2882,1382,4266,2827,1467,4293,4924,6825,11751,5443,7392,12831,5796,7522,13322,2402,3608,6004,2928,4139,7072,2999,3864,6867,6729,1829,8558,7015,2006,9017,7422,2327,9743,964,607,1571,1005,532,1541,972,483,1459,1796,2592,4385,2184,2524,4711,2163,2622,4785,775,916,1689,942,990,1932,987,940,1921,2475,2662,5134,2885,2972,5858,3467,3294,6762,1621,1900,3522,1876,2141,4022,1919,2117,4040,4085,3006,7088,4300,3502,7808,4719,3747,8460,2303,6212,8518,2532,7323,9852,2811,8823,11629,1874,9719,11597,2468,11617,14088,3533,15080,18616,722,663,1385,781,728,1511,663,706,1366,2621,1647,4266,2684,1855,4542,2817,1921,4738,1657,1116,2771,4272,2269,6539,4276,2543,6820,59356,50787,110147,64993,56816,121806,69519,63419,132941
124,559,429,996,787,534,1317,810,553,1365,325,37,369,323,41,366,350,77,418,10812,3667,14481,7675,2925,10601,7579,2996,10580,1558,477,2040,1588,438,2030,1742,526,2268,10738,1597,12332,13858,2285,16137,15069,2821,17890,4372,2325,6692,3250,1732,4987,3201,1774,4975,6136,8804,14933,6237,8458,14700,6368,8371,14740,3280,4781,8058,3690,5516,9205,3548,4822,8367,6945,1753,8702,6963,1928,8894,7468,2286,9751,1407,783,2191,1313,734,2042,1134,663,1801,2084,3142,5225,2359,3082,5440,2273,3194,5464,948,1103,2055,1093,1267,2359,1119,1254,2371,3252,3277,6533,3553,3525,7073,4265,3875,8138,2056,2074,4131,2249,2436,4687,2193,2294,4488,6426,4957,11384,6067,5303,11367,6106,5536,11641,3590,8616,12209,3756,9707,13459,3955,11256,15212,3013,12725,15746,3357,14054,17417,4377,17105,21490,1104,1031,2136,1235,1160,2400,1095,1067,2158,3333,2287,5620,3292,2384,5681,3412,2356,5765,2011,1346,3359,4660,2515,7175,4451,2567,7024,73971,65216,139187,77311,70021,147334,80530,75383,155914
125,163,101,269,279,128,402,304,194,495,113,55,165,143,55,198,159,59,223,11874,5352,17220,8721,4243,12959,8457,4356,12812,1134,375,1512,1077,335,1412,1178,467,1651,10659,1577,12238,14927,2150,17076,12126,2716,14837,6553,3715,10268,4951,2930,7881,4694,2915,7606,8641,8639,17272,9421,9034,18454,9720,9035,18756,5991,4864,10855,6964,5757,12725,6074,5023,11091,7605,1875,9477,8467,2065,10533,9045,2424,11471,2721,1506,4224,3003,1464,4465,2828,1354,4178,5014,5597,10610,6118,5636,11756,7081,6639,13717,1211,1073,2287,1565,1322,2885,1609,1500,3109,7603,5131,12728,10224,6188,16413,12493,8093,20590,3299,2803,6101,4061,3294,7354,3825,3315,7141,5035,3860,8892,5443,4310,9747,5676,4709,10384,3419,7050,10468,3947,8758,12698,4219,10567,14781,4725,14137,18856,5777,17403,23182,7530,21424,28953,1134,830,1967,1356,952,2308,1155,917,2072,3806,2360,6173,3861,2686,6548,3435,2284,5727,3341,2114,5452,8150,4293,12447,7788,4841,12627,94033,73014,167046,108449,83000,191446,109389,92818,202211
126,73,48,121,126,80,203,128,89,217,80,37,117,92,42,140,100,59,166,3354,1862,5212,2518,1626,4147,2828,1781,4615,455,134,591,406,174,582,467,234,704,3545,780,4321,4280,909,5198,4836,1271,6105,2896,1975,4871,2346,1753,4105,2364,1841,4201,3280,3772,7051,3646,4015,7666,3925,4175,8097,2388,2030,4421,2938,2576,5513,2732,2409,5137,1870,638,2506,1992,660,2651,2358,829,3189,1922,1266,3190,2186,1356,3535,2149,1337,3485,3344,2702,6048,3792,3029,6820,4794,4003,8796,795,654,1446,1073,926,2003,1210,1092,2304,5986,4307,10297,6803,4905,11711,8455,6252,14709,1354,1256,2606,1435,1413,2850,1414,1287,2701,2089,1588,3669,2227,1759,3984,2337,1995,4327,2511,5032,7548,2782,5652,8431,3043,6425,9469,2468,7019,9485,2998,7905,10900,3773,9849,13627,636,505,1144,712,554,1271,705,681,1391,1497,1289,2785,1468,1399,2871,1484,1362,2840,1028,754,1788,2294,1738,4033,2511,2000,4513,41572,37646,79211,46133,42467,88596,51614,48985,100598
127,647,468,1116,790,599,1385,706,605,1310,93,33,121,209,37,248,181,36,211,15387,6772,22157,11246,5228,16467,10662,5168,15836,897,316,1211,959,310,1270,1151,379,1530,10922,1444,12369,14546,1956,16506,13084,2439,15520,5028,2814,7848,3888,2245,6130,3921,2331,6255,6985,8592,15576,7722,9100,16825,8446,9309,17759,3714,4314,8028,4384,5166,9546,4198,4737,8941,8161,2161,10325,9099,2552,11644,10422,3279,13699,1452,824,2276,1543,793,2337,1480,748,2228,2611,3929,6546,3111,3992,7103,3763,4730,8490,948,843,1785,1180,1054,2236,1229,1125,2354,3464,2996,6456,4040,3615,7656,5092,4386,9478,2256,2510,4766,2611,2926,5537,2719,2965,5683,4720,3077,7800,4869,3591,8460,5583,4359,9943,1960,5294,7251,2549,7376,9933,3010,9740,12756,2628,10618,13247,3434,13166,16600,4932,17483,22417,854,722,1573,987,874,1859,896,774,1675,3636,2357,5993,3885,2973,6858,3665,2452,6123,3286,2145,5430,7460,4150,11614,6682,4122,10808,79654,62233,141882,88508,71709,160221,91836,81180,173019
128,76,51,124,132,70,203,145,79,226,168,36,205,169,39,209,189,42,229,6323,2448,8774,4201,1867,6066,3864,1794,5666,1066,223,1284,894,203,1100,915,242,1152,8384,1260,9644,10097,1411,11507,11372,1873,13245,3221,2051,5273,2281,1371,3655,2146,1342,3495,4726,6347,11079,4436,5941,10377,4289,5463,9754,2672,3106,5778,2871,3227,6104,2502,2900,5403,5541,2245,7794,5126,2170,7299,4604,2046,6648,1281,804,2089,1297,739,2038,1188,750,1936,3008,3333,6336,3142,3148,6296,3475,3573,7042,1057,1111,2172,1133,1213,2348,1210,1262,2473,4813,4580,9397,5046,4713,9760,5708,5624,11335,1487,1828,3318,1575,2020,3594,1610,1738,3350,4483,3056,7535,4317,3296,7613,4496,3496,7992,2547,7161,9707,2552,7977,10529,2761,9034,11791,2091,9291,11383,2412,10260,12667,2872,11803,14677,932,808,1735,1090,935,2025,996,896,1890,2265,1955,4215,2336,2120,4461,2288,2084,4372,1274,1021,2287,2772,1830,4607,2618,1808,4423,57403,52719,110121,57892,54547,112435,59245,57853,117099
197,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,4,5,8,0,0,0,16,0,16,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,7,6,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,6,7,12,0,0,0,22,13,28,61,74,130,0,0,0
199,100,45,146,79,67,143,76,57,130,58,10,63,33,7,38,35,0,41,202,60,264,132,42,174,90,44,135,29,0,24,25,4,29,10,9,23,318,21,335,357,31,383,210,30,246,98,48,141,46,20,64,48,13,57,122,137,257,121,107,226,80,113,196,178,195,376,188,197,390,100,137,235,145,33,176,156,19,169,110,27,134,59,45,105,31,30,62,26,14,40,55,46,105,45,47,92,42,34,78,27,18,45,28,22,51,6,14,20,153,130,285,134,88,223,97,87,187,81,52,136,85,70,155,56,56,113,176,85,269,134,77,212,86,63,150,80,122,204,59,120,182,45,94,137,89,247,333,78,188,268,87,199,287,64,46,107,59,50,111,38,39,76,77,42,121,67,43,104,34,42,68,103,61,164,177,74,244,112,54,166,2204,1441,3653,2043,1290,3327,1388,1128,2511
201,1906,688,2593,1959,702,2664,2181,840,3024,388,58,445,462,71,526,536,76,612,5357,1696,7041,4094,1435,5523,4264,1635,5895,521,136,656,494,133,628,605,193,801,5123,565,5691,5488,622,6114,6907,928,7832,1206,465,1677,1026,348,1374,1084,403,1488,3145,4590,7740,3047,4130,7179,3140,4340,7483,1747,2830,4578,2007,2947,4953,2380,3122,5507,2100,549,2654,2047,576,2623,2258,698,2950,686,453,1140,736,460,1201,554,439,995,475,662,1146,443,616,1065,633,681,1310,369,332,703,394,370,761,440,424,863,1821,1468,3288,1778,1610,3395,2191,1899,4093,782,783,1566,794,938,1730,1026,1096,2124,1900,2035,3933,2061,2080,4141,2546,2519,5065,1869,3992,5867,2028,4666,6694,2247,5516,7766,1950,7310,9257,2212,8380,10588,2964,10922,13885,534,563,1102,688,651,1335,741,774,1511,1256,973,2226,1301,1031,2332,1518,1247,2770,737,518,1259,1622,948,2566,1804,1065,2868,33887,30669,64558,34674,32713,67395,40026,38819,78847
202,1936,807,2744,2035,825,2859,2066,865,2932,675,87,762,793,120,913,1079,163,1240,4798,1761,6556,4170,1703,5867,4579,1795,6368,577,219,799,578,200,778,665,238,896,4951,580,5528,5149,610,5757,6191,902,7092,1239,463,1701,881,331,1213,964,381,1345,3242,4425,7664,3066,4073,7142,3033,4155,7184,1439,2415,3852,1778,2551,4333,2022,2812,4836,1904,532,2437,1815,471,2284,2029,552,2580,501,371,872,477,347,823,448,345,792,928,1129,2055,979,1253,2230,1084,1269,2350,306,315,622,339,365,703,362,392,757,1476,1307,2783,1624,1496,3117,1998,1871,3873,849,805,1654,833,1007,1842,928,1182,2111,2052,1975,4024,2141,1960,4097,2580,2423,5009,1768,3813,5582,1776,4230,6007,1944,4930,6871,1937,7196,9131,2155,8370,10527,2777,10827,13606,522,442,958,538,518,1057,615,670,1279,1284,1012,2291,1341,1072,2407,1484,1269,2752,712,500,1209,1589,907,2491,1690,1069,2757,33080,30143,63224,34050,32393,66440,38526,38101,76625
203,1343,581,1922,1499,680,2179,1720,802,2529,316,37,350,345,49,393,352,49,407,9962,2521,12484,7048,2087,9130,6819,2548,9368,1022,295,1324,1104,415,1521,1346,520,1867,10316,1168,11485,11388,1235,12626,16119,2032,18147,2692,1224,3920,2098,875,2971,2854,1116,3966,5560,8434,13992,5915,8350,14265,6806,9378,16182,3129,4689,7815,3883,5274,9154,4765,6086,10844,3936,898,4835,4238,939,5176,4816,1250,6067,819,603,1418,846,606,1454,874,605,1481,1362,1874,3231,1530,1927,3457,2051,2508,4557,718,773,1498,776,899,1671,963,1019,1982,3336,2636,5972,3822,3156,6974,5253,4601,9853,1638,1724,3361,1766,2010,3776,2186,2280,4470,3523,3364,6883,3942,3869,7806,5118,5069,10190,3390,7116,10507,3940,8454,12396,4670,10896,15565,2795,12507,15299,3586,15017,18602,5436,20960,26397,956,849,1807,1206,982,2191,1362,1212,2583,2203,1891,4100,2319,2116,4436,2653,2722,5377,1306,878,2185,3061,1771,4838,3555,2178,5734,60321,54058,114377,64318,60699,125023,79722,77847,157566
204,3953,1744,5694,3884,1713,5598,4208,1995,6204,260,39,293,279,32,309,331,56,386,6346,2043,8392,5089,1785,6870,5239,2018,7260,568,78,644,644,99,739,644,123,767,5464,738,6210,5879,761,6646,7759,1180,8942,1609,520,2125,1224,439,1659,1226,498,1722,3179,4758,7938,2930,4363,7295,3100,4646,7745,2058,3522,5581,2193,3644,5842,2593,3596,6185,2620,765,3382,2743,775,3516,2808,879,3690,365,272,638,312,249,559,282,239,520,393,730,1127,351,688,1049,435,756,1194,424,430,856,376,451,824,356,456,807,1212,1319,2529,1244,1445,2691,1507,1780,3284,1001,912,1917,1166,1240,2407,1148,1329,2477,3992,2660,6656,3892,2680,6574,4085,3203,7291,1706,3951,5652,1603,4431,6033,1784,5384,7163,1453,7653,9104,1627,8434,10066,2133,10490,12623,495,410,903,544,500,1049,593,558,1151,1484,998,2482,1606,1100,2710,1702,1294,2997,899,635,1539,2024,1105,3120,1994,1348,3344,39489,34182,73669,39608,35938,75545,43930,41823,85750
205,5844,2906,8749,6270,3151,9421,6341,3263,9604,1615,120,1740,1355,115,1476,1166,147,1310,7348,2135,9483,5814,1752,7564,6015,2032,8046,2934,451,3385,2965,462,3430,2845,647,3490,10402,1249,11650,9867,1092,10963,12184,1680,13863,2371,888,3264,1692,649,2342,1900,770,2665,4929,7548,12476,4677,6870,11544,4802,7205,12016,2713,4822,7531,2981,4741,7713,3281,4836,8121,3191,900,4092,2911,847,3759,3250,1016,4264,468,417,888,511,423,936,673,431,1106,612,1168,1778,540,1071,1605,663,1152,1814,556,683,1241,551,759,1310,649,828,1475,1995,1926,3921,2067,2142,4209,2484,2538,5028,1443,1323,2770,1403,1655,3058,1698,1836,3529,3137,3424,6561,3166,3672,6833,3948,4253,8209,2490,6372,8861,2290,6842,9132,2662,8281,10940,2213,11115,13331,2429,12273,14704,3399,16320,19716,675,731,1405,777,872,1651,866,1085,1948,2370,1755,4117,2347,1926,4274,2759,2337,5100,1498,944,2443,2964,1607,4579,3160,2027,5186,58804,50894,109695,57576,52907,110488,64738,62688,127425
206,439,236,673,597,367,964,693,419,1107,590,298,882,548,304,856,443,219,665,9886,4981,14871,8181,4544,12720,8617,5109,13724,1608,1025,2631,1866,1068,2934,2211,1328,3533,10658,1892,12553,12373,2272,14645,16032,3647,19679,6240,4367,10606,4654,3472,8125,4556,3241,7799,9829,12707,22538,11127,15016,26148,12784,16041,28823,10883,9724,20605,14533,13375,27909,15038,14768,29808,5871,2624,8495,6737,2969,9705,7602,3060,10659,5811,4614,10429,6361,4834,11196,5813,4523,10337,10364,8681,19046,10991,8928,19921,13076,10236,23311,2603,2225,4822,3496,2997,6496,3681,3229,6912,24377,19064,43439,27724,22028,49753,32809,27600,60409,4921,5339,10260,5241,5886,11131,5890,6355,12248,7381,8745,16125,7919,9479,17395,10681,12728,23407,9274,16509,25791,11532,20345,31877,12684,22753,35436,8724,22112,30840,10230,25804,36033,13893,33373,47267,4470,4004,8474,5712,5063,10780,5690,5273,10961,3677,4339,8016,3942,5104,9043,4325,5994,10317,3245,2519,5769,7069,5472,12540,7967,6521,14495,140852,136015,276867,160826,159336,320164,184483,186423,370901
207,244,139,381,313,190,505,369,210,577,324,128,446,288,116,401,254,96,353,7405,3351,10758,5460,2736,8200,5439,2936,8381,899,414,1307,950,478,1424,973,543,1519,7210,1354,8556,7624,1427,9052,9444,2003,11447,5054,2967,8027,3636,2366,6000,3410,2338,5746,8031,9325,17357,8027,9182,17209,8535,9773,18305,5485,5055,10535,6105,5585,11684,6137,5984,12119,3185,1228,4417,3405,1274,4679,3900,1338,5238,2768,1657,4432,2836,1627,4462,2391,1417,3806,6246,4554,10803,6016,4469,10491,6857,5240,12096,1827,1377,3204,2212,1761,3974,2322,1967,4294,13066,8667,21734,12859,9091,21953,14416,10637,25059,2724,2611,5334,2856,2639,5497,2817,2374,5193,3584,3767,7354,3558,3641,7202,4110,4334,8446,5115,10899,16009,5499,11500,16992,5691,12322,18010,5958,15743,21699,6535,16586,23126,8186,19974,28157,1725,1440,3167,2027,1589,3618,1843,1510,3357,2625,2528,5160,2517,2619,5134,2502,2922,5422,1954,1592,3543,4067,2940,7008,4460,3285,7745,85428,78784,164213,86781,81813,168597,94056,91205,185265
208,275,153,427,384,207,601,447,248,698,334,156,488,336,140,482,346,131,481,10710,4810,15524,7835,3909,11741,7582,4261,11845,1098,583,1685,1168,686,1860,1403,746,2151,10586,1811,12400,11428,1995,13425,14180,2945,17122,6292,3718,10016,4668,2940,7614,4450,2759,7209,8757,10534,19302,8894,10398,19293,9417,11200,20619,5003,4875,9884,5650,5351,11002,5973,6190,12166,4062,1485,5556,4289,1563,5855,4542,1696,6238,3149,1970,5122,3192,1976,5167,2811,1866,4684,6513,5036,11556,6791,5120,11907,8022,5938,13958,1921,1703,3623,2308,2141,4446,2451,2309,4759,13856,9844,23698,14577,10555,25138,16337,12676,29015,3385,3114,6494,3247,3450,6698,3372,3023,6394,4244,4596,8838,4392,4839,9232,5448,5893,11346,5177,12217,17396,5945,14075,20022,6450,15818,22258,5165,16736,21902,5752,18357,24107,7306,22646,29953,2114,1707,3825,2675,2016,4688,2506,2141,4642,3014,2999,6014,2992,3220,6211,2964,3501,6466,2352,1888,4243,5168,3520,8692,5350,4047,9395,98038,89939,187983,101708,96471,198182,111364,110029,221398
209,557,366,923,778,504,1281,857,582,1444,274,99,377,321,107,424,358,82,440,16437,6212,22653,12664,5042,17704,12730,5563,18291,1361,707,2065,1659,801,2459,1818,814,2631,17912,2381,20294,19776,2502,22281,25108,3645,28749,6031,3175,9207,4632,2545,7176,4770,2468,7234,9512,12912,22427,10418,13257,23669,10796,13659,24462,5132,6018,11151,6663,7044,13706,6854,7633,14489,8383,2312,10692,9415,2641,12063,10527,2926,13452,2538,1570,4102,2793,1577,4372,2612,1622,4233,4132,4402,8530,4477,4377,8856,5347,5105,10458,1334,1318,2648,1622,1672,3292,1676,1727,3409,8242,6650,14891,9107,7491,16599,11473,9074,20547,3542,3362,6907,4028,4006,8030,4193,4084,8277,6502,5985,12496,7373,6578,13950,8934,8269,17199,5293,12265,17559,6277,14990,21265,6950,17961,24908,5309,20476,25787,6417,24315,30734,8704,31280,39981,1660,1596,3250,2164,1901,4059,2155,2158,4315,4221,3396,7608,4734,3881,8611,4983,4500,9484,3062,1988,5047,6916,4155,11070,7429,4486,11918,111425,97193,208619,122229,109380,231605,138284,127634,265919
210,375,235,615,559,294,849,629,387,1014,170,52,216,216,56,273,223,51,270,12207,4350,16555,9270,3565,12834,9863,4080,13948,923,422,1347,1130,463,1596,1399,592,1989,12286,1406,13692,13643,1587,15232,18947,2680,21627,3973,2102,6066,3160,1609,4771,3448,1764,5211,6370,8507,14876,6905,8834,15742,7625,9680,17306,3656,4451,8115,4652,5024,9684,5403,5383,10792,9205,3001,12203,10660,3397,14061,11879,3724,15607,1405,856,2263,1583,865,2449,1689,928,2616,2496,3240,5737,2700,3249,5942,3520,3954,7471,976,983,1952,1078,1209,2284,1231,1258,2489,4043,3747,7798,5007,4289,9289,6818,5664,12486,2481,2410,4891,2958,2797,5754,3360,3220,6581,4093,4050,8147,4845,4464,9307,6336,6155,12495,2788,7220,10006,3384,9232,12616,4016,12201,16220,2435,10924,13361,3053,13959,17018,4726,18900,23629,1139,988,2127,1413,1161,2568,1382,1247,2631,3217,2093,5299,3679,2349,6029,4044,2896,6939,2390,1507,3898,5277,2822,8100,6082,3541,9623,76614,62541,139160,85176,71229,156403,102630,88314,190944
211,1178,645,1826,1371,854,2220,1492,1006,2496,319,96,414,343,84,428,346,76,424,20879,8885,29762,14963,6693,21662,14299,6835,21131,1701,684,2380,1819,693,2512,2025,895,2918,22652,3198,25846,22892,3191,26081,26079,4352,30434,8918,5359,14275,6472,4088,10563,6100,3620,9718,12033,16242,28277,11987,15120,27108,11472,14491,25960,4996,6859,11857,5835,7459,13291,6087,7600,13692,6279,1953,8232,6241,1981,8221,6003,2092,8095,2961,1739,4698,3061,1725,4789,2694,1537,4231,4632,4604,9237,4479,4110,8583,5353,4576,9928,1499,1693,3189,1771,2066,3836,1659,2010,3668,10226,7807,18030,10637,8165,18803,12225,9334,21563,4126,4107,8237,4321,4185,8513,4316,3698,8015,5829,5569,11394,6126,5551,11674,6873,6419,13293,5754,13909,19663,6322,15826,22150,6791,18213,25002,4732,22806,27537,5509,25227,30736,6977,29562,36543,1810,1726,3540,2168,2015,4186,2004,2022,4024,6139,4549,10694,5784,4685,10474,5664,5082,10748,3173,2335,5507,7421,4485,11905,7216,4731,11944,129837,114759,244592,129528,118201,247731,135672,128162,263832
212,1710,1058,2775,2191,1359,3549,2467,1822,4293,472,101,566,489,119,610,492,123,616,34257,14022,48278,27177,11256,38434,28824,12889,41707,2167,923,3093,2469,978,3450,3024,1280,4304,22474,3363,25837,26824,3800,30627,35315,5726,41043,11600,6900,18499,9299,5393,14695,9635,5476,15110,15472,18781,34252,17059,19855,36912,19117,21543,40666,7900,8742,16643,9687,10384,20074,11116,12161,23276,11671,3224,14893,13375,3620,17005,16886,4267,21160,3379,1910,5287,3733,1774,5504,3779,1885,5664,5431,6076,11510,5784,6234,12014,7491,7269,14760,1766,1791,3561,2370,2386,4756,2566,2576,5145,10453,8064,18517,12216,9137,21354,15497,11638,27133,5274,4948,10227,6316,6054,12371,6975,6636,13607,5691,5812,11502,6389,6042,12424,8236,7542,15781,5987,13441,19426,7091,16416,23511,8194,21503,29698,5844,25054,30902,7883,31781,39669,12227,44131,56359,2092,1785,3875,2680,2152,4834,2438,2476,4916,7155,4769,11928,7838,5637,13475,8734,6612,15345,5503,3542,9042,13295,7132,20429,15432,8935,24365,166299,134301,300601,184178,151513,335693,218445,186496,404944
