SA4_CODE_2021,C16_5_9_Indig_st_ns_P,C16_5_9_Tot_M,C16_5_9_Tot_F,C16_5_9_Tot_P,C16_10_14_Indigen_M,C16_10_14_Indigen_F,C16_10_14_Indigen_P,C16_10_14_NonInd_M,C16_10_14_NonInd_F,C16_10_14_NonInd_P,C16_10_14_Ind_st_ns_M,C16_10_14_Ind_st_ns_F,C16_10_14_Ind_st_ns_P,C16_10_14_Tot_M,C16_10_14_Tot_F,C16_10_14_Tot_P,C16_15_19_Indigen_M,C16_15_19_Indigen_F,C16_15_19_Indigen_P,C16_15_19_NonInd_M,C16_15_19_NonInd_F,C16_15_19_NonInd_P,C16_15_19_Ind_st_ns_M,C16_15_19_Ind_st_ns_F,C16_15_19_Ind_st_ns_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Indigen_M,C16_20_24_Indigen_F,C16_20_24_Indigen_P,C16_20_24_NonInd_M,C16_20_24_NonInd_F,C16_20_24_NonInd_P,C16_20_24_Ind_st_ns_M,C16_20_24_Ind_st_ns_F,C16_20_24_Ind_st_ns_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Indigen_M,C16_25_29_Indigen_F,C16_25_29_Indigen_P,C16_25_29_NonInd_M,C16_25_29_NonInd_F,C16_25_29_NonInd_P,C16_25_29_Ind_st_ns_M,C16_25_29_Ind_st_ns_F,C16_25_29_Ind_st_ns_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Indigen_M,C16_30_34_Indigen_F,C16_30_34_Indigen_P,C16_30_34_NonInd_M,C16_30_34_NonInd_F,C16_30_34_NonInd_P,C16_30_34_Ind_st_ns_M,C16_30_34_Ind_st_ns_F,C16_30_34_Ind_st_ns_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Indigen_M,C16_35_39_Indigen_F,C16_35_39_Indigen_P,C16_35_39_NonInd_M,C16_35_39_NonInd_F,C16_35_39_NonInd_P,C16_35_39_Ind_st_ns_M,C16_35_39_Ind_st_ns_F,C16_35_39_Ind_st_ns_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Indigen_M,C16_40_44_Indigen_F,C16_40_44_Indigen_P,C16_40_44_NonInd_M,C16_40_44_NonInd_F,C16_40_44_NonInd_P,C16_40_44_Ind_st_ns_M,C16_40_44_Ind_st_ns_F,C16_40_44_Ind_st_ns_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Indigen_M,C16_45_49_Indigen_F,C16_45_49_Indigen_P,C16_45_49_NonInd_M,C16_45_49_NonInd_F,C16_45_49_NonInd_P,C16_45_49_Ind_st_ns_M,C16_45_49_Ind_st_ns_F,C16_45_49_Ind_st_ns_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Indigen_M,C16_50_54_Indigen_F,C16_50_54_Indigen_P,C16_50_54_NonInd_M,C16_50_54_NonInd_F,C16_50_54_NonInd_P,C16_50_54_Ind_st_ns_M,C16_50_54_Ind_st_ns_F,C16_50_54_Ind_st_ns_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Indigen_M,C16_55_59_Indigen_F,C16_55_59_Indigen_P,C16_55_59_NonInd_M,C16_55_59_NonInd_F,C16_55_59_NonInd_P,C16_55_59_Ind_st_ns_M,C16_55_59_Ind_st_ns_F,C16_55_59_Ind_st_ns_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Indigen_M,C16_60_64_Indigen_F,C16_60_64_Indigen_P,C16_60_64_NonInd_M,C16_60_64_NonInd_F,C16_60_64_NonInd_P,C16_60_64_Ind_st_ns_M,C16_60_64_Ind_st_ns_F,C16_60_64_Ind_st_ns_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_over_Indigen_M,C16_65_over_Indigen_F,C16_65_over_Indigen_P,C16_65over_NonInd_M,C16_65over_NonInd_F,C16_65over_NonInd_P,C16_65over_Indig_st_ns_M,C16_65over_Indig_st_ns_F,C16_65over_Indig_st_ns_P,C16_65_over_Tot_M,C16_65_over_Tot_F,C16_65_over_Tot_P,C16_Tot_Indig_M,C16_Tot_Indig_F,C16_Tot_Indig_P,C16_Tot_NonInd_M,C16_Tot_NonInd_F,C16_Tot_NonInd_P,C16_Tot_Indig_st_ns_M,C16_Tot_Indig_st_ns_F,C16_Tot_Indig_st_ns_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_0_4_Indig_M,C21_0_4_Indig_F,C21_0_4_Indig_P,C21_0_4_NonInd_M,C21_0_4_NonInd_F,C21_0_4_NonInd_P,C21_0_4_Indig_st_ns_M,C21_0_4_Indig_st_ns_F,C21_0_4_Indig_st_ns_P,C21_0_4_Tot_M,C21_0_4_Tot_F,C21_0_4_Tot_P,C21_5_9_Indig_M,C21_5_9_Indig_F,C21_5_9_Indig_P,C21_5_9_NonInd_M,C21_5_9_NonInd_F,C21_5_9_NonInd_P,C21_5_9_Indig_st_ns_M,C21_5_9_Indig_st_ns_F,C21_5_9_Indig_st_ns_P,C21_5_9_Tot_M,C21_5_9_Tot_F,C21_5_9_Tot_P,C21_10_14_Indigen_M,C21_10_14_Indigen_F,C21_10_14_Indigen_P,C21_10_14_NonInd_M,C21_10_14_NonInd_F,C21_10_14_NonInd_P,C21_10_14_Ind_st_ns_M,C21_10_14_Ind_st_ns_F,C21_10_14_Ind_st_ns_P,C21_10_14_Tot_M,C21_10_14_Tot_F,C21_10_14_Tot_P,C21_15_19_Indigen_M,C21_15_19_Indigen_F,C21_15_19_Indigen_P,C21_15_19_NonInd_M
202,678,5088,4667,9752,113,112,226,4298,4161,8461,345,294,635,4759,4571,9325,108,118,224,4326,4198,8516,315,311,627,4747,4625,9375,106,106,216,4204,4252,8453,285,279,561,4598,4634,9230,89,84,175,3805,3988,7798,268,278,547,4168,4353,8518,53,72,122,3863,4034,7897,281,292,571,4197,4390,8589,64,42,107,3817,4185,7998,263,292,556,4144,4519,8659,59,62,116,4246,4579,8821,294,323,617,4590,4961,9550,61,71,131,4490,4781,9273,363,324,686,4919,5174,10090,48,50,100,4537,5051,9584,331,366,695,4916,5468,10380,57,44,102,4749,5130,9883,396,358,749,5201,5534,10731,38,39,73,4602,4815,9417,352,371,723,4988,5222,10215,51,60,113,12523,14289,26811,1131,1383,2512,13704,15730,29439,1140,1134,2272,68262,71764,140024,5297,5497,10794,74696,78393,153087,173,177,350,4271,4065,8336,237,220,459,4680,4467,9144,226,210,430,4796,4643,9437,283,290,571,5308,5137,10445,199,169,367,4981,4551,9530,316,261,578,5499,4978,10478,137,149,289,4337
203,894,8976,8657,17638,145,155,304,8133,7622,15752,459,405,864,8735,8180,16915,159,152,312,8157,7791,15949,440,419,857,8752,8363,17118,112,108,223,8346,7868,16223,506,503,1008,8976,8475,17449,76,78,157,7691,7893,15588,485,474,956,8256,8447,16698,76,92,167,7864,8455,16327,446,455,900,8389,8998,17390,77,78,152,7760,8178,15939,420,396,814,8258,8650,16906,63,83,144,8476,9049,17522,500,459,962,9041,9588,18628,81,69,154,8267,8943,17211,532,487,1008,8875,9499,18369,61,67,130,8094,8906,17001,456,506,960,8620,9482,18100,48,53,98,7995,8841,16838,483,509,996,8524,9409,17931,52,51,100,7707,8356,16060,497,518,1022,8257,8919,17179,62,73,134,21477,25939,47416,1675,2133,3805,23212,28144,51353,1334,1381,2710,126663,133605,260266,7817,8136,15949,135813,143120,278930,203,193,391,9185,8700,17875,347,311,665,9727,9204,18936,241,223,460,9819,9259,19081,477,465,936,10535,9947,20474,209,216,423,9540,8919,18454,471,433,899,10213,9565,19778,187,191,375,8835
204,681,5400,5148,10546,170,151,323,4791,4630,9420,318,340,656,5274,5119,10393,159,151,307,4865,4407,9274,354,350,703,5378,4905,10289,116,100,214,4112,3515,7625,357,298,653,4584,3913,8497,78,96,172,3740,3839,7580,333,282,615,4149,4217,8368,62,81,145,3796,4183,7982,303,326,625,4163,4588,8753,61,69,135,3862,4327,8190,295,326,624,4220,4727,8951,61,61,118,4553,4924,9479,383,347,731,4992,5335,10326,63,75,134,4949,5362,10311,384,388,772,5396,5821,11220,72,71,139,5429,5718,11151,426,425,850,5927,6217,12143,63,71,134,5668,6112,11782,478,428,902,6211,6604,12819,42,46,86,5688,5735,11419,484,475,961,6212,6252,12469,62,72,134,15716,17159,32879,1396,1556,2952,17167,18795,35960,1294,1403,2694,76443,78689,155129,6184,6179,12367,83920,86270,170193,216,247,468,4235,4181,8414,248,234,485,4703,4662,9364,242,231,467,4815,4595,9411,379,334,708,5433,5155,10584,232,274,510,5339,5071,10411,408,378,782,5979,5722,11708,215,192,409,4957
205,1174,8619,8096,16714,204,235,438,7196,7130,14331,544,562,1106,7948,7921,15872,223,204,429,7264,6699,13968,543,485,1032,8031,7395,15423,163,153,320,6207,5952,12160,525,532,1057,6906,6637,13539,141,137,278,6141,6462,12602,483,495,978,6766,7087,13855,122,97,223,6401,6900,13302,518,513,1035,7047,7518,14563,88,108,199,6223,6546,12765,456,496,949,6768,7148,13920,98,93,192,6778,7388,14163,526,539,1063,7402,8023,15422,104,131,234,7591,8195,15786,660,613,1271,8356,8934,17289,111,110,220,8190,8825,17018,690,696,1385,8991,9634,18626,69,109,178,8875,9593,18464,718,735,1462,9659,10440,20104,73,74,148,9005,9539,18542,744,745,1495,9824,10354,20183,121,129,247,26384,28699,55086,2518,2825,5337,29019,31650,60668,2074,2105,4177,121027,125815,246845,10068,10330,20391,133174,138242,271413,353,307,666,7085,6890,13983,530,484,1014,7975,7683,15659,354,327,683,7966,7359,15320,651,621,1274,8970,8314,17278,367,348,707,8311,7802,16115,633,625,1258,9310,8774,18085,250,258,507,7369
206,1512,11054,10822,21872,64,76,137,8616,8543,17161,638,554,1196,9319,9171,18490,83,116,198,11735,13516,25256,992,1127,2118,12818,14755,27576,169,197,362,27145,32715,59860,2608,2983,5587,29923,35886,65809,195,151,351,36831,40508,77335,3819,3981,7797,40846,44641,85482,154,134,286,33284,33974,67258,3428,3381,6812,36867,37487,74353,93,74,166,23081,22724,45808,2324,2097,4425,25493,24899,50396,97,74,175,17837,18299,36131,1711,1606,3315,19643,19981,39626,88,79,168,16012,16683,32691,1492,1397,2891,17592,18159,35749,65,59,121,13809,14108,27917,1350,1212,2561,15219,15383,30596,48,45,91,12105,13096,25198,1236,1152,2386,13389,14288,27675,39,49,92,10014,11102,21120,974,1015,1989,11030,12165,23193,49,62,105,26234,31769,58003,2649,3080,5727,28933,34909,63841,1272,1228,2503,259468,279289,538752,25058,25364,50423,285794,305886,591681,87,66,157,11781,11452,23235,483,494,982,12355,12015,24369,59,63,120,10559,10237,20800,490,486,970,11111,10785,21901,73,107,177,9984,9698,19672,414,417,831,10467,10215,20682,102,128,225,10608
207,659,10588,9997,20585,35,22,56,10479,10087,20574,344,325,671,10869,10432,21297,40,36,78,11743,11620,23362,444,431,876,12227,12085,24316,47,38,85,14129,13217,27344,583,549,1133,14758,13806,28567,26,39,65,12298,12234,24531,588,611,1207,12922,12878,25802,27,16,38,10483,10972,21454,505,513,1018,11018,11499,22516,14,20,27,9701,10754,20455,412,433,847,10121,11204,21329,28,21,48,10384,12047,22432,454,443,894,10863,12511,23377,26,14,32,11322,13239,24558,501,485,984,11850,13730,25579,19,15,35,10982,12217,23197,532,452,982,11533,12687,24214,12,11,27,9944,11028,20973,437,452,891,10391,11497,21893,10,13,20,8398,9562,17963,386,383,774,8793,9959,18750,24,39,63,26382,34057,60442,1456,2047,3509,27868,36141,64010,353,319,676,165104,178791,343896,7323,7751,15077,172779,186861,359646,44,32,74,7816,7476,15290,183,198,387,8044,7705,15744,35,33,65,10158,9601,19753,260,202,461,10447,9833,20284,36,35,71,11316,10920,22238,251,239,483,11604,11196,22796,66,41,109,11768
208,991,13299,12630,25923,49,50,97,12014,11586,23594,454,444,903,12512,12075,24593,46,37,84,11302,10839,22138,444,424,867,11789,11305,23093,49,48,94,12081,12010,24087,613,571,1185,12741,12625,25365,41,40,84,11668,12427,24096,679,721,1399,12386,13192,25576,32,35,68,12050,13162,25210,688,688,1370,12770,13881,26650,34,27,62,12401,13291,25689,657,629,1287,13092,13948,27042,29,43,65,13568,15041,28611,693,678,1371,14285,15755,30045,40,31,75,13971,15761,29733,707,696,1406,14724,16488,31211,20,48,71,12588,13476,26064,639,616,1253,13249,14140,27386,24,19,42,11343,12287,23633,571,587,1160,11941,12895,24836,21,18,41,9741,10574,20319,562,540,1095,10325,11129,21457,34,42,72,27297,35489,62782,1819,2503,4318,29146,38031,67176,516,534,1049,184075,199013,383082,9506,10072,19571,194091,209616,403703,71,59,132,10498,10108,20605,239,287,532,10811,10453,21261,52,46,94,12319,11688,24006,357,364,723,12727,12099,24824,67,50,121,13478,12766,26245,336,356,692,13882,13172,27059,65,64,126,12414
209,1575,16643,15714,32360,204,165,366,14106,13157,27260,644,642,1286,14948,13961,28912,163,170,332,14171,13334,27507,668,668,1339,15004,14174,29173,161,176,334,16052,15712,31760,901,856,1758,17115,16740,33854,132,176,309,17166,17301,34462,1047,1024,2070,18344,18496,36839,133,130,264,18244,18950,37202,1038,1074,2111,19422,20157,39577,104,116,220,16894,17483,34370,873,850,1720,17865,18446,36311,86,98,180,16467,17117,33588,886,797,1684,17439,18017,35455,113,100,210,15780,16680,32463,797,807,1605,16696,17578,34281,75,114,187,14137,15330,29468,769,785,1553,14978,16226,31207,78,80,156,13233,14255,27489,671,731,1405,13982,15068,29045,53,55,109,11262,12343,23602,619,650,1268,11936,13047,24985,66,95,156,29488,34839,64329,1886,2400,4288,31442,37331,68770,1790,1918,3711,229193,237075,466265,12495,12876,25373,243479,251872,495351,287,290,574,16991,15790,32780,525,514,1043,17800,16592,34396,282,299,581,17534,16546,34070,623,614,1237,18437,17460,35893,273,253,529,16214,15295,31506,589,576,1169,17077,16126,33204,239,201,445,14947
210,1328,13058,12116,25169,111,109,215,11124,10661,21784,603,536,1137,11839,11300,23141,117,109,227,11195,10570,21767,573,563,1131,11887,11239,23128,118,107,225,11940,10974,22917,698,589,1281,12752,11672,24426,87,91,177,12753,12538,25296,770,749,1523,13618,13384,26996,66,72,142,13141,13372,26514,807,749,1553,14015,14189,28205,66,59,130,12217,12263,24479,717,710,1431,13002,13036,26040,55,65,117,11481,12054,23539,635,565,1210,12175,12691,24867,61,84,146,11528,12125,23647,616,630,1244,12209,12832,25036,46,61,110,10777,11204,21980,579,556,1138,11404,11820,23228,44,42,77,9273,9728,18998,528,550,1076,9841,10319,20159,31,35,70,7644,8274,15916,478,491,970,8150,8801,16950,45,68,113,20946,25230,46180,1459,1826,3286,22453,27124,49573,1106,1150,2252,169038,172288,341325,9933,9863,19796,180069,183298,363368,165,163,330,14746,13840,28592,592,580,1173,15502,14588,30088,181,157,341,14771,13934,28708,656,680,1337,15610,14775,30385,166,136,302,13401,12603,26003,692,631,1323,14252,13372,27623,139,122,261,12216
211,1141,15980,15020,30999,181,175,361,14990,13995,28983,550,493,1044,15724,14661,30385,146,181,329,15663,14704,30364,572,547,1119,16381,15432,31812,115,122,235,15231,14268,29497,593,523,1110,15938,14904,30848,93,94,195,14461,14603,29061,617,657,1275,15176,15351,30526,71,65,134,15147,16276,31428,657,691,1344,15870,17035,32904,58,77,133,15380,15991,31366,658,624,1282,16097,16684,32788,94,89,180,16057,17428,33483,676,657,1335,16827,18169,34994,103,93,192,16568,18042,34605,685,692,1379,17356,18822,36183,81,63,145,16043,17373,33418,726,661,1387,16854,18102,34951,64,64,130,15245,16243,31493,707,687,1391,16015,16995,33009,55,49,106,13311,14760,28073,566,630,1201,13937,15446,29378,62,118,183,34379,41406,75786,1999,2687,4690,36445,44210,80662,1394,1496,2892,232457,243369,475830,10224,10664,20889,244073,255533,499608,170,163,336,14299,13500,27797,344,345,695,14812,14011,28822,194,178,371,15729,14846,30577,424,402,824,16337,15430,31773,184,202,383,15857,14564,30423,457,438,892,16493,15204,31704,214,176,394,15498
212,2259,26098,24727,50825,194,194,384,22788,21348,44135,986,1011,1990,23963,22552,46513,188,158,342,24670,22936,47606,1118,1038,2151,25974,24125,50098,157,161,321,29112,26245,55355,1487,1318,2812,30762,27729,58486,85,119,201,26917,26590,53509,1448,1411,2862,28453,28119,56570,88,88,177,28110,28619,56735,1515,1390,2904,29717,30102,59818,95,93,186,25705,25409,51113,1283,1125,2410,27086,26629,53710,119,122,250,24325,24932,49256,1244,1172,2421,25692,26225,51922,94,99,196,23639,24418,48051,1178,1123,2306,24916,25635,50554,67,88,154,21661,22039,43699,1135,1038,2174,22862,23164,46028,62,47,104,19245,20222,39469,1069,1032,2096,20368,21303,41670,32,52,85,16405,17395,33801,888,901,1790,17324,18354,35677,98,103,193,43229,50988,94216,2780,3383,6165,46101,54473,100574,1649,1740,3384,356169,358842,715010,18650,18220,36871,376467,378803,755266,298,298,599,27565,26081,53653,1147,1062,2208,29010,27442,56450,259,252,516,28934,27410,56341,1289,1151,2440,30478,28816,59297,234,241,474,27112,25529,52640,1180,1085,2262,28525,26848,55373,235,219,459,25272
213,2748,26846,25990,52832,257,218,476,21010,20006,41016,1150,1125,2277,22415,21353,43768,231,245,469,20614,19654,40264,1126,1001,2128,21971,20902,42872,242,217,459,24466,22328,46797,1491,1343,2837,26204,23891,50093,253,213,472,27288,28063,55349,1683,1718,3403,29225,29998,59223,204,172,371,31185,32133,63320,1844,1783,3628,33233,34086,67322,156,159,314,29020,28323,57340,1643,1490,3128,30816,29971,60787,143,137,287,25282,25479,50762,1438,1427,2870,26869,27050,53921,136,136,276,22343,23230,45568,1286,1252,2540,23773,24616,48386,104,111,219,19977,20078,40047,1209,1169,2376,21289,21354,42644,72,104,169,17493,18586,36074,1037,1086,2121,18595,19768,38368,65,67,137,14929,15801,30726,953,932,1886,15950,16798,32747,67,87,155,32715,37802,70516,2491,2962,5461,35277,40854,76126,2519,2434,4953,339675,342322,682000,20341,20144,40494,362544,364903,727443,400,378,777,30559,28797,59352,1494,1369,2859,32451,30538,62990,369,355,725,31450,29677,61126,1637,1587,3223,33453,31622,65077,346,329,673,27012,25804,52817,1437,1315,2750,28785,27450,56231,277,308,580,22767
214,897,9112,8817,17925,146,119,270,8171,7576,15749,463,430,899,8785,8134,16918,156,129,286,8069,7679,15750,474,454,919,8696,8262,16955,111,98,212,7591,7185,14775,463,468,926,8168,7752,15916,74,99,178,6995,7310,14301,449,486,936,7520,7892,15411,70,61,134,7358,8134,15495,455,475,938,7887,8675,16559,67,91,160,7648,8202,15849,452,456,907,8166,8751,16912,82,81,166,8841,9502,18339,525,541,1074,9447,10128,19576,72,93,163,9208,10108,19318,558,567,1121,9838,10766,20610,54,66,122,8838,9402,18242,558,558,1116,9451,10024,19474,61,45,106,8578,9374,17950,548,564,1108,9184,9984,19167,47,63,110,7853,8867,16716,564,546,1111,8470,9476,17937,76,78,159,24909,29659,54569,1756,2264,4018,26740,32002,58744,1336,1308,2641,130750,138844,269599,8205,8691,16902,140292,148847,289139,223,175,393,7891,7538,15422,360,343,706,8473,8053,16525,182,170,352,8747,8141,16894,438,416,853,9368,8729,18092,221,196,417,8833,8519,17352,488,476,964,9543,9186,18735,182,164,347,8563
215,651,4774,4444,9217,244,228,472,4027,3816,7841,339,289,630,4604,4335,8941,188,193,380,4204,3868,8068,323,321,643,4714,4383,9097,157,143,306,3539,3357,6896,330,294,623,4029,3794,7822,129,184,314,3773,3625,7396,377,314,695,4279,4123,8400,90,117,206,3544,3610,7158,321,305,619,3953,4029,7980,87,110,197,3381,3491,6873,288,282,568,3756,3879,7640,92,102,192,3756,3976,7734,310,291,605,4161,4375,8534,80,118,196,4334,4508,8840,385,348,731,4798,4966,9768,83,104,191,4618,4738,9357,430,365,800,5132,5211,10347,93,85,179,5051,4964,10015,410,428,838,5555,5478,11034,54,58,113,4814,4622,9432,424,407,831,5296,5080,10378,78,115,191,13771,15458,29233,1373,1573,2941,15220,17137,32362,1948,2047,3995,66799,67454,134252,5976,5809,11788,74719,75314,150035,264,296,562,3717,3713,7423,234,246,483,4219,4253,8465,323,310,631,3994,3750,7740,382,304,690,4702,4364,9064,325,282,609,4202,3946,8151,377,364,742,4906,4592,9497,243,250,495,3802
216,567,4339,4063,8401,191,194,382,3797,3462,7259,290,259,550,4283,3916,8199,190,170,369,3922,3557,7482,274,259,530,4389,3990,8371,157,130,285,3082,2878,5962,230,223,456,3475,3230,6703,121,124,247,3053,3225,6277,242,269,509,3417,3615,7032,77,95,168,3114,3222,6336,258,273,531,3446,3590,7032,68,91,162,2946,3194,6137,230,247,481,3245,3540,6783,88,97,190,3509,3594,7101,286,270,556,3883,3963,7843,92,93,189,3777,3916,7694,316,279,592,4180,4295,8476,80,88,174,3909,4148,8064,336,320,654,4328,4560,8885,72,81,146,4073,4006,8079,347,317,669,4489,4407,8893,63,72,143,3779,3973,7750,343,366,705,4184,4411,8597,126,109,238,11550,12609,24160,1157,1322,2484,12836,14047,26881,1783,1773,3558,57838,58716,116551,4882,4977,9858,64500,65469,129969,265,252,514,3385,3133,6521,244,222,465,3894,3613,7500,255,244,500,3804,3594,7397,315,290,607,4376,4131,8501,286,253,546,3988,3750,7734,316,283,594,4591,4283,8870,226,224,449,3736
217,467,3990,3589,7575,120,123,240,3529,3385,6919,282,222,502,3937,3733,7667,91,96,187,3616,3331,6944,253,254,507,3961,3675,7635,89,68,153,3058,2735,5787,252,216,470,3390,3017,6413,63,51,121,2845,2768,5606,220,203,426,3125,3026,6148,41,50,88,2700,2965,5665,204,192,393,2941,3208,6149,37,43,83,2857,3007,5864,172,194,367,3069,3244,6308,40,54,99,3298,3427,6723,258,232,494,3597,3712,7313,39,55,90,3623,3967,7593,307,288,596,3968,4307,8274,54,42,95,3989,4210,8202,294,270,562,4337,4518,8863,42,47,88,4043,4323,8367,292,306,599,4371,4674,9052,23,26,52,4028,4074,8102,345,323,671,4400,4425,8827,51,63,116,10890,12462,23354,1033,1195,2229,11974,13719,25692,945,926,1868,55200,56941,112138,4368,4322,8693,60506,62193,122695,135,134,266,2963,2820,5782,211,179,392,3313,3128,6433,176,151,326,3352,3173,6527,232,226,461,3764,3554,7315,167,127,286,3761,3483,7243,270,249,517,4198,3850,8045,125,125,249,3450
297,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,5,0,5,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,29,88,106,196,3,0,9,73,70,144,9,14,25,90,91,179,13,11,28,144,146,286,23,16,35,177,175,357,13,8,18,365,387,756,62,61,125,448,451,899,21,5,27,437,386,827,85,59,144,543,450,988,19,9,35,414,281,690,77,55,131,513,344,855,23,4,32,352,199,556,65,45,105,439,251,691,17,18,36,299,175,474,61,34,93,370,228,599,16,7,21,286,143,428,47,24,72,351,167,523,15,7,18,226,146,368,48,21,69,281,176,455,8,7,13,194,158,354,36,20,56,238,183,422,5,3,15,188,134,321,28,27,55,224,165,393,0,4,4,316,239,554,48,33,81,363,279,643,164,115,278,3533,2688,6222,634,434,1069,4329,3241,7572,19,25,42,178,153,331,26,15,43,222,189,414,6,14,25,174,144,319,26,22,54,208,181,393,7,14,24,125,139,261,24,20,47,161,175,334,18,14,28,194
301,539,7887,7436,15327,293,286,576,7142,6612,13754,259,226,488,7683,7130,14815,264,264,529,7054,6495,13548,233,251,484,7550,7015,14558,221,216,436,5853,5539,11401,256,232,490,6335,5988,12325,154,187,342,5219,5429,10645,237,249,495,5611,5864,11479,145,130,278,6077,6474,12551,269,266,536,6486,6876,13359,136,151,287,6186,6929,13113,315,268,579,6638,7344,13979,141,174,311,7367,7908,15279,348,303,645,7859,8382,16237,125,169,295,7310,8132,15442,356,286,638,7790,8591,16382,133,137,269,7303,7815,15121,364,313,675,7801,8267,16070,95,125,219,6843,7363,14209,390,328,717,7330,7812,15143,78,85,164,6085,6542,12626,319,281,600,6484,6909,13395,101,162,262,15851,18486,34334,952,1254,2205,16905,19896,36802,2459,2645,5105,101946,106464,208408,4813,4773,9583,109215,113875,223095,360,343,707,6179,5849,12029,175,168,348,6715,6365,13082,370,368,734,7164,6629,13793,232,195,424,7763,7189,14957,387,362,744,7802,7390,15188,257,234,496,8447,7982,16425,342,325,666,7328
302,434,6481,6026,12503,226,227,458,5377,5177,10547,183,228,408,5780,5631,11415,244,213,452,5312,5199,10507,206,205,413,5759,5621,11382,221,209,427,6461,6504,12966,366,374,745,7042,7090,14135,161,161,327,7152,7602,14755,389,402,784,7702,8166,15862,159,138,295,7901,8101,16007,423,400,822,8489,8637,17123,121,126,242,7062,7270,14337,346,299,646,7530,7693,15226,120,142,267,6899,7321,14221,348,312,657,7368,7777,15147,105,131,239,6495,6844,13334,335,294,629,6933,7269,14204,105,124,226,5885,6221,12103,307,272,575,6294,6613,12908,81,99,184,5305,5795,11095,269,231,500,5652,6126,11779,67,79,149,4688,5113,9798,225,214,439,4978,5408,10381,84,108,193,12771,16881,29650,612,867,1480,13472,17851,31326,2117,2215,4325,93652,99531,193182,4491,4519,9011,100255,106266,206519,298,278,573,6475,6114,12585,183,166,351,6953,6554,13509,273,257,530,6537,6191,12733,206,151,360,7018,6598,13620,265,273,532,6288,5856,12146,175,165,341,6725,6290,13020,270,242,511,5826
303,800,10533,10126,20658,216,190,405,8948,8613,17561,382,367,742,9539,9168,18710,220,201,414,9961,9639,19603,495,410,901,10672,10245,20921,250,238,487,14262,13922,28184,777,765,1537,15289,14922,30210,167,180,347,14492,14576,29070,852,761,1615,15514,15517,31028,140,136,281,14087,14436,28522,810,739,1547,15040,15317,30357,119,124,242,12115,12246,24363,621,592,1206,12858,12958,25819,116,133,248,11071,11345,22412,536,492,1028,11727,11968,23693,124,113,239,10049,10840,20887,550,488,1036,10720,11440,22161,103,113,222,9139,9741,18880,489,474,967,9736,10338,20065,68,102,178,8174,8924,17102,422,424,847,8672,9453,18126,42,63,109,6975,7673,14647,361,346,699,7379,8076,15455,82,124,205,17553,21773,39322,968,1200,2169,18597,23095,41692,2040,2128,4173,157209,163192,320401,8118,7873,15994,167373,173199,340571,259,266,528,10735,10112,20844,321,312,631,11314,10691,22003,278,250,532,11646,11058,22707,355,364,717,12283,11678,23958,292,272,568,10754,10354,21110,298,296,594,11338,10927,22265,302,304,611,10181
