SA4_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
205,8570,395,21,8986,40,5,0,0,48,7,0,7,55,6,0,62,94,15,8,5,111,9,5,7,125,7,0,135,130,26,10,4,161,12,5,15,180,17,0,198,7164,1063,234,149,8604,111,32,140,8748,413,26,9186,1601,280,68,84,2026,55,20,69,2096,368,15,2480,15,0,0,13,36,3,0,3,34,10,56,98,8783,1344,302,245,10665,166,50,215,10886,787,96,11762,1669,239,36,16,1958,14,16,31,1988,115,0,2100,2562,403,67,32,3069,32,15,42,3106,181,3,3293,169,33,40,0,245,0,0,0,245,17,0,262,31,3,0,52,88,0,0,0,88,5,4,97,4437,673,147,106,5359,48,25,78,5429,312,13,5759,22,0,0,0,24,4,0,4,33,3,0,34,56,7,4,6,68,5,3,8,74,4,0,79,77,9,4,6,92,9,3,8,107,6,0,118,4510,683,148,109,5450,59,25,84,5540,320,13,5870,747,145,36,22
206,12920,463,18,13400,124,13,0,0,142,10,0,10,154,12,0,166,168,27,6,0,194,9,6,18,211,13,5,227,288,37,4,0,335,18,5,30,368,18,0,393,11085,1685,196,111,13078,176,38,208,13285,485,19,13791,2054,389,56,44,2550,55,19,77,2624,428,17,3071,25,3,0,26,49,3,0,3,53,6,56,112,13155,2081,257,178,15675,232,51,285,15967,917,91,16974,3074,392,43,6,3515,65,9,73,3590,189,0,3781,2720,438,34,22,3209,40,6,45,3252,86,4,3340,120,38,20,0,176,0,0,0,177,5,0,187,33,5,0,21,56,0,0,0,56,3,4,61,5947,874,90,51,6960,103,21,121,7080,280,5,7368,65,3,5,3,79,9,3,10,88,9,0,92,89,15,0,0,103,9,11,23,125,0,0,126,152,20,5,3,177,20,13,31,214,7,0,223,6095,893,97,52,7140,122,28,153,7296,292,5,7594,953,171,29,24
207,12576,451,30,13054,124,19,3,0,149,19,0,19,165,4,0,174,216,24,0,7,247,25,11,32,278,14,0,289,342,38,9,7,393,48,7,51,446,17,0,466,10942,1530,186,117,12774,196,56,251,13025,473,30,13526,2329,436,57,34,2865,70,29,98,2967,462,10,3430,33,14,0,34,79,0,0,0,79,3,31,111,13307,1977,245,186,15714,267,81,350,16067,936,68,17072,3400,340,42,7,3786,75,15,86,3876,190,3,4069,3377,506,52,9,3949,29,13,39,3991,134,3,4124,128,20,21,0,171,3,0,3,176,5,0,183,17,5,0,36,61,4,0,4,69,0,11,82,6923,880,116,54,7968,110,25,133,8099,335,16,8454,88,11,3,0,100,11,0,11,112,9,0,118,118,9,0,4,129,11,0,10,142,11,0,154,200,24,3,4,228,24,0,27,257,18,0,275,7123,905,118,56,8197,134,29,156,8361,350,17,8729,1374,187,32,19
208,16390,461,28,16886,132,7,0,3,147,13,0,13,163,3,0,168,243,20,0,6,263,8,8,13,279,11,0,293,377,31,4,9,410,18,8,30,442,18,0,459,14627,1584,224,149,16584,206,46,250,16834,480,28,17344,2744,260,44,63,3106,57,13,71,3176,241,4,3423,27,8,0,26,62,4,0,4,65,0,43,105,17398,1854,267,241,19755,267,59,325,20075,721,77,20882,4334,420,64,17,4830,87,15,100,4928,199,3,5132,4478,532,53,18,5084,72,4,75,5160,122,11,5293,188,25,33,6,252,0,0,0,255,14,3,270,46,4,6,32,84,4,0,4,83,4,9,97,9038,980,154,80,10253,155,15,179,10428,340,26,10795,71,13,0,0,83,11,5,8,97,0,0,98,150,12,3,0,167,0,4,6,175,5,0,180,222,24,3,0,251,13,8,18,269,11,3,277,9261,1004,160,84,10506,173,23,195,10696,345,32,11067,1417,177,22,25
209,20244,776,54,21070,180,31,3,9,224,44,5,41,269,12,0,283,366,70,9,14,460,25,4,28,492,27,0,523,548,99,12,21,691,63,8,75,766,43,3,808,17401,2578,404,250,20640,294,77,369,21004,823,53,21881,4376,903,153,152,5585,222,65,285,5867,1134,38,7034,35,10,0,59,102,4,0,4,105,6,110,226,21813,3490,562,462,26325,518,137,651,26980,1965,199,29143,4106,509,79,24,4716,82,15,98,4816,229,11,5055,5114,774,78,40,6002,77,15,93,6094,202,3,6302,231,38,44,5,314,10,0,8,322,25,0,348,51,6,0,63,124,3,0,3,127,6,6,134,9509,1320,199,129,11157,171,36,201,11362,461,21,11845,87,38,4,0,130,20,0,22,152,9,0,158,195,33,5,13,248,14,6,17,274,17,0,287,284,78,10,14,381,40,3,42,425,25,0,447,9790,1397,205,146,11541,206,40,249,11783,489,21,12288,1913,395,72,66
210,14178,588,61,14824,179,39,4,4,230,55,6,63,288,23,0,314,325,93,4,13,437,43,22,67,504,44,3,550,506,133,7,19,661,103,27,127,795,66,7,861,12153,1906,281,209,14543,328,99,421,14970,650,67,15687,4061,1568,160,227,6008,310,96,411,6421,1934,37,8389,49,19,0,82,148,0,0,0,149,11,124,286,16257,3489,441,516,20707,640,196,831,21537,2599,227,24366,2742,358,43,9,3152,69,14,79,3234,212,9,3452,3208,583,77,29,3904,80,17,95,4002,167,13,4175,169,42,20,0,236,8,0,6,247,17,0,265,35,9,0,45,90,0,0,0,97,7,13,114,6160,998,143,88,7382,153,33,188,7575,408,31,8013,86,19,0,5,114,26,9,29,146,16,0,163,144,53,0,6,200,19,17,37,240,23,3,268,234,72,3,5,313,49,25,69,385,41,3,432,6392,1066,146,93,7700,200,60,257,7957,448,35,8438,1784,788,84,107
211,19705,586,41,20324,133,18,8,0,159,13,3,19,178,7,0,181,350,32,3,8,392,12,8,20,413,12,0,426,484,49,13,8,550,21,10,34,587,19,0,605,17259,2229,373,174,20025,180,81,257,20288,601,39,20934,3842,488,86,67,4488,78,15,87,4581,479,14,5068,28,5,0,40,81,0,0,0,81,3,53,135,21120,2725,462,288,24590,258,98,349,24943,1089,106,26142,3929,488,68,7,4488,48,14,65,4551,192,4,4747,5755,741,94,25,6617,47,15,62,6675,162,6,6846,275,29,42,4,352,0,0,0,352,16,0,370,40,4,3,62,109,0,0,0,116,8,11,136,10000,1259,206,99,11571,100,27,132,11698,378,21,12098,82,6,3,3,101,8,0,9,108,0,0,112,164,24,0,0,187,9,0,11,198,7,0,201,243,35,3,5,286,11,4,13,304,11,0,314,10244,1298,215,104,11855,113,34,145,11999,390,21,12408,1768,228,35,31
212,30495,1235,100,31824,458,76,7,5,546,55,10,59,605,31,0,635,676,145,24,17,861,60,20,77,939,44,0,983,1138,222,29,19,1407,113,25,135,1546,69,4,1618,26186,4231,591,378,31387,518,140,656,32042,1301,98,33444,8367,1944,279,265,10855,437,88,525,11378,2031,83,13498,86,27,0,127,233,7,0,7,246,18,197,459,34638,6202,875,769,42475,955,229,1188,43663,3355,383,47399,6841,828,111,44,7820,136,33,162,7987,421,17,8424,6848,1331,131,48,8357,101,27,131,8489,396,8,8894,429,82,58,9,578,7,4,5,587,30,3,616,72,13,5,82,165,8,3,8,172,13,23,207,14190,2252,303,183,16921,248,62,307,17229,861,47,18144,206,43,8,4,255,33,0,36,292,24,0,315,312,56,0,6,381,40,13,55,428,38,0,468,514,104,10,10,636,73,16,87,721,61,0,785,14701,2356,313,188,17562,319,79,399,17955,925,47,18928,4024,973,135,156
213,31273,1541,111,32924,597,112,10,19,743,103,8,116,854,61,4,922,829,208,32,24,1092,86,30,120,1212,79,7,1297,1424,318,47,44,1836,192,39,231,2067,141,9,2219,26954,4270,735,467,32428,718,197,910,33338,1681,117,35138,8941,2240,321,350,11852,468,91,558,12412,2231,78,14723,116,35,0,187,339,0,0,5,344,27,257,630,36016,6546,1056,1008,44624,1189,289,1477,46096,3937,457,50493,6959,893,130,43,8032,179,53,230,8263,466,13,8739,6185,1210,136,44,7568,120,39,156,7730,382,10,8118,378,68,52,6,503,5,0,5,514,35,0,549,71,11,4,121,209,4,0,5,211,22,27,260,13588,2185,319,220,16317,309,88,394,16707,902,48,17661,277,79,7,12,379,85,0,87,466,50,0,512,375,90,16,9,489,58,16,70,558,38,3,598,659,174,21,19,872,138,19,161,1028,81,3,1113,14245,2355,339,243,17186,444,110,556,17739,985,53,18777,3957,983,162,164
214,10204,351,23,10584,31,11,0,0,39,3,0,10,44,9,0,57,129,15,3,4,153,4,4,4,158,8,0,166,162,24,3,5,192,7,3,12,206,13,0,222,8854,1105,221,130,10311,74,27,101,10413,369,25,10808,1757,207,60,63,2078,38,15,53,2131,247,9,2383,20,9,3,19,44,0,0,0,44,3,45,96,10624,1316,280,210,12434,109,39,150,12582,617,80,13282,1990,256,32,12,2292,26,4,33,2324,130,3,2457,3001,412,44,30,3490,26,4,31,3521,109,6,3640,196,27,34,8,258,3,0,3,264,16,0,278,32,5,0,43,80,4,0,4,82,3,0,88,5217,704,110,95,6125,58,12,70,6191,257,10,6458,25,4,0,0,31,11,0,11,39,0,0,40,56,6,0,0,64,3,0,0,69,3,0,74,85,11,0,0,100,11,0,9,108,7,0,117,5300,714,110,89,6219,63,15,80,6301,263,10,6578,882,123,46,14
215,4534,176,8,4720,6,4,0,0,13,10,0,10,23,3,0,29,23,12,0,0,42,3,0,9,55,3,0,57,33,16,0,0,56,17,0,23,76,10,0,84,3909,466,91,80,4547,48,18,62,4612,184,14,4804,833,139,33,38,1043,30,5,36,1079,228,3,1308,7,0,0,5,14,0,0,0,14,3,39,58,4754,604,126,123,5605,78,22,100,5702,413,56,6174,1010,102,10,9,1129,11,5,14,1147,56,9,1205,1363,152,24,18,1555,16,0,18,1569,59,3,1627,80,12,7,0,100,0,0,0,100,5,0,106,11,3,0,30,40,0,0,0,40,3,0,50,2465,262,45,53,2826,22,7,31,2860,125,6,2989,10,0,0,0,5,7,0,7,17,8,0,25,12,5,0,4,22,0,0,5,27,0,0,27,17,4,0,0,30,13,0,10,40,10,0,53,2479,271,53,53,2862,29,10,39,2897,130,10,3043,410,80,10,18
216,4170,156,12,4345,14,0,0,0,19,0,5,6,24,3,0,26,33,9,0,5,46,4,4,9,54,9,0,65,50,9,0,5,70,5,4,11,79,10,0,95,3586,442,105,62,4192,33,19,58,4250,171,12,4441,721,175,20,27,936,44,14,59,996,337,12,1338,10,3,0,6,21,0,0,0,21,0,39,55,4317,622,120,99,5157,82,31,114,5269,512,61,5835,917,97,29,10,1041,3,7,14,1054,35,0,1092,1233,160,19,11,1426,9,7,16,1441,58,0,1498,48,17,22,0,86,0,0,0,86,5,0,94,19,0,0,26,39,0,0,0,39,5,6,51,2219,269,65,39,2594,14,18,30,2627,99,9,2731,15,0,0,0,15,0,0,0,20,4,0,17,22,9,0,0,32,6,6,8,38,3,0,41,38,9,0,0,46,8,5,10,56,3,0,63,2254,275,70,44,2641,18,21,42,2682,107,8,2794,340,93,15,9
217,4195,120,4,4324,6,4,0,0,13,0,0,0,12,0,0,11,32,5,0,0,37,0,0,0,43,9,0,47,40,9,0,0,53,4,0,0,55,4,0,65,3573,481,84,73,4215,16,17,35,4248,131,3,4384,583,92,14,28,719,13,4,19,738,110,0,843,10,0,0,0,15,0,0,0,15,0,7,18,4163,573,98,103,4948,28,19,49,5002,238,13,5245,846,109,14,8,976,7,0,9,987,28,0,1015,1326,190,17,6,1542,5,4,13,1556,42,0,1598,75,7,14,8,115,0,0,0,117,3,0,114,17,6,0,23,43,0,0,0,43,0,3,44,2265,320,45,42,2671,18,12,27,2698,75,4,2778,8,4,0,0,11,0,0,0,11,0,0,11,20,0,0,0,20,0,0,4,23,3,0,26,27,4,0,0,28,0,0,4,30,3,0,36,2288,320,45,42,2699,15,8,25,2726,80,4,2814,279,41,17,15
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,9006,292,26,9319,50,5,3,0,64,8,0,8,75,4,0,83,114,13,3,0,133,5,0,5,145,5,0,150,168,18,11,0,198,17,0,17,217,8,0,231,7825,932,264,78,9102,103,19,120,9222,304,26,9548,1265,215,66,29,1576,28,4,37,1611,138,3,1752,16,3,3,9,30,0,0,0,30,0,21,53,9105,1155,324,122,10704,130,23,154,10861,445,52,11352,2453,263,67,10,2789,31,5,36,2822,103,3,2925,2303,280,61,7,2655,11,3,15,2667,82,5,2754,269,47,40,0,352,3,0,4,352,13,0,364,19,0,0,26,43,0,0,0,43,6,0,53,5038,583,169,45,5839,42,10,51,5891,201,9,6097,23,4,0,0,35,12,0,12,45,6,0,48,71,4,4,0,77,5,0,5,83,3,0,87,95,8,4,0,115,12,0,17,129,8,0,133,5136,594,173,46,5944,62,13,70,6018,212,9,6235,706,98,28,16
302,8216,299,11,8526,62,8,5,8,75,10,0,10,93,4,0,94,108,9,6,0,123,12,0,11,134,9,0,147,169,21,4,8,201,25,0,28,227,12,0,244,7028,965,246,66,8297,115,30,148,8438,311,14,8770,1252,203,54,29,1539,34,10,47,1584,169,5,1750,9,0,0,23,27,0,0,0,27,0,26,59,8291,1167,297,111,9866,147,36,187,10057,480,48,10580,1924,242,58,5,2238,37,0,36,2272,101,3,2376,1776,240,44,10,2073,17,7,25,2095,62,5,2154,176,42,19,4,244,6,0,6,248,7,0,259,12,0,0,10,25,0,0,0,23,6,0,27,3897,526,127,25,4573,56,13,65,4639,178,9,4817,28,5,6,0,41,8,0,8,51,7,0,55,60,6,3,0,71,6,0,9,80,4,0,80,89,14,10,0,113,16,0,18,129,9,0,138,3984,540,136,26,4690,69,14,80,4771,180,3,4960,574,108,21,10
303,14002,520,32,14550,135,33,0,6,179,35,5,41,217,29,0,246,242,53,0,3,302,18,9,23,324,22,0,346,383,91,6,12,482,56,8,62,544,48,3,597,11753,2050,330,138,14279,226,38,267,14542,565,35,15146,2583,546,79,52,3257,106,25,125,3391,532,17,3937,31,4,0,52,92,0,0,0,92,0,63,156,14369,2600,415,245,17629,333,66,393,18025,1106,113,19240,3288,410,63,12,3773,64,13,73,3849,169,6,4025,2879,509,68,9,3467,49,9,59,3522,124,8,3649,243,52,40,3,332,7,0,10,348,28,0,372,22,5,4,26,58,0,0,0,58,0,3,64,6432,972,171,51,7630,120,24,146,7772,323,21,8113,70,7,0,6,82,13,0,17,98,12,0,108,115,23,0,3,146,13,0,14,159,12,0,174,189,33,0,5,228,31,3,34,261,24,0,284,6621,1005,176,58,7854,150,28,176,8031,345,21,8392,1214,271,45,29
304,8309,266,15,8587,79,12,3,0,96,7,4,13,105,9,0,108,137,14,3,0,153,10,9,14,166,8,0,178,216,27,4,0,247,14,8,21,275,12,0,286,7216,905,268,64,8450,108,24,136,8583,277,15,8872,1423,147,52,27,1646,40,7,47,1691,146,3,1844,8,0,0,14,22,0,4,4,25,0,10,34,8639,1051,322,100,10116,142,38,184,10297,427,28,10754,2225,265,59,17,2568,42,10,50,2616,126,0,2744,1960,244,50,9,2262,28,7,34,2293,65,0,2362,297,29,47,0,374,0,0,5,379,12,0,384,6,0,0,11,26,0,0,0,26,0,0,26,4489,541,164,36,5225,72,13,82,5311,204,3,5515,56,8,0,0,69,6,0,8,77,0,0,81,66,7,0,0,76,8,0,8,79,0,0,80,128,15,5,0,144,12,0,12,159,5,0,164,4615,554,167,36,5368,79,14,95,5466,202,5,5676,735,83,35,5
305,7910,210,13,8129,72,13,6,0,84,8,0,11,99,7,0,106,127,11,0,0,144,15,0,11,153,7,0,163,197,21,7,0,229,22,5,25,252,12,0,272,7014,802,154,39,8005,139,23,159,8164,224,10,8396,1377,152,42,27,1599,34,13,42,1643,110,0,1752,16,0,0,8,21,0,0,0,21,0,22,42,8402,953,199,75,9632,171,30,202,9828,333,29,10195,2224,213,38,5,2486,40,7,51,2536,104,0,2644,1787,254,29,4,2076,19,6,29,2100,41,0,2147,200,29,44,0,272,0,0,0,272,4,0,279,17,0,0,10,29,0,0,0,29,0,0,34,4232,497,120,18,4867,63,15,76,4945,151,3,5093,46,14,0,0,55,8,0,7,66,0,0,64,52,0,3,0,61,3,0,9,69,4,0,73,99,13,3,0,115,14,9,17,133,8,0,144,4333,511,120,21,4983,72,22,94,5079,155,3,5241,738,75,25,9
306,7171,352,13,7537,36,13,0,6,53,30,0,24,78,13,0,96,86,24,0,0,117,16,19,36,145,20,0,164,118,37,3,9,169,41,20,61,230,33,0,260,5812,1112,216,99,7231,121,51,171,7400,381,13,7798,1083,276,69,71,1489,70,20,89,1581,440,12,2037,15,0,0,12,33,0,3,3,32,3,42,82,6909,1390,282,176,8752,184,73,262,9010,826,64,9909,1737,270,56,12,2075,32,11,45,2116,140,0,2262,1825,338,60,26,2255,33,9,39,2295,136,0,2435,74,27,17,0,115,4,0,8,118,8,0,126,13,3,0,23,45,0,0,0,43,8,6,56,3656,644,125,55,4485,72,23,90,4572,288,10,4874,28,3,5,5,38,18,0,18,56,3,0,63,58,11,5,0,73,3,8,9,85,11,0,92,86,17,4,5,110,22,8,29,133,15,0,154,3743,654,138,61,4588,92,28,117,4711,304,10,5024,534,177,22,33
307,3926,156,9,4089,28,3,0,0,34,5,0,4,33,3,0,44,24,5,0,4,46,11,7,11,53,8,0,60,59,11,0,4,73,14,7,14,91,10,0,99,3421,363,100,80,3961,37,21,56,4018,162,13,4190,810,125,41,26,995,13,17,33,1025,202,8,1235,14,7,7,3,25,0,0,0,25,0,13,41,4243,490,145,103,4979,55,37,92,5071,368,31,5462,975,84,19,8,1081,3,3,9,1090,60,7,1152,1188,131,34,12,1367,10,0,10,1379,53,4,1432,49,7,4,0,61,0,0,0,61,7,0,66,10,0,0,21,39,0,0,0,39,6,0,44,2223,221,59,42,2547,13,3,17,2563,118,6,2692,17,0,0,0,15,0,0,0,22,9,0,28,33,7,0,0,37,5,5,9,41,3,0,47,46,9,0,0,53,4,5,6,61,15,0,79,2267,232,59,49,2601,18,5,25,2625,135,8,2770,385,54,17,13
308,7632,239,23,7894,64,9,0,0,72,10,5,12,80,6,0,92,127,16,9,0,146,8,0,8,153,9,0,162,189,20,9,4,219,18,0,20,233,16,0,251,6784,583,242,148,7763,87,17,104,7867,261,23,8150,1566,214,68,49,1892,52,12,68,1957,262,8,2226,16,3,0,12,35,0,0,0,35,0,53,81,8368,799,315,214,9690,136,30,170,9862,519,80,10458,1959,145,60,22,2192,17,0,24,2208,73,4,2296,2124,193,75,30,2420,25,6,29,2454,73,0,2526,88,11,26,3,125,0,0,0,122,9,0,133,20,3,0,48,66,0,0,0,67,6,7,82,4190,354,155,105,4806,45,11,50,4859,164,17,5035,35,5,0,0,42,13,0,14,52,9,0,55,61,13,5,0,73,0,0,0,75,7,0,81,92,12,5,0,114,13,0,13,129,13,0,142,4281,367,157,105,4916,56,14,67,4982,175,17,5177,653,106,50,22
309,20454,931,68,21449,156,34,5,6,212,47,0,47,259,27,0,286,330,69,11,14,425,31,9,38,459,28,0,484,486,104,22,24,636,77,9,86,717,54,0,776,16887,2922,657,288,20756,320,95,418,21173,981,68,22219,3348,730,211,104,4399,139,44,187,4584,676,17,5278,38,8,0,50,93,0,0,0,93,5,103,202,20266,3665,871,445,25246,460,136,598,25845,1663,190,27694,4599,625,142,28,5397,87,29,117,5511,313,12,5833,4781,952,163,31,5926,87,16,101,6034,281,7,6324,588,107,91,10,793,9,4,11,809,64,0,866,70,8,0,68,151,0,0,0,151,5,18,170,10032,1694,402,144,12266,173,52,230,12493,659,40,13196,74,23,4,0,100,29,0,26,125,11,0,143,158,26,5,3,191,13,5,13,208,15,0,227,229,48,9,7,295,35,9,45,335,32,0,369,10255,1745,407,152,12558,216,58,278,12836,694,41,13566,1675,370,85,52
