SA4_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
205,76,154,154,131,194,51,18,772,27,55,52,49,69,9,0,268,3,6,4,9,13,0,0,34,14,16,8,3,14,0,0,49,110,227,225,197,282,66,23,1127,3,17,20,14,20,4,0,89,7,6,7,9,7,0,0,35,12,22,27,21,23,8,0,122,125,259,255,218,305,68,26,1249,77,112,70,65,75,25,16,433,6,12,21,7,4,3,0,55,206,376,338,290,387,95,39,1737,162,475,457,382,479,138,43,2140,578,1119,730,530,592,132,40,3723,112,111,72,55,60,10,4,413,20,50,28,16,20,4,3,132,872,1754,1289,982,1150,283,87,6413,22,69,62,35,38,5,4,241,79,118,49,47,39,13,3,351,106,188,109,84,78,17,9,588,970,1942,1404,1067,1226,300,90,7000,1285,1236,652,457,400,89,33,4158,25,48,34,20,11,0,0,137,2281,3230,2087,1545,1639,391,127,11287,237,626,615,514,673,184,61,2910
206,89,223,208,144,233,188,85,1158,29,59,54,43,75,43,32,329,3,8,0,6,13,7,9,47,11,5,3,5,5,0,6,34,132,292,263,203,326,240,120,1570,10,7,15,20,15,10,8,79,4,6,9,8,4,5,0,28,16,16,21,25,22,14,8,113,147,304,290,225,341,252,127,1685,34,74,61,48,85,50,56,405,0,3,4,0,0,0,0,10,180,381,353,274,425,304,181,2101,340,809,678,549,779,496,284,3929,390,775,548,385,517,368,195,3176,87,61,46,35,38,43,15,323,24,22,14,17,19,7,10,109,830,1671,1289,988,1349,915,502,7541,36,50,32,30,39,29,11,228,48,83,40,28,46,37,18,307,84,134,78,54,87,68,34,537,918,1802,1364,1040,1437,983,532,8079,783,856,525,377,511,388,275,3720,37,35,19,12,11,6,3,114,1733,2695,1909,1429,1963,1376,813,11912,427,1032,888,693,1008,679,366,5091
207,62,184,177,136,215,172,101,1049,17,43,50,43,49,48,20,274,0,8,3,3,10,12,5,49,0,0,4,0,0,0,4,15,87,236,230,189,277,241,130,1388,0,15,10,5,7,15,5,60,6,0,8,3,10,0,6,39,6,15,16,7,20,16,9,91,90,247,247,195,299,258,139,1477,21,42,48,41,75,48,41,316,7,0,0,0,6,0,0,11,117,286,297,239,377,306,178,1803,206,557,505,430,696,529,337,3261,253,602,485,418,617,417,259,3053,40,38,35,31,42,20,10,220,4,18,15,10,14,4,3,68,504,1215,1050,892,1368,975,610,6601,11,30,19,18,18,20,14,131,31,69,41,34,32,16,15,236,41,98,61,50,55,37,27,366,546,1310,1107,935,1423,1006,638,6975,316,564,453,401,596,431,290,3047,12,16,13,9,9,11,4,70,866,1894,1571,1344,2021,1451,928,10087,267,742,680,569,916,707,439,4313
208,91,217,229,197,298,200,111,1335,19,48,52,38,54,41,28,280,0,6,8,3,5,4,5,33,0,7,4,5,5,6,3,28,106,284,301,248,357,241,143,1680,6,11,13,10,17,4,5,65,0,6,0,6,7,0,0,24,6,17,16,16,20,4,9,90,113,301,317,264,377,248,147,1771,17,50,40,39,66,37,34,274,6,0,3,4,5,3,0,19,128,351,359,308,444,289,183,2066,244,689,699,516,872,654,340,4014,352,768,622,510,671,420,232,3578,82,62,48,24,51,39,17,321,11,18,10,16,17,11,7,96,683,1543,1377,1069,1605,1122,597,7995,15,35,18,26,30,18,12,150,29,59,35,19,35,22,13,200,39,94,56,43,65,41,27,357,722,1636,1431,1112,1674,1157,621,8356,366,538,372,304,392,272,156,2395,6,13,11,12,6,0,3,51,1090,2188,1819,1426,2063,1431,783,10804,330,906,925,715,1165,853,447,5348
209,122,293,223,193,331,154,124,1435,34,67,66,70,77,40,34,381,9,13,11,13,14,8,7,68,3,7,4,5,3,5,4,30,167,379,305,275,422,205,167,1920,15,17,16,14,11,11,8,93,0,11,4,5,4,3,5,30,15,27,23,18,16,16,10,127,181,406,326,302,440,215,175,2042,48,99,91,83,95,74,41,532,12,7,3,3,4,0,3,34,246,511,423,382,541,294,213,2614,351,876,808,646,1009,538,332,4555,581,1223,910,729,960,444,218,5061,128,111,72,42,73,26,20,475,33,39,26,13,28,0,7,147,1089,2242,1817,1434,2065,1008,578,10241,40,78,56,35,49,34,21,305,72,171,72,46,65,30,9,470,112,251,126,88,118,60,29,773,1196,2495,1943,1516,2186,1063,608,11011,1378,1585,951,661,747,354,197,5866,37,50,25,22,9,4,6,148,2616,4127,2915,2195,2937,1423,809,17030,472,1169,1031,837,1332,689,464,5993
210,89,188,141,135,227,125,89,999,18,58,55,43,60,36,20,293,7,6,4,5,16,6,7,47,6,13,11,4,9,3,0,47,125,273,214,189,302,172,108,1382,10,18,9,8,14,7,5,54,0,6,0,3,0,0,0,15,10,27,7,8,10,10,5,74,128,295,218,192,317,184,112,1456,58,98,85,71,122,59,46,538,8,14,5,3,0,0,0,38,199,408,316,272,443,238,157,2030,300,739,606,490,753,435,236,3563,518,940,684,497,657,335,166,3795,105,110,57,58,75,40,17,458,28,34,20,15,22,18,6,148,949,1824,1371,1063,1513,819,415,7955,36,61,47,40,35,26,15,253,70,157,78,57,53,33,15,467,101,225,127,96,92,51,33,724,1049,2048,1499,1158,1603,874,454,8682,1391,1553,871,605,737,366,192,5720,30,59,23,17,7,4,0,141,2469,3656,2400,1780,2346,1247,648,14543,396,928,748,625,980,563,325,4556
211,98,264,257,231,387,188,106,1534,23,77,70,56,100,45,13,385,5,7,10,10,17,6,0,69,0,8,7,5,7,3,4,28,139,351,345,308,506,247,128,2024,8,17,6,7,9,8,3,53,0,6,3,3,10,3,0,24,9,22,17,9,14,14,3,76,148,378,361,316,522,262,126,2099,33,93,72,60,97,45,21,426,5,0,0,3,0,0,0,15,188,473,433,380,623,306,150,2541,261,787,807,649,1081,640,355,4581,582,1303,961,693,941,469,258,5209,93,95,77,59,81,44,29,483,26,41,23,19,30,11,9,162,965,2236,1869,1416,2132,1172,655,10443,14,41,39,25,48,15,13,200,51,84,58,45,49,22,10,321,65,124,94,69,106,35,18,518,1030,2357,1964,1485,2236,1210,671,10965,946,1106,620,429,553,253,143,4043,12,13,15,14,10,0,0,71,1989,3487,2599,1929,2798,1461,817,15077,367,1050,1066,881,1464,829,458,6117
212,249,474,349,290,483,276,174,2295,88,122,98,86,112,74,39,622,8,16,21,18,23,15,9,117,20,22,9,12,8,6,3,81,361,640,480,404,633,374,224,3114,17,36,15,26,32,11,7,134,5,18,8,19,14,4,7,74,26,49,22,41,40,14,15,208,389,688,497,445,671,386,235,3322,127,201,140,104,158,103,59,899,11,17,11,7,10,0,5,61,533,900,656,563,836,494,304,4282,711,1558,1257,1054,1515,888,474,7452,1064,2125,1441,1052,1338,693,376,8090,213,205,125,87,116,59,47,840,68,112,65,56,72,39,16,431,2053,3995,2883,2250,3039,1683,910,16809,73,165,95,70,123,59,42,622,154,266,128,84,140,71,41,876,224,429,220,159,263,129,77,1504,2276,4424,3103,2405,3302,1812,988,18311,2650,2717,1496,1038,1335,699,542,10468,96,120,54,45,42,14,14,386,5021,7262,4658,3486,4678,2527,1540,29166,954,2028,1604,1342,1994,1160,653,9737
213,252,493,394,287,434,249,147,2245,78,134,120,86,118,53,29,620,19,30,9,12,28,14,3,110,32,28,15,18,16,4,6,123,375,683,544,399,596,315,180,3093,21,44,36,31,24,16,8,180,4,24,23,14,8,10,9,83,30,73,49,41,33,21,10,269,402,755,597,445,633,341,194,3359,147,258,185,138,173,108,57,1057,10,18,16,21,8,5,5,81,565,1028,794,596,813,448,254,4498,808,1913,1550,1133,1656,923,516,8501,1152,2145,1460,1031,1376,637,355,8163,245,289,177,119,163,72,56,1117,74,124,78,40,73,36,10,438,2280,4461,3270,2330,3268,1673,941,18225,143,256,192,124,169,107,65,1051,248,422,203,165,175,72,40,1332,395,682,396,291,345,174,100,2384,2673,5144,3667,2617,3614,1847,1039,20604,3290,3580,1916,1348,1491,700,439,12765,110,116,60,49,39,16,16,399,6070,8840,5647,4012,5142,2564,1497,33774,1052,2404,1951,1421,2093,1171,665,10754
214,93,222,156,151,218,88,62,982,17,65,57,52,76,22,7,287,3,10,3,10,0,6,0,31,0,7,9,0,9,0,0,25,116,300,226,208,300,119,65,1330,5,11,3,8,7,3,0,37,0,3,7,0,6,0,0,22,10,12,13,8,17,3,0,57,123,312,230,219,310,124,66,1386,38,88,63,56,67,27,8,349,5,3,7,7,0,0,0,29,162,405,309,271,381,154,72,1757,209,535,493,420,672,285,135,2763,515,1114,809,529,740,242,108,4062,103,131,65,51,68,29,16,470,18,33,20,22,21,6,3,124,846,1816,1391,1023,1502,567,265,7414,16,47,25,30,32,8,0,163,34,92,47,28,30,4,5,245,51,143,71,65,63,16,7,403,896,1953,1463,1087,1567,585,275,7817,934,988,557,420,387,134,57,3471,16,21,26,14,8,5,0,94,1845,2966,2042,1521,1963,721,327,11382,299,760,653,570,887,378,193,3742
215,55,90,77,71,102,22,7,422,13,17,34,22,29,0,0,114,0,3,4,0,0,0,0,14,0,4,0,3,4,0,0,9,63,111,115,93,136,26,11,550,6,11,12,0,9,0,0,40,0,7,0,0,0,0,0,9,9,16,13,0,9,0,0,51,73,130,126,96,144,26,11,601,33,87,46,37,35,13,4,256,9,0,6,5,0,0,0,18,115,215,180,138,172,41,12,870,100,268,231,207,291,53,14,1169,320,548,369,283,272,78,12,1880,60,47,30,18,22,3,0,185,10,25,26,21,12,0,0,94,490,891,660,526,599,142,25,3331,25,34,22,6,14,4,0,104,24,55,24,18,18,0,0,144,48,84,43,23,33,0,0,243,544,972,702,544,637,148,30,3573,717,712,368,272,175,42,11,2298,19,20,7,11,7,0,0,69,1276,1707,1086,832,821,186,39,5940,154,356,311,278,394,79,22,1594
216,42,93,69,62,101,21,6,391,14,23,23,17,17,6,3,104,5,3,3,3,8,0,4,28,4,17,7,14,9,0,0,43,66,139,100,89,131,25,10,561,4,7,3,6,8,0,0,25,0,0,0,3,0,0,0,11,3,10,3,10,10,3,0,40,71,148,105,106,136,24,12,600,29,53,38,29,41,6,0,201,0,3,6,0,0,0,0,16,102,202,155,136,181,35,10,816,83,292,241,192,239,52,15,1123,261,565,361,269,285,65,15,1823,54,57,23,13,25,6,6,178,11,25,17,6,10,4,0,68,418,939,638,478,558,128,32,3187,14,22,22,20,13,11,0,102,42,35,36,20,13,0,0,154,55,63,58,36,27,11,0,253,468,996,698,518,584,139,37,3439,642,621,343,199,212,29,14,2068,14,17,22,5,5,5,0,73,1131,1635,1062,732,806,177,54,5587,131,388,313,256,341,75,20,1512
217,24,59,68,62,80,25,7,325,11,34,39,23,19,3,4,132,6,6,3,4,0,5,0,22,0,0,3,0,0,0,0,11,43,103,108,93,107,32,11,487,6,7,8,0,4,0,0,22,3,0,5,4,0,0,0,14,5,11,8,3,4,0,0,33,49,113,119,94,108,32,11,520,12,50,37,27,20,4,0,156,3,6,0,4,0,0,0,19,63,166,157,126,128,35,6,692,50,197,192,161,219,39,10,868,237,494,339,253,296,55,18,1693,45,41,22,15,11,5,0,142,10,7,11,3,3,0,0,33,338,742,557,443,536,103,30,2743,4,5,10,14,8,3,0,38,15,30,24,12,14,4,0,105,24,36,32,23,28,3,0,145,363,779,585,466,560,107,28,2885,395,439,213,134,127,30,4,1342,12,17,11,5,3,0,0,44,767,1232,812,603,682,141,36,4269,75,254,258,223,301,69,12,1190
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,64,207,206,156,207,79,20,937,19,51,35,26,39,10,3,187,3,4,7,11,7,5,0,42,0,8,7,5,0,0,0,22,93,269,252,202,255,101,22,1191,8,10,9,3,11,3,0,40,0,4,6,3,0,0,0,16,8,10,14,10,11,3,0,55,98,275,266,207,266,101,26,1242,44,63,60,39,46,9,9,271,5,4,0,4,0,0,0,10,144,347,321,250,318,113,31,1522,224,615,492,410,664,242,103,2759,328,700,510,353,415,93,53,2447,103,150,84,51,80,34,14,514,12,25,16,12,11,0,4,86,672,1491,1098,829,1177,366,171,5806,18,51,35,26,22,7,0,164,41,74,55,24,24,3,0,226,58,128,83,56,46,14,8,391,732,1617,1186,885,1218,379,173,6195,631,613,372,279,271,61,34,2269,21,20,6,3,7,0,0,65,1388,2255,1567,1167,1503,438,214,8527,288,824,695,568,872,325,126,3697
302,65,218,166,104,189,75,27,842,11,45,43,42,35,16,8,198,9,16,8,3,7,3,0,49,3,0,3,0,0,0,0,12,83,278,218,148,234,101,32,1098,4,9,12,5,8,0,0,52,4,8,8,3,0,0,0,18,7,13,25,15,5,0,3,69,88,293,244,161,240,101,36,1165,26,51,50,34,28,11,8,207,14,7,7,0,8,0,0,23,126,352,297,194,271,109,45,1393,206,547,468,307,569,244,108,2443,276,530,337,279,317,129,59,1924,75,110,79,55,63,13,11,408,13,16,15,3,9,3,3,62,567,1206,899,643,959,391,174,4841,23,23,15,15,23,3,3,104,29,56,28,12,18,9,6,161,53,85,44,28,40,15,9,270,617,1287,944,674,996,411,184,5110,534,565,282,215,241,64,50,1947,16,8,8,8,10,0,3,54,1160,1862,1244,897,1243,478,233,7114,266,767,635,412,760,318,132,3281
303,88,255,232,158,212,115,54,1120,36,82,54,40,61,35,20,329,9,10,8,13,3,4,0,49,6,4,3,0,5,0,0,21,137,349,300,210,283,154,78,1524,11,23,18,10,14,12,0,83,0,10,9,8,4,6,3,34,11,31,31,14,20,12,4,119,153,380,332,224,302,168,80,1638,35,75,85,57,73,41,18,382,4,9,9,0,5,3,0,25,197,461,422,283,375,217,99,2047,329,791,631,509,798,363,173,3590,399,766,561,385,521,215,119,2962,112,149,91,62,69,33,12,533,23,28,21,12,15,11,4,117,863,1724,1308,968,1402,627,308,7199,37,93,51,30,40,26,8,278,56,93,59,31,51,12,10,314,95,188,105,65,90,37,15,588,958,1912,1417,1030,1493,665,324,7792,815,877,528,399,451,221,127,3411,27,23,9,11,0,3,0,80,1792,2814,1955,1437,1940,887,452,11277,419,1046,856,668,1009,481,232,4707
304,39,133,149,118,172,67,37,714,9,19,28,14,28,14,8,126,4,6,11,4,13,0,0,39,0,0,0,5,6,3,0,12,49,156,193,140,216,86,45,887,0,4,5,7,9,0,0,27,0,4,4,0,0,0,3,12,5,5,7,6,10,0,3,37,53,164,197,153,226,85,49,928,10,24,30,26,26,20,9,149,0,0,0,0,0,0,0,3,69,186,226,180,252,102,60,1078,111,389,398,289,459,253,129,2032,142,345,301,226,293,133,68,1500,28,61,70,49,55,23,16,308,7,23,11,4,12,9,3,64,291,817,774,571,824,415,213,3901,12,29,17,13,18,8,3,89,13,31,19,14,26,16,0,121,26,58,33,23,40,18,3,208,316,874,814,592,863,436,220,4112,216,291,211,163,214,114,45,1254,8,6,10,6,0,0,0,22,538,1172,1027,761,1078,547,269,5385,153,525,547,412,633,321,169,2745
305,75,214,213,150,205,125,53,1037,13,37,28,20,34,15,8,161,3,15,7,6,6,6,0,42,0,0,0,0,0,0,0,3,91,272,247,173,251,147,65,1241,8,13,9,4,9,0,3,46,0,4,4,3,0,0,3,13,8,17,12,8,9,4,5,59,98,286,262,178,257,150,68,1299,19,22,25,28,24,27,11,157,3,4,0,0,0,0,0,8,122,313,282,211,279,174,80,1460,200,526,473,357,575,300,154,2591,179,373,263,194,251,157,70,1488,58,68,45,34,54,29,11,300,7,14,10,3,4,6,0,36,445,979,791,590,878,487,238,4413,14,35,34,10,24,9,4,129,25,35,13,11,18,4,0,111,37,74,47,23,44,14,7,238,481,1049,834,615,920,506,246,4654,250,284,186,153,228,135,78,1309,8,12,3,0,0,0,0,31,739,1341,1029,773,1155,641,324,5993,283,743,689,507,779,426,208,3628
306,72,234,207,149,226,22,15,917,34,88,63,59,58,6,3,313,5,16,8,9,4,0,0,46,6,7,0,9,5,0,0,38,119,347,287,221,296,33,16,1314,14,30,23,16,16,3,0,106,3,10,13,8,6,0,0,47,20,38,39,28,24,3,0,147,133,387,322,250,316,33,15,1464,68,155,115,86,75,14,0,520,3,13,9,7,0,0,0,34,204,561,454,339,394,49,20,2018,251,673,581,492,645,109,45,2800,502,987,730,484,563,70,25,3356,68,78,44,31,41,0,6,263,18,46,24,24,19,5,0,137,836,1781,1379,1027,1272,181,76,6555,50,110,90,70,52,13,0,389,104,147,90,52,46,10,3,454,152,259,178,127,100,24,7,842,996,2040,1553,1153,1367,208,79,7400,1256,1195,682,428,365,71,26,4023,36,47,28,19,12,0,0,142,2283,3289,2267,1601,1741,284,104,11567,321,910,791,638,872,127,55,3721
307,39,91,81,61,75,9,4,362,7,32,28,12,21,6,0,103,6,3,3,0,0,0,0,8,4,3,11,3,4,0,0,22,56,124,116,89,98,12,5,500,0,9,15,7,9,0,0,35,5,0,7,3,4,0,0,16,3,12,18,6,10,0,0,50,62,135,133,99,110,12,5,547,26,73,43,37,29,0,0,218,0,5,3,3,0,0,0,15,87,209,178,139,140,18,3,779,105,267,254,185,227,25,9,1063,252,479,299,237,205,23,0,1498,47,38,22,10,9,0,0,131,12,18,14,3,4,0,0,57,421,808,585,442,445,45,11,2748,14,53,28,33,17,0,0,154,43,71,33,17,13,0,0,178,63,122,63,47,31,0,0,337,485,933,648,491,476,44,11,3086,738,706,361,227,158,15,3,2221,10,23,14,9,0,0,0,52,1235,1664,1023,728,640,60,15,5361,147,357,334,253,303,30,9,1421
308,98,212,170,182,203,30,9,910,19,40,29,31,44,4,0,169,3,16,10,11,4,0,0,47,8,15,7,13,4,0,0,44,133,281,218,233,267,38,9,1170,12,17,23,20,14,6,0,86,7,15,12,7,6,0,0,44,17,33,35,23,20,6,0,126,151,313,249,254,280,42,9,1298,68,88,88,48,54,3,0,352,6,12,10,11,3,0,0,38,220,409,351,313,336,48,9,1681,255,583,525,409,483,74,21,2342,484,823,545,404,412,39,13,2721,75,87,46,22,36,5,0,275,28,38,21,13,16,0,0,115,837,1530,1144,841,947,117,34,5454,56,102,64,42,39,5,0,315,86,138,73,51,29,3,0,390,146,242,145,92,68,10,0,709,982,1770,1287,939,1016,127,33,6166,1323,1142,602,349,287,34,6,3741,44,28,19,20,8,3,0,115,2352,2946,1909,1309,1312,163,42,10021,352,795,695,585,689,107,33,3249
309,219,495,438,335,464,140,57,2149,69,156,148,83,155,57,23,697,17,31,27,9,15,11,3,116,20,18,21,14,4,3,3,86,324,702,630,441,645,215,88,3045,15,25,24,24,15,9,5,122,13,20,20,11,6,0,0,66,27,41,37,39,24,8,10,187,353,742,665,478,667,223,97,3232,85,195,161,121,138,49,25,771,15,16,12,5,7,6,0,55,450,952,834,605,814,282,122,4055,540,1370,1203,1028,1466,518,238,6368,1080,2126,1477,1073,1288,350,152,7544,301,366,266,155,237,77,36,1436,52,73,52,50,35,11,11,288,1976,3931,3000,2312,3014,959,442,15637,59,162,99,69,63,25,12,486,155,249,129,82,100,30,6,746,214,405,231,151,164,47,17,1236,2188,4340,3230,2464,3184,1007,463,16870,1738,1893,1133,776,838,257,127,6775,50,71,45,31,24,8,0,230,3982,6305,4411,3272,4046,1272,587,23873,760,1867,1641,1363,1934,662,295,8520
