SA4_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
205,80,27,27,3,138,0,0,0,138,12,0,147,28,6,0,34,64,0,0,0,69,4,0,73,3654,577,122,79,4427,42,9,58,4482,261,5,4756,15,3,0,0,17,4,0,4,23,10,0,31,35,3,0,3,43,9,0,9,50,0,0,50,51,7,0,4,64,13,0,13,76,10,0,79,3704,581,124,83,4488,57,9,71,4559,270,5,4834,470,85,20,20,589,10,4,9,596,161,5,762,0,0,0,0,5,0,0,0,5,0,7,10,4171,667,139,102,5085,60,18,76,5157,427,18,5604,437,70,10,3,521,3,5,7,531,29,0,555,525,80,14,8,633,4,0,7,641,39,0,676,25,11,13,0,45,0,0,0,45,3,0,49,6,0,3,4,15,0,0,0,14,3,0,17,997,159,42,15,1216,5,9,13,1231,67,0,1299,9,0,0,0,12,0,0,0,12,0,0,9,6,6,0,0,7,0,0,0
206,95,13,20,0,132,0,0,0,132,4,0,136,21,4,0,17,44,0,0,0,44,4,3,55,4815,746,96,37,5692,93,14,113,5802,285,12,6092,37,4,0,4,40,8,0,5,46,12,0,54,65,13,0,0,77,8,7,12,86,9,0,100,97,12,0,4,118,12,9,19,137,17,0,156,4915,761,96,36,5809,105,22,128,5933,301,12,6250,732,142,18,12,906,28,9,36,944,220,6,1169,4,0,0,8,12,0,0,0,12,0,6,21,5649,901,118,54,6726,134,31,163,6889,519,20,7432,1611,208,30,0,1849,45,12,56,1907,116,3,2024,1349,253,20,7,1624,17,8,24,1657,118,0,1772,62,15,16,0,94,4,0,4,99,3,0,106,8,0,0,8,19,0,0,0,23,9,4,37,3038,474,66,21,3586,69,16,88,3678,251,8,3927,31,0,0,3,38,4,0,3,40,3,0,44,34,7,0,0,39,4,0,4
207,115,16,26,0,153,6,0,6,157,15,0,170,15,7,4,30,50,0,0,0,50,0,7,59,6611,907,120,53,7698,130,24,151,7854,395,13,8267,78,7,3,0,94,4,4,6,100,11,0,109,101,13,0,3,117,5,6,12,129,5,0,135,181,23,3,4,212,10,5,19,229,17,0,242,6795,933,119,57,7910,139,31,171,8084,416,13,8511,1163,201,26,16,1408,41,12,50,1458,281,8,1746,3,4,0,4,7,0,0,0,7,0,4,12,7966,1134,146,82,9330,174,46,222,9550,696,28,10270,2287,240,32,10,2569,51,9,59,2628,202,3,2827,2160,371,31,9,2565,41,13,48,2615,179,5,2800,97,20,16,0,124,7,0,7,128,21,0,158,7,6,0,22,40,0,0,0,40,3,3,40,4540,633,77,44,5294,93,20,114,5406,412,4,5827,35,0,3,0,38,6,0,8,46,4,0,56,60,9,0,0,69,4,10,12
208,149,20,23,0,194,5,0,5,197,14,0,211,27,4,3,28,62,0,0,0,62,3,5,69,7919,1009,139,65,9137,149,20,173,9304,352,18,9673,65,3,0,0,66,5,0,5,76,3,0,79,122,12,6,0,143,4,6,7,150,10,0,155,182,16,6,0,210,12,6,11,221,13,0,235,8102,1032,147,65,9345,161,23,186,9527,365,18,9906,1184,162,15,15,1379,16,12,21,1402,190,0,1596,14,4,0,5,23,0,0,0,23,0,15,41,9300,1199,165,83,10741,175,32,203,10951,554,38,11539,2365,283,54,0,2707,65,10,77,2782,158,4,2947,2262,345,39,14,2655,38,13,45,2702,108,3,2823,109,17,19,0,147,3,0,3,147,11,0,164,26,0,3,22,55,0,0,0,55,5,0,56,4759,644,121,36,5564,106,23,131,5692,282,10,5985,24,0,0,0,27,5,0,5,34,0,0,31,69,7,0,0,75,5,0,6
209,184,31,29,8,255,0,0,0,252,21,0,278,26,10,0,33,71,0,0,0,71,6,9,90,7765,1107,175,91,9141,128,18,148,9290,507,25,9822,57,23,4,0,83,10,0,14,91,7,0,94,145,34,5,0,186,11,9,15,203,10,0,213,203,51,9,0,262,22,8,31,298,17,0,309,7969,1165,179,92,9407,151,26,181,9584,524,25,10130,1384,312,54,53,1804,55,26,81,1887,546,3,2442,10,0,0,11,22,0,0,0,22,0,19,42,9368,1473,232,155,11226,208,57,262,11489,1074,48,12609,2127,272,53,13,2461,47,12,59,2522,159,0,2688,1896,384,36,10,2326,33,10,40,2362,145,3,2513,114,24,17,0,157,3,0,3,161,14,0,174,12,3,0,20,35,0,0,0,35,3,0,39,4149,686,114,39,4981,77,23,103,5084,325,9,5411,40,14,3,0,56,10,0,12,67,11,0,78,75,14,0,0,93,0,7,13
210,125,28,21,0,178,14,0,14,186,18,0,203,29,4,0,41,76,3,0,3,72,12,3,90,5133,808,117,80,6143,150,37,187,6326,406,13,6748,65,19,3,5,86,26,0,31,120,15,0,132,113,40,0,0,158,23,9,31,190,30,0,219,174,63,3,3,244,50,12,61,308,38,0,349,5309,868,126,82,6390,204,51,250,6640,444,20,7101,1286,522,61,55,1931,104,49,153,2082,1073,13,3163,11,4,0,12,31,0,0,0,31,0,24,52,6605,1394,185,158,8341,301,102,407,8749,1519,50,10319,1443,201,31,9,1685,37,14,47,1727,120,3,1849,1262,270,34,13,1574,46,6,54,1630,142,4,1777,61,11,11,0,89,8,0,8,92,11,0,100,20,0,0,21,40,4,0,4,43,10,6,57,2789,487,69,42,3388,89,21,108,3493,280,7,3781,44,18,3,0,65,15,6,13,80,4,0,87,51,29,0,3,81,18,11,29
211,231,33,22,0,288,4,0,4,288,19,0,309,45,0,0,48,95,0,0,0,95,3,0,100,8805,1105,178,76,10160,122,22,144,10308,398,11,10723,72,10,0,0,87,5,0,6,92,3,0,99,107,26,0,4,134,4,6,12,147,7,0,162,181,34,0,3,224,12,10,21,244,14,0,258,8988,1143,176,81,10386,134,32,165,10548,414,13,10980,1338,227,25,28,1612,25,3,30,1650,244,0,1892,12,0,0,11,29,0,0,0,29,5,18,43,10337,1375,199,114,12030,162,34,199,12226,656,30,12915,2202,252,46,16,2510,38,9,43,2556,116,4,2672,2317,386,53,9,2766,35,17,48,2814,126,4,2945,121,15,20,0,157,3,0,0,161,5,0,167,18,0,0,23,47,0,0,0,47,6,0,54,4656,652,123,46,5477,75,21,92,5574,256,8,5835,23,6,0,0,31,11,0,8,44,5,0,51,62,11,0,0,78,6,3,10
212,311,47,66,0,425,0,3,4,430,39,0,469,56,12,3,76,142,0,0,0,147,14,5,162,11778,1815,306,158,14057,198,60,255,14313,852,17,15182,116,32,3,4,158,41,0,41,204,26,0,226,185,67,6,0,258,21,17,37,299,35,0,325,309,96,7,6,418,64,17,80,491,54,0,549,12087,1911,305,164,14477,259,73,336,14808,907,17,15734,2836,762,81,110,3785,160,33,192,3980,1089,13,5082,14,7,0,22,48,0,0,0,45,10,42,97,14939,2688,390,295,18307,417,107,528,18833,2009,76,20911,3537,447,77,14,4072,91,24,116,4188,255,4,4441,2802,613,54,23,3488,42,16,55,3547,233,0,3781,181,29,29,0,242,3,0,3,248,20,0,265,19,5,3,53,78,0,0,0,83,5,9,101,6535,1089,163,92,7879,136,46,179,8056,515,17,8591,74,25,0,0,104,24,8,26,136,12,0,147,101,32,0,0,132,11,12,27
213,257,68,56,0,389,14,0,18,405,20,0,423,46,5,5,87,146,3,0,6,157,14,10,178,9955,1690,277,147,12068,249,57,309,12373,870,25,13272,165,45,10,4,224,41,7,43,272,34,0,310,235,62,8,7,312,36,13,55,365,40,0,400,402,107,16,16,543,81,21,97,640,72,3,712,10349,1800,294,164,12610,330,75,404,13014,942,28,13984,2457,641,100,98,3294,113,34,145,3439,989,18,4447,23,8,0,15,42,0,0,0,42,7,31,78,12831,2449,396,275,15945,443,107,553,16500,1940,74,18513,3057,408,51,14,3532,77,20,93,3623,254,3,3884,2238,495,55,13,2805,63,26,96,2895,246,3,3138,127,28,44,0,203,5,0,5,206,19,0,226,27,3,5,53,88,5,0,5,89,0,11,100,5448,934,156,84,6623,149,45,194,6818,518,18,7355,90,28,0,3,125,42,0,42,164,22,0,186,108,28,3,0,144,9,3,21
214,127,35,23,0,178,0,0,0,185,18,0,194,19,0,0,37,54,0,0,0,53,5,6,64,4283,607,132,62,5089,44,5,54,5140,249,11,5402,29,5,0,0,33,4,0,4,36,3,0,37,50,7,0,4,61,4,0,4,66,3,0,70,80,10,0,4,91,8,0,8,103,10,0,102,4363,611,130,68,5177,51,5,55,5237,260,11,5506,559,105,25,10,693,16,3,21,714,157,5,871,6,0,4,0,9,0,0,0,13,0,16,27,4932,720,154,83,5888,69,6,81,5967,410,27,6408,817,107,20,3,952,8,0,8,955,53,4,1014,853,139,18,3,1015,12,3,15,1031,52,0,1080,69,19,5,0,90,0,0,0,96,8,0,98,8,0,0,10,14,0,0,0,14,0,0,24,1745,261,45,17,2075,21,4,23,2099,112,3,2213,9,0,0,0,9,0,0,0,9,4,0,11,13,0,0,0,13,0,0,0
215,37,5,14,0,58,0,0,0,58,0,0,58,7,0,0,20,28,0,0,0,28,5,3,37,2009,226,42,41,2317,18,3,24,2336,105,5,2449,10,4,0,0,8,7,0,7,19,9,0,27,12,0,0,0,16,5,0,5,17,0,0,24,20,8,0,0,30,8,0,8,37,8,0,49,2022,234,38,45,2345,31,3,32,2375,114,5,2494,236,42,14,8,296,10,0,9,304,115,0,423,4,0,0,0,6,0,0,0,6,0,9,21,2268,273,52,51,2647,42,0,43,2685,232,15,2932,254,8,0,0,267,0,0,0,267,9,0,276,215,32,3,0,249,0,0,0,249,16,5,267,15,0,3,0,22,0,0,0,22,0,0,27,0,0,0,8,8,0,0,0,8,0,0,8,485,43,5,10,545,0,0,0,547,23,5,574,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0
216,39,0,13,0,53,0,0,0,50,4,5,59,7,0,0,29,35,0,0,0,35,3,0,35,1937,230,47,41,2256,11,3,12,2266,83,3,2351,17,0,0,0,17,0,0,0,17,6,0,22,13,4,0,0,18,6,0,6,20,0,0,22,33,4,0,0,31,0,0,0,38,4,0,45,1963,235,52,41,2286,13,3,13,2303,87,3,2395,193,65,14,10,281,18,4,24,302,171,0,479,0,4,0,0,4,0,0,0,4,0,8,13,2159,302,59,52,2570,30,11,42,2612,261,11,2889,285,28,4,0,316,6,0,6,319,11,0,331,241,27,16,0,283,0,0,3,287,12,0,298,12,0,3,0,14,0,0,0,13,0,0,14,4,0,0,7,7,0,0,0,8,0,0,9,541,54,23,4,620,10,3,10,629,30,0,659,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
217,48,7,11,5,75,0,0,0,73,4,0,72,22,3,0,26,52,0,0,0,52,6,0,52,1943,239,65,50,2293,12,0,13,2304,87,4,2400,3,0,0,0,3,0,0,0,0,0,0,0,18,7,0,0,25,0,0,4,24,0,0,24,25,7,0,0,25,4,0,5,30,0,0,30,1960,239,65,47,2322,12,4,15,2337,87,4,2430,191,26,4,8,224,4,0,4,227,58,0,286,7,0,0,0,4,0,0,0,4,0,8,7,2153,271,70,60,2549,16,4,18,2567,148,13,2724,207,22,4,0,230,5,0,3,238,8,0,242,247,42,8,0,297,0,0,4,301,12,0,306,10,0,0,0,15,0,0,0,15,0,0,13,0,0,0,6,6,0,0,0,6,0,0,9,462,64,10,4,547,3,3,6,559,15,0,580,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,196,32,31,0,265,0,0,0,265,7,0,274,20,0,0,24,42,0,0,0,42,4,0,47,4272,471,149,46,4930,68,12,86,5019,210,3,5233,32,5,0,0,42,4,0,4,48,3,0,46,56,11,0,0,63,0,5,4,67,4,0,69,93,15,6,0,107,9,5,10,111,4,0,118,4361,485,151,45,5042,74,14,88,5130,219,3,5355,527,63,26,14,629,12,0,12,645,87,0,734,6,5,0,3,9,0,0,0,9,0,4,17,4898,552,179,60,5682,87,15,107,5784,303,8,6098,912,83,27,0,1026,10,4,9,1037,53,0,1092,670,102,21,0,799,19,0,24,818,29,0,849,77,5,13,0,100,0,0,0,104,5,0,108,13,0,0,12,24,0,0,0,24,0,3,25,1676,192,66,19,1951,28,6,32,1986,90,0,2078,9,0,0,0,10,0,0,0,10,0,0,10,13,0,0,0,17,0,0,0
302,142,25,31,4,203,7,3,6,214,13,0,222,8,0,0,9,12,0,0,0,13,0,3,22,3180,434,111,31,3762,72,10,79,3841,196,11,4047,29,0,4,0,37,5,0,5,41,3,0,43,38,7,3,0,41,4,3,4,46,3,0,51,63,4,6,0,80,6,3,6,84,4,0,95,3240,439,118,35,3838,76,16,89,3927,200,11,4134,448,89,16,7,562,6,7,13,573,105,0,677,0,0,0,3,4,0,0,0,4,0,0,7,3696,526,134,46,4398,83,17,104,4504,306,8,4818,796,89,27,4,919,8,5,11,929,69,0,1002,580,90,14,3,686,7,4,6,692,32,0,726,65,10,15,0,87,0,0,0,87,8,0,101,4,0,0,0,8,0,0,0,8,0,0,8,1442,188,58,7,1692,10,11,16,1716,109,0,1829,13,5,0,0,11,0,0,0,15,4,0,19,16,0,0,0,24,3,0,7
303,242,62,56,8,355,4,0,4,365,19,0,381,22,5,0,25,52,0,0,0,54,4,5,65,5244,847,183,44,6319,90,21,115,6435,335,10,6779,63,11,3,0,83,20,4,26,108,9,0,117,65,19,0,0,85,8,7,22,102,3,0,113,129,32,7,0,170,33,10,41,213,15,0,228,5368,886,193,52,6488,127,37,160,6649,345,12,7011,886,207,34,12,1131,30,4,34,1167,244,4,1417,5,0,0,3,12,0,0,0,12,0,24,37,6260,1086,226,67,7637,154,40,192,7827,595,40,8466,1494,166,53,6,1719,29,0,29,1748,97,0,1848,1064,202,34,0,1299,12,4,20,1322,84,0,1408,123,19,39,0,180,5,0,5,184,12,0,202,11,0,0,16,24,0,0,0,27,3,5,37,2692,388,123,27,3223,44,11,56,3280,205,6,3496,28,9,0,4,40,3,0,3,44,7,0,45,26,7,0,0,36,5,6,14
304,220,29,28,0,273,3,0,3,281,15,0,294,13,0,0,6,17,0,0,0,17,0,0,17,3820,457,156,23,4451,53,6,57,4508,190,0,4700,26,3,0,0,36,0,0,0,38,3,0,43,40,8,0,0,42,0,0,0,48,3,0,54,71,9,0,0,79,0,0,8,86,8,0,94,3886,472,156,23,4532,50,7,57,4592,201,0,4795,552,71,21,4,647,13,3,17,664,111,0,779,4,0,0,4,7,0,0,0,7,0,0,7,4446,542,174,30,5191,67,12,76,5267,315,3,5585,1041,103,30,4,1180,18,3,22,1207,48,0,1251,801,110,19,6,933,10,0,6,944,58,0,1001,98,11,14,4,125,0,0,0,130,6,0,136,8,0,0,0,9,0,0,0,9,0,0,10,1947,229,70,16,2259,28,7,31,2283,113,0,2393,21,0,0,0,21,0,0,0,19,0,0,25,23,3,3,0,27,0,0,0
305,181,38,48,0,267,8,0,4,272,14,0,285,15,7,0,12,24,0,0,0,24,0,0,28,3655,453,140,21,4263,58,15,69,4333,207,0,4541,37,3,0,0,45,6,0,6,45,4,0,50,34,8,0,0,42,3,0,3,45,3,0,49,73,10,0,0,86,8,0,8,91,9,0,97,3726,459,139,21,4342,62,15,76,4423,212,0,4636,511,61,16,3,588,15,0,21,605,84,0,690,3,0,0,0,3,0,0,0,3,0,0,6,4244,523,152,26,4939,85,15,101,5036,292,3,5339,1078,121,28,4,1227,16,4,18,1246,76,0,1324,775,121,29,0,923,6,6,6,927,30,0,962,116,23,28,0,167,0,0,9,169,4,0,174,8,0,0,3,11,0,0,0,11,6,0,19,1976,266,79,8,2329,25,10,33,2359,116,0,2474,14,3,0,0,20,0,0,4,21,0,0,23,12,0,0,0,14,0,0,0
306,46,20,15,0,81,0,0,0,85,11,0,91,10,3,0,21,34,0,0,0,36,8,0,44,3024,533,96,53,3709,53,15,67,3770,241,4,4018,20,11,0,0,28,10,0,9,40,9,0,50,30,13,0,4,48,3,10,13,64,0,0,63,50,19,0,4,75,12,14,25,103,5,0,111,3078,548,97,60,3785,64,22,86,3872,253,4,4128,322,90,22,17,448,21,8,31,474,161,0,641,6,0,0,0,8,0,0,0,8,0,11,21,3402,636,117,82,4241,84,36,121,4363,412,12,4787,249,33,4,0,286,4,0,5,292,25,0,317,198,47,10,0,253,6,0,5,259,16,3,277,6,8,4,0,20,0,0,0,20,0,0,17,0,0,0,3,3,0,0,0,3,0,0,6,456,85,14,8,562,7,0,8,575,44,3,619,3,3,0,0,11,0,0,7,13,0,0,13,4,0,0,0,4,0,4,5
307,34,13,7,0,51,0,0,0,51,0,0,54,11,0,0,22,40,0,0,0,40,9,0,38,1613,178,41,43,1873,10,7,17,1894,106,3,1999,7,0,0,0,7,0,0,0,8,5,0,12,13,0,0,0,13,0,0,8,18,3,0,25,20,0,0,0,20,5,0,3,27,4,0,35,1637,178,41,43,1896,18,8,27,1919,111,3,2035,188,32,10,6,232,4,7,12,243,90,0,331,4,0,0,0,6,0,0,0,6,0,0,9,1829,208,45,49,2136,23,16,38,2170,200,7,2372,121,6,0,0,136,0,0,0,136,12,0,143,77,9,0,0,84,0,0,5,86,4,0,93,5,0,0,0,5,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,200,14,4,0,224,0,0,5,226,14,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,50,7,14,0,75,3,0,3,73,7,0,82,8,0,0,34,39,0,0,0,43,3,0,51,3105,265,95,70,3533,45,7,53,3582,133,3,3720,10,5,0,0,19,5,3,6,28,8,0,34,27,7,3,3,39,0,0,0,41,3,0,48,42,11,0,5,63,8,3,14,71,9,0,81,3145,277,101,74,3593,52,10,60,3651,145,3,3801,399,65,27,9,495,7,3,9,503,81,0,590,7,0,0,3,15,0,0,0,15,3,11,28,3547,339,125,81,4097,62,10,76,4173,228,16,4416,256,10,4,0,271,0,0,0,269,5,0,277,175,23,5,0,209,0,0,0,211,9,0,216,8,0,5,0,11,0,0,0,11,0,0,11,0,0,0,3,3,0,0,0,3,0,0,3,444,33,9,5,498,3,0,3,500,17,0,518,6,0,0,0,6,4,0,4,6,0,0,6,9,0,0,0,9,0,0,0
309,437,104,79,0,627,9,0,9,638,45,0,680,33,11,0,54,94,0,0,0,99,11,9,108,8302,1408,368,105,10179,141,37,186,10367,581,28,10978,72,15,0,0,87,12,0,14,105,14,0,113,99,14,3,6,125,7,4,14,134,21,0,156,174,29,5,6,208,19,6,25,236,36,0,271,8474,1434,371,114,10394,162,45,214,10600,616,28,11252,1203,316,59,34,1614,59,15,70,1688,368,7,2062,7,5,0,9,16,4,0,4,20,3,10,33,9681,1756,433,154,12023,224,59,288,12311,989,46,13347,1547,212,51,8,1825,23,0,28,1851,119,0,1977,1242,306,50,5,1605,25,6,33,1636,103,0,1741,154,49,37,0,234,6,0,6,239,20,0,254,10,6,0,18,40,0,0,0,38,0,4,44,2957,568,136,38,3698,52,7,61,3761,245,3,4007,25,11,0,0,32,13,0,13,41,9,0,56,32,3,0,0,41,4,0,4
