SA4_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
308,91214,89710,180921,41736,24261,65997,9150,21926,31070,3824,3706,7527,3315,2732,6055,58029,52625,110652,23876,30275,54151,5.7,5.2,5.5,63.6,58.7,61.2,60,55.6,57.8,1648,1906,3556,840,1846,2685,5734,11175,16908,4728,7439,12169,27558,14167,41724,1391,1982,3374,1231,1567,2798,30178,17719,47899,84935,84594,169532,17519,18747,36265,54896,53190,108082,41354,44319,85675
309,253192,274915,528109,104292,65974,170268,39328,71034,110362,12863,18954,31821,9449,8172,17622,165933,164134,330070,70433,93476,163908,5.7,5,5.3,65.5,59.7,62.5,61.8,56.7,59.2,11387,12894,24289,3385,7178,10569,32838,47319,80153,24041,36034,60070,64684,35235,99917,2585,3706,6295,4304,6821,11126,71580,45766,117341,233618,246689,480316,55310,60606,115913,131751,138257,270001,141898,154812,296707
310,140826,145446,286265,60489,38095,98578,16940,31576,48518,6528,9170,15699,6079,5483,11558,90029,84326,174357,42421,52972,95390,6.8,6.5,6.6,63.9,58,60.9,59.6,54.2,56.9,4382,4846,9232,1572,3434,5003,12514,19652,32168,10616,15564,26178,35712,22466,58169,2125,2999,5129,2135,3088,5218,39969,28548,68518,138251,142301,280549,27684,29533,57217,81228,82434,163659,73579,78910,152492
311,136608,142933,279545,59720,35039,94758,17115,31382,48495,5944,8214,14155,6208,5606,11813,88983,80239,169218,38176,53170,91341,7,7,7,65.1,56.1,60.5,60.6,52.2,56.3,3202,3809,7009,1122,2818,3937,10296,16617,26914,9545,15778,25320,37368,22540,59903,1953,2836,4788,2178,3241,5417,41493,28617,70103,137061,140829,277893,26102,27361,53457,82591,83760,166351,69656,73957,143614
312,74315,71016,145327,36232,20742,56965,6707,17899,24605,3115,2856,5975,1899,1626,3523,47948,43118,91063,15725,21006,36735,4,3.8,3.9,64.5,60.7,62.7,62,58.4,60.2,1090,1341,2430,523,1330,1854,4278,8673,12950,3812,6076,9890,23752,11107,34858,866,1378,2246,903,1341,2241,25517,13822,39344,65466,63857,129322,14144,15141,29287,41727,39574,81299,33154,35074,68230
313,104531,112255,216792,39249,23847,63089,12351,24365,36718,4570,6578,11148,4093,3407,7497,60253,58195,118448,38002,47858,85865,6.8,5.8,6.3,57.6,51.8,54.6,53.7,48.8,51.2,1832,2290,4120,1030,2417,3450,7143,12565,19707,7818,12895,20721,30761,18597,49360,1421,2099,3523,1836,2714,4554,34017,23418,57437,99041,105019,204062,19816,22002,41818,59102,61598,120702,53283,59210,112495
314,82229,87990,170216,41133,25645,66775,11051,23084,34141,3989,6197,10190,3059,2628,5688,59241,57556,116791,19781,27382,47162,5.2,4.6,4.9,72,65.4,68.6,68.3,62.4,65.3,3560,3786,7348,1448,2884,4335,10821,16158,26980,8339,11060,19393,22082,13106,35186,1081,1567,2643,1337,2085,3423,24502,16756,41257,86252,89188,175442,15521,16630,32153,52840,53831,106668,42627,46248,88876
315,32237,29910,62149,13856,9786,23638,2518,5096,7616,1500,1399,2895,1124,898,2019,18994,17181,36174,9046,9295,18342,5.9,5.2,5.6,58.9,57.4,58.2,55.4,54.4,55,397,586,984,180,590,774,1511,3401,4909,1341,2316,3661,8168,4229,12394,552,716,1269,384,451,836,9106,5396,14502,29038,27840,56879,5790,6076,11870,19460,18403,37854,12475,12861,25339
316,157110,173886,330997,59526,35795,95325,23705,45704,69414,8099,11703,19802,4552,4007,8560,95890,97212,193100,51918,67348,119267,4.7,4.1,4.4,61,55.9,58.3,58.1,53.6,55.8,6307,7228,13535,2593,5300,7898,19760,30583,50344,14545,21999,36545,44233,23635,67866,1611,2725,4328,2723,4239,6962,48560,30596,79157,146487,157934,304425,32848,36686,69535,85346,91034,176379,85462,95244,180703
317,61863,68358,130221,27759,17777,45533,8179,17160,25341,1949,2604,4549,2091,1870,3961,39981,39414,79389,18296,25598,43898,5.2,4.7,5,64.6,57.7,61,61.2,54.9,57.9,2691,2746,5433,944,1957,2897,6721,11126,17841,4542,6895,11442,16013,9988,26005,894,1318,2211,863,1331,2195,17774,12643,30416,60036,64742,124775,13006,14290,27298,36246,38779,75022,32639,36230,68872
318,94185,95753,189937,42409,28087,70495,10475,23425,33896,3289,3809,7098,3255,2582,5833,59428,57901,117332,25821,31083,56903,5.5,4.5,5,63.1,60.5,61.8,59.6,57.8,58.7,2607,3204,5809,908,2458,3363,7874,14178,22056,5930,8694,14627,25905,13772,39677,1179,1700,2885,1181,1598,2780,28267,17073,45337,86364,87778,174142,17980,19572,37545,55466,55657,111123,43006,46401,89406
319,126106,132150,258256,38841,24749,63587,13745,27642,41390,4059,4276,8340,4906,3692,8593,61549,60367,121907,54973,62781,117757,8,6.1,7,48.8,45.7,47.2,44.9,42.9,43.9,1816,2216,4030,1045,2409,3454,6948,13556,20503,7300,12198,19489,36010,20766,56779,1933,2798,4725,1953,2833,4782,39898,26394,66293,115559,119533,235089,22486,24346,46836,74834,75845,150678,57044,62164,119201
397,149,28,183,25,0,26,0,0,0,6,0,8,0,0,3,31,3,35,6,0,11,3.1,33.3,5.7,21.2,9.7,19.2,20.5,6.5,18.1,0,0,0,0,0,0,3,0,4,0,5,4,18,0,14,7,0,7,4,0,4,25,0,25,39,5,47,3,0,4,17,3,20,26,3,30
399,7108,6127,13234,1003,602,1610,462,658,1119,244,247,492,466,384,851,2172,1892,4069,2898,2883,5780,21.5,20.1,0,30.6,30.9,0,24,24.7,0,171,197,369,66,101,168,494,831,1322,384,577,959,1449,778,2225,71,114,183,96,112,208,1616,1003,2617,1455,1091,2545,4166,4209,8378,948,648,1590,4429,4444,8873
401,126599,136278,262885,55664,35026,90686,21541,38733,60278,3384,4496,7878,4199,3637,7843,84785,81892,166679,37002,49711,86709,5,4.4,4.7,67,60.1,63.4,63.7,57.4,60.4,13665,13715,27375,3616,5962,9576,29269,35122,64396,10896,13603,24494,19868,11192,31057,935,1337,2272,1783,2458,4241,22586,14984,37570,121779,129533,251314,22947,23962,46910,78480,84144,162623,59896,63424,123317
402,181160,186196,367357,77291,43447,120741,26195,47634,73832,5548,6348,11893,8155,6663,14818,117194,104090,221279,55813,74325,130144,7,6.4,6.7,64.7,55.9,60.2,60.2,52.3,56.2,7100,7411,14510,1855,3866,5723,18448,25119,43572,13205,17145,30356,42780,26997,69783,2547,3522,6072,2478,3667,6143,47807,34191,81996,185824,189230,375058,27298,27259,54555,122826,125077,247906,77775,79761,157534
403,149800,162191,311995,63950,38438,102392,23190,46747,69934,4416,5930,10343,5578,4058,9636,97134,95171,192304,47026,61578,108610,5.7,4.3,5,64.8,58.7,61.6,61.1,56.2,58.5,8132,9186,17320,2855,5493,8348,22239,31046,53281,13098,17145,30239,36923,20743,57669,1822,2495,4320,2475,3707,6179,41221,26942,68168,152701,161755,314452,20780,22528,43307,104414,109798,214212,60708,66538,127250
404,100761,106759,207522,43483,28120,71606,16277,28531,44812,2811,3762,6573,3770,2950,6714,66348,63358,129706,30377,39636,70008,5.7,4.7,5.2,65.8,59.3,62.5,62.1,56.6,59.3,5639,6619,12261,1711,3114,4826,16199,20798,36997,8607,10156,18766,21185,11635,32823,1040,1302,2345,1450,2070,3521,23676,15012,38688,97586,102277,199863,16089,16693,32784,64036,67546,131587,44165,46323,90488
405,47417,48067,95480,18204,8996,27196,5532,12707,18238,1546,1755,3304,1427,1050,2477,26709,24511,51219,17633,20636,38266,5.3,4.3,4.8,56.3,51,53.6,53.3,48.8,51,645,824,1474,389,983,1372,2659,5279,7945,2582,4563,7146,12837,7248,20085,640,926,1567,747,904,1653,14229,9074,23304,46945,46851,93800,5792,6216,12005,34194,33492,67686,16153,17256,33401
406,34373,32906,67276,13649,7592,21236,3770,8038,11812,1474,1345,2822,1303,860,2157,20196,17839,38030,11246,12613,23858,6.4,4.8,5.7,58.8,54.2,56.5,55,51.6,53.3,448,605,1053,190,600,787,1750,3479,5231,1589,2669,4262,9371,4736,14104,501,717,1219,488,588,1073,10360,6034,16397,32283,31530,63820,5011,5222,10239,23136,22280,45415,12038,12431,24465
407,81231,81655,162889,30434,15456,45890,10079,21419,31495,2746,2981,5724,2210,1661,3875,45467,41523,86983,30442,35148,65589,4.9,4,4.5,56,50.8,53.4,53.2,48.8,51,1173,1542,2716,692,1670,2365,4913,8840,13755,4642,7638,12275,21083,12507,33597,1050,1661,2706,1355,1773,3127,23486,15943,39433,76799,77673,154478,11305,11770,23083,53097,52670,105764,31062,33047,64106
497,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,6,0,6,0,0,0
499,1668,1306,2975,233,117,351,124,141,264,64,48,106,150,113,266,562,423,989,651,613,1266,26.3,27,0,34,32.3,0,25,23.6,0,36,44,76,6,22,29,108,125,234,65,96,154,308,166,472,33,30,60,23,21,45,363,214,577,369,226,596,947,917,1865,262,144,404,1008,965,1975
501,74828,78232,153058,32392,16708,49101,9252,22397,31646,3519,3184,6702,2023,1847,3867,47182,44134,91320,22144,29502,51642,4.3,4.2,4.2,63.1,56.4,59.7,60.4,54.1,57.1,1490,1708,3197,802,2011,2808,6193,10825,17015,5211,7868,13078,22276,12543,34820,1205,1999,3205,1072,1936,3005,24560,16472,41031,72330,74951,147279,12917,13966,26879,48829,49785,98613,31856,34874,66730
502,42513,46298,88811,15662,8465,24125,4646,11005,15656,1882,1534,3413,1689,1515,3206,23882,22518,46404,15493,21130,36622,7.1,6.7,6.9,56.2,48.6,52.2,52.2,45.4,48.6,740,763,1505,352,924,1276,2657,4797,7454,3163,4712,7875,12843,7116,19957,638,1038,1677,592,1201,1794,14075,9356,23430,40538,43879,84415,7260,8181,15442,26103,27682,53784,19230,21887,41115
503,75953,78909,154860,36406,23347,59750,12788,22226,35017,2040,2638,4678,2369,2138,4505,53601,50351,103951,17628,24704,42329,4.4,4.2,4.3,70.6,63.8,67.1,67.5,61.1,64.2,11432,10143,21570,2366,4076,6439,23606,25629,49237,6141,7677,13821,7320,4034,11352,507,699,1207,659,1335,1999,8484,6074,14556,67674,69844,137514,16501,17474,33975,38919,40985,79904,41652,42966,84620
504,110313,112749,223065,53605,31644,85241,14919,30905,45824,3955,4208,8162,3901,3644,7539,76374,70404,146773,27711,37352,65060,5.1,5.2,5.1,69.2,62.4,65.8,65.7,59.2,62.4,4270,5007,9274,1622,3202,4831,13901,19186,33085,9515,11950,21462,27529,14941,42467,1586,2140,3732,1432,2718,4146,30542,19801,50346,110834,113309,224142,16626,17480,34104,73484,74788,148279,46037,48766,94801
505,225736,239995,465735,111375,64496,175865,32715,70710,103429,7810,8856,16664,8023,7375,15402,159921,151443,311368,54294,79091,133386,5,4.9,4.9,70.8,63.1,66.9,67.3,60,63.5,11943,11718,23662,4057,7989,12046,35933,48114,84047,21503,27310,48810,53457,27450,80907,2672,4042,6709,3030,5889,8931,59159,37379,96546,231643,242797,474441,34960,37364,72325,154001,160642,314642,97229,104764,201997
506,211086,215211,426298,100959,57049,158009,30850,57674,88519,7140,7481,14627,8112,7648,15763,147058,129852,276911,51636,74825,126458,5.5,5.9,5.7,69.7,60.3,65,65.8,56.8,61.3,13254,13057,26315,3283,6009,9295,33236,42178,75407,18670,22144,40814,45580,25067,70645,2884,3866,6748,2575,4395,6967,51035,33328,84363,210436,214374,424808,35238,35690,70929,134555,137224,271779,96473,98833,195305
507,173340,183300,356647,84011,47838,131854,22704,52257,74961,6384,6707,13089,6497,6003,12506,119598,112808,232407,43549,62489,106035,5.4,5.3,5.4,69,61.5,65.2,65.2,58.3,61.7,9396,9490,18885,3012,6178,9190,25429,35601,61034,15032,19530,34559,42521,23129,65653,2463,3506,5971,2396,4181,6572,47379,30819,78202,173386,181998,355383,29046,31763,60806,112533,117181,229704,77644,85289,162931
509,57378,55894,113275,23779,12384,36165,6543,14251,20794,2453,2209,4662,1499,1121,2616,34270,29961,64234,17491,21124,38614,4.4,3.7,4.1,59.7,53.6,56.7,57.1,51.6,54.4,868,1100,1969,469,1271,1738,3655,6967,10617,3297,5494,8791,14286,7302,21589,845,1376,2222,782,1222,2003,15914,9899,25812,52902,52303,105202,8459,8714,17164,37491,36217,73704,20824,21906,42725
510,37300,31785,69087,18379,11223,29601,2675,5610,8287,1980,1601,3578,973,816,1786,24001,19251,43255,5978,7614,13602,4,4.2,4.1,64.3,60.6,62.6,61.7,58,60,683,959,1640,345,796,1139,2405,4520,6925,2048,2647,4698,10437,3922,14362,532,833,1370,405,535,941,11378,5293,16666,29752,26611,56362,8667,8607,17276,15487,13327,28822,19819,19097,38916
511,49699,45919,95614,22692,12774,35468,4629,10736,15359,2257,1847,4110,1410,1008,2420,30986,26362,57351,11648,14463,26111,4.6,3.8,4.2,62.4,57.4,60,59.5,55.2,57.5,816,929,1744,334,970,1300,2896,5294,8186,2557,3827,6380,13549,6176,19728,783,1226,2013,563,864,1429,14892,8273,23165,43041,41333,84380,8989,8741,17733,28635,26803,55435,20312,20310,40630
597,455,61,516,221,27,243,14,4,18,17,4,14,3,0,3,252,29,277,12,9,18,1.2,0,1.1,54.6,50.8,54.2,53.9,50.8,53.6,5,0,3,3,0,3,36,9,39,24,7,35,100,3,100,3,3,4,8,0,7,110,7,117,200,24,229,55,10,71,123,16,139,137,24,163
599,4247,3030,7285,572,341,915,210,274,484,116,96,212,227,160,392,1125,875,2000,990,967,1955,20.3,18.4,0,26.5,28.8,0,21.1,23.5,0,64,90,148,29,49,77,227,340,563,143,190,335,662,286,946,39,49,85,26,42,66,726,376,1105,650,443,1089,1743,1662,3403,365,234,595,1901,1766,3664
601,99180,106333,205506,40042,25104,65150,16710,29853,46560,2976,4035,7007,4199,3620,7818,63929,62618,126541,30854,39154,70007,6.6,5.8,6.2,64.5,58.9,61.6,60.2,55.5,57.8,8427,9669,18092,2059,3892,5943,15893,19986,35878,7252,9511,16764,21215,12319,33534,1079,1799,2874,1228,1999,3223,23522,16113,39634,95678,101400,197079,17404,18059,35467,63178,67239,130420,44273,46934,91209
602,61450,64723,126171,24109,13487,37597,8790,17502,26291,1875,2311,4192,2341,1869,4208,37124,35167,72287,20912,26270,47183,6.3,5.3,5.8,60.4,54.3,57.3,56.6,51.4,54,2630,2724,5356,774,1513,2284,6160,9525,15681,4074,5712,9786,15451,8822,24267,779,1473,2251,784,1391,2177,17007,11695,28700,59740,61979,121721,9481,9991,19470,40272,41209,81480,25601,27503,53103
603,18042,17243,35295,5991,3107,9097,2531,4434,6968,726,707,1433,586,408,992,9829,8653,18486,6856,7370,14224,6,4.7,5.4,54.5,50.2,52.4,51.2,47.8,49.6,676,753,1427,209,452,658,1593,2394,3984,1204,1714,2916,4619,2354,6974,219,396,616,240,367,607,5075,3118,8196,17191,16369,33568,2276,2339,4614,11998,11185,23184,6618,6742,13366
604,46869,49827,96692,18094,9754,27850,5774,12878,18650,1818,1796,3608,1618,1286,2898,27298,25708,53005,16625,21328,37956,5.9,5,5.5,58.2,51.6,54.8,54.8,49,51.8,1078,1228,2305,462,928,1398,3216,5480,8697,2772,4389,7157,13351,7876,21227,628,1251,1887,638,1124,1758,14613,10250,24871,45469,47393,92862,7081,7813,14892,31060,31865,62923,18903,20833,39734
697,13,0,19,10,0,12,0,0,0,0,0,0,0,0,0,10,0,12,0,0,4,0,0,0,73.3,50,70.6,73.3,50,70.6,0,0,0,0,0,0,0,0,3,6,0,6,5,0,5,0,0,0,0,0,0,5,0,5,8,0,9,3,0,3,3,0,8,6,0,5
699,689,561,1248,101,53,149,53,69,126,22,12,33,81,60,139,249,194,445,242,244,485,31.2,31.3,0,36.3,35,0,25,24.1,0,12,19,31,3,10,20,24,61,84,27,28,52,109,69,180,9,26,34,10,4,7,135,94,221,178,106,280,362,374,736,102,76,176,416,383,801
701,56309,55301,111611,28961,22136,51101,6841,11686,18528,2358,2645,5004,1655,1477,3131,39816,37943,77762,11155,12770,23923,4.2,3.9,4,70.7,68.6,69.7,67.8,65.9,66.9,3547,4197,7745,937,2150,3085,7221,10956,18186,4566,5332,9898,13543,6746,20299,740,998,1741,747,876,1624,15036,8622,23662,49380,49197,98576,12981,13295,26284,27925,27202,55125,30389,31553,61951
702,34338,34608,68943,12122,10010,22130,2752,4436,7199,1184,1333,2518,1664,1432,3095,17732,17207,34941,12767,14099,26866,9.4,8.3,8.9,51.7,49.7,50.7,46.8,45.6,46.2,1013,1423,2434,305,850,1156,2379,4037,6420,1679,2029,3708,5885,3060,8945,555,724,1281,479,577,1055,6911,4369,11276,32754,32828,65580,6585,7159,13744,22789,23023,45822,13320,14044,27360
797,83,11,94,40,6,46,0,0,6,12,0,12,4,0,4,58,3,63,6,4,8,3.6,0,3.3,65.9,45.5,63.5,63.5,45.5,61.5,0,0,0,0,0,0,6,0,7,6,0,6,16,6,23,6,0,3,6,0,6,25,4,32,42,10,53,15,0,18,21,3,29,35,5,37
799,1567,1486,3052,132,121,252,60,73,132,50,63,115,70,58,127,312,320,633,645,605,1251,22.5,18.6,0,19.8,21.5,0,15.4,17.5,0,32,50,84,20,34,60,91,166,259,63,85,157,231,92,324,16,14,30,19,23,39,261,125,389,541,431,972,721,747,1469,289,235,525,779,786,1563
801,181261,189730,370996,92981,70490,163473,26891,44406,71301,5678,7944,13620,5404,4502,9905,130954,127343,258296,42349,55007,97350,4.1,3.5,3.8,72.2,67.1,69.6,69.3,64.7,67,27454,25288,52739,6467,10337,16812,40549,49327,89879,15251,19121,34370,25164,14593,39764,1471,2031,3499,2008,3617,5621,28645,20247,48890,171875,178295,350169,40239,40760,81001,103478,108677,212157,97304,99696,196993
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,315,249,560,61,49,108,25,54,83,9,6,19,29,21,48,135,129,264,89,88,169,22.6,14.7,0,42.5,51.8,0,32.9,44.2,0,10,21,36,0,7,10,21,50,69,16,22,36,46,18,68,8,3,10,0,4,6,57,26,78,78,45,120,153,189,348,46,23,68,182,207,383
901,2068,1887,3953,810,534,1347,246,473,719,87,92,178,24,28,53,1163,1129,2297,599,482,1086,2.1,2.5,2.3,56.4,59.9,58.1,55.2,58.5,56.7,37,71,101,13,52,71,132,214,348,117,180,299,502,184,685,35,53,84,17,44,59,556,276,834,1593,1593,3184,322,331,650,1131,1132,2265,670,701,1369
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,6,4,11,3,6,5,4,0,4,0,0,0,0,0,4,5,4,8,0,0,0,16.7,33.3,0,66.7,100,0,55.6,66.7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,6,4,0,0,0,5,6,4
