SA4_CODE_2021,M_Arthritis_0_14,M_Arthritis_15_24,M_Arthritis_25_34,M_Arthritis_35_44,M_Arthritis_45_54,M_Arthritis_55_64,M_Arthritis_65_74,M_Arthritis_75_84,M_Arthritis_85_over,M_Arthritis_Tot,M_Asthma_0_14,M_Asthma_15_24,M_Asthma_25_34,M_Asthma_35_44,M_Asthma_45_54,M_Asthma_55_64,M_Asthma_65_74,M_Asthma_75_84,M_Asthma_85_over,M_Asthma_Tot,M_Cancer_0_14,M_Cancer_15_24,M_Cancer_25_34,M_Cancer_35_44,M_Cancer_45_54,M_Cancer_55_64,M_Cancer_65_74,M_Cancer_75_84,M_Cancer_85_over,M_Cancer_Tot,M_Dementia_0_14,M_Dementia_15_24,M_Dementia_25_34,M_Dementia_35_44,M_Dementia_45_54,M_Dementia_55_64,M_Dementia_65_74,M_Dementia_75_84,M_Dementia_85_over,M_Dementia_Tot,M_Diabetes_0_14,M_Diabetes_15_24,M_Diabetes_25_34,M_Diabetes_35_44,M_Diabetes_45_54,M_Diabetes_55_64,M_Diabetes_65_74,M_Diabetes_75_84,M_Diabetes_85_over,M_Diabetes_Tot,M_Heart_disease_0_14,M_Heart_disease_15_24,M_Heart_disease_25_34,M_Heart_disease_35_44,M_Heart_disease_45_54,M_Heart_disease_55_64,M_Heart_disease_65_74,M_Heart_disease_75_84,M_Heart_disease_85_over,M_Heart_disease_Tot,M_Kidney_disease_0_14,M_Kidney_disease_15_24,M_Kidney_disease_25_34,M_Kidney_disease_35_44,M_Kidney_disease_45_54,M_Kidney_disease_55_64,M_Kidney_disease_65_74,M_Kidney_disease_75_84,M_Kidney_disease_85_over,M_Kidney_disease_Tot,M_Lung_cond_0_14,M_Lung_cond_15_24,M_Lung_cond_25_34,M_Lung_cond_35_44,M_Lung_cond_45_54,M_Lung_cond_55_64,M_Lung_cond_65_74,M_Lung_cond_75_84,M_Lung_cond_85_over,M_Lung_cond_Tot,M_Mental_health_cond_0_14,M_Mental_health_cond_15_24,M_Mental_health_cond_25_34,M_Mental_health_cond_35_44,M_Mental_health_cond_45_54,M_Mental_health_cond_55_64,M_Mental_health_cond_65_74,M_Mental_health_cond_75_84,M_Mental_health_cond_85_over,M_Mental_health_cond_Tot,M_Stroke_0_14,M_Stroke_15_24,M_Stroke_25_34,M_Stroke_35_44,M_Stroke_45_54,M_Stroke_55_64,M_Stroke_65_74,M_Stroke_75_84,M_Stroke_85_over,M_Stroke_Tot,M_Other_0_14,M_Other_15_24,M_Other_25_34,M_Other_35_44,M_Other_45_54,M_Other_55_64,M_Other_65_74,M_Other_75_84,M_Other_85_over,M_Other_Tot,M_None_0_14,M_None_15_24,M_None_25_34,M_None_35_44,M_None_45_54,M_None_55_64,M_None_65_74,M_None_75_84,M_None_85_over,M_None_Tot,M_NS_0_14,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_over,M_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_Arthritis_0_14,F_Arthritis_15_24,F_Arthritis_25_34,F_Arthritis_35_44,F_Arthritis_45_54,F_Arthritis_55_64,F_Arthritis_65_74,F_Arthritis_75_84,F_Arthritis_85_over,F_Arthritis_Tot,F_Asthma_0_14,F_Asthma_15_24,F_Asthma_25_34,F_Asthma_35_44,F_Asthma_45_54,F_Asthma_55_64,F_Asthma_65_74,F_Asthma_75_84,F_Asthma_85_over,F_Asthma_Tot,F_Cancer_0_14,F_Cancer_15_24,F_Cancer_25_34,F_Cancer_35_44,F_Cancer_45_54,F_Cancer_55_64,F_Cancer_65_74,F_Cancer_75_84,F_Cancer_85_over,F_Cancer_Tot,F_Dementia_0_14,F_Dementia_15_24,F_Dementia_25_34,F_Dementia_35_44,F_Dementia_45_54,F_Dementia_55_64,F_Dementia_65_74,F_Dementia_75_84,F_Dementia_85_over,F_Dementia_Tot,F_Diabetes_0_14,F_Diabetes_15_24,F_Diabetes_25_34,F_Diabetes_35_44,F_Diabetes_45_54,F_Diabetes_55_64,F_Diabetes_65_74,F_Diabetes_75_84,F_Diabetes_85_over,F_Diabetes_Tot,F_Heart_disease_0_14,F_Heart_disease_15_24,F_Heart_disease_25_34,F_Heart_disease_35_44,F_Heart_disease_45_54,F_Heart_disease_55_64,F_Heart_disease_65_74,F_Heart_disease_75_84,F_Heart_disease_85_over,F_Heart_disease_Tot
205,33,70,258,556,1251,2999,4710,3163,972,14016,2360,1461,1592,1558,1364,1509,1564,868,214,12499,29,25,61,132,358,992,2109,1621,468,5798,0,7,3,3,21,56,203,398,302,990,56,114,183,350,914,2020,3355,2113,476,9571,55,48,97,198,594,1844,3806,2789,933,10358,32,21,44,71,130,314,574,490,184,1863,36,25,49,103,292,890,1506,1127,346,4387,818,1487,1752,1799,2060,2243,1818,711,230,12920,14,20,26,43,142,376,722,635,253,2233,1384,849,844,991,1452,2350,2251,1228,416,11757,19358,10235,10199,9573,9731,9680,7259,2635,537,79211,2726,1599,1848,1850,1827,1948,1790,1036,461,15082,26260,15191,15931,15772,17328,21171,21666,11297,3215,147833,24,106,416,911,2288,5115,7290,4958,2006,23101,1648,1553,2231,2160,2267,2616,2681,1398,381,16932,23,29,102,222,594,1262,1842,1209,416,5696,0,5,8,5,18,46,163,422,606,1278,32,101,223,398,886,1701,2367,1591,525,7820,42,40,89,130,381,1008,2006,1889,1147,6731
206,25,134,648,819,1318,2271,2785,2053,898,10946,2030,3006,6656,4609,2644,1906,1317,622,228,23009,42,64,308,393,611,1225,1872,1396,520,6425,3,7,13,6,12,47,155,455,460,1163,45,151,512,744,1171,2027,2371,1698,624,9346,60,65,196,317,748,1813,2711,2250,1062,9231,37,52,135,146,190,322,421,428,238,1960,29,45,98,115,229,454,725,598,266,2560,460,3001,7544,4958,3424,2516,1305,610,277,24103,15,10,48,86,142,346,515,557,304,2020,1305,1497,3346,3019,2723,3032,2346,1404,697,19364,27940,28137,57983,34834,22509,14810,7606,2941,705,197459,2360,2906,6113,3955,2948,2351,1485,858,391,23372,33939,37841,80322,50981,35375,28011,19248,10415,3804,299941,15,201,788,1114,2113,4111,5420,4501,2472,20734,1316,3502,7745,4742,3163,2389,1993,1196,478,26528,37,72,339,595,1118,1598,1820,1222,520,7318,0,0,6,7,16,43,190,621,951,1826,42,121,406,516,781,1320,1778,1623,856,7439,51,79,178,165,286,673,1400,1647,1268,5739
207,10,60,146,304,811,1483,2021,2243,1228,8310,1867,2034,1864,1636,1483,1216,941,691,314,12051,13,49,65,146,370,819,1430,1459,689,5047,0,0,0,0,13,20,141,453,585,1225,38,115,149,403,870,1695,2136,1807,700,7914,48,69,69,144,501,1339,2309,2401,1356,8239,36,33,46,90,118,221,335,417,290,1576,25,21,28,44,115,225,403,564,332,1749,469,1663,1757,1346,1463,1224,782,532,331,9559,10,6,20,34,99,180,394,544,362,1645,1292,1166,997,1223,1656,2133,2022,1430,871,12800,25201,20140,18633,17087,16347,12471,6885,3217,932,120914,1463,1482,1459,1153,1305,1056,816,608,337,9672,30094,26119,24376,22670,23630,21188,16112,10853,4758,179806,11,104,247,426,1366,2991,4539,4954,3090,17736,1189,1880,1884,1696,1848,1644,1632,1298,625,13698,27,47,89,254,759,1216,1557,1420,685,6051,0,0,7,7,16,41,137,685,1340,2233,31,81,150,282,593,1097,1666,1583,788,6278,43,45,51,72,217,526,1130,1787,1621,5487
208,14,71,218,456,1036,1912,2720,2284,1110,9806,2399,1942,2091,2284,2123,1573,1244,709,261,14624,42,45,109,225,510,1109,1857,1513,691,6101,3,5,0,8,13,52,160,463,553,1246,50,106,196,424,1020,1785,2555,1732,651,8513,70,49,67,190,642,1657,2934,2557,1320,9484,35,25,49,75,155,247,450,450,282,1767,33,17,34,56,152,385,643,618,337,2281,549,1683,2027,2043,2185,1708,1109,606,331,12234,14,9,14,42,126,271,532,567,318,1885,1532,1233,1086,1462,1980,2331,2161,1366,772,13934,31087,19254,18979,20144,19935,13752,7348,2961,868,134331,2083,1465,1646,1551,1728,1370,1034,691,350,11922,37420,25200,25576,27721,29467,24358,18507,10679,4420,203350,28,119,289,657,1807,3641,5568,4934,3159,20200,1446,1995,2529,2697,2718,2235,2070,1338,647,17676,35,46,117,346,987,1531,1951,1408,801,7218,0,0,0,5,12,28,186,662,1380,2267,49,117,182,339,684,1279,1834,1552,792,6824,44,41,53,103,250,691,1472,1858,1792,6295
209,41,113,420,801,1675,2966,3926,3022,1160,14125,3721,2830,3199,3175,2400,1726,1390,775,261,19475,65,62,169,252,531,1101,1819,1476,509,5990,3,3,0,8,28,61,215,530,508,1376,86,158,346,1055,1965,3227,3803,2409,713,13766,98,69,127,304,976,2213,3429,2781,1154,11151,63,40,85,134,260,397,568,574,270,2394,51,37,66,107,248,534,937,803,318,3098,906,2005,3190,3198,2980,2296,1527,751,331,17189,32,21,26,80,199,405,689,715,335,2491,2251,1514,1760,2286,2838,3229,2604,1520,663,18665,43196,24766,29100,28818,21803,14607,7789,2877,675,173626,3605,2520,2721,2604,2462,1932,1335,882,442,18501,53315,33143,39505,40614,34656,28513,21396,11676,4066,266882,46,167,563,1300,2952,5774,7671,5771,2797,27033,2334,2541,3970,4025,3230,2843,2434,1398,539,23316,51,45,181,443,1060,1606,1947,1310,523,7176,0,0,3,12,14,59,248,710,1112,2168,83,147,385,785,1418,2428,3151,2250,931,11580,73,66,109,202,399,999,1847,1963,1334,6988
210,21,74,318,687,1187,2335,2727,2076,915,10348,3254,2184,2307,2221,1650,1375,1003,596,226,14810,46,53,115,212,343,877,1311,1100,422,4476,8,6,5,9,27,69,189,437,436,1174,81,131,314,957,1738,2934,3098,1916,630,11803,84,60,103,270,828,1963,2542,2039,894,8794,64,33,73,122,192,356,485,443,240,2003,45,32,50,100,173,529,739,633,278,2580,684,1353,2014,2117,2029,1810,1064,592,314,11978,21,10,23,45,148,338,532,542,293,1962,1951,1195,1325,1684,2204,2545,1905,1069,551,14428,36180,20456,24915,22687,15716,10453,4977,2066,528,137974,3596,2289,2781,2454,2068,1609,928,633,262,16614,45364,27159,33196,31808,25501,21714,14669,8437,3093,210949,37,145,475,1039,2565,4427,5411,4214,2218,20525,1998,2074,3027,2890,2507,2172,1831,1103,409,18010,22,44,112,300,666,1149,1263,932,407,4900,3,0,11,10,22,67,193,589,862,1751,51,134,340,729,1404,2312,2634,1962,777,10332,85,44,103,162,416,889,1414,1612,1026,5752
211,32,92,354,801,1776,3403,4442,3467,1289,15668,3708,2809,2864,3154,2690,2209,1846,1090,341,20707,59,58,117,217,561,1314,2418,1979,666,7397,6,9,9,13,16,56,220,576,569,1480,92,165,310,778,1724,3020,3883,2515,679,13149,97,63,121,294,883,2302,3835,3414,1297,12309,51,55,66,113,202,374,573,581,261,2282,59,50,59,130,255,667,1061,1047,421,3748,1136,2516,2887,2968,2971,2458,1596,836,359,17725,25,21,22,63,182,401,775,818,355,2671,2483,1756,1598,2146,2738,3351,3041,1764,772,19638,38011,23329,22510,24057,21638,16135,8971,3450,792,158895,2873,2110,2002,1976,2203,1908,1279,810,406,15555,47647,31799,31399,34537,34313,31261,24332,13721,4532,253546,42,145,501,1184,3074,5935,8253,6678,3072,28886,2440,2682,3657,3942,3825,3328,3152,1862,675,25562,40,43,145,447,1117,1845,2449,1764,701,8551,3,7,9,6,17,55,229,786,1192,2298,63,172,335,703,1334,2393,2924,2153,866,10938,70,69,109,166,448,1050,2097,2281,1607,7900
212,48,128,545,1168,2257,3969,4965,4014,1770,18865,6201,4424,4509,4147,3321,2749,2082,1293,405,29137,90,103,204,320,668,1589,2595,2241,853,8668,13,12,13,17,32,107,327,926,865,2322,141,265,639,2155,3893,5800,6223,3968,1075,24154,164,131,206,529,1530,3475,4884,4159,1753,16828,123,77,133,262,365,589,899,892,442,3783,70,56,120,191,429,857,1313,1325,529,4890,1350,3168,3952,3763,3671,3173,2011,1166,655,22919,27,31,43,112,326,680,1015,1076,513,3816,3530,2299,2493,3342,4034,4619,3708,2378,1158,27571,71073,44966,52936,46960,33034,21967,11449,4548,1190,288119,6433,4404,5392,4383,3667,2944,1942,1251,558,30978,88013,58506,68929,64140,51892,43062,30810,17994,6328,429665,54,241,723,1688,4239,7503,9605,7999,4112,36166,3886,4328,5402,5023,4748,4046,3554,2127,861,33973,45,91,211,573,1343,2078,2601,1911,894,9746,5,0,14,7,34,92,381,1208,1698,3439,116,224,764,1706,2962,4590,5258,3466,1534,20623,128,97,178,277,796,1725,2772,3182,2173,11323
213,53,150,531,1240,2269,3862,4721,3089,1063,16971,6585,4201,4875,4851,3465,2509,1892,969,281,29625,89,89,200,388,599,1421,2181,1526,452,6947,6,4,16,19,37,100,304,680,513,1670,114,236,663,2511,3851,5396,6108,3300,750,22925,189,103,201,582,1475,3064,4562,2980,1015,14163,140,48,128,259,355,593,903,735,292,3450,76,58,85,174,405,863,1307,1028,331,4327,1570,2822,4235,4232,3806,2984,1945,870,294,22763,31,20,59,134,332,619,1011,868,312,3381,4146,2162,2625,3549,3917,4388,3597,1737,641,26768,75392,39115,52465,52883,32037,19470,9559,3102,667,284690,7836,4926,7073,6218,4421,3119,1935,1072,410,37012,94690,52453,70814,73482,51521,39381,27746,12961,3818,426866,56,213,846,2029,4340,7419,8999,5990,2739,32628,4025,4155,6082,5968,5037,4080,3227,1534,549,34654,80,73,254,692,1369,1917,2228,1290,444,8343,8,11,8,11,33,117,300,850,1191,2513,133,264,780,1801,2884,4359,5105,3036,1092,19455,126,89,223,345,744,1474,2450,2139,1278,8866
214,21,73,240,558,1210,2271,3452,2776,1105,11712,2392,1541,1630,1792,1663,1382,1268,781,220,12658,32,43,83,134,392,1048,2046,1857,660,6293,3,5,4,5,15,44,170,469,445,1160,46,109,149,369,888,1770,2436,1794,517,8093,57,50,67,158,561,1558,3007,2635,1126,9231,37,27,34,60,154,246,394,474,239,1667,37,30,44,79,233,504,895,858,341,3021,804,1506,1809,2069,2132,1805,1277,712,329,12455,13,15,17,51,145,324,570,575,318,2034,1463,873,827,1142,1536,1912,1860,1134,535,11291,20840,12110,11086,11467,11843,9294,6161,2705,648,86149,2276,1424,1392,1510,1788,1541,1237,790,408,12367,27378,17096,16476,17951,19988,19136,17371,10652,3666,149718,20,97,324,818,2062,4089,6161,5014,2441,21029,1618,1528,2212,2426,2443,2309,2299,1466,540,16836,20,32,93,264,630,1167,1775,1357,594,5936,0,4,4,6,14,33,185,569,951,1766,50,103,201,376,772,1327,1879,1430,632,6771,46,54,74,113,314,753,1529,1874,1301,6058
215,3,29,145,295,675,1641,2173,1461,556,6985,1311,897,890,805,787,924,795,433,113,6960,18,13,31,74,154,528,941,732,235,2724,0,4,6,0,20,35,87,191,176,509,26,59,121,230,527,1145,1541,977,267,4893,34,34,37,85,323,938,1587,1256,504,4796,31,15,13,25,67,145,241,208,123,865,24,13,16,42,141,407,630,492,144,1917,332,682,912,850,1000,1138,783,329,85,6115,6,11,12,32,94,186,312,303,128,1075,642,410,389,479,727,1066,939,464,179,5299,10149,5740,6400,5171,5070,4990,3259,1280,364,42410,1549,999,1140,1098,1108,1213,975,580,281,8946,13825,8526,9561,8461,9196,11104,9746,5336,1897,77653,12,64,195,430,1146,2381,3068,2367,1267,10926,898,879,1142,1026,1172,1347,1154,649,252,8527,13,17,32,100,286,607,772,630,261,2718,0,3,0,7,15,33,87,251,354,745,31,53,107,256,483,918,1121,814,318,4108,30,22,39,56,212,510,833,908,600,3212
216,10,31,135,260,636,1363,1932,1535,532,6431,1200,763,700,684,635,733,665,387,112,5875,9,22,34,61,141,438,825,741,221,2488,0,0,0,5,0,49,101,224,177,555,23,52,108,186,532,913,1371,954,227,4366,34,24,39,88,282,782,1367,1171,437,4223,9,11,12,14,64,133,217,274,125,858,5,9,25,45,106,320,575,489,144,1722,363,673,780,771,979,933,659,352,124,5640,8,5,12,10,67,166,276,297,99,938,643,389,323,465,690,902,848,484,221,4968,9430,5309,5154,4537,4774,4172,2696,1151,284,37508,1415,879,871,804,905,907,751,505,191,7227,12854,7821,7754,7293,8476,9148,8378,5007,1592,68342,11,56,195,435,1151,2201,2924,2241,1100,10316,863,762,966,938,1016,1108,1074,602,237,7562,13,13,35,99,292,528,726,531,254,2492,4,0,8,0,6,21,73,243,317,678,22,50,126,208,430,753,1000,666,270,3528,17,26,34,57,170,433,840,824,569,2981
217,9,21,95,218,557,1199,1703,1113,410,5315,939,579,614,597,584,669,601,323,112,5017,8,17,29,63,132,386,816,571,190,2215,0,6,4,0,3,20,72,159,142,397,25,49,73,131,404,773,1179,720,209,3554,25,17,27,62,245,721,1289,977,379,3741,16,14,18,27,62,127,197,156,66,668,17,10,17,31,99,292,443,339,146,1391,267,575,677,715,878,879,645,237,71,4932,0,0,5,15,55,152,277,246,111,870,522,339,307,408,605,869,800,386,160,4400,8532,4830,4799,4297,4601,4415,3075,1181,282,36006,1122,725,636,681,777,753,704,401,157,5951,11270,6920,6951,6722,7902,9056,8525,4387,1413,63143,9,39,136,319,876,1975,2585,1861,966,8769,622,667,865,899,942,1076,974,546,197,6795,10,14,36,101,249,535,705,474,208,2343,0,0,0,0,5,20,75,195,291,580,20,42,79,191,347,673,884,651,275,3163,18,19,22,49,139,408,629,699,512,2497
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,11,3,7,0,0,0,25,0,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,4,15,27,53,54,56,17,0,224,41,34,52,48,52,31,22,12,0,296,0,0,4,6,14,14,28,11,0,79,0,0,0,0,8,0,0,3,0,18,0,0,4,13,31,38,45,9,0,145,0,3,4,9,30,40,59,18,0,165,0,0,0,3,15,9,4,6,0,38,0,4,8,3,33,17,25,4,0,88,23,100,125,162,164,82,35,9,0,700,0,0,0,5,6,8,9,4,0,39,47,32,52,64,78,61,38,3,0,379,240,225,360,256,202,157,101,22,0,1568,263,221,392,530,468,284,133,19,8,2314,594,575,939,1008,912,644,392,90,15,5170,0,3,23,28,54,69,50,20,6,263,31,57,78,74,59,52,23,7,5,389,0,0,4,9,9,24,12,0,0,65,0,0,0,0,0,0,0,0,0,11,0,0,7,13,31,17,7,4,0,91,0,6,3,11,12,15,14,11,6,69
301,17,55,181,434,955,1903,2633,1759,629,8573,1591,1138,1120,1404,1271,1043,939,417,138,9062,31,40,51,118,324,812,1405,1072,314,4179,0,0,4,5,12,49,164,304,261,794,40,81,123,292,878,1448,1962,1240,269,6331,43,47,62,147,541,1326,2240,1781,711,6892,19,22,31,57,116,180,291,282,133,1123,47,24,36,71,199,474,787,670,238,2542,688,1210,1237,1500,1541,1387,1096,499,180,9338,8,7,11,37,85,220,412,413,160,1358,1387,797,702,1050,1340,1697,1586,907,367,9842,18007,10554,8468,10074,9848,7427,4205,1574,316,70468,1572,1018,866,941,1150,976,698,369,180,7771,22923,14458,12230,15006,16227,15110,12464,6664,2045,117124,20,90,232,623,1621,3243,4494,3141,1429,14894,1148,1148,1568,1994,2003,1809,1708,941,287,12600,18,26,100,230,681,1003,1247,928,345,4579,0,0,7,0,20,42,131,391,560,1148,43,90,144,296,653,1122,1475,899,382,5095,30,48,59,116,267,655,1274,1284,865,4607
302,13,46,206,394,757,1318,1621,1190,526,6065,1160,1074,1473,1480,1103,784,654,329,130,8190,19,28,88,138,299,565,948,842,310,3225,0,0,4,0,20,31,87,279,261,679,19,75,155,382,845,1257,1416,906,283,5330,21,46,62,151,453,1081,1640,1328,609,5392,17,27,35,62,82,145,245,251,156,1014,40,23,31,57,122,352,519,485,181,1808,438,1093,1719,1539,1533,1127,711,342,150,8649,5,12,10,31,95,176,272,286,140,1021,1053,707,922,1107,1338,1454,1097,678,337,8692,16935,9679,11929,11621,8558,5565,2926,1184,354,68749,1296,908,1229,1084,996,738,492,318,216,7279,20697,13232,16955,16891,14360,11586,8658,4934,1979,109298,17,85,262,524,1297,2224,2943,2609,1496,11465,806,1199,1884,1812,1668,1330,1224,813,335,11071,16,31,91,256,542,765,930,794,403,3833,0,0,0,4,3,16,83,323,572,1002,49,71,157,317,608,1021,1162,912,359,4647,28,39,75,90,245,529,951,1195,878,4023
303,18,84,242,478,1017,1647,1979,1617,601,7686,1934,1913,2190,2010,1530,1136,834,444,134,12137,25,55,110,203,373,754,1177,933,352,3978,0,5,4,3,18,40,139,373,337,924,39,114,239,647,1250,1845,2140,1324,363,7973,57,75,109,231,660,1400,2140,1729,735,7147,47,29,47,83,147,210,315,281,153,1317,46,34,51,66,170,410,561,560,218,2118,586,1778,2450,2022,1887,1503,920,459,197,11804,9,16,26,46,100,239,408,385,211,1431,1572,1156,1335,1700,1936,2051,1757,988,387,12880,29130,19118,23566,21014,14421,9164,4777,1801,459,123448,1949,1673,2025,1673,1465,1079,700,410,213,11195,34937,25231,31212,28691,22606,17710,12765,6905,2369,182420,17,137,340,706,1691,2897,3786,3143,1697,14414,1281,1976,2658,2491,2150,1742,1418,883,346,14940,31,45,157,375,779,1070,1231,964,431,5069,3,0,10,0,15,38,151,474,729,1419,40,115,248,541,926,1409,1663,1189,429,6552,48,45,92,151,328,712,1154,1323,986,4846
304,10,43,145,292,558,879,1156,946,337,4377,1101,1210,863,968,947,609,543,292,90,6632,26,37,46,124,253,474,871,733,268,2829,0,0,0,6,11,15,80,235,216,558,42,62,90,205,478,737,956,689,168,3418,24,38,43,94,344,725,1293,1197,482,4233,9,20,11,36,60,89,164,168,76,636,31,25,28,36,88,162,293,331,110,1101,456,1209,1110,1137,1091,709,494,327,142,6674,4,7,5,17,52,91,192,218,104,688,1011,715,597,853,998,1040,1032,632,268,7147,15620,10992,7459,9091,8411,5137,2958,1162,236,61074,836,847,638,667,684,574,338,207,135,4918,18850,14663,10472,12794,12846,9555,7583,4435,1444,92626,22,72,141,367,882,1572,2289,1789,1036,8166,689,1216,1042,1354,1274,1003,929,569,215,8293,22,26,57,206,451,633,816,574,282,3058,0,0,0,0,4,7,93,285,496,890,30,64,89,206,348,514,688,498,219,2660,32,31,37,54,149,316,649,788,594,2654
305,11,84,288,460,759,1204,1254,822,277,5159,925,1680,2430,1802,1360,859,561,259,70,9941,21,59,137,207,358,697,935,638,218,3265,0,3,3,3,6,32,93,205,182,535,24,118,196,349,659,881,988,631,149,3990,39,57,116,163,486,1019,1398,1051,381,4719,15,25,53,70,100,157,182,147,70,821,32,26,51,78,140,270,356,275,98,1320,294,1816,3052,2201,1829,1180,648,247,79,11348,6,11,16,40,87,179,208,224,83,848,750,858,1401,1372,1496,1370,1063,518,236,9061,16315,16461,23518,15958,12049,7504,3537,1146,218,96698,1148,1585,2752,1814,1488,1095,665,354,156,11051,19391,22129,32663,23072,18971,13944,8945,4236,1308,144652,14,125,365,530,1069,1765,2177,1528,764,8333,669,2072,2738,1953,1587,1219,863,459,152,11720,27,63,154,330,701,829,844,501,226,3669,0,0,3,4,10,21,90,222,344,700,32,80,191,248,392,517,603,429,174,2660,23,57,95,83,207,375,640,666,472,2612
306,17,49,152,412,927,2002,2602,1586,475,8214,1241,804,799,917,1010,978,779,374,102,7015,14,26,49,100,291,816,1430,860,280,3865,5,6,4,7,7,62,172,339,252,849,23,75,108,353,812,1500,1886,1059,253,6057,46,56,58,168,501,1356,2067,1466,515,6243,20,17,29,57,115,258,362,254,130,1240,36,24,23,80,205,586,881,632,167,2628,532,843,1029,1297,1539,1486,935,334,131,8123,7,5,15,34,97,272,468,372,116,1386,990,623,586,848,1364,1796,1504,772,269,8746,18707,10258,10550,9888,10007,8210,5029,1828,349,74833,2879,1934,2272,2029,2202,1948,1487,722,260,15736,24194,14335,15156,15177,17059,17176,14152,6843,1927,126014,18,63,187,507,1403,2924,3652,2340,1008,12096,821,884,1255,1423,1444,1539,1255,564,148,9336,13,17,74,229,561,888,1123,633,203,3747,5,0,3,3,3,50,146,374,450,1040,26,86,170,388,753,1220,1383,840,254,5113,50,58,76,138,278,691,1055,991,573,3903
307,11,44,95,238,607,1292,1843,1166,346,5645,1121,637,594,639,659,723,617,355,65,5411,8,10,29,61,170,412,729,572,160,2151,5,0,3,5,16,29,73,160,129,421,36,40,60,197,494,925,1342,720,165,3970,29,32,46,80,292,802,1312,988,308,3877,11,16,18,22,66,106,220,205,92,753,17,17,15,45,135,353,537,421,105,1645,342,604,573,600,849,881,645,250,73,4810,5,5,9,21,46,158,253,243,79,824,565,332,321,417,679,855,728,414,149,4447,9437,4935,4587,4084,4344,3944,2643,1109,224,35295,1480,955,1002,848,1020,1030,780,480,184,7795,12809,7300,7005,6634,7995,8955,8059,4369,1232,64356,18,49,157,373,940,1971,2503,1744,703,8458,811,738,912,924,1068,1150,996,508,147,7255,11,16,28,105,288,509,643,444,130,2176,3,0,0,0,12,19,61,193,232,519,23,43,93,197,428,763,893,612,152,3199,15,23,31,66,185,448,703,670,404,2529
308,22,55,200,415,971,2027,2418,1481,438,8028,1829,1047,1115,1120,1020,973,758,376,80,8312,22,24,66,114,287,708,1064,716,217,3217,0,0,3,0,12,57,125,225,183,605,46,82,147,360,903,1581,1818,989,235,6163,51,54,92,186,553,1334,1912,1294,451,5925,22,25,32,45,113,205,303,259,131,1131,55,21,50,92,255,679,893,552,164,2757,661,1133,1283,1325,1346,1356,825,327,93,8355,8,16,17,34,91,233,345,307,107,1162,1402,657,609,814,1047,1403,1018,499,213,7671,18072,9656,9510,9152,8195,6789,3586,1183,237,66370,2571,1808,2224,2333,2194,1965,1087,509,186,14880,24209,14034,14602,14896,14878,15211,10972,5141,1477,115421,14,86,278,726,1744,3179,3357,2330,966,12672,1368,1302,1733,1724,1675,1661,1175,645,168,11439,15,26,84,243,464,801,892,549,193,3264,0,4,4,7,12,34,88,295,357,804,50,98,198,366,727,1194,1273,813,242,4954,43,28,69,144,312,759,984,976,524,3845
309,59,151,514,1149,2436,4397,6042,4309,1331,20386,4021,2797,3002,3270,2744,2180,1899,1092,293,21296,58,79,188,340,710,1690,3117,2543,829,9551,3,0,4,16,30,113,387,951,754,2261,89,215,348,686,1622,2900,3954,2681,682,13177,89,102,149,338,1054,2601,4707,4121,1467,14631,53,43,76,131,257,372,677,785,380,2767,108,59,108,213,448,935,1720,1559,501,5651,1661,2736,3195,3476,3658,2906,2095,1054,418,21186,25,16,38,90,244,525,960,1019,393,3312,2979,1749,1756,2356,3103,3553,3377,2050,822,21752,44886,28041,30164,28396,25721,18407,11291,4745,963,192620,5166,3598,4286,3853,3978,3088,2327,1427,564,28290,57963,38389,42176,41714,41625,35961,30460,17675,5189,311152,54,230,563,1533,3783,6844,9737,7293,3085,33126,2910,3138,4173,4183,4037,3478,3420,1951,629,27927,37,75,196,599,1452,2309,3056,2077,806,10608,6,5,4,15,29,75,358,1017,1386,2896,96,182,350,616,1221,1967,2671,2012,696,9813,85,88,132,239,508,1311,2566,2781,1778,9487
