SA4_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
204,3,11,0,4,0,0,0,0,0,23,50,169,7,0,4,3,0,3,6,244,339,550,39,42,40,22,21,22,7,1072,8,38,0,0,3,0,0,0,0,55,142,336,25,60,23,9,5,16,0,631,33,58,6,15,7,3,0,8,0,145,1196,2038,318,332,194,130,116,224,51,4604,0,0,0,0,0,0,0,0,5,10,519,275,263,176,81,65,74,80,15,1553,589,363,411,409,158,122,143,181,40,2423,2430,518,6866,828,497,535,1833,1825,291,15617,60,14,84,52,23,42,66,126,9,484,137,38,74,86,22,43,99,83,7,586,35,28,19,16,4,9,20,27,5,165,147,47,137,57,27,54,140,148,116,876,5697,4495,8253,2085,1088,1032,2524,2750,551,28476,10,41,0,3,5,0,0,0,0,57,37,187,8,6,4,0,0,0,3,247,297,1102,27,107,113,22,3,23,25,1710,16,65,0,9,6,4,0,4,6,110
205,7,28,0,3,0,0,0,0,0,40,55,243,15,7,11,0,0,3,6,338,372,859,52,47,77,32,13,26,14,1491,13,38,4,11,6,0,3,0,0,74,184,407,34,63,31,11,13,18,4,760,60,85,22,14,13,3,0,0,0,208,1458,3299,419,446,320,175,129,308,74,6632,12,3,11,7,0,0,4,5,3,47,508,443,363,245,118,82,90,148,39,2034,754,527,590,551,241,189,192,238,48,3327,3466,713,11099,1077,695,885,2798,2835,481,24048,98,39,119,66,32,62,96,168,16,692,170,70,121,104,53,63,141,133,18,858,52,49,49,18,7,8,25,40,9,259,210,96,212,85,38,86,183,244,130,1288,7416,6910,13107,2736,1630,1601,3679,4160,850,42092,8,57,0,3,5,0,0,0,0,74,41,254,6,4,22,0,0,0,0,335,363,1691,30,145,132,30,6,24,15,2439,20,111,0,6,5,0,0,0,3,149
206,76,235,8,13,28,6,12,0,11,381,709,4946,45,44,110,18,12,16,38,5941,5601,15517,860,781,1774,857,420,555,394,26752,186,407,23,16,48,19,18,16,21,759,1081,3055,156,206,360,107,34,70,50,5124,328,592,50,67,124,35,13,13,16,1235,13444,35478,3788,3381,5423,3134,1283,2205,939,69065,18,15,22,20,3,11,8,12,9,108,1450,1882,1095,552,485,434,214,321,93,6520,1977,2060,1982,1187,896,718,395,720,156,10096,2645,1405,7661,1550,1149,966,869,1458,304,18012,146,114,124,152,99,103,65,123,9,921,338,351,245,177,167,210,121,141,42,1795,218,435,160,83,83,79,52,78,41,1222,322,459,253,154,131,131,118,227,437,2241,28535,66940,16469,8387,10865,6821,3634,5969,2546,150166,107,434,0,24,62,9,0,4,3,656,720,4863,35,56,172,14,0,8,38,5913,5586,19458,600,1395,3049,849,89,289,388,31701,198,665,10,51,91,27,0,18,20,1080
207,51,110,4,6,11,6,3,0,3,187,377,2491,37,14,62,20,15,19,20,3050,3589,7026,503,302,1005,566,262,284,223,13771,132,253,14,3,41,14,19,8,11,494,612,1340,91,74,180,81,27,31,27,2471,163,208,28,24,39,19,3,10,10,499,7763,16006,1739,1152,2438,1698,626,858,524,32810,10,8,14,8,3,0,4,0,0,49,918,888,580,247,270,264,150,227,70,3622,1049,868,869,503,414,437,267,382,78,4865,1467,551,4035,607,466,579,458,757,163,9076,56,42,80,61,36,57,41,70,13,434,218,136,127,85,80,141,66,74,16,955,118,226,71,45,36,51,30,45,28,654,182,231,133,68,61,84,60,69,205,1099,16702,30394,8329,3187,5140,4022,2037,2832,1383,74023,45,141,5,6,22,8,0,0,0,228,286,1915,27,22,85,9,0,8,23,2389,2395,7828,248,602,1674,489,32,130,176,13577,121,313,12,17,71,9,0,8,4,553
208,50,99,0,0,8,8,0,3,0,170,360,1883,27,17,55,18,9,8,20,2399,3753,6367,390,256,793,469,241,231,199,12691,136,221,18,6,25,14,8,7,3,444,713,1476,95,113,190,77,27,41,30,2771,197,241,13,42,49,24,6,9,7,583,9550,16960,1859,1387,2550,1745,598,744,495,35885,9,9,15,8,6,3,3,7,0,55,1356,1274,709,354,358,338,154,211,60,4831,1576,1277,1127,641,548,517,251,353,88,6376,2685,854,7696,902,686,844,793,1155,286,15909,86,54,93,80,55,79,46,77,11,578,342,261,170,118,106,182,75,123,21,1395,179,240,97,55,33,45,28,44,15,728,279,274,182,77,81,105,79,92,286,1462,21281,31493,12488,4059,5532,4471,2314,3108,1535,86277,73,187,7,10,28,4,0,0,0,306,311,1704,25,29,70,13,4,5,19,2169,2590,7820,177,596,1388,351,47,126,195,13295,131,395,12,32,50,21,0,6,7,639
209,29,87,0,0,8,0,8,0,0,126,286,1679,32,26,52,10,18,20,18,2140,2302,5402,652,434,878,401,650,424,198,11345,80,189,20,13,16,21,24,12,9,391,503,1317,88,134,195,52,40,39,25,2399,155,269,34,38,52,18,16,10,7,587,5681,13023,2274,1824,2444,1350,1411,1298,399,29710,18,3,24,13,6,0,12,3,4,83,1184,1252,1169,563,481,340,461,390,86,5924,1714,1357,1996,1137,833,560,869,724,121,9311,3571,1201,15513,1617,1293,1206,2761,2897,594,30652,100,72,181,132,122,90,160,168,12,1036,320,195,295,205,162,191,227,227,36,1862,130,190,175,61,55,53,95,89,18,861,199,242,384,134,151,135,237,253,335,2060,16273,26492,22832,6336,6741,4428,6977,6558,1856,98484,35,176,0,7,10,6,0,0,0,241,232,1503,30,44,117,3,6,5,15,1945,1644,6855,276,930,1317,359,69,302,159,11913,63,360,10,33,45,13,5,13,10,547
210,17,43,6,3,4,6,0,5,0,85,121,662,22,18,21,9,8,10,8,872,1327,3224,478,325,589,271,593,375,131,7319,60,116,14,10,19,13,26,11,5,275,235,718,53,79,93,28,41,39,12,1307,88,168,19,27,26,11,5,8,0,351,3505,7883,1725,1207,1770,850,1321,999,306,19566,6,10,27,11,4,8,16,5,0,100,755,743,887,413,391,237,532,301,64,4331,1221,932,1616,837,676,387,907,599,127,7299,2522,812,11563,1179,1106,828,2637,2331,495,23475,87,34,134,112,59,85,164,136,17,833,234,115,229,161,128,118,262,186,24,1458,109,115,124,52,52,29,101,56,22,665,180,189,259,116,90,106,260,190,307,1701,10469,15761,17147,4555,5027,2986,6876,5268,1520,69619,17,108,0,7,17,7,0,0,6,159,98,610,15,18,38,3,6,8,7,801,850,3798,171,635,786,256,69,237,97,6912,30,204,13,32,30,16,0,11,5,336
211,24,74,4,9,4,3,0,0,0,123,245,1341,32,22,43,12,4,12,15,1727,2316,4904,438,231,731,292,161,196,117,9382,83,165,11,6,34,20,6,3,4,338,504,1268,122,115,131,52,35,45,19,2296,186,261,34,47,60,26,7,14,10,650,6093,12983,2017,1347,2234,1318,771,897,339,28003,9,3,18,4,8,4,7,5,0,56,1306,1318,1087,519,445,332,267,310,78,5657,1872,1558,1807,1024,690,537,477,579,128,8674,4638,1474,18626,1474,1414,1281,2664,3054,637,35260,140,81,197,92,81,109,135,189,18,1047,362,230,318,141,128,149,191,195,31,1740,133,153,112,46,57,31,38,52,25,638,235,216,314,119,92,100,174,171,249,1663,18139,26019,25137,5194,6146,4266,4955,5726,1672,97253,34,166,3,6,16,3,0,0,0,236,179,1142,22,27,66,3,0,4,10,1468,1493,6256,184,551,1270,301,34,94,116,10297,65,321,9,21,39,11,0,5,12,480
212,29,112,8,9,15,8,0,3,0,190,282,2018,46,31,49,15,30,27,23,2533,3427,8155,1211,645,1607,886,1296,984,332,18544,118,251,30,24,64,28,55,29,9,605,449,1218,120,140,183,69,87,69,25,2358,174,289,40,49,63,20,20,21,3,681,7045,17495,3989,2131,3990,2226,3016,2615,719,43229,21,12,47,16,9,17,33,22,5,191,1526,1356,2076,676,744,520,1127,786,151,8959,2401,1704,3563,1659,1323,970,2106,1592,272,15596,4656,1518,22240,2094,1932,1808,5453,4899,957,45546,150,83,364,142,148,171,345,334,40,1760,412,200,594,265,235,210,504,408,60,2888,203,270,297,90,94,100,248,184,41,1521,383,350,586,191,166,188,530,459,703,3567,21277,35028,35219,8173,10616,7233,14854,12437,3328,148160,31,187,7,15,28,9,5,3,5,283,188,1455,48,42,81,12,4,11,16,1859,1859,8440,535,1639,2375,776,204,626,252,16710,78,408,17,80,82,22,7,14,13,719
213,35,101,4,5,18,5,10,0,0,175,263,1439,46,24,54,10,20,24,14,1908,3744,8893,1168,793,1916,1010,1745,814,411,20502,146,323,44,26,65,46,58,27,19,753,533,1361,118,164,223,85,91,66,20,2662,183,349,39,48,70,12,29,10,9,744,7772,18820,3856,2509,4386,2081,3559,2166,737,45893,18,3,50,15,14,13,55,17,7,185,1324,1304,1749,690,757,455,1208,596,131,8213,2292,1819,3066,1592,1435,793,2540,1227,294,15055,3779,1531,18698,2418,2209,1553,5838,4471,938,41445,134,83,254,197,152,157,370,340,25,1709,365,234,496,286,302,220,643,361,73,2980,209,305,231,100,105,77,253,151,47,1471,310,357,513,207,226,194,596,430,721,3546,21106,36925,30330,9081,11937,6702,17019,10696,3448,147248,30,215,4,21,33,3,0,0,5,307,171,1252,28,38,67,22,5,11,12,1601,2249,8896,526,1810,2667,823,286,575,308,18145,102,454,13,83,105,31,10,15,11,840
214,17,32,0,0,3,0,0,0,0,57,67,390,7,3,14,0,5,8,4,493,800,1228,86,67,142,55,51,36,30,2497,32,50,3,6,5,3,3,5,0,109,233,525,50,77,55,24,20,19,8,1009,85,99,20,23,16,11,9,6,4,269,2638,4773,767,665,621,504,218,342,144,10680,5,3,9,3,3,0,0,3,0,32,801,679,584,314,209,206,149,170,35,3157,1079,748,966,647,345,323,258,321,69,4751,3092,843,12541,983,779,943,1745,2305,439,23674,88,43,143,54,38,70,64,115,12,628,220,115,193,113,60,90,137,115,14,1058,68,79,71,18,17,16,29,32,14,348,162,120,207,74,44,88,126,162,143,1136,9385,9729,15646,3046,2348,2349,2808,3651,922,49886,14,96,0,6,5,0,0,0,0,129,67,353,4,13,23,6,0,7,5,469,579,2342,35,176,238,62,11,30,36,3513,32,134,0,14,17,0,0,3,7,205
215,0,6,5,0,0,0,0,0,0,7,29,106,0,0,5,0,0,0,3,139,143,308,28,37,31,23,12,45,13,632,9,15,0,0,3,0,0,0,0,35,64,166,13,25,12,6,8,6,4,307,26,42,3,11,4,5,0,0,4,93,773,1388,175,192,133,72,65,197,22,3014,0,0,4,4,4,3,3,5,0,21,402,176,110,130,50,48,55,78,12,1056,495,255,236,290,88,72,109,167,30,1741,2609,392,4487,576,299,453,1312,1376,230,11724,85,13,54,41,20,49,65,108,12,440,132,21,45,43,13,42,58,93,8,458,38,19,12,11,8,5,8,28,7,136,192,54,95,35,19,42,125,201,119,889,4984,2958,5274,1397,674,808,1818,2318,462,20696,3,20,0,0,0,0,0,0,0,24,16,86,0,5,9,0,0,0,0,114,155,675,14,45,39,6,0,18,5,973,5,37,0,6,0,0,0,0,0,52
216,3,7,0,0,6,0,0,0,0,15,21,97,5,0,0,0,0,0,0,122,158,383,32,26,29,20,10,22,3,691,6,12,4,0,0,0,0,0,0,30,62,207,7,18,12,4,10,7,3,337,22,24,3,19,0,0,0,3,0,72,654,1355,178,153,118,79,68,174,34,2815,3,0,6,3,0,0,3,5,0,17,306,147,122,71,53,31,47,62,7,858,440,214,256,216,81,52,99,154,14,1541,1847,297,4486,434,269,385,1114,1350,193,10382,49,20,54,29,15,42,50,96,5,352,74,27,59,43,16,30,66,86,4,410,18,21,18,5,5,10,14,26,6,121,124,38,86,31,9,49,102,148,77,666,3794,2851,5311,1047,621,708,1588,2136,366,18422,4,22,0,0,0,0,0,0,0,27,15,80,3,3,6,0,0,0,7,112,161,664,21,69,48,17,3,28,10,1014,6,57,0,0,5,0,0,0,0,74
217,5,18,0,0,0,0,0,0,0,17,25,134,6,6,5,0,4,3,7,178,173,369,27,29,38,4,6,16,0,658,8,15,0,0,0,0,0,0,0,32,63,192,15,29,17,3,0,9,3,334,20,46,7,15,12,0,0,0,0,102,759,1464,188,199,145,92,59,217,31,3150,4,0,5,5,0,0,0,0,0,14,407,163,110,79,52,50,55,97,17,1025,417,188,202,228,84,64,59,141,29,1409,2136,276,4227,432,237,358,1195,1361,219,10442,70,13,44,30,16,31,60,110,5,375,104,19,57,26,19,24,58,72,9,391,21,19,20,12,4,8,11,22,6,122,163,44,79,36,14,36,95,120,59,639,4363,2951,4974,1134,634,672,1601,2168,387,18891,4,35,0,9,5,0,0,0,0,54,35,117,4,4,8,0,0,0,5,175,193,736,9,57,57,5,0,18,7,1078,9,53,4,3,5,0,0,0,0,73
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,18,30,4,3,3,0,3,0,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,29,68,12,16,11,8,14,22,0,187,0,0,0,0,0,0,0,0,0,0,7,5,4,5,0,6,3,3,0,32,12,13,7,4,0,0,5,8,0,55,16,16,113,15,0,10,37,62,9,272,0,0,6,0,0,0,0,5,0,10,3,0,3,0,0,0,0,3,0,10,0,4,0,0,0,0,0,0,0,6,5,0,9,0,0,0,0,8,5,27,77,146,154,52,21,35,64,123,16,695,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,15,3,39,0,4,10,0,0,4,0,59,0,4,0,0,0,0,0,0,0,4
301,8,24,0,0,5,0,0,0,0,45,93,342,10,8,11,3,0,0,0,467,803,1205,76,63,153,62,36,27,31,2450,22,39,7,3,11,0,5,0,0,83,173,358,46,42,37,21,6,12,13,706,111,129,13,26,25,9,0,3,5,331,2173,4372,628,478,668,384,197,248,87,9236,4,3,10,6,0,0,0,3,0,29,589,511,407,177,175,105,102,96,31,2197,1067,808,776,473,389,299,246,232,52,4343,2538,897,9161,769,923,843,1787,1841,319,19078,86,35,158,57,46,72,98,151,7,717,180,91,162,81,69,92,174,138,21,1001,80,74,41,20,21,15,28,36,9,327,130,114,124,39,52,43,98,102,123,827,8051,8989,11607,2244,2578,1950,2780,2893,718,41821,14,67,0,0,8,0,0,0,0,89,62,354,5,3,15,0,0,0,0,448,522,1811,37,133,276,68,8,20,29,2899,28,90,0,11,14,0,5,0,0,147
302,11,57,0,3,5,0,0,0,0,78,94,549,15,3,21,8,5,10,5,709,955,2078,192,143,259,132,127,93,56,4034,33,72,9,5,8,4,10,0,0,145,223,606,51,51,72,15,13,12,12,1062,126,218,22,31,52,7,4,0,10,466,2547,7105,929,691,1099,489,435,483,158,13945,9,3,12,9,5,5,0,3,0,48,423,467,396,190,157,100,144,105,34,2018,891,835,842,592,502,281,329,320,44,4642,1651,708,6289,863,870,656,1248,1257,238,13774,48,36,95,76,54,79,87,144,15,632,120,98,147,96,66,100,110,97,14,844,56,77,60,23,32,24,28,26,12,340,84,101,112,55,53,42,75,98,139,761,7271,13010,9179,2843,3272,1945,2617,2647,725,43502,12,65,0,0,9,0,0,0,0,92,72,499,11,14,20,3,0,3,6,626,650,2624,70,284,418,119,13,90,53,4327,29,129,3,13,27,0,0,9,4,213
303,23,78,0,0,11,3,0,0,0,120,207,1865,35,23,31,18,22,20,21,2245,2114,5161,471,306,728,477,456,329,137,10167,60,155,9,12,30,13,14,8,6,302,320,1119,87,76,144,48,22,29,11,1858,168,344,29,33,78,22,13,14,8,704,4662,14016,2002,1323,2124,1265,1213,1208,364,28179,7,15,14,9,0,5,6,12,0,70,638,605,619,234,250,150,275,225,37,3024,1177,1060,1369,836,619,474,668,601,95,6915,2108,824,7565,1068,974,882,1572,1697,306,16991,97,52,152,102,88,109,153,194,3,960,176,128,206,110,111,123,137,176,13,1181,110,188,88,52,51,48,67,74,23,704,164,194,201,84,79,77,157,146,280,1382,12025,25803,12849,4282,5325,3711,4777,4723,1305,74794,24,117,0,4,12,5,0,0,0,170,162,1495,26,23,60,9,3,10,12,1796,1376,5729,231,737,1365,446,36,222,139,10292,40,214,0,27,50,10,0,4,5,360
304,24,48,7,0,10,0,0,0,0,83,305,1891,29,15,37,12,11,16,18,2326,1570,3041,164,129,295,126,81,79,70,5545,32,90,6,8,8,0,0,0,0,149,276,699,31,54,74,16,14,11,20,1200,116,220,21,26,44,11,3,4,5,454,3218,7987,710,627,941,523,241,379,156,14798,0,3,0,3,3,0,5,0,0,17,492,474,266,130,120,86,66,75,16,1715,669,601,524,434,270,215,134,173,31,3050,1119,481,3247,599,408,386,511,630,110,7489,42,40,68,55,22,63,39,96,3,428,103,97,81,52,42,63,53,58,4,545,67,109,31,27,21,18,16,13,9,301,84,116,45,42,23,27,27,41,84,490,8112,15888,5218,2206,2308,1552,1198,1576,523,38587,12,86,0,3,12,6,0,0,0,126,192,1414,22,28,64,4,0,6,9,1742,878,3324,78,272,479,112,15,52,56,5269,39,116,0,6,18,0,0,4,0,178
305,31,78,7,0,4,8,0,0,3,121,285,2096,21,19,20,8,10,8,17,2481,2635,5601,318,260,569,265,157,214,132,10154,76,162,6,11,16,8,6,8,0,306,462,1317,59,78,150,37,27,35,25,2180,211,404,30,42,81,26,10,14,6,816,6060,16702,1627,1311,2104,1272,607,1060,364,31105,4,0,10,8,0,0,3,6,0,38,643,742,472,208,230,161,89,139,27,2713,1168,1140,936,671,545,432,262,398,70,5628,1756,918,4445,962,801,708,736,965,203,11494,77,60,107,101,71,90,60,137,3,715,172,156,122,80,75,118,65,95,8,895,107,231,67,55,37,26,39,63,17,648,148,261,117,90,72,65,69,102,183,1095,13825,29874,8355,3903,4776,3227,2130,3239,1063,70385,33,117,3,13,17,6,0,0,3,187,236,1938,23,25,66,11,5,4,13,2319,1822,6068,176,540,921,241,23,159,125,10091,70,230,3,14,27,9,0,8,6,377
306,3,14,0,0,0,0,0,0,0,19,54,389,3,5,3,0,0,6,0,473,348,803,53,94,76,38,37,29,21,1494,8,41,3,7,4,0,0,3,4,64,103,383,26,58,28,9,6,13,3,622,66,84,7,16,13,4,6,7,0,207,1160,3400,544,684,347,242,201,359,82,7025,7,10,7,13,0,0,3,3,0,34,404,493,354,249,99,81,119,114,21,1933,727,546,669,695,260,154,210,270,55,3587,2414,778,9147,1331,655,819,2026,2177,372,19731,86,52,173,109,41,94,114,255,8,934,134,86,142,118,41,76,126,146,14,885,58,64,49,30,10,8,31,53,13,317,150,111,188,105,33,72,142,266,184,1254,5708,7246,11382,3521,1613,1602,3014,3713,786,38581,4,56,0,3,0,0,0,0,0,68,42,333,11,9,16,4,0,0,4,412,319,1536,42,180,189,60,8,60,26,2414,14,89,3,6,3,3,0,0,0,127
307,0,3,0,0,0,0,0,0,0,3,18,37,0,0,3,0,0,0,0,56,114,161,13,9,18,0,6,28,9,355,0,11,0,0,0,0,0,0,0,21,50,104,8,11,8,7,10,5,3,214,20,19,3,9,5,0,0,3,0,64,679,976,163,119,75,55,71,227,25,2390,0,0,0,4,0,0,0,7,0,11,279,108,95,61,33,21,43,58,17,705,443,139,206,162,71,76,109,123,30,1362,1719,210,4226,277,232,343,1318,1311,204,9833,94,9,70,27,12,40,80,153,5,497,165,27,59,26,11,28,99,94,6,516,31,14,27,4,3,3,23,19,0,125,123,16,79,23,17,22,99,160,81,627,3743,1843,4953,733,490,607,1857,2177,379,16788,3,19,0,0,0,0,0,0,0,23,14,58,0,0,0,0,0,0,0,69,109,410,9,20,38,7,0,18,4,612,4,22,0,3,4,0,0,0,0,35
