SA4_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
302,1930,2192,4122,1167,1699,2864,18,19,39,5,0,5,213,208,426,33908,28456,62364,1618,2764,4382,560,11,575,783,99,886,644,132,779,379,161,536,899,974,1863,42125,36728,78852,258,293,553,0,0,0,0,0,0,417,424,842,67,90,156,82,37,115,822,839,1662,10,3,10,0,0,0,68,125,194,36,93,131,23,33,54,132,254,391,366,213,578,1321,1309,2630,77,143,222,18,23,46,22,6,25,118,171,290,10440,11901,22338,5191,8554,13742,235,158,393,59436,58821,118257
303,1235,1240,2470,4598,6318,10912,38,27,65,0,6,8,363,392,761,56979,44821,101798,2736,5140,7880,798,15,811,1090,158,1241,1409,462,1874,596,260,860,1449,1774,3226,71287,60608,131898,340,371,710,0,0,4,7,4,10,238,196,436,38,64,100,49,32,83,678,659,1339,15,9,19,0,0,0,338,395,729,130,341,470,125,96,228,603,847,1444,692,453,1148,1980,1957,3936,184,180,363,77,96,171,28,10,38,282,288,567,17407,18652,36051,7352,12319,19673,391,312,703,98698,94128,192826
304,1507,1392,2904,1164,1231,2395,67,46,111,3,0,8,78,81,161,22995,20329,43319,1041,1808,2850,252,3,262,568,66,632,944,264,1213,259,152,411,1043,861,1903,29926,26234,56157,271,244,516,0,0,0,3,0,4,239,225,465,47,71,116,54,27,77,611,567,1178,25,15,49,0,0,0,79,91,174,28,92,115,32,27,61,161,227,391,326,152,480,1102,955,2053,101,97,199,32,15,50,19,0,24,153,116,271,13277,12880,26155,4601,7558,12159,153,121,270,49208,47854,97063
305,2478,2380,4863,4118,5546,9670,547,546,1093,6,14,16,589,669,1262,35965,29644,65606,1944,3680,5628,264,10,272,1489,291,1781,2601,944,3544,921,453,1377,6591,6542,13136,57519,50727,108248,424,546,969,4,4,9,8,0,8,139,153,293,37,72,108,110,57,167,717,837,1551,89,143,229,0,0,6,83,101,189,72,182,261,134,151,289,386,589,976,592,391,985,1697,1817,3516,177,213,387,73,93,169,35,22,59,282,327,609,21571,22341,43907,7293,11462,18760,307,267,581,88677,86940,175617
306,12,5,13,843,650,1490,25,16,47,3,0,7,129,140,272,35102,33019,68112,2785,3532,6316,768,23,792,593,109,704,829,359,1192,863,317,1180,1964,1786,3756,43916,39960,83876,0,0,0,0,0,0,0,0,0,11,4,17,0,0,0,6,0,0,15,5,20,3,3,8,0,0,0,32,18,54,41,87,131,44,18,66,127,129,252,503,298,798,641,433,1074,0,3,5,45,31,75,46,13,55,89,47,133,5368,7468,12838,7397,9550,16949,449,352,794,57860,57810,115668
307,3,3,5,195,98,298,6,0,6,0,0,0,37,37,73,18930,16977,35900,1473,1432,2905,796,30,828,230,34,272,205,49,256,345,136,481,1583,1369,2952,23804,20170,43976,3,0,4,0,0,0,0,0,0,0,9,13,0,0,0,5,4,4,10,11,19,0,0,0,0,0,0,18,3,21,7,4,14,5,0,5,30,9,39,256,109,366,300,132,428,0,0,0,11,0,7,24,10,35,37,10,48,3433,3527,6962,1968,2942,4911,311,233,543,29853,27014,56863
308,8,4,11,1057,313,1374,73,19,86,6,0,7,107,151,256,36345,33279,69633,2879,3094,5979,809,24,838,529,54,577,359,117,475,420,198,620,1562,1553,3111,44162,38802,82964,0,0,0,0,0,0,0,0,0,10,11,19,0,0,4,3,0,3,12,14,28,69,8,77,0,0,0,169,33,201,18,13,32,11,6,19,267,63,329,663,305,969,942,384,1327,4,0,6,181,27,207,32,9,45,217,40,260,2849,4088,6939,6191,6304,12491,345,269,614,54707,49892,104599
309,895,781,1676,815,1148,1965,47,25,73,633,1011,1640,287,333,625,104061,92012,196074,5201,7003,12204,2042,47,2089,1555,204,1760,1401,599,2004,1185,542,1727,3021,3389,6411,121153,107088,228238,185,202,386,0,0,0,48,62,107,326,253,579,45,58,109,62,22,84,674,595,1265,12,0,7,176,292,471,57,45,102,45,111,155,48,41,94,333,495,830,1247,960,2203,2254,2050,4303,209,240,450,80,109,193,58,32,90,348,387,736,18865,24652,43517,13122,21076,34198,741,713,1461,156485,155962,312444
310,1367,1649,3022,430,548,982,12,6,19,7,0,10,192,202,393,56671,46544,103218,3594,4656,8252,1515,53,1566,981,77,1051,270,69,337,546,254,800,898,942,1845,66490,55001,121491,202,271,475,0,0,0,0,0,0,446,518,965,81,144,220,82,34,118,811,971,1781,7,3,8,0,0,0,56,53,108,36,72,104,14,19,37,117,142,264,674,392,1071,1602,1509,3111,144,195,334,18,24,45,33,14,45,191,233,423,8482,11325,19803,6708,10380,17091,479,398,878,83952,78847,162797
311,477,562,1034,800,1214,2015,13,7,25,0,4,11,191,185,378,58886,45710,104600,3631,4134,7770,2123,66,2191,908,64,974,196,44,245,512,236,749,709,752,1459,68456,52990,121446,81,151,235,0,0,0,12,14,25,179,189,375,39,61,97,46,33,78,360,450,810,5,0,5,0,0,0,176,285,466,56,121,183,27,28,55,270,438,705,696,382,1079,1325,1269,2591,102,127,229,27,38,58,32,12,48,160,173,335,6505,10421,16921,5899,9426,15327,430,357,786,82776,74628,157407
312,14,6,16,1061,476,1536,85,45,127,0,0,0,89,89,179,31084,27488,58581,2362,2432,4799,601,25,628,389,56,441,346,128,476,483,290,772,1562,1673,3239,38079,32711,70790,0,0,0,0,0,0,3,0,3,8,3,15,0,0,0,0,0,0,16,3,13,3,0,3,0,0,0,103,20,125,21,25,51,15,11,32,148,59,207,417,217,638,576,282,858,9,0,14,28,12,36,38,10,46,72,25,97,1960,3184,5145,5076,5031,10104,297,259,553,46057,41492,87547
313,829,880,1710,246,249,497,14,5,18,6,4,6,86,107,192,36635,32350,68983,2495,3045,5540,1429,39,1469,724,67,791,267,95,364,455,191,646,819,927,1746,44003,37965,81970,144,155,301,0,0,0,0,0,0,292,318,609,50,64,118,67,23,89,554,557,1115,4,0,4,0,0,0,22,28,46,14,31,47,12,11,25,53,66,121,468,222,690,1080,847,1924,95,89,184,22,11,31,18,5,23,128,109,238,5413,7844,13257,5233,7742,12974,304,276,582,56160,54794,110957
314,1479,1584,3061,226,245,469,9,8,15,7,0,3,113,96,208,34957,30296,65248,1755,2441,4197,822,15,831,844,67,908,215,60,271,351,163,512,440,505,941,41214,35465,76676,155,184,340,0,0,0,0,0,0,491,475,963,76,112,186,106,33,138,831,806,1632,3,0,3,0,0,0,34,46,81,20,36,54,15,10,33,74,98,168,355,187,545,1257,1088,2346,83,117,200,11,10,21,18,8,28,113,135,246,8507,10110,18612,4920,7965,12881,176,168,342,56174,54929,111110
315,4,0,3,240,89,327,44,39,83,3,0,3,34,54,89,9762,8751,18509,1047,1252,2297,285,17,303,193,25,219,216,119,338,455,203,660,2049,2320,4373,14338,12867,27206,0,0,0,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,8,4,6,24,14,39,0,0,0,10,0,16,6,9,12,22,3,24,61,33,94,195,127,320,262,156,422,0,0,0,53,19,69,24,21,42,78,33,112,1509,1568,3080,1363,1406,2764,325,243,566,17871,16280,34149
316,191,130,317,647,667,1307,27,9,32,0,0,0,97,108,203,59012,55163,114179,3135,4042,7180,1405,34,1444,828,98,925,931,453,1387,857,316,1175,1774,2048,3820,68909,63059,131971,21,28,46,0,0,0,0,0,0,110,72,181,17,9,17,14,9,17,158,109,274,11,0,5,0,0,0,38,26,65,46,87,131,33,25,56,122,140,261,648,325,971,935,575,1507,21,19,45,47,18,65,34,15,54,104,57,158,12157,15842,27997,8749,13220,21966,486,452,939,91336,93204,184539
317,9,6,17,145,156,297,3,3,6,0,0,4,149,181,335,27488,25251,52743,1938,2629,4566,613,15,625,362,32,390,285,84,373,244,115,360,960,791,1749,32203,29267,61464,3,3,10,0,0,0,0,0,0,9,6,13,0,0,0,0,0,0,17,12,29,5,0,5,0,0,0,24,11,34,6,21,30,16,14,26,47,46,90,306,192,495,367,243,611,5,3,7,12,9,23,15,4,21,30,20,48,2299,3220,5522,2845,4629,7474,147,158,311,37890,37539,75433
318,11,0,14,731,384,1109,41,16,51,0,0,3,118,145,265,39114,38490,77601,2588,3419,6009,903,36,935,892,105,997,753,262,1011,770,238,1003,1686,1362,3053,47599,44456,92053,0,0,0,0,0,0,0,0,0,3,5,11,5,0,5,0,0,0,5,9,18,4,9,12,0,0,0,65,21,84,17,40,63,40,26,68,128,99,229,604,367,968,744,467,1214,0,4,3,36,23,55,51,26,73,89,52,132,2575,3625,6202,4833,6478,11311,327,242,574,56172,55324,111495
319,15,10,29,461,199,658,21,10,36,4,0,4,81,96,179,38492,38083,76573,3024,3621,6639,1207,41,1248,616,62,674,434,149,584,484,196,675,1699,1638,3340,46525,44109,90638,4,0,3,0,0,0,0,0,0,11,8,14,0,0,0,3,0,5,11,13,22,7,0,8,0,0,0,45,15,63,13,20,32,16,9,17,87,42,124,426,250,677,528,303,825,7,4,13,16,8,24,24,8,32,49,15,68,3982,5006,8982,5090,6805,11892,473,429,904,56646,56675,113315
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29
