LGA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA52520,11,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,39,0,0,0,39,8,0,43,8,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,15,0,0,15,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,6,0,0,0,6,0,0,7
LGA52590,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,6,4,0,47,5,0,5,49,3,0,49,9,0,0,0,9,0,0,0,9,0,0,9,4,0,0,0,4,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,15,0,0,0,13,0,0,0,15,0,0,15,7,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,24,0,0,0,20,0,0,20,9,0,0,0,9,0,0,0,9,0,0,12,3,0,0,0,8,0,0,0,11,0,0,11
LGA52660,50,0,0,0,51,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,301,36,13,7,359,4,3,6,370,7,0,376,80,0,6,0,89,0,0,0,89,6,0,92,106,11,0,0,121,0,0,0,120,3,0,122,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,3,185,15,3,5,206,0,0,0,211,10,0,219,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,5,0,3,4,0,0,0,4,0,0,0,4,5,0,3,195,15,3,5,210,0,0,0,212,5,0,219,39,4,0,6,46,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3,229,15,6,5,255,0,0,3,261,5,0,270,91,5,7,0,96,0,0,0,96,0,0,94,115,12,5,0,129,3,0,3,132,3,0,137
LGA52730,12,0,0,0,16,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,96,37,4,0,148,3,0,3,146,14,0,158,27,4,0,0,29,0,0,0,32,0,0,32,25,17,0,0,44,0,0,0,44,6,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,24,0,0,77,0,0,0,79,10,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,57,23,0,0,80,0,0,0,83,10,0,94,4,0,0,0,4,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,56,30,0,0,84,0,0,5,86,10,0,102,30,5,0,3,39,0,0,0,39,0,0,43,37,13,0,0,59,0,0,0,59,0,0,59
LGA52800,17,0,0,3,24,51,0,76,0,0,0,0,0,0,0,0,0,0,0,0,56,21,3,0,80,5,5,7,87,59,0,154,16,4,0,0,15,0,0,0,15,3,0,20,4,3,0,0,14,0,0,0,12,0,0,11,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,32,0,0,0,37,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,22,9,0,0,32,0,0,0,35,6,0,40,3,3,0,0,5,0,0,0,10,38,0,53,0,0,0,0,0,0,0,0,0,0,3,3,24,10,0,0,41,4,0,3,46,49,4,96,10,0,0,0,14,0,0,0,14,0,0,14,0,4,0,0,4,0,0,0,4,0,0,3
LGA52870,34,0,0,0,34,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,109,7,11,8,137,0,0,3,143,3,0,142,23,3,3,0,27,0,0,0,30,3,0,31,29,4,5,0,36,0,0,0,35,0,0,34,5,4,0,0,6,0,0,0,6,0,0,6,0,0,0,4,4,0,0,0,4,0,0,3,53,10,6,4,68,0,0,0,75,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,54,10,6,4,77,0,0,0,77,3,0,77,20,0,0,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,75,5,4,3,96,0,0,0,94,3,0,99,32,4,0,0,34,0,0,0,34,0,0,32,30,3,0,0,39,0,0,0,39,4,0,39
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,17,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,0,10,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,28,0,0,0,28,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,211,21,0,0,237,0,0,0,236,9,0,247,68,8,0,0,76,0,0,0,76,5,0,79,70,3,0,0,75,3,0,3,78,0,0,79,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,132,14,0,7,153,3,0,3,154,5,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,14,0,7,153,3,0,3,154,5,0,158,15,0,0,0,21,0,0,0,21,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,149,12,6,7,168,3,0,3,171,8,0,176,78,11,0,0,87,0,0,0,91,4,0,97,83,7,0,0,91,0,0,0,91,0,0,92
LGA53220,31,0,0,0,32,21,0,52,0,0,0,0,0,0,0,0,0,0,0,0,130,11,10,0,155,0,0,0,155,30,0,186,38,0,0,0,44,0,0,0,44,0,0,44,17,3,0,0,19,0,0,0,19,4,0,25,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,0,62,0,0,0,66,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,4,54,6,0,0,62,0,0,3,62,7,0,67,10,0,0,0,13,0,0,0,16,13,0,25,0,0,0,0,0,0,0,0,0,0,3,3,67,6,0,0,75,0,0,4,78,16,3,100,37,0,0,0,37,0,0,0,37,0,0,37,14,3,0,0,19,0,0,0,19,0,0,19
LGA53290,46,3,6,10,53,7,0,56,0,0,0,0,0,0,0,0,0,0,0,0,284,18,9,5,315,3,7,7,324,16,0,340,79,9,0,0,88,0,0,0,92,3,0,94,81,11,0,0,94,0,0,0,101,0,0,95,0,0,5,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,3,164,21,5,4,193,4,0,4,197,6,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,163,21,5,4,194,4,0,4,196,3,0,205,28,0,0,0,32,0,0,0,34,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,196,25,10,7,231,4,0,7,235,10,0,242,71,3,3,3,81,0,0,0,79,6,0,84,82,11,5,0,100,0,0,0,100,0,0,100
LGA53360,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,46,3,9,0,58,0,0,0,57,6,0,66,13,0,0,0,18,0,0,0,18,0,0,21,9,4,4,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,32,0,0,0,32,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,32,0,0,0,32,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,34,0,0,0,34,4,0,36,14,3,3,0,26,0,0,0,26,0,0,26,12,7,0,0,16,0,0,0,16,0,0,16
LGA53430,65,5,0,5,70,13,0,84,3,0,0,0,3,0,0,0,3,0,0,7,403,85,4,0,498,8,4,10,514,29,4,541,110,18,0,0,132,4,3,4,135,7,0,142,152,25,5,5,186,0,0,0,187,3,0,190,7,0,3,0,9,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,265,42,7,3,320,0,3,7,331,11,0,340,6,0,0,0,6,0,0,0,8,0,0,8,5,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,5,0,0,0,7,0,0,7,275,42,4,3,329,3,3,9,338,11,0,347,33,9,3,0,46,0,0,0,43,11,0,49,3,0,0,0,3,0,0,0,3,0,3,0,314,51,12,3,374,3,3,9,387,21,4,406,142,35,0,3,179,4,3,8,188,10,0,201,177,27,3,0,209,0,5,5,209,4,0,217
LGA53570,13,6,0,6,14,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,74,12,9,3,102,4,0,4,105,7,0,116,26,4,0,0,29,0,0,0,30,0,0,30,22,6,0,0,25,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,5,0,56,0,0,0,57,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,10,5,0,56,0,0,0,57,0,0,60,10,0,0,0,10,0,0,0,10,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,49,11,5,0,68,0,0,0,65,9,0,76,35,4,0,0,44,0,0,0,41,0,0,41,17,8,0,0,23,0,0,0,23,0,0,27
LGA53640,5,0,0,0,11,6,0,9,3,0,0,0,3,0,0,0,7,0,0,7,27,4,0,0,30,0,0,0,30,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,3,3,9,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,28,0,0,0,28,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,11,0,0,0,11,0,0,11,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,13,0,0,0,13,0,0,13,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,967,33,11,39,1007,165,3,1173,0,5,0,7,15,0,0,0,15,0,18,29,2739,459,61,61,3319,85,24,111,3432,286,31,3750,552,57,11,0,629,19,0,17,645,35,0,685,604,104,16,3,720,8,0,6,731,43,0,771,20,4,6,0,28,0,0,0,29,0,0,25,3,3,0,14,17,0,0,4,24,0,5,25,1184,162,35,19,1395,27,0,31,1425,82,4,1511,13,6,0,0,28,5,0,12,33,4,0,35,40,7,0,0,45,4,0,5,51,4,0,52,58,13,0,0,73,12,3,11,85,7,0,93,1236,178,35,18,1470,40,6,43,1510,85,4,1603,400,96,14,12,513,26,4,30,548,124,0,677,4,0,0,3,8,0,0,0,10,4,9,23,1641,270,43,31,1991,66,14,75,2066,215,13,2294,744,81,14,5,841,15,0,14,854,59,0,913,817,122,13,8,969,9,4,14,978,50,3,1035
LGA53800,108,4,0,6,120,30,0,149,0,0,0,0,0,0,0,0,0,0,0,4,706,98,17,11,830,21,8,23,852,71,0,922,190,15,7,0,221,0,0,0,223,8,0,237,201,38,14,4,255,0,0,0,257,11,0,272,9,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,404,63,21,5,487,0,0,3,489,23,0,512,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,11,3,0,0,0,6,0,0,0,11,4,0,10,406,62,21,5,490,3,0,10,498,21,0,525,45,4,0,0,55,0,0,0,55,26,0,78,0,0,0,0,0,0,0,0,0,0,0,0,449,69,18,8,545,3,0,10,555,46,3,604,271,19,9,0,298,0,0,0,299,8,0,310,204,26,20,7,254,0,0,0,254,12,0,266
LGA53920,9,3,0,6,16,30,0,42,0,0,0,0,0,0,0,0,0,0,0,0,18,12,5,0,34,15,0,20,51,30,0,87,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,5,0,5,5,0,0,9,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,0,0,9,0,9,6,5,0,8,0,3,0,0,8,9,0,9,15,7,0,17,0,0,0,0,0,3,0,3,3,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,0,7,16,24,0,39,0,0,0,0,3,0,0,0,4,4,0,3,3,3,0,0,5,0,0,0,5,0,0,4
LGA53990,126,0,0,0,124,24,0,152,0,0,0,0,0,0,0,0,0,0,0,0,698,66,29,16,814,5,4,11,820,59,0,875,193,18,3,0,217,0,0,0,220,6,0,227,211,21,6,3,239,0,0,0,241,7,0,247,6,0,0,0,14,0,0,0,14,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,416,40,14,7,470,3,0,3,472,19,0,487,6,0,0,0,6,0,0,0,6,0,0,4,9,0,0,0,9,0,3,7,11,0,0,11,15,0,0,0,15,0,3,7,16,0,0,17,429,40,14,7,486,6,3,8,489,16,0,505,71,7,0,3,81,0,0,5,83,14,0,95,0,0,0,0,0,0,0,0,0,0,0,0,500,48,18,7,563,4,3,7,571,34,0,606,241,19,0,3,261,0,0,0,269,10,0,278,251,27,8,0,284,3,0,3,287,0,0,285
LGA54060,12,0,0,0,12,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,59,10,4,0,75,0,0,0,75,6,0,73,22,0,0,0,23,0,0,0,23,0,0,23,21,0,0,0,21,0,0,0,21,0,0,23,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,52,0,0,0,52,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,54,0,0,0,54,3,0,49,8,3,0,0,6,0,0,0,6,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,57,0,0,0,57,7,0,63,17,0,0,0,17,0,0,0,17,0,0,17,20,7,0,0,24,0,0,0,24,0,0,24
LGA54130,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,39,0,0,0,39,0,0,41,5,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,11,0,0,10,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,630,13,0,18,643,57,0,708,8,0,0,6,8,0,0,0,8,0,6,24,4268,385,105,36,4789,61,10,70,4863,177,21,5058,1059,119,18,0,1192,17,0,17,1209,41,5,1253,1365,163,32,5,1567,12,0,14,1579,33,0,1614,28,5,3,0,32,0,0,0,32,0,0,38,7,0,0,6,15,0,0,0,16,0,0,22,2456,283,50,12,2803,30,0,32,2840,75,8,2925,7,0,0,0,10,5,0,5,16,0,0,18,40,0,0,0,43,3,0,3,48,3,0,53,50,7,3,0,57,4,0,4,65,6,0,75,2512,292,55,12,2862,38,0,39,2907,82,8,2994,344,28,10,7,388,6,0,8,396,42,0,435,0,0,0,5,7,0,0,0,7,0,12,17,2857,318,62,22,3258,40,3,48,3310,120,20,3448,1434,122,31,12,1604,31,4,34,1635,64,4,1702,1644,190,35,10,1875,28,0,28,1906,57,3,1964
LGA54200,267,8,0,13,280,28,0,309,0,0,0,0,3,0,0,0,3,0,5,11,1369,165,45,21,1607,17,6,25,1630,65,6,1700,308,36,9,3,352,6,4,11,361,19,0,381,441,31,15,3,486,3,0,3,493,10,0,507,20,4,3,0,25,0,0,0,25,0,0,28,3,0,0,3,8,0,0,0,8,0,0,11,774,72,24,10,878,11,4,10,889,34,3,924,4,0,0,0,4,0,0,0,4,0,0,4,5,0,0,0,6,0,0,0,6,0,0,10,13,0,0,0,11,0,0,0,11,0,0,13,784,75,24,8,886,11,4,10,899,30,3,933,146,10,6,3,161,5,0,9,173,23,0,193,0,0,0,4,4,0,0,0,4,0,5,6,919,84,30,19,1056,19,6,23,1071,56,6,1142,432,38,9,6,483,4,4,6,490,23,0,512,495,43,9,5,548,0,0,0,555,14,0,565
