LGA_CODE_2021,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
LGA35780,100,8,0,117,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,3,7,3,0,5,72,23,6,0,101,4,3,8,106,15,0,122,12,5,3,4,30,0,0,6,33,26,0,61,0,0,0,0,0,0,0,0,0,0,3,3,85,24,7,6,128,7,0,17,136,39,6,185,23,0,0,0,24,0,0,0,24,9,0,32,10,4,0,0,18,0,0,0,17,3,0,26,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,9,0,0,47,0,3,3,48,8,0,59,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,4,0,0,0,0,6,0,5,36,9,0,0,47,0,3,4,53,15,0,63,11,3,0,3
LGA35790,25,11,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,25,0,0,0,30,11,0,36,3,10,0,0,12,3,0,3,18,58,0,73,4,0,0,0,4,0,0,0,4,6,4,9,15,19,0,0,41,9,0,9,45,68,4,118,4,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,6,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,4,4,0,0,4,7,0,0,0,6,4,0,4,8,3,0,15,3,3,0,0
LGA35800,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,6,40,0,0,0,42,0,0,42,3,3,0,0,12,0,0,0,12,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,6,51,0,0,0,50,8,0,63,18,0,0,0,17,0,0,0,17,0,0,17,3,0,3,0,8,0,0,0,8,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,0,3,0,20,0,0,0,24,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,20,0,0,0,24,5,0,24,4,0,0,0
LGA36070,5,0,0,5,0,3,0,0,4,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,10,4,4,0,0,12,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,18,0,0,0,23,6,0,25,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,7,0,0,0,0,3,4,0,4,8,0,0,8,0,0,0,0
LGA36150,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,20,4,0,20,3,0,0,0,3,0,0,0,3,3,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,3,0,11,4,0,0,0
LGA36250,5517,198,24,5733,30,3,4,0,38,11,0,11,49,0,0,50,80,8,3,0,89,8,0,8,96,5,0,97,105,10,4,0,123,15,0,15,139,5,0,150,4749,613,177,52,5588,62,13,71,5656,203,24,5880,801,147,51,21,1011,18,5,20,1034,101,3,1141,7,0,3,7,22,0,0,0,22,0,18,35,5556,761,224,75,6619,76,20,93,6711,307,38,7054,1520,161,55,6,1751,14,5,21,1768,68,0,1840,1490,206,38,5,1743,11,0,11,1748,52,3,1805,189,27,29,0,237,0,0,0,241,8,0,246,17,0,0,16,34,0,0,0,34,3,0,35,3213,398,121,26,3762,22,5,29,3786,134,6,3928,15,0,0,0,20,11,0,11,28,6,0,34,48,7,4,0,58,0,0,0,58,4,0,62,62,7,3,0,69,10,0,13,88,6,0,88,3273,407,126,29,3831,37,6,41,3874,141,6,4022,444,69,18,16
LGA36300,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,36,0,0,0,36,0,0,36,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,38,0,0,0,38,0,0,38,6,0,0,0,6,0,0,0,6,0,0,8,10,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,19,4,0,0,0
LGA36370,2500,100,15,2606,21,0,0,0,21,6,5,5,28,4,0,33,39,6,3,0,56,0,0,0,54,3,0,54,59,6,3,0,76,5,5,10,84,11,0,91,2204,221,89,24,2546,30,6,38,2584,102,15,2694,454,91,17,23,589,16,0,18,610,89,3,701,3,0,0,0,7,0,0,0,7,0,18,27,2661,319,107,57,3142,52,5,55,3200,192,37,3433,599,65,21,10,696,7,5,3,703,32,4,737,657,63,21,5,747,11,4,14,758,30,0,791,30,4,11,0,41,0,0,0,44,4,0,47,8,0,0,16,19,0,0,0,22,3,6,25,1290,133,54,31,1496,17,6,21,1523,63,8,1594,9,0,0,0,12,8,0,4,21,4,0,24,12,9,0,0,21,0,0,0,19,0,0,20,24,6,0,0,32,8,0,9,37,3,0,44,1310,136,55,31,1532,24,8,34,1560,74,8,1639,180,46,15,9
LGA36510,1201,47,6,1256,7,0,0,0,7,0,0,4,9,0,0,9,5,4,0,0,10,0,0,0,10,0,0,13,12,4,0,0,20,0,0,4,18,0,0,23,975,160,47,23,1205,11,4,13,1217,50,4,1277,291,60,20,5,373,8,4,12,387,83,0,470,4,0,0,0,3,0,0,0,3,0,7,10,1270,220,61,33,1584,23,7,28,1610,135,12,1762,291,48,14,0,348,3,0,3,354,25,0,381,339,56,11,5,412,5,3,9,421,13,0,432,42,4,10,0,62,0,0,0,62,4,0,64,4,0,0,12,19,0,0,0,19,0,0,19,679,108,30,16,840,4,3,10,845,46,0,894,8,6,0,0,11,4,0,5,18,3,0,16,11,0,0,0,14,0,0,0,14,0,0,14,21,8,0,0,25,4,0,5,32,3,0,33,696,116,30,16,863,12,3,19,877,49,0,926,164,24,10,5
LGA36580,682,50,4,743,3,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,9,0,0,0,9,0,0,14,10,4,0,0,15,0,0,0,13,0,0,14,577,78,20,18,694,4,0,5,700,58,5,763,150,39,20,14,224,5,0,7,226,69,0,299,4,0,0,0,5,0,0,0,5,0,3,9,731,116,38,35,918,12,4,15,934,117,9,1061,194,14,8,0,210,0,0,0,210,19,0,235,164,40,5,0,211,3,0,5,216,21,0,233,31,8,3,0,37,0,0,0,37,0,0,43,0,0,0,12,17,0,0,0,17,0,0,15,386,54,20,14,476,3,0,5,475,42,0,521,4,0,0,0,6,0,0,0,6,0,0,9,12,0,0,0,15,0,0,0,10,0,0,10,11,0,0,0,17,0,0,4,19,0,0,22,402,54,20,16,492,8,0,8,499,45,0,542,85,19,7,3
LGA36630,688,61,6,756,3,4,0,0,3,0,0,0,3,5,0,9,7,0,0,0,7,4,0,4,7,0,0,7,9,4,0,0,13,4,0,4,11,5,0,14,578,78,27,9,689,12,3,16,710,64,6,778,164,27,18,4,212,17,3,17,230,94,0,326,0,0,0,0,0,0,0,0,0,0,10,12,747,104,42,12,903,24,10,35,933,162,10,1113,191,15,0,0,210,0,0,0,210,20,0,235,221,26,10,7,263,3,0,8,272,29,0,294,5,6,8,0,18,0,0,0,18,0,0,18,0,0,0,5,5,0,0,0,5,0,0,5,425,45,12,13,493,7,0,10,504,46,0,550,5,6,0,0,5,4,0,4,7,3,0,10,7,0,0,0,7,0,0,0,8,0,0,8,10,5,0,0,16,4,0,3,18,3,0,21,434,49,12,12,505,9,0,13,518,48,0,569,77,21,11,5
LGA36660,918,55,4,975,10,0,0,0,11,0,0,0,9,0,0,13,11,0,0,3,11,0,0,0,11,0,0,11,16,0,0,3,23,0,0,0,25,0,0,21,747,139,22,16,926,9,7,15,941,57,4,996,185,54,16,0,257,5,5,13,269,56,3,325,7,0,5,3,10,0,0,0,10,0,4,14,941,194,43,18,1198,14,12,24,1221,109,9,1342,223,32,3,0,251,0,0,0,255,15,0,270,297,53,4,0,357,0,0,0,357,13,0,369,6,3,5,0,13,0,0,0,13,0,0,15,6,0,0,5,9,0,0,0,9,0,0,11,529,85,12,5,631,0,0,5,633,31,0,665,0,0,0,0,0,0,0,0,0,3,0,5,11,0,0,0,10,0,0,0,10,0,0,10,11,0,0,0,13,0,0,0,13,3,0,16,543,85,17,5,642,0,0,5,645,36,0,682,106,22,10,0
LGA36720,11151,415,23,11592,52,13,0,0,66,4,0,4,72,19,5,92,183,30,5,6,225,14,5,17,239,24,0,264,234,41,7,6,294,20,5,18,315,42,5,354,8998,1721,430,151,11307,117,42,156,11464,459,30,11950,1774,305,97,41,2219,49,19,67,2279,294,9,2581,29,4,4,12,48,0,0,0,49,6,56,108,10805,2033,531,207,13572,168,59,224,13788,762,90,14640,2248,379,90,15,2732,46,6,54,2789,153,6,2945,3080,650,119,22,3873,28,13,39,3913,177,3,4093,322,96,58,7,480,6,4,12,494,15,0,506,31,9,0,44,84,0,0,0,84,4,12,101,5687,1130,265,83,7170,79,26,103,7275,346,24,7648,29,10,0,0,39,7,0,6,49,8,0,53,96,24,3,3,126,8,3,10,140,10,0,144,124,32,3,3,161,14,3,20,182,16,0,202,5816,1161,274,86,7332,94,28,123,7459,365,28,7846,897,171,59,24
LGA36820,675,25,5,709,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,0,5,0,0,0,5,0,0,5,4,3,0,0,9,0,0,0,9,4,0,11,552,80,18,21,670,9,0,9,685,28,5,715,111,28,8,4,148,4,3,6,159,39,0,195,0,0,0,0,0,0,0,0,0,0,9,9,659,109,22,28,821,15,3,25,845,66,13,918,162,12,0,3,182,3,0,4,187,10,0,198,211,39,3,6,263,0,0,3,267,11,0,282,0,0,6,0,6,0,0,0,6,0,0,6,0,0,0,4,3,0,0,0,3,0,0,3,381,51,11,14,452,6,7,8,461,28,0,487,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,6,0,0,0,6,0,0,6,383,51,11,14,458,6,7,8,466,28,0,492,50,21,3,9
LGA36910,5459,194,4,5652,32,8,0,4,40,12,3,14,58,8,0,65,82,12,0,4,100,5,3,13,108,0,0,113,116,23,0,3,140,22,4,24,168,12,0,176,4700,658,113,70,5535,71,16,88,5619,202,4,5826,1096,214,45,35,1388,47,40,88,1473,351,5,1833,3,5,4,8,18,0,0,0,18,7,18,47,5802,878,159,105,6946,115,57,171,7116,563,29,7709,1360,157,18,10,1545,16,3,23,1563,65,4,1629,1649,197,39,15,1896,23,5,23,1921,67,0,1991,62,10,7,0,78,0,0,0,79,4,0,89,20,0,0,12,39,0,0,0,39,6,6,45,3091,365,67,31,3556,40,3,44,3601,140,3,3749,19,0,0,6,24,10,0,10,30,3,0,35,40,10,0,0,55,4,4,8,60,0,0,66,66,11,0,0,77,12,4,20,92,6,0,102,3159,374,71,39,3638,50,9,64,3695,150,3,3849,547,104,17,20
LGA36950,129,9,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,27,0,4,131,4,0,4,129,11,0,139,14,4,0,0,21,0,0,0,26,11,0,34,0,0,0,0,0,0,0,0,0,0,0,3,104,26,0,10,148,4,0,4,154,19,0,178,40,11,0,0,53,0,0,5,56,0,0,51,8,4,3,0,18,0,0,0,18,3,0,23,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,49,21,4,9,80,0,0,5,81,3,0,84,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,49,21,4,9,80,0,0,4,81,10,0,89,8,0,0,4
LGA36960,100,28,3,131,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,10,74,31,0,0,102,0,0,0,103,32,3,143,32,10,4,4,49,10,0,7,58,91,0,145,0,0,0,0,0,0,0,0,0,0,0,0,102,38,6,0,148,11,0,10,161,120,4,288,20,0,0,0,24,0,0,0,24,11,0,30,13,16,0,0,22,0,0,0,19,5,0,31,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,17,0,0,52,0,0,0,48,15,0,59,0,3,0,0,3,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,8,31,15,0,0,52,0,0,0,54,15,0,67,14,6,5,0
LGA37010,6015,323,17,6351,36,3,0,3,44,8,0,10,55,15,0,67,60,10,0,3,73,9,4,14,89,11,0,104,97,15,0,4,117,17,8,23,145,25,0,171,5212,617,142,81,6049,76,30,108,6161,347,18,6520,956,167,31,28,1177,42,17,60,1235,259,4,1496,10,0,3,7,21,0,0,0,21,0,20,37,6177,780,184,110,7250,123,45,167,7412,607,41,8055,1732,162,29,9,1936,21,6,32,1965,115,3,2086,1368,158,28,12,1565,16,10,26,1597,80,0,1679,66,8,11,0,89,3,0,3,90,7,0,97,16,5,0,10,28,0,0,0,29,9,0,44,3180,334,69,38,3626,45,16,62,3684,208,4,3906,20,0,0,0,24,4,3,6,30,11,0,36,35,6,0,0,37,4,0,7,47,8,0,48,50,6,5,0,61,12,3,13,74,16,0,90,3233,337,72,43,3682,60,22,79,3761,226,10,3996,428,68,15,16
LGA37300,193,7,0,197,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,170,16,5,4,195,4,0,0,197,7,0,200,36,3,8,0,39,0,0,0,46,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,203,18,15,7,239,4,4,8,239,8,0,251,63,3,0,0,62,0,0,0,62,0,0,66,30,4,0,0,33,0,0,0,33,0,0,33,0,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,3,0,0,4,92,5,3,0,108,0,0,0,108,5,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5,3,0,108,0,0,0,108,5,0,107,12,0,0,5
LGA37310,1068,53,0,1120,3,0,0,0,3,0,0,0,6,6,0,15,10,6,0,0,21,3,7,8,24,4,0,27,13,6,0,0,22,3,7,12,29,3,0,37,951,71,39,18,1076,17,7,16,1102,55,3,1156,239,36,12,5,303,4,0,4,300,77,5,378,0,0,0,0,3,0,0,0,3,0,3,12,1197,108,57,20,1382,16,7,24,1407,134,9,1546,266,13,10,0,295,0,3,0,297,16,4,317,339,31,10,5,381,0,0,0,382,17,0,403,15,3,0,0,19,0,0,0,19,0,0,18,0,0,0,3,6,0,0,0,6,0,0,6,626,47,18,4,698,4,3,3,704,34,4,739,6,0,0,0,6,0,0,0,10,5,0,14,7,0,0,0,11,0,5,4,15,4,0,15,18,0,0,0,20,0,5,5,24,13,0,37,642,49,18,4,716,8,5,12,725,45,4,769,88,17,8,5
LGA37340,1041,40,9,1085,10,0,0,0,14,0,0,0,12,0,0,12,19,0,0,0,20,0,0,8,24,0,0,27,30,3,0,0,32,8,0,4,35,0,0,37,928,82,33,19,1061,13,0,18,1080,46,9,1125,147,23,3,9,186,9,6,11,197,48,0,246,4,0,0,3,9,0,0,0,9,0,3,7,1075,109,37,35,1258,24,12,32,1286,89,12,1387,305,22,0,5,345,4,5,7,345,19,0,367,267,34,5,3,316,0,3,6,320,15,0,332,11,0,0,0,13,0,0,0,13,6,0,19,0,0,0,8,8,0,0,0,8,0,0,4,584,59,14,18,676,8,3,10,683,36,0,717,6,5,0,0,5,0,0,0,5,0,0,5,5,0,0,0,7,0,0,0,9,0,0,8,9,0,0,0,8,0,0,0,11,0,0,16,599,65,14,18,685,9,3,11,701,35,0,734,76,11,3,5
LGA37400,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,29,0,0,0,29,0,0,29,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,32,0,0,0,34,0,0,0,34,0,5,40,17,0,0,0,17,0,0,0,17,0,0,17,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0
LGA37550,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,5,0,0,0,8,0,0,14,0,0,0,0,0,4,0,4,8,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,12,0,0,0,18,23,0,36,4,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,3,0,0,0,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,7,4,0,0,10,0,0,0,10,6,0,8,0,0,0,0
LGA37570,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,5,0,0,0,4,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,10,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,22,12,0,33,0,0,0,0,0,11,0,11,11,0,0,11,0,0,0,0,0,5,5,3,3,0,0,7,0,0,0,0,0,14,5,17,17,0,0,12,20,3,0,0,27,14,6,12,42,14,0,53,8,3,0,0,10,8,0,11,19,40,0,62,0,0,0,0,0,0,0,0,0,0,0,0,28,11,0,0,37,15,4,25,65,55,0,116,6,5,0,0,12,0,0,0,12,3,0,17,3,5,0,0,12,0,0,0,12,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,22,0,0,0,22,11,0,35,0,0,0,0,0,4,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,5,14,13,0,0,26,4,0,4,28,13,0,41,0,7,0,0
