LGA_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
LGA34860,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,149,16,0,4,172,0,0,0,176,3,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,151,16,0,4,176,0,0,3,181,3,0,185,14,0,0,0,14,0,0,0,14,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,165,16,0,7,193,0,0,3,196,10,0,209,11,0,3,0,14,0,0,0,14,0,0,14,11,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,21,0,0,0,21,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34880,4,0,0,0,9,0,0,0,9,0,0,9,5,0,0,3,3,0,0,0,3,0,0,5,276,48,10,9,339,8,0,8,346,21,0,367,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,280,52,10,9,344,7,0,4,348,21,0,373,29,9,0,0,41,0,0,0,45,7,0,52,0,0,0,0,0,0,0,0,0,0,0,0,309,58,10,10,390,7,0,7,398,33,0,427,20,4,0,0,28,5,0,5,27,4,0,28,17,0,0,0,16,0,0,0,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,45,4,0,4,51,7,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35010,381,81,74,8,535,18,0,18,551,40,0,590,26,8,3,44,73,5,0,5,79,6,3,89,6993,951,307,77,8331,125,26,148,8478,462,18,8956,64,14,0,0,79,11,0,13,90,13,0,100,116,20,6,3,136,4,5,6,145,5,3,150,177,37,9,3,216,17,4,20,236,15,3,251,7170,984,315,79,8548,135,32,168,8716,478,18,9203,1104,166,59,24,1355,32,12,43,1398,279,7,1689,13,0,0,8,20,0,0,0,20,4,17,47,8283,1151,369,112,9921,175,37,211,10132,761,40,10937,1184,143,42,5,1376,21,9,28,1405,87,0,1495,965,164,38,3,1168,11,6,25,1191,79,3,1268,107,29,32,0,179,3,0,3,177,8,0,187,5,3,0,14,19,0,0,0,19,0,0,19,2265,342,119,23,2737,41,18,54,2791,175,0,2974,19,4,0,0,29,0,0,0,31,3,0,34,21,4,0,0,22,3,0,3
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,3,0,0,0,9,0,0,0,8,0,0,8,0,0,0,0,6,0,0,0,6,0,0,6,274,6,4,0,293,0,0,0,302,9,0,309,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,280,6,4,0,299,0,0,0,301,9,0,312,36,6,0,0,43,0,0,0,42,6,0,54,0,0,0,0,0,0,0,0,0,0,3,3,315,15,4,7,344,3,0,3,345,17,3,370,19,0,0,0,19,0,0,0,19,0,0,19,16,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,36,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,42,0,0,0,42,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,42,0,0,0,42,0,0,41,6,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,49,0,0,0,49,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,12,0,0,9,0,0,0,0,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,13,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,43,10,13,0,58,0,0,0,63,8,0,71,5,6,0,6,11,0,0,0,11,0,0,11,685,171,48,9,914,11,5,18,928,89,0,1015,8,0,0,0,7,3,0,3,10,0,0,11,7,0,0,0,9,0,0,0,9,0,0,13,14,6,0,0,21,3,0,3,18,0,0,25,700,168,48,9,929,11,5,18,950,87,0,1042,87,23,4,13,127,0,0,0,126,41,0,166,0,0,0,0,4,0,0,0,4,0,0,5,791,196,59,16,1061,11,4,22,1076,130,0,1211,55,9,0,0,72,0,0,0,78,14,0,88,58,31,0,0,94,3,0,4,96,8,0,101,3,4,0,0,9,0,0,0,11,3,0,19,0,0,0,0,5,0,0,0,5,0,0,5,121,48,7,0,177,3,0,3,186,25,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,5,105,17,0,0,125,3,0,3,131,3,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,15,0,0,126,3,0,3,134,3,0,134,6,0,0,0,7,3,0,3,12,13,0,21,0,0,0,0,0,0,0,0,0,0,5,5,119,17,3,0,139,5,0,5,142,13,4,160,8,0,0,0,6,0,0,0,6,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,12,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,12,8,0,0,17,4,0,0,20,0,0,24,7,3,3,0,7,0,0,0,13,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,18,9,3,0,27,3,0,3,30,16,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,7,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,10,0,0,0,10,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,143,21,26,0,193,0,0,0,193,6,0,194,13,0,0,16,27,0,0,0,27,3,0,34,2748,320,101,25,3205,38,6,46,3245,129,4,3385,23,5,0,0,28,4,0,4,37,3,0,38,48,11,0,0,53,0,5,5,56,0,0,56,68,10,6,0,82,4,5,6,86,4,0,93,2813,335,112,29,3283,45,7,51,3335,130,4,3477,362,48,19,15,437,10,0,6,446,68,0,513,6,5,0,3,5,0,0,0,5,0,4,12,3176,383,130,42,3732,48,13,56,3791,201,11,4003,514,51,16,0,582,0,4,4,586,32,0,619,432,65,16,0,514,14,0,15,528,17,0,548,53,3,14,3,77,0,0,0,75,7,0,80,12,0,0,11,18,0,0,0,18,0,0,21,1012,124,45,9,1190,18,6,23,1211,54,5,1263,10,0,0,0,6,0,0,0,6,0,0,8,9,0,0,0,12,0,0,0
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,6,0,0,0,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,19,7,9,0,33,3,0,3,31,7,0,38,0,0,0,14,16,0,0,0,19,3,0,22,975,109,35,26,1147,22,4,23,1167,51,3,1223,0,0,0,0,4,0,3,4,9,6,0,7,9,4,0,3,14,0,0,0,20,0,0,20,11,4,0,3,20,0,3,5,26,3,0,28,986,112,39,29,1159,23,6,29,1186,55,3,1251,97,29,8,4,142,0,0,0,142,24,0,164,0,0,0,0,3,0,0,0,3,0,0,3,1091,138,46,36,1306,23,6,29,1335,80,4,1421,110,8,0,0,119,0,0,0,119,3,0,125,66,8,0,0,75,5,0,5,78,6,0,85,0,0,4,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,178,16,3,0,202,0,0,0,205,15,0,217,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
LGA36510,37,0,5,0,45,0,0,0,45,3,0,46,10,0,0,5,18,0,0,0,18,0,0,16,621,74,33,9,741,4,0,9,746,42,5,796,5,0,0,0,5,0,0,0,8,0,0,8,6,0,0,0,7,0,0,0,7,0,0,13,10,0,0,0,10,0,0,0,12,0,0,13,631,79,33,9,751,4,0,13,762,44,5,813,97,10,3,9,110,4,0,4,117,50,0,166,0,0,0,0,0,0,0,0,0,0,8,8,730,88,34,11,862,10,0,16,879,96,11,983,91,7,0,0,101,0,0,0,101,10,0,109,69,13,7,0,80,0,0,0,83,5,0,92,9,3,0,0,16,0,0,0,16,0,0,15,4,0,0,5,3,0,0,0,4,0,0,7,167,23,6,6,200,0,0,5,200,17,0,220,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA36580,20,4,6,0,27,0,0,0,27,3,0,34,0,0,0,8,5,0,0,0,5,0,0,5,325,45,22,12,395,9,0,8,405,22,0,428,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,9,0,0,0,9,0,0,12,333,45,22,12,406,9,0,8,417,28,0,439,51,12,0,3,67,4,0,4,70,24,0,96,0,0,0,0,0,0,0,0,0,0,0,5,387,53,22,15,477,14,0,12,484,50,0,535,37,5,0,0,44,0,0,0,44,4,0,45,25,3,0,0,33,0,0,0,33,4,0,35,11,4,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,72,7,3,0,80,0,0,0,80,9,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36630,3,0,0,0,4,0,0,0,4,0,0,5,0,0,0,5,9,0,0,0,9,3,0,11,331,38,13,7,389,11,0,13,404,31,0,426,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,12,0,3,3,13,0,0,13,3,4,0,0,11,0,3,3,8,0,0,12,342,40,13,7,400,11,3,14,413,31,0,444,45,17,5,0,70,0,0,0,73,47,0,124,0,0,0,0,0,0,0,0,0,0,0,0,384,62,19,8,469,11,3,14,486,78,5,567,24,0,0,0,23,0,0,0,23,0,0,28,14,0,0,0,14,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,39,0,0,0,40,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36660,10,3,3,0,16,0,0,0,16,0,0,21,0,0,0,10,12,0,0,0,12,0,0,12,439,73,8,15,535,5,5,8,542,39,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,9,442,73,8,15,538,5,5,9,547,41,0,588,59,15,4,0,83,0,3,7,86,26,0,112,5,0,0,0,5,0,0,0,5,0,0,0,505,89,12,11,620,9,5,16,633,67,0,699,34,0,0,0,30,0,0,0,30,0,0,34,21,0,0,0,21,0,0,0,27,4,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,59,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36720,219,53,55,3,332,0,0,3,336,24,0,359,22,7,0,24,49,0,0,0,49,3,3,52,4682,888,254,61,5878,51,35,85,5966,309,10,6283,24,8,0,0,36,4,0,3,39,3,0,45,64,11,7,0,81,3,5,3,87,3,0,97,88,17,7,0,116,10,4,12,126,13,0,141,4765,911,260,62,5999,60,36,93,6095,316,10,6423,584,99,41,13,740,17,9,21,767,167,4,935,10,0,0,5,14,0,0,0,14,0,9,21,5357,1016,303,77,6757,73,39,115,6872,491,20,7379,604,89,18,6,717,0,0,8,725,46,0,769,545,133,29,6,711,10,0,8,718,49,0,772,56,20,19,3,96,0,0,0,96,6,0,103,4,0,0,4,9,0,0,0,9,0,0,11,1204,249,71,14,1530,9,3,11,1547,110,0,1660,8,0,0,0,14,0,0,0,12,5,0,13,19,0,0,0,23,0,0,0
LGA36820,0,3,0,0,5,0,0,0,5,0,0,5,0,0,0,6,6,0,0,0,6,0,0,6,280,49,7,10,352,3,0,4,351,22,0,377,0,4,0,0,4,0,0,0,5,0,0,5,0,0,0,0,7,0,0,0,7,0,0,7,0,4,0,0,8,0,0,0,7,0,0,7,280,55,7,11,352,4,0,5,357,22,0,385,26,12,5,11,45,0,0,3,57,12,0,64,0,0,0,0,0,0,0,0,0,0,0,0,306,64,13,15,404,5,0,8,413,33,4,450,19,0,0,0,15,0,0,0,15,0,0,15,17,4,3,0,29,0,0,0,29,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,3,49,0,0,0,49,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36910,39,5,13,0,63,0,0,0,63,3,0,70,17,5,0,10,29,0,0,0,29,3,0,32,2597,295,64,22,2969,27,10,38,3006,146,4,3154,17,0,0,0,19,10,0,10,29,4,0,30,24,10,0,0,40,0,0,10,47,5,0,50,43,7,0,0,59,13,0,12,68,9,0,86,2640,302,63,27,3029,42,13,48,3077,155,4,3234,344,63,12,15,428,17,13,30,461,177,0,640,6,3,0,0,3,0,0,0,3,0,3,10,2989,365,74,33,3465,59,20,78,3542,332,9,3881,269,24,5,0,302,0,0,0,308,22,0,327,198,32,5,0,230,3,0,3,234,8,0,245,9,0,3,0,14,0,0,0,14,0,0,14,4,0,0,0,4,0,0,0,3,0,0,6,475,59,14,0,554,3,0,3,559,28,0,581,8,0,0,0,8,0,0,0,8,0,0,6,4,0,0,0,6,0,0,0
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,4,41,0,0,3,41,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,4,37,0,0,3,43,7,0,50,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,27,8,0,4,38,0,8,5,42,9,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
