LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA35760,10,19,40,47,34,19,8,0,0,183,0,0,0,0,0,0,0,0,0,4,0,0,5,5,11,13,0,3,0,33,72,29,77,104,139,151,191,137,87,984,138,184,545,587,629,615,433,208,99,3442,0,0,8,11,10,8,7,0,0,42,0,0,6,6,0,0,0,0,0,17,25,36,87,86,114,115,81,42,5,600,5,10,34,30,38,40,36,14,5,205,17,19,55,49,58,39,17,7,4,260,0,16,44,71,63,89,48,27,4,363,0,10,51,58,73,66,51,12,4,322,14,41,95,83,71,42,25,11,0,377,4,18,61,50,68,82,24,5,0,310,0,3,15,0,0,4,10,3,0,39,12,26,49,53,44,25,20,7,0,234,0,0,3,0,4,0,0,0,0,12,0,0,9,9,7,7,10,6,0,45,76,68,166,155,215,209,229,182,67,1366,151,245,686,653,775,725,556,310,94,4195
LGA35780,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,3,3,6,0,3,0,0,0,15,34,22,31,28,29,13,6,0,0,161,53,70,172,171,143,76,13,9,0,703,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,21,23,19,11,6,0,0,90,5,12,25,14,6,15,0,0,0,82,0,3,4,11,9,6,0,0,0,28,3,5,8,14,21,21,6,0,0,70,6,11,27,14,17,10,3,0,0,86,6,14,34,29,34,22,0,0,0,133,5,23,47,29,27,12,3,0,0,151,0,6,4,4,4,0,0,0,0,12,3,5,8,12,4,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,38,25,38,44,29,22,6,0,0,199,69,109,223,188,167,120,29,7,4,919
LGA35790,6,6,8,5,0,0,0,0,0,25,0,4,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,8,22,18,18,19,24,13,0,5,0,116,39,42,95,103,100,39,15,9,0,433,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,10,14,10,0,0,0,48,3,4,14,10,10,4,0,0,0,47,0,5,0,3,0,3,0,0,0,17,0,3,12,9,21,13,0,0,0,62,0,0,16,7,21,17,4,0,0,64,3,10,6,10,12,3,0,0,0,48,5,14,7,18,16,8,0,0,0,63,0,0,0,0,5,0,0,0,0,5,5,0,4,10,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,3,18,18,28,19,21,4,0,0,0,119,31,55,105,97,128,62,16,4,0,499
LGA35800,4,10,15,10,7,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,18,23,25,18,18,10,3,140,25,50,107,114,126,94,52,23,7,596,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,21,12,11,21,10,4,0,86,0,0,8,5,5,11,4,3,0,33,0,7,12,6,14,9,5,3,0,61,0,0,4,7,9,18,5,5,0,53,0,5,11,4,9,16,5,0,0,50,0,4,13,15,13,11,5,0,0,62,0,4,14,11,22,6,0,0,0,58,0,0,4,0,0,0,0,3,0,10,0,0,5,7,5,5,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,9,9,22,18,36,30,14,8,151,15,41,107,99,106,128,70,30,9,604
LGA36070,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,4,3,3,0,0,0,28,10,11,33,43,32,24,0,0,0,162,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,0,19,0,0,0,6,5,0,3,0,0,15,0,0,0,5,4,0,0,0,0,15,0,0,3,4,9,0,0,0,0,15,0,0,8,0,0,0,0,0,0,16,0,0,3,3,9,3,0,0,0,23,0,3,9,7,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,11,8,5,6,4,0,0,48,17,15,37,39,43,17,9,0,0,177
LGA36150,0,0,0,6,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,8,11,11,15,12,0,63,5,27,61,59,66,35,28,17,0,297,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,12,3,8,6,3,0,0,39,0,0,8,4,0,0,0,0,0,22,0,3,5,3,10,6,4,0,0,31,0,4,8,4,5,5,6,4,0,33,0,0,8,4,15,5,3,0,0,29,0,0,14,9,10,3,0,0,0,33,0,0,10,5,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,16,9,0,0,53,3,24,74,37,66,42,28,8,3,289
LGA36250,176,446,816,825,585,394,188,70,24,3517,8,8,8,13,13,16,4,3,9,81,13,27,93,143,144,109,58,13,6,617,822,414,789,1066,1124,1155,1027,1050,594,8020,1863,3891,9579,12185,12597,9922,5458,2922,1154,59569,0,66,216,288,299,250,207,54,19,1401,47,124,275,362,347,194,69,8,0,1425,127,541,1784,2121,2694,2598,2012,928,287,13084,69,318,1111,981,966,906,626,301,79,5357,19,66,181,250,243,194,111,46,10,1120,54,365,1010,1186,1506,1273,747,344,110,6598,30,174,746,1115,1159,1191,775,287,61,5538,274,781,2232,2876,3000,2257,1164,383,139,13096,237,661,1385,1502,1469,1245,758,182,58,7490,124,279,437,395,300,200,133,82,39,1990,221,413,895,860,728,467,324,91,41,4041,21,14,15,9,12,23,23,39,12,173,10,40,98,169,161,142,88,32,16,760,445,372,856,990,1117,1166,1126,969,820,7865,1681,4221,11228,13108,14013,12105,8161,3746,1689,69936
LGA36300,4,0,0,8,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,17,11,12,8,7,0,75,9,28,54,64,55,46,12,7,4,274,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,7,6,7,8,3,0,0,51,0,6,3,0,0,4,0,0,0,10,0,4,12,3,3,0,4,0,0,29,0,0,3,7,6,5,4,0,0,21,0,0,8,7,3,10,0,0,0,25,5,0,6,9,3,4,0,0,0,33,0,0,11,4,6,7,0,0,0,31,0,0,3,0,0,0,0,0,0,0,0,5,7,6,8,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,13,11,12,11,12,8,0,77,15,33,80,46,55,39,23,9,3,316
LGA36370,89,219,467,356,204,148,46,25,4,1567,15,7,11,7,11,9,8,5,0,63,10,24,54,71,86,40,16,7,0,313,642,520,937,962,1059,840,902,931,525,7317,1178,2584,6252,5631,5549,3973,2291,1548,650,29648,5,39,119,108,92,61,45,15,0,481,27,44,150,140,81,44,21,4,0,509,95,478,1494,1110,1152,1051,577,317,71,6349,21,133,387,323,328,350,180,88,18,1831,36,53,145,158,123,89,35,13,0,654,26,239,810,606,677,570,262,112,36,3350,12,99,479,601,543,482,260,87,25,2577,137,416,1262,996,852,602,243,82,18,4600,124,330,735,647,599,492,185,51,11,3179,17,51,136,112,93,39,39,7,4,495,116,246,513,398,273,164,94,44,15,1853,23,10,10,13,12,15,14,15,5,116,20,22,63,91,83,58,29,14,0,378,553,482,971,906,1020,942,750,685,505,6810,1204,2642,7281,6215,5928,4957,2720,1535,703,33187
LGA36510,43,93,166,210,153,128,53,13,4,859,6,4,3,0,0,6,0,0,0,23,0,0,19,39,38,22,21,11,0,157,234,118,220,359,348,358,352,273,145,2407,429,724,1949,2948,3056,2717,1743,745,244,14563,0,11,25,68,74,68,59,16,4,325,6,14,33,53,46,31,17,0,0,202,20,110,367,503,607,581,477,185,41,2884,20,52,168,236,290,250,182,70,7,1275,17,34,96,142,141,100,51,28,3,607,10,56,188,285,357,362,246,107,20,1642,4,31,163,298,327,395,270,95,20,1607,77,123,357,542,572,423,251,101,21,2459,49,94,241,379,402,339,236,52,16,1805,17,34,85,88,102,73,52,33,5,486,48,110,216,214,214,136,107,18,6,1058,8,0,6,3,6,6,7,7,6,50,8,9,25,45,54,43,30,8,0,225,322,198,431,480,585,607,548,350,138,3666,599,876,2394,3330,3788,3407,2530,1082,287,18295
LGA36580,18,42,97,107,92,62,30,9,0,462,0,0,0,4,0,0,3,0,0,15,0,3,10,24,26,23,9,4,0,103,165,68,146,216,249,241,246,149,66,1552,280,409,1123,1450,1588,1477,921,332,99,7672,0,7,24,25,29,24,21,4,0,138,8,17,29,28,23,14,8,0,0,106,25,73,297,296,368,379,327,99,25,1890,12,20,98,100,123,145,99,40,9,647,15,38,75,87,81,53,28,14,4,393,10,35,121,147,148,202,126,40,3,826,0,18,88,156,156,167,97,27,5,719,45,94,223,272,277,216,129,35,4,1300,32,77,174,191,215,187,114,19,0,1010,5,13,27,24,27,29,23,6,0,159,41,56,125,132,93,97,54,18,0,614,5,0,4,5,6,7,0,0,4,28,3,3,10,24,24,27,15,8,0,113,222,121,225,313,369,423,344,192,55,2263,409,577,1519,1794,1941,1967,1376,519,111,10211
LGA36630,32,82,135,140,99,81,45,13,4,627,4,5,0,4,0,0,0,0,4,16,0,5,14,13,30,16,17,5,0,104,160,95,164,284,283,371,451,325,158,2286,357,691,1612,2025,2055,2048,1355,627,223,11000,0,3,22,25,34,30,24,8,0,149,3,20,37,25,22,29,14,3,0,147,22,117,278,387,380,450,413,167,29,2243,16,30,87,101,138,170,159,71,6,767,15,39,96,127,111,66,44,22,5,537,7,49,187,170,213,294,196,75,20,1205,9,34,183,201,239,285,173,49,19,1183,44,125,267,308,304,280,146,32,12,1511,29,77,221,316,292,268,144,29,0,1379,4,16,37,30,25,29,26,7,3,173,34,88,143,144,123,95,81,23,7,734,4,4,0,0,5,9,15,6,3,50,0,14,17,24,20,25,17,15,0,125,239,161,288,381,448,481,515,402,174,3090,428,781,1857,2237,2373,2511,1955,901,270,13311
LGA36660,37,92,179,158,129,100,42,5,0,753,0,3,5,0,3,3,0,0,0,17,3,10,17,31,33,21,7,12,0,129,210,89,203,243,303,377,397,373,222,2418,422,716,1685,2085,2333,2252,1457,757,336,12033,0,13,24,33,44,49,44,14,3,231,0,13,23,26,28,25,10,0,0,127,30,148,318,325,379,422,376,168,36,2204,19,51,130,122,124,182,156,55,6,854,25,43,84,129,136,105,73,32,13,632,3,57,167,191,299,319,237,110,24,1420,4,33,151,217,300,321,219,84,25,1349,41,145,352,435,389,325,191,67,16,1964,38,72,205,227,279,285,191,46,6,1348,3,13,38,40,38,49,36,10,9,241,53,97,192,177,155,123,89,21,0,909,9,3,0,0,0,13,15,13,12,70,4,4,21,34,31,32,31,10,3,175,251,139,272,304,367,430,513,379,216,2876,478,830,1983,2276,2581,2680,2182,1012,364,14386
LGA36720,302,754,1680,1954,1282,897,482,168,34,7555,35,19,15,15,18,22,23,22,7,167,19,57,152,302,246,211,144,78,19,1227,1451,888,1679,2319,2309,2142,2361,2436,1435,17018,3172,6362,17907,23869,23019,19230,12765,7049,2674,116045,4,146,409,565,503,456,424,156,45,2710,87,207,432,550,376,271,159,23,3,2108,183,844,2747,3431,4128,3895,3716,2007,598,21541,91,546,2192,2555,2362,2087,1349,704,194,12071,41,174,567,777,671,534,347,161,54,3331,122,776,2792,3213,3743,3206,1910,927,307,16998,48,238,1546,2555,2831,2890,2033,844,212,13195,516,1278,3882,4948,5003,3896,2713,999,297,23536,485,1072,2603,3067,3087,2767,1662,505,113,15377,158,495,1048,1043,761,573,403,165,59,4717,488,856,1932,2024,1721,1049,823,243,73,9206,50,33,26,33,24,42,66,72,25,374,28,55,227,336,334,267,194,112,37,1594,1314,1222,2346,2608,2882,2739,2814,2217,1647,19794,3619,7950,22755,27724,28437,24663,18605,9119,3669,146540
LGA36820,46,53,99,141,93,79,34,11,0,562,0,0,0,3,3,0,0,3,0,12,6,9,12,17,18,30,20,8,0,110,172,80,147,259,302,330,295,267,184,2040,351,445,1162,1757,1998,1959,1260,617,256,9794,0,0,19,46,59,55,49,14,0,231,3,8,9,6,20,21,8,0,0,74,29,81,225,276,369,432,389,177,41,2018,11,40,100,121,123,179,123,51,8,765,5,23,75,83,99,86,59,30,0,463,14,29,153,150,231,271,186,87,34,1156,0,20,108,187,227,289,199,65,16,1098,35,69,193,238,249,213,160,53,10,1214,19,54,113,176,217,235,127,30,3,976,3,9,21,29,37,40,28,11,3,185,27,58,124,123,110,88,61,19,0,603,0,0,0,4,0,6,10,8,3,42,0,3,4,17,33,27,14,7,6,120,193,124,212,273,391,432,432,302,132,2487,344,520,1355,1740,2157,2356,1848,851,257,11428
LGA36910,248,509,825,704,451,316,159,41,12,3281,14,19,28,16,7,12,6,3,5,108,13,32,101,157,155,120,65,29,11,691,1005,621,1199,1315,1267,1326,1298,1495,942,10476,2166,4715,11518,11978,11345,8857,5307,3113,1351,60347,3,72,274,320,257,220,121,43,10,1335,48,153,349,260,151,99,39,4,0,1096,118,928,2457,2105,2089,1834,1259,592,159,11542,75,367,879,736,675,677,438,206,45,4107,84,177,409,547,505,417,216,97,26,2472,41,428,1617,1406,1607,1568,907,419,121,8118,32,167,990,1303,1462,1405,892,372,82,6701,332,985,2580,2488,2204,1570,777,263,86,11285,245,660,1541,1492,1411,1158,634,179,41,7358,48,190,415,289,247,204,112,56,10,1579,339,560,1039,736,586,397,218,62,24,3955,23,26,36,16,27,19,32,33,15,223,17,26,133,159,177,135,77,25,11,767,1065,838,1520,1494,1614,1618,1676,1458,1086,12371,2483,5575,14238,13347,13009,11327,7402,3806,1722,72901
LGA36950,0,0,20,4,10,3,0,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,0,0,13,61,51,89,77,88,63,14,10,4,456,74,95,326,306,263,179,49,11,4,1299,0,0,3,10,6,0,5,0,0,22,0,4,0,0,0,0,0,0,0,4,11,11,33,25,38,24,14,0,0,160,5,7,30,26,17,21,7,4,0,112,3,0,3,10,4,0,0,0,0,24,4,4,36,42,42,36,5,0,0,168,3,3,32,26,28,24,3,0,0,127,3,11,57,54,35,23,0,0,0,193,3,12,35,41,20,15,5,0,0,136,0,0,5,3,8,3,0,0,0,19,0,9,22,7,5,5,0,0,0,52,0,0,0,0,0,0,4,0,0,9,0,0,5,3,0,4,0,0,0,18,74,87,208,102,85,59,28,7,3,648,117,157,472,360,287,222,68,10,0,1705
LGA36960,4,11,16,8,4,4,0,0,0,46,0,0,7,0,3,3,0,0,0,9,0,0,7,4,6,0,0,0,0,16,30,50,57,39,36,31,3,4,0,244,79,151,298,250,216,95,29,13,3,1125,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,7,18,44,31,23,13,6,0,0,137,8,27,40,42,31,16,3,0,0,168,4,3,7,12,4,0,0,0,0,33,7,4,18,22,28,24,8,3,0,112,0,12,33,36,28,27,5,0,0,149,11,24,55,53,46,18,3,0,0,215,4,27,30,32,31,15,0,0,0,144,0,10,7,9,3,0,0,0,0,28,8,8,20,12,4,6,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,3,0,0,0,27,130,84,152,67,45,54,30,7,3,560,177,219,417,314,264,177,58,13,3,1639
LGA37010,201,592,1108,1002,582,355,149,35,9,4026,13,12,13,10,8,8,11,0,0,77,19,40,195,228,186,101,58,20,15,861,1430,1416,2453,2349,2183,1648,1203,1062,600,14340,2606,6749,17074,16125,14071,9556,4680,2268,866,74001,3,228,716,568,420,290,208,48,13,2500,49,193,388,308,208,109,42,6,0,1297,191,1093,3345,2899,2886,2437,1573,629,186,15231,55,334,1138,1017,954,911,574,227,52,5269,24,134,318,364,262,176,77,28,10,1383,83,824,2459,2000,1816,1461,618,241,54,9558,29,250,1219,1389,1353,1170,627,233,45,6320,262,1110,3045,3014,2589,1705,618,178,65,12586,232,994,2316,2018,1786,1285,610,162,17,9418,55,176,477,369,269,183,102,52,9,1694,305,604,1268,997,770,443,280,85,13,4756,31,19,34,10,17,26,27,17,12,201,33,80,252,251,258,147,70,28,11,1125,1225,1749,2849,2292,2283,1877,1478,933,422,15105,2576,7793,19810,17498,15874,12219,6901,2858,920,86453
LGA37300,5,11,26,14,10,3,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,0,0,0,16,40,40,113,79,60,42,7,4,0,390,52,130,459,413,296,155,28,11,0,1536,0,0,9,11,11,0,4,0,0,33,0,0,3,0,0,0,0,0,0,4,3,52,160,142,126,54,12,6,0,558,0,10,37,43,21,27,3,0,0,145,0,0,20,15,5,7,0,0,0,49,0,12,43,39,37,18,0,0,0,147,0,10,60,60,37,9,6,0,0,175,0,10,61,67,45,20,0,0,0,205,0,8,45,30,21,12,0,0,0,118,0,3,9,5,3,0,0,0,0,17,0,5,28,17,21,0,0,0,0,82,0,0,0,0,0,0,0,0,0,5,0,0,3,12,0,0,0,0,0,19,42,35,70,84,80,47,12,0,0,368,60,139,540,527,403,194,44,5,0,1912
LGA37310,35,82,139,135,81,52,23,9,0,543,0,0,0,4,7,0,0,0,0,9,0,0,17,24,22,15,10,4,0,105,257,158,352,463,377,335,303,261,102,2614,460,874,2343,2420,1986,1489,802,448,162,10982,0,12,27,30,18,21,5,7,0,123,3,13,27,18,22,9,3,0,0,93,39,213,581,572,467,358,199,69,13,2505,5,52,196,130,109,84,57,27,7,678,35,54,221,211,180,100,33,18,0,857,10,52,215,201,215,164,108,41,12,1012,8,69,228,247,230,178,103,34,8,1092,32,147,429,462,319,199,65,12,10,1679,42,83,213,216,198,153,73,20,4,999,9,13,31,22,15,15,12,5,0,121,44,86,207,141,122,61,36,11,0,711,8,0,5,4,3,3,9,5,4,33,8,0,29,40,32,25,7,6,0,140,338,240,510,559,650,566,490,316,150,3823,575,1044,2913,2853,2581,1935,1203,573,201,13875
LGA37340,44,135,316,243,149,109,38,12,0,1056,0,3,6,0,0,0,0,3,0,12,5,3,22,28,37,22,8,4,0,131,262,369,760,638,605,472,281,214,93,3701,459,1243,3013,2766,2606,2004,1003,435,131,13661,0,15,45,44,38,29,27,8,0,204,4,19,25,34,19,14,4,0,0,129,40,164,638,595,620,595,387,145,31,3231,10,63,236,212,196,223,129,41,6,1115,8,22,115,93,76,38,30,5,0,393,9,52,193,180,187,241,105,33,8,1008,6,42,206,206,177,186,116,46,3,988,28,182,559,425,344,264,139,30,3,1972,33,129,266,266,214,192,96,16,7,1210,9,22,87,60,40,31,17,4,0,276,40,177,390,274,191,122,66,15,6,1279,5,4,5,8,11,3,9,7,4,54,0,7,23,29,45,23,16,13,4,151,311,420,978,663,651,609,479,238,111,4455,498,1326,3777,3082,2795,2562,1628,595,188,16456
LGA37400,0,0,8,3,6,4,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,10,14,10,13,20,22,6,101,18,34,83,85,78,66,58,28,4,450,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,6,11,8,15,14,14,7,0,75,0,0,7,0,4,6,6,7,0,24,5,9,8,3,7,9,7,0,0,38,0,0,5,0,11,14,9,3,0,44,0,3,10,9,0,4,3,0,0,31,0,6,14,8,9,0,4,0,0,41,0,3,10,6,8,5,3,0,0,35,0,0,0,0,3,0,0,0,0,8,0,8,3,4,9,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,13,9,17,28,15,6,119,14,37,90,64,79,72,69,27,6,459
LGA37550,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,10,11,8,10,7,3,0,0,71,25,22,32,33,32,16,9,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4,5,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,6,3,8,3,0,0,0,24,0,3,0,7,3,5,0,0,0,19,0,0,9,0,5,5,0,0,0,15,0,3,4,0,4,6,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,21,35,12,23,14,15,4,0,0,130,24,45,42,43,38,42,11,0,0,246
LGA37570,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,9,21,9,7,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,0,0,4,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,5,3,3,3,5,0,0,0,10,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,7,6,0,0,0,24,3,11,19,24,20,7,3,0,0,87
