SA3_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
10902,3,0,25,52,48,4,0,0,0,110,21,15,0,4,8,0,43,1275,1684,591,512,317,126,4506,1030,1602,586,530,303,143,4196,136,49,13,9,4,0,209,4,3,0,0,0,0,3,137,52,13,9,4,0,213,41,11,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,16,3,0,0,0,56,29,15,0,0,0,0,49,0,5,0,0,0,0,9,0,4,0,0,0,0,9,33,23,0,4,0,0,59,20,17,7,3,0,0,46,1256,1708,610,549,306,147,4577
10903,3,0,91,183,132,15,19,7,0,357,39,39,13,8,3,5,98,5031,6412,1819,1714,871,359,16205,4124,6308,1817,1735,875,368,15229,941,409,55,19,7,0,1438,18,10,3,0,0,0,27,957,419,56,22,7,0,1462,70,28,9,4,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,28,9,4,0,0,114,63,33,8,4,3,0,108,0,3,0,0,0,0,3,10,17,6,9,0,4,37,76,55,6,10,3,4,149,40,37,0,9,0,0,96,5267,6851,1892,1776,883,380,17052
11001,0,0,25,40,28,7,5,0,0,80,46,33,14,13,7,0,119,3814,4813,1776,1674,790,336,13212,3200,4651,1620,1510,703,387,12073,596,244,79,62,16,9,996,94,41,16,12,0,4,165,689,281,95,70,21,7,1165,320,93,35,16,6,0,474,21,18,4,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,340,120,45,27,6,0,533,45,15,0,0,0,0,63,0,0,0,0,0,0,3,5,14,5,0,0,0,29,56,29,7,0,0,0,91,20,15,4,4,3,0,42,4310,5103,1762,1608,727,397,13908
11002,0,0,42,95,60,13,9,0,4,189,69,69,21,15,16,10,193,4509,5660,1764,1479,842,393,14635,4096,5623,1763,1423,724,376,14002,416,133,28,27,12,0,609,51,17,8,0,0,0,76,470,148,34,32,12,0,692,160,40,3,0,0,4,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,7,165,43,0,0,0,4,214,58,26,4,0,4,0,88,6,5,6,0,0,0,17,14,12,3,3,0,3,36,82,47,10,3,3,0,142,40,15,4,4,5,0,69,4855,5872,1818,1460,737,386,15127
11003,5,0,43,91,42,6,6,5,4,149,18,11,10,6,3,4,53,2529,3048,1263,1138,623,314,8914,1737,2645,1070,948,578,282,7258,462,170,53,29,15,10,723,54,27,8,0,5,0,92,510,191,56,25,20,10,819,71,23,4,5,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,26,4,5,0,0,108,27,18,4,3,0,0,53,3,0,0,0,0,0,8,8,3,0,0,0,0,16,40,26,0,3,4,0,77,23,17,6,5,4,0,56,2390,2907,1139,986,600,289,8315
11004,9,15,331,176,163,66,51,11,18,491,58,65,28,15,3,9,183,8241,10483,4270,3834,1828,887,29542,6876,10207,4185,3978,1927,947,28114,1375,559,168,70,17,9,2192,238,110,29,20,6,5,402,1605,670,190,93,24,10,2591,318,85,36,19,9,0,467,17,3,0,0,0,0,22,16,4,0,4,0,0,27,0,0,0,0,0,0,0,13,4,4,0,0,0,23,362,103,42,24,9,7,540,91,35,0,0,0,0,128,8,0,0,0,0,0,8,15,10,0,0,3,0,33,110,40,3,0,3,0,165,69,41,13,6,3,0,131,9023,11053,4432,4102,1965,959,31543
11101,3,0,71,200,83,15,12,3,0,320,36,40,10,3,0,4,91,11256,15765,7121,7187,2732,1086,45146,7826,14134,6711,7353,2821,1063,39911,2063,1143,247,112,24,7,3600,812,724,270,139,45,17,2010,2877,1868,518,252,69,25,5606,1034,419,90,28,11,3,1586,138,77,8,0,0,0,227,315,252,43,10,0,0,614,113,108,21,10,0,0,248,36,42,10,3,0,0,100,1635,897,177,58,11,7,2779,53,34,0,4,0,0,94,0,0,0,0,0,0,0,23,20,7,8,3,0,67,82,56,7,9,3,0,156,30,13,3,3,0,0,53,12451,16960,7417,7676,2909,1099,48510
11102,0,0,24,198,84,14,12,5,3,313,32,19,10,3,0,8,72,6213,9843,4270,4191,1792,841,27145,5615,10291,4718,4555,1925,980,28081,850,520,97,44,9,0,1525,281,224,78,43,13,9,646,1128,742,174,90,24,11,2170,374,126,26,10,3,6,545,40,41,6,6,0,0,87,27,49,4,0,0,0,77,0,0,0,0,0,0,0,34,30,6,5,0,0,82,473,238,44,17,8,6,794,145,64,0,0,0,0,219,0,3,0,0,0,0,4,13,6,0,0,0,0,21,156,81,6,5,4,0,245,27,21,4,3,0,0,68,7405,11376,4946,4673,1961,998,31352
11103,3,0,167,89,73,30,12,3,0,212,141,80,23,22,5,4,277,18245,21564,9968,8759,3368,1304,63208,10637,16856,8747,8486,3287,1251,49256,2317,1566,430,244,97,30,4672,2174,2250,1068,507,160,67,6229,4485,3817,1498,750,252,93,10900,2132,999,258,102,26,6,3521,1244,803,161,65,18,4,2299,929,766,158,55,9,0,1921,701,541,99,34,11,0,1386,132,100,37,21,12,4,307,5140,3212,711,280,71,24,9432,14,8,0,0,0,0,28,0,0,0,0,0,0,3,107,69,22,12,5,3,221,123,85,24,12,5,3,251,86,36,11,5,0,0,136,20473,23994,10991,9539,3615,1375,69987
11201,0,0,90,618,287,41,26,11,7,982,131,88,30,16,19,3,283,8400,11016,4327,3750,1516,582,29586,5359,9399,4058,3733,1596,758,24905,1375,1054,327,213,61,18,3042,976,936,367,217,53,6,2562,2350,1992,692,424,114,23,5603,708,367,113,61,9,12,1273,120,88,19,7,3,0,244,25,41,0,0,0,0,67,10,9,0,0,0,0,21,79,68,17,16,4,3,183,937,574,151,82,15,15,1784,474,210,27,16,4,0,733,15,9,0,0,0,0,24,43,49,9,0,5,0,110,535,270,33,14,9,4,863,88,42,17,7,0,0,160,9271,12277,4957,4264,1736,802,33315
11202,21,4,187,309,147,43,32,27,4,568,58,48,16,8,5,0,136,7729,9478,3677,3061,1551,778,26272,6000,9069,3528,2940,1434,872,23842,980,376,99,48,4,4,1520,283,174,61,23,13,7,566,1259,551,159,75,16,7,2082,627,231,59,33,9,4,964,55,22,4,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,12,12,0,0,91,723,274,81,41,15,6,1139,237,57,11,4,0,0,316,17,6,5,0,0,0,24,31,20,4,6,0,0,63,285,92,21,6,8,0,407,44,26,4,8,0,0,83,8321,10014,3792,3069,1469,892,27563
11203,5,3,42,724,414,43,16,4,11,1214,119,108,24,12,9,3,279,10106,13157,4672,4325,1903,927,35086,5070,9255,3739,4052,1813,908,24836,1885,1609,431,255,86,26,4289,948,1033,453,288,72,19,2823,2833,2646,884,548,156,46,7107,1144,620,166,73,9,6,2023,740,585,165,74,16,0,1584,279,286,34,19,9,0,630,221,251,33,13,5,0,525,30,25,7,7,0,0,70,2424,1773,409,185,42,10,4828,410,240,15,9,5,3,677,6,0,0,0,0,0,3,13,10,4,5,0,3,39,421,253,20,10,0,9,716,60,23,8,8,0,0,107,10812,13943,5061,4800,2019,972,37602
11301,0,5,46,97,45,16,6,8,3,181,41,40,15,20,7,6,129,4341,5619,2296,2333,1268,612,16470,3525,5191,2269,2176,1202,666,15038,270,137,54,29,20,7,514,56,17,0,0,5,0,78,324,153,50,34,21,7,595,655,327,182,100,34,22,1324,7,5,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,10,667,341,200,100,33,26,1366,57,17,5,4,3,0,82,4,3,0,0,0,0,12,34,24,15,15,6,0,89,88,48,20,14,6,0,182,37,28,18,11,8,3,100,4638,5766,2557,2336,1276,706,17272
11302,0,0,8,11,11,0,0,4,0,29,9,14,3,5,3,0,40,1575,2101,630,665,296,137,5401,1353,2031,693,663,319,149,5201,232,89,22,3,0,0,356,4,0,0,0,0,0,8,237,90,23,3,0,0,359,40,10,0,4,0,0,51,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,43,11,0,4,0,0,58,6,0,0,0,0,0,11,0,0,0,0,0,0,5,14,6,0,3,0,0,20,21,6,0,3,0,0,33,12,16,3,0,5,0,33,1673,2147,721,673,326,149,5687
11303,18,3,212,97,108,26,27,23,10,295,40,49,17,15,12,5,143,9129,12034,4761,4347,2283,1082,33638,7636,11724,4800,4479,2387,1232,32266,872,354,69,36,10,5,1344,132,91,14,13,3,0,260,1001,449,87,49,13,8,1605,1475,524,172,73,17,6,2267,105,20,5,0,0,0,130,30,8,0,0,0,0,40,0,0,0,0,0,0,3,17,11,4,0,0,0,29,1629,564,181,71,20,6,2467,31,16,3,5,0,0,57,4,3,0,0,0,0,7,52,40,9,11,3,11,120,85,60,10,14,3,11,181,42,22,7,9,5,6,93,10396,12818,5082,4626,2432,1255,36613
11401,0,4,47,580,345,33,24,10,7,1001,115,83,26,25,16,6,276,10895,15216,4887,4208,1940,975,38121,9110,15446,5084,4531,2012,994,37167,1411,939,159,78,27,15,2622,455,270,66,36,13,3,843,1861,1207,229,109,37,19,3470,435,197,46,31,3,0,709,20,14,0,0,0,0,32,3,3,0,0,0,0,11,0,0,0,0,0,0,0,48,42,11,12,0,0,115,504,256,57,40,5,3,865,459,280,24,7,4,0,772,3,0,0,0,0,0,7,25,19,7,3,4,4,67,487,305,34,8,6,6,843,175,60,10,7,4,5,256,12137,17272,5410,4695,2064,1023,42603
11402,0,0,37,87,31,7,7,3,0,140,58,50,8,9,9,6,129,4642,6876,2317,2301,1113,519,17766,4180,7235,2514,2582,1198,553,18258,560,301,46,25,3,0,942,156,143,26,12,6,4,342,719,440,73,37,6,5,1284,240,71,35,26,10,5,386,6,9,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,3,3,0,0,56,269,103,38,25,17,4,464,80,16,0,5,0,0,97,0,5,0,0,0,0,7,18,15,4,3,0,0,45,94,36,7,3,0,0,146,16,5,9,0,0,0,35,5283,7829,2637,2653,1220,564,20186
11501,4,0,12,5,4,0,8,0,0,23,34,18,15,18,4,6,95,5613,11813,8634,11476,4948,2229,44717,3464,10309,7738,10376,4460,2133,38489,513,375,95,91,16,3,1094,993,1207,1016,1142,257,87,4713,1512,1587,1117,1234,273,90,5810,482,245,102,78,22,0,922,294,373,173,134,23,3,1007,616,778,303,203,27,15,1940,240,383,165,98,15,0,909,43,32,24,30,9,9,145,1677,1815,767,545,93,31,4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,3,24,16,16,13,8,0,77,6674,13728,9639,12171,4831,2259,49311
11502,3,0,26,59,44,16,12,3,4,136,15,11,15,5,10,0,55,1111,2362,1235,1572,957,633,7871,928,2324,1236,1671,921,677,7758,86,38,6,4,5,3,138,38,57,44,57,6,0,209,119,98,51,60,13,3,343,151,57,5,3,0,0,216,7,3,0,0,0,0,14,31,34,0,0,0,0,66,0,0,0,0,0,0,0,17,25,9,7,3,0,57,206,115,12,13,3,0,351,28,17,3,0,0,0,53,0,0,0,0,0,0,0,5,4,3,0,0,0,21,36,22,9,4,0,3,77,20,9,3,3,0,0,43,1312,2570,1308,1750,937,682,8570
11503,0,0,12,48,12,5,0,4,0,76,34,23,6,3,7,4,78,1199,2439,1286,1514,769,442,7652,1253,2635,1362,1477,792,508,8018,12,0,0,0,0,0,17,0,3,0,0,0,0,10,19,3,4,0,0,0,26,9,6,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,11,15,13,4,0,0,0,35,28,5,0,0,0,0,35,0,5,0,0,0,0,5,3,4,0,0,0,0,7,31,9,0,0,0,0,42,9,16,0,0,3,0,25,1325,2668,1365,1482,801,510,8146
11504,0,0,3,38,12,6,0,0,0,60,11,17,3,8,0,3,55,976,2179,1731,2671,1365,652,9579,1153,3337,2927,4446,1945,929,14740,11,13,11,10,4,4,46,73,165,177,223,74,31,743,87,174,185,230,81,34,792,100,27,15,14,5,6,173,49,47,35,18,3,0,156,207,277,133,69,24,5,709,37,42,10,18,0,0,111,23,12,13,12,0,0,58,417,414,208,129,36,8,1208,31,22,5,0,0,0,51,3,0,0,0,0,0,3,0,0,0,0,0,0,4,29,20,7,0,4,0,64,9,11,0,4,0,0,29,1698,3957,3326,4809,2068,972,16834
11601,5,0,48,24,28,12,10,3,4,76,51,35,29,18,6,7,146,7624,11369,8402,8661,3903,2816,42784,5976,10018,6916,7260,3250,2192,35606,526,423,282,274,83,42,1628,978,1048,1011,1070,391,212,4713,1502,1469,1293,1344,477,254,6339,484,108,38,30,9,6,666,25,21,28,24,9,3,109,765,914,737,484,118,43,3057,43,66,73,31,9,0,219,93,113,72,50,14,14,350,1407,1220,947,612,159,57,4406,4,0,0,0,0,0,5,0,0,0,0,0,0,5,8,17,3,0,3,0,30,12,16,3,0,3,0,37,27,12,7,8,3,0,62,8930,12737,9168,9221,3887,2501,46456
11602,5,4,76,153,88,32,14,8,4,290,36,36,28,19,12,6,139,2767,5851,5606,7637,3093,1811,26771,3034,7428,8113,10898,3948,2232,35651,309,356,234,207,76,24,1208,378,668,705,756,282,104,2889,685,1025,936,963,357,134,4100,30,34,34,24,12,4,145,22,14,12,11,0,5,53,589,725,347,192,44,9,1906,0,0,0,0,0,0,0,21,31,16,12,0,3,89,661,803,410,244,58,12,2188,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,4,12,8,7,0,27,4,4,12,8,7,0,32,17,30,31,20,13,6,117,4398,9290,9504,12127,4377,2390,42087
11603,6,0,41,22,18,13,14,9,3,85,18,21,14,9,9,4,71,5083,7623,6203,6466,3813,3177,32361,4209,6915,5250,5472,3032,2661,27540,468,354,228,229,115,83,1470,492,523,555,609,341,264,2785,964,873,783,837,459,344,4258,228,53,22,16,8,5,329,239,78,49,37,8,0,413,415,395,235,172,60,16,1302,0,0,0,0,0,0,0,81,83,33,34,19,17,269,967,615,343,259,87,44,2315,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,4,9,7,0,0,24,3,5,9,7,0,0,31,14,3,4,5,7,3,38,6153,8420,6381,6585,3597,3047,34185
11701,3,7,113,34,35,18,23,3,4,117,27,15,14,7,6,0,76,3783,4959,3089,2932,1119,543,16426,900,1541,1076,1351,592,296,5755,296,317,186,170,47,30,1046,266,294,240,281,88,20,1203,565,613,426,451,139,49,2244,674,528,288,227,65,20,1804,1058,909,476,341,94,23,2910,1316,2051,922,530,143,65,5021,976,1787,824,400,153,89,4230,9,8,3,0,0,0,26,4043,5282,2509,1498,452,201,13998,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,49,20,11,0,0,127,36,52,20,11,0,0,129,25,8,5,3,0,0,48,5570,7497,4045,3321,1184,554,22177
11702,18,8,405,113,148,76,44,18,8,402,93,43,15,15,4,5,168,5511,7221,3620,2750,865,483,20451,1037,1982,1330,1347,435,293,6419,842,1489,829,640,152,39,3998,348,618,419,435,119,34,1979,1188,2114,1249,1074,273,74,5976,1452,1015,292,129,22,6,2915,1477,1264,297,139,20,14,3215,1088,1117,268,103,19,4,2594,38,91,20,4,0,0,161,89,69,16,13,10,0,198,4145,3557,897,388,74,22,9078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,181,72,40,9,8,504,199,181,72,40,9,8,504,32,13,7,4,4,0,58,6608,7848,3558,2849,793,396,22044
11703,20,13,472,213,157,81,38,20,13,520,288,157,63,41,13,5,579,32415,33715,11472,6999,2007,1189,87802,422,785,440,417,146,70,2273,1452,2129,824,571,116,27,5124,3933,5141,2804,2071,521,180,14655,5386,7272,3630,2649,635,207,19777,1470,915,249,107,21,5,2771,4666,3175,735,279,50,14,8913,13473,12071,2869,1128,226,83,29845,14810,14256,3817,1913,556,288,35645,33,35,8,8,3,4,89,34451,30450,7678,3430,854,392,77262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,199,101,47,15,6,647,276,199,101,47,15,6,647,267,127,28,19,0,4,446,40798,38835,11867,6563,1654,677,100396
11801,18,6,503,207,171,81,38,18,6,512,94,79,26,26,12,9,253,14082,17536,7500,6292,2328,713,48448,1157,2676,1553,2333,1288,405,9418,670,793,562,637,168,45,2873,1549,2437,1403,1576,499,93,7563,2219,3231,1967,2210,670,134,10433,2011,2133,865,519,104,17,5644,4954,5610,1679,808,155,28,13244,3562,3125,844,357,64,20,7975,1829,1532,419,185,35,9,4007,28,39,16,15,3,4,105,12386,12440,3819,1888,361,77,30971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,225,99,47,8,5,658,276,225,99,47,8,5,658,54,31,15,5,4,0,109,16099,18598,7455,6486,2328,621,51592
11802,25,15,448,134,147,75,54,25,15,450,88,36,25,22,8,11,196,13098,16629,8746,7901,2862,1138,50371,1940,3747,2472,3485,1526,623,13789,792,937,612,806,192,45,3381,893,1432,1041,1323,423,103,5215,1685,2364,1656,2133,614,147,8595,2109,1905,819,504,91,27,5462,5171,5481,1875,839,127,27,13526,2616,2961,1053,456,84,16,7188,731,902,350,184,32,10,2215,46,40,20,18,7,8,140,10675,11286,4123,2003,341,89,28523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,165,63,33,14,9,443,171,165,63,33,14,9,443,37,22,7,7,4,4,74,14503,17584,8311,7653,2498,872,51429
11901,14,18,244,60,68,44,42,14,18,249,68,47,24,26,21,14,202,10163,12737,9157,9884,5685,4524,52152,5253,8848,6043,6642,4184,3794,34762,786,595,363,363,207,126,2441,1561,2020,1653,1949,1077,710,8976,2344,2618,2022,2311,1279,839,11414,1153,411,179,119,52,42,1956,1329,1115,697,574,266,100,4076,660,713,476,340,116,34,2346,196,310,292,208,88,20,1121,143,132,69,81,56,46,525,3477,2686,1712,1327,578,243,10022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,81,53,44,13,13,291,83,81,53,44,13,13,291,25,38,22,13,8,10,120,11192,14269,9846,10345,6070,4888,56605
11902,18,26,224,40,57,46,34,20,26,231,48,35,27,26,16,15,167,7681,11306,8093,7988,4032,3151,42242,3372,5735,3923,4474,2458,2181,22136,385,374,211,172,75,53,1271,742,954,704,739,378,284,3809,1127,1324,919,915,451,341,5078,2674,2469,1674,1239,503,233,8793,1324,1349,984,693,272,119,4743,1065,1358,802,533,199,69,4022,52,103,46,15,8,3,225,63,80,50,41,21,23,274,5165,5363,3552,2521,1004,452,18053,0,0,0,0,0,0,5,0,0,0,0,0,0,0,60,54,36,14,8,8,175,59,54,36,14,8,8,179,42,18,17,9,12,0,95,9761,12493,8448,7931,3928,2984,45549
11903,15,12,175,53,49,25,31,16,9,182,58,40,19,20,8,0,152,8582,11767,8031,8225,3591,2226,42415,3305,6557,4476,5269,2583,1514,23702,807,604,302,258,89,31,2076,814,997,739,778,293,160,3776,1621,1596,1037,1032,377,191,5855,910,479,250,176,36,19,1868,1587,1629,929,614,150,71,4985,1586,1681,1117,772,239,88,5473,766,1095,651,429,128,49,3118,71,87,48,35,21,13,271,4918,4970,3003,2026,573,234,15716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,48,31,22,12,4,182,61,48,31,22,12,4,183,44,16,3,6,7,5,73,9946,13191,8546,8352,3545,1947,45536
11904,20,18,363,166,113,74,48,20,18,432,69,52,28,17,6,4,167,10594,14443,8926,8088,3466,2078,47595,3241,6047,3913,4316,2137,1438,21094,1172,1193,603,525,150,60,3706,491,785,500,539,191,98,2602,1667,1976,1106,1062,341,155,6306,796,477,212,145,43,21,1697,1820,1557,922,540,133,43,5010,3557,3919,2126,1252,363,97,11322,1734,2948,1234,641,214,99,6878,89,87,45,20,17,13,267,7995,8993,4542,2598,772,277,25179,50,18,0,0,0,0,63,0,0,0,0,0,0,0,168,111,63,36,9,10,396,221,129,68,36,9,10,463,49,38,17,13,5,6,127,13172,17184,9642,8026,3263,1879,53171
12001,15,5,300,71,135,56,24,15,5,306,59,45,22,19,7,0,155,6944,10755,5830,5318,1742,668,31249,1905,3635,2263,3066,1338,477,12685,255,337,193,213,58,10,1072,468,772,429,416,82,28,2198,722,1113,625,629,137,33,3263,1256,1220,466,270,50,14,3271,1148,1286,545,274,54,8,3312,1977,2790,1073,519,120,22,6498,1140,1817,698,367,58,9,4091,33,30,14,13,3,6,93,5549,7144,2798,1442,277,54,17269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,146,62,35,8,4,373,116,146,62,35,8,4,373,24,6,7,5,6,0,46,8323,12051,5757,5171,1766,570,33640
12002,3,9,224,68,74,50,18,3,9,228,59,47,17,15,4,0,144,6102,7273,3643,3404,884,202,21514,1202,2212,1266,1642,435,85,6837,924,1418,759,688,143,34,3964,986,1704,889,889,222,34,4718,1907,3121,1651,1576,360,73,8687,985,691,271,150,27,5,2128,1178,700,177,87,14,0,2156,1194,878,204,92,22,6,2385,130,153,42,13,0,0,349,29,24,9,7,0,0,61,3511,2443,702,355,63,11,7074,3,4,0,0,0,0,5,0,0,0,0,0,0,0,59,57,20,12,5,0,156,57,68,20,12,5,0,161,10,13,4,0,0,0,28,6692,7852,3639,3578,863,162,22794
12003,31,21,576,165,197,108,65,31,21,582,219,114,62,45,17,8,469,11696,15767,10090,9066,3569,1998,52194,3056,5734,3867,4326,1966,1186,20136,701,905,558,530,114,44,2841,682,1007,751,687,253,147,3525,1381,1909,1310,1211,366,191,6370,2948,2150,885,542,124,40,6694,3495,3361,1678,1028,279,79,9912,2998,3943,2095,1253,341,110,10739,1338,2205,1128,690,196,55,5612,42,47,21,14,7,7,129,10820,11705,5812,3521,937,291,33082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,191,77,60,23,6,570,217,191,77,60,23,6,570,105,64,11,16,8,3,206,15574,19599,11077,9130,3306,1678,60357
12101,0,0,85,32,28,16,12,0,0,88,56,32,10,14,8,4,123,9277,13014,7370,7347,2714,886,40608,2228,5108,3267,4854,2045,669,18181,238,325,211,235,39,15,1057,460,544,390,397,83,28,1893,697,865,601,627,127,39,2956,954,818,329,230,43,11,2382,2191,2229,985,636,104,25,6169,2501,2646,1205,677,126,15,7169,2350,2729,1191,726,122,43,7161,28,33,16,20,9,0,113,8018,8460,3729,2289,405,98,22996,0,0,0,0,0,0,3,0,0,0,0,0,0,0,28,26,13,10,8,0,81,31,31,13,10,8,0,83,25,19,13,8,0,0,59,10992,14479,7616,7786,2589,804,44276
