SA3_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
11603,23,39,20,76,357,797,310,37,14,44,1731,0,4,6,18,22,46,264,711,348,62,21,15,1520,6,0,6,8,5,24,89,352,233,66,9,16,817,0,0,5,9,7,12,69,279,243,76,17,19,733,0,0,11,10,0,14,33,150,148,71,12,16,469,6,5,30,30,20,25,111,229,128,36,0,68,678,3,8,60,28,11,9,28,35,12,5,5,103,301,97,191,1034,945,490,794,2558,4637,1980,436,111,554,13815
11701,13,7,7,28,53,237,359,278,303,28,1317,0,0,6,10,5,12,47,190,380,393,396,25,1469,0,0,4,3,3,9,22,79,183,290,343,16,943,4,0,3,6,5,13,14,60,206,422,669,20,1430,3,0,0,0,3,13,16,25,95,241,793,17,1214,0,0,7,4,6,6,15,48,53,94,192,50,491,0,0,22,10,5,5,7,13,12,17,5,29,124,55,84,615,259,162,231,467,1415,1989,2219,3206,364,11061
11702,0,8,10,34,123,446,312,160,157,19,1270,0,0,3,5,11,27,64,292,406,242,266,14,1337,0,0,0,0,0,10,22,95,198,178,276,11,800,0,0,0,4,0,13,20,101,238,266,621,21,1278,0,0,0,3,0,11,15,48,124,188,1049,17,1464,0,0,4,4,3,6,11,50,65,63,245,25,481,0,3,9,3,0,3,3,12,5,0,0,45,85,23,45,276,244,155,379,798,2042,1824,1280,2810,282,10167
11703,32,45,45,130,379,1481,2057,1344,1438,136,7110,7,6,24,20,26,95,260,1111,2640,2358,2376,144,9057,3,0,10,17,24,35,83,189,730,1216,1548,68,3915,6,0,17,21,29,60,122,324,1164,2045,3887,105,7777,6,0,20,37,20,45,111,281,932,1919,8696,179,12237,7,15,40,41,28,44,58,100,252,407,1377,188,2560,16,22,135,29,18,21,23,43,75,67,107,231,766,310,668,3054,1396,794,1441,3184,7222,11393,11667,22136,1829,65101
11801,6,10,5,17,73,347,547,518,702,37,2269,5,3,4,7,4,20,73,244,615,740,1171,45,2930,0,0,3,4,0,3,29,41,170,337,716,22,1338,4,0,3,5,8,16,37,69,256,624,1878,56,2962,0,0,7,3,13,19,34,100,255,585,5841,104,6956,3,0,5,6,5,10,29,22,72,138,759,77,1117,0,0,17,6,0,3,9,14,22,23,60,102,245,53,39,293,164,129,233,759,1846,2828,3647,12249,669,22908
11802,18,30,17,38,93,442,829,575,469,58,2569,0,0,10,13,12,39,68,341,899,847,820,49,3099,0,0,4,6,6,21,36,108,372,533,630,37,1752,0,0,5,13,13,23,46,137,497,909,1373,29,3046,3,3,12,17,3,22,46,110,267,675,3097,54,4311,3,0,10,23,19,18,33,63,178,212,504,76,1142,3,5,78,21,7,11,6,24,16,20,38,103,326,128,226,1469,652,372,488,857,2401,4496,4605,7641,754,24091
11901,29,29,24,59,133,638,634,316,236,54,2165,0,0,9,16,7,30,83,484,608,326,252,60,1875,0,0,4,9,12,19,36,221,345,207,211,39,1097,4,0,8,4,5,12,32,170,329,288,357,27,1236,0,0,8,10,8,18,31,86,165,186,376,28,915,5,4,19,25,15,25,27,148,205,111,135,100,815,5,6,68,28,20,12,12,37,25,10,13,136,381,158,327,1746,1057,634,814,1150,4293,4269,2249,2133,918,19752
11902,14,25,20,77,388,813,513,243,171,57,2329,3,3,12,18,21,53,287,634,489,267,182,36,1997,0,0,6,4,10,22,126,319,276,191,166,26,1149,8,0,10,10,6,13,93,247,298,202,249,31,1156,0,0,5,5,6,16,43,115,155,180,298,28,847,0,3,13,14,13,37,113,200,149,96,95,85,818,0,3,27,10,3,10,32,43,25,13,12,85,273,73,125,716,578,390,895,3185,5349,3335,1775,1488,721,18633
11903,21,38,21,38,142,634,581,250,125,52,1896,6,3,11,14,19,31,116,571,643,340,185,46,1982,0,0,3,10,8,20,49,288,415,250,139,20,1206,0,0,4,18,8,34,43,254,532,350,293,37,1574,0,3,3,10,10,24,21,101,265,235,425,33,1129,0,3,15,16,9,19,45,122,178,110,83,71,668,4,0,65,16,6,3,10,21,17,12,5,58,226,90,149,1092,693,366,510,1118,3783,3837,2078,1496,604,15824
11904,5,26,19,42,167,885,959,475,275,57,2912,4,0,10,8,10,40,137,746,1150,658,360,54,3179,0,0,3,10,8,22,48,311,599,427,262,39,1738,0,0,8,19,17,25,39,323,689,652,515,34,2321,0,3,3,10,7,21,29,124,403,432,589,41,1661,0,0,9,4,5,19,50,131,221,171,141,85,835,0,0,17,11,3,9,7,25,29,14,15,75,211,53,58,483,344,228,447,1198,4770,5960,3680,2641,624,20488
12001,10,8,13,15,41,205,437,288,246,38,1295,0,0,6,4,7,24,38,177,568,442,446,35,1747,0,0,4,3,10,10,11,67,249,301,339,18,1011,0,0,5,12,0,20,19,89,357,541,711,31,1774,0,0,3,9,3,14,24,43,281,525,1579,34,2518,0,4,14,5,7,16,15,11,54,93,188,46,437,0,0,17,5,0,5,6,10,17,13,11,47,127,36,44,400,209,121,192,315,1177,2823,2727,4073,414,12535
12002,0,7,10,15,57,239,196,146,217,19,910,0,0,5,3,8,8,35,130,255,260,393,13,1115,0,0,3,0,3,5,6,38,90,100,254,3,511,0,0,5,0,0,9,18,61,118,234,691,11,1149,0,0,3,3,4,12,18,36,97,218,1943,21,2360,0,0,7,0,9,8,13,19,31,35,203,12,340,0,0,13,8,0,3,3,5,6,4,9,28,80,40,53,458,174,157,257,471,1013,1084,1174,3997,200,9084
12003,23,42,31,80,275,1186,1142,491,304,61,3649,0,0,19,35,23,48,174,1105,1508,631,425,66,4043,0,0,14,12,13,38,57,454,831,451,300,46,2218,0,0,22,24,19,40,51,468,1103,756,655,58,3200,4,9,16,24,16,20,34,208,612,584,1063,48,2641,0,0,21,21,15,26,38,195,288,197,243,109,1162,3,4,24,11,6,9,14,34,37,15,12,87,249,63,84,765,623,442,759,1813,6687,7739,4141,3551,854,27518
12101,9,4,10,21,64,403,661,356,383,43,1964,3,0,4,9,4,33,36,387,837,564,575,50,2504,0,0,5,0,3,7,15,122,344,303,375,16,1191,3,0,0,5,3,20,27,132,540,658,871,42,2308,7,0,5,5,7,20,24,123,447,696,2756,52,4144,0,3,5,3,5,17,22,52,102,99,251,51,602,4,0,5,5,4,0,3,12,11,9,24,61,133,62,36,200,288,144,287,476,2158,3980,3302,5915,504,17353
12102,3,13,10,13,52,375,382,164,82,24,1110,0,0,0,5,12,15,40,314,488,217,163,11,1266,0,0,0,0,5,8,14,134,281,132,117,10,705,0,0,0,0,8,11,12,161,395,215,255,25,1076,0,0,5,3,3,9,3,91,286,211,440,25,1083,0,5,0,3,0,4,6,40,95,54,52,25,281,0,0,3,3,0,4,4,12,6,3,3,20,61,24,27,137,229,135,196,407,2129,2670,1236,1253,294,8746
12103,9,3,0,4,22,132,234,170,226,27,822,0,0,0,0,0,9,15,101,261,259,355,31,1038,0,0,0,0,6,7,10,47,112,145,242,6,576,0,0,0,3,4,5,9,55,176,261,575,21,1110,0,0,4,0,0,8,19,43,147,312,1796,34,2370,0,0,0,0,0,3,5,18,32,62,210,23,365,0,0,0,0,0,0,0,0,3,3,18,28,62,12,7,48,41,42,99,176,749,1401,1605,3931,259,8377
12104,0,13,4,17,112,633,629,384,423,42,2262,4,0,5,9,12,18,58,509,945,696,696,46,2996,0,0,3,3,4,8,22,75,276,328,405,22,1141,0,0,3,0,10,13,28,152,518,753,1107,39,2620,5,0,3,11,8,12,38,123,449,879,3977,76,5575,0,0,9,3,0,15,6,34,78,102,345,38,629,0,3,0,8,6,8,3,14,22,16,26,66,170,37,28,168,300,144,212,593,2757,3924,3658,7660,489,19981
12201,0,0,7,4,10,54,103,116,180,8,492,0,0,0,0,0,4,12,36,138,189,305,16,702,0,0,0,0,4,6,9,14,39,91,201,8,355,0,0,0,0,0,0,6,19,57,148,544,13,798,0,0,4,0,0,7,9,26,38,169,1927,28,2207,0,0,0,4,5,0,4,7,11,25,192,18,270,0,0,9,5,4,4,0,0,3,5,17,5,60,19,12,70,100,58,67,118,268,598,895,3619,164,5982
12202,0,0,3,7,12,52,83,87,180,12,435,0,0,0,0,7,3,3,33,71,116,263,21,521,0,0,0,0,0,3,5,13,36,59,185,4,306,0,0,0,0,3,0,4,17,44,80,377,13,534,0,0,0,0,3,3,9,5,28,49,674,17,792,0,0,0,0,0,3,0,10,15,21,118,14,180,0,0,3,0,0,6,0,0,3,0,4,17,36,3,18,30,35,35,52,94,307,467,546,2116,157,3852
12203,7,3,10,28,46,201,565,549,499,37,1963,3,0,3,6,7,26,32,155,606,693,762,38,2335,3,0,4,3,5,9,18,54,291,399,585,29,1399,0,0,4,0,8,14,25,47,269,520,1127,45,2064,0,0,3,9,7,5,23,44,130,279,2081,43,2617,9,0,0,4,7,13,8,23,91,105,297,45,607,5,4,12,23,6,3,6,7,16,18,23,57,177,62,57,275,420,243,281,430,1245,3001,3216,6053,489,15770
12301,0,0,8,13,37,208,345,90,14,25,746,0,0,0,6,4,7,27,143,406,143,21,21,776,0,0,0,0,0,3,6,74,288,108,14,12,518,0,0,0,4,0,12,9,48,275,130,37,5,519,0,0,0,3,0,3,0,15,124,126,48,7,338,0,0,0,5,0,3,3,35,99,45,14,14,226,0,0,7,5,0,0,0,9,9,0,4,26,64,24,15,155,110,64,157,286,1052,2107,786,193,186,5133
12302,31,49,28,69,327,1266,511,131,31,60,2518,0,0,11,26,26,55,191,1056,590,165,36,42,2203,0,0,8,15,4,19,74,540,371,156,37,22,1255,0,0,10,9,3,26,53,432,396,211,56,20,1227,5,0,13,11,3,9,30,163,202,166,77,22,710,0,10,23,35,22,36,61,278,186,81,24,89,842,11,7,62,21,10,9,25,53,24,10,5,120,347,127,223,1464,1063,588,950,2418,7274,3198,1173,339,763,19585
12303,3,4,5,10,27,126,112,31,18,13,361,0,0,0,4,4,0,25,99,108,49,16,14,317,3,0,0,0,5,8,15,36,69,39,13,9,183,0,0,0,4,0,7,14,37,61,48,32,9,204,0,0,5,3,0,6,9,14,37,40,36,3,150,0,0,0,4,0,3,7,37,28,14,16,9,113,0,0,0,6,3,0,3,9,5,0,3,13,43,15,7,45,136,77,118,307,751,585,257,172,121,2589
12401,0,15,14,25,71,264,225,69,23,12,717,5,0,6,7,8,19,46,212,234,69,27,20,654,0,0,0,3,0,12,14,97,140,37,20,4,326,0,0,0,0,0,6,11,67,143,54,38,14,332,0,0,0,0,0,7,3,34,61,54,67,9,235,0,0,3,5,3,8,15,62,44,20,13,16,191,0,0,4,12,3,8,8,12,7,0,0,25,75,12,26,80,316,146,344,703,1762,1291,381,226,199,5481
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,15,23,20,90,305,1249,646,177,48,53,2632,4,5,8,16,9,41,171,1020,784,266,69,44,2443,0,0,3,6,4,18,70,483,457,223,62,27,1367,5,0,4,4,4,23,47,387,460,309,106,20,1362,0,0,4,8,8,24,31,149,215,252,147,17,848,3,0,14,24,14,18,42,217,170,99,45,51,687,6,3,27,17,3,14,17,30,9,4,4,75,207,86,150,700,595,353,950,2285,6476,3708,1582,576,556,18014
12404,0,4,6,37,57,271,151,43,9,16,605,0,0,4,8,6,28,54,223,166,52,21,10,564,0,0,0,5,0,12,23,112,101,31,16,4,315,0,0,4,4,4,14,15,86,111,49,28,7,314,0,0,0,5,5,8,8,28,47,28,29,4,165,0,0,0,4,6,9,15,62,47,25,11,16,190,0,0,6,21,4,3,8,11,3,0,5,18,76,17,20,128,272,130,254,585,1560,879,290,158,152,4443
12405,6,6,8,25,140,491,201,36,9,14,939,0,0,6,6,9,18,76,421,209,39,10,17,804,0,0,0,0,0,9,26,202,137,38,5,13,434,0,0,0,0,3,6,22,157,140,50,19,4,400,0,0,0,3,0,3,8,72,52,28,14,9,190,0,0,3,11,6,4,27,115,54,24,12,30,274,3,0,18,4,3,3,9,20,8,0,3,57,120,34,37,238,224,153,323,988,2754,1161,253,89,263,6518
12501,14,23,24,66,180,602,800,340,167,47,2263,0,3,14,10,18,36,150,562,923,403,186,56,2356,0,0,3,16,10,11,63,247,488,299,132,27,1303,0,0,13,11,6,23,59,265,675,389,215,39,1700,0,0,14,7,13,17,28,133,426,378,362,45,1425,0,0,13,16,5,20,45,128,230,138,89,100,781,4,0,10,8,3,6,14,28,40,5,11,57,189,50,116,448,366,246,463,1198,3710,5390,2691,1477,661,16827
12502,18,18,13,40,50,240,395,162,123,19,1083,0,0,0,9,6,40,25,216,432,196,156,24,1110,0,0,4,0,6,38,20,84,249,149,108,9,671,0,0,0,3,3,59,27,84,271,202,196,4,861,0,0,5,3,0,12,13,47,171,166,295,14,727,0,3,10,9,3,45,30,29,86,45,58,39,358,0,3,21,8,14,3,5,8,4,6,3,47,117,78,140,713,352,224,434,455,1431,2402,1243,1132,303,8905
12503,24,40,30,63,239,840,657,221,138,60,2307,0,0,8,14,26,31,156,634,591,231,130,54,1880,0,0,6,15,4,11,74,319,375,146,104,26,1084,0,0,3,9,13,14,54,278,396,225,168,26,1182,6,4,11,9,7,9,17,136,224,185,196,35,838,6,3,16,26,7,26,59,195,232,125,78,115,895,8,5,55,28,7,16,28,45,23,8,3,137,361,146,295,1450,1068,558,903,1885,5297,4212,1798,1125,978,19722
12504,25,29,30,58,483,1625,949,242,114,59,3621,3,0,7,29,21,52,350,1736,1436,365,131,53,4177,3,3,3,14,8,27,138,863,804,266,88,37,2248,0,0,6,9,21,26,120,1009,1370,487,162,48,3261,0,4,7,17,18,24,69,632,1080,541,312,50,2759,4,0,16,16,16,17,80,282,281,132,54,94,990,6,3,42,17,4,10,19,46,25,11,6,91,275,104,196,1113,679,452,730,2739,9434,7519,2445,1006,766,27187
12601,6,0,6,11,30,204,258,140,74,16,745,0,0,0,5,3,11,27,208,313,188,119,17,882,0,0,0,0,3,4,7,76,175,124,97,8,494,0,0,4,0,0,5,11,109,254,208,184,13,796,0,0,0,3,3,4,13,71,197,240,390,14,942,0,0,0,6,7,10,9,11,50,38,62,15,205,0,0,0,0,0,0,0,0,9,3,3,11,30,12,11,56,74,93,93,205,1157,1736,1165,1097,166,5860
12602,13,22,23,39,247,931,758,389,285,45,2765,0,0,14,23,25,56,171,841,988,663,428,67,3280,0,0,8,8,10,18,82,359,442,397,295,22,1635,0,0,12,20,16,29,64,388,688,637,644,48,2534,0,0,11,17,8,22,51,186,471,640,1225,46,2662,5,5,0,15,4,23,45,108,128,138,165,77,703,4,0,8,14,3,4,6,21,21,4,16,85,202,64,65,388,735,341,643,1844,5330,5007,3648,3607,708,22373
12701,11,20,15,55,96,285,524,337,68,40,1451,0,0,6,16,7,33,61,231,565,393,89,32,1441,3,0,0,3,6,31,14,99,375,312,85,15,950,0,0,3,5,7,27,18,87,374,376,114,24,1035,0,7,4,4,4,11,19,37,220,299,154,23,784,3,4,9,13,8,23,22,77,155,133,32,66,545,0,9,24,15,0,5,9,12,16,12,4,66,161,72,130,591,440,255,487,738,1902,3449,2483,722,548,11824
12702,27,35,42,93,307,697,781,260,110,67,2427,4,3,11,23,26,48,202,501,542,251,93,49,1752,0,0,10,8,12,29,84,241,334,148,89,30,989,3,0,9,12,6,21,51,261,320,189,116,26,1007,0,0,7,7,10,9,34,104,166,91,105,19,567,0,0,12,25,30,25,100,198,197,69,47,77,785,6,7,35,12,7,20,33,65,40,17,10,106,355,99,172,1128,1095,689,1192,3112,5740,4856,1632,775,869,21370
12703,10,21,12,135,269,729,609,247,88,42,2166,0,0,11,18,6,115,195,571,563,251,110,37,1871,4,0,7,3,9,57,66,276,356,213,69,18,1080,0,0,5,6,6,84,83,228,343,256,95,19,1121,0,0,4,0,3,24,39,87,186,168,167,13,712,6,3,11,15,13,56,67,160,124,85,35,66,634,0,10,30,14,6,8,31,34,35,9,0,100,283,115,163,809,565,368,1274,2264,4641,3614,1666,716,582,16785
12801,8,11,4,26,53,368,490,244,233,27,1475,0,0,0,4,7,21,43,288,517,382,375,29,1676,0,0,0,5,6,18,20,117,252,248,276,11,945,0,0,4,0,0,26,29,104,344,327,640,13,1490,3,0,6,4,0,18,12,41,137,221,899,16,1348,6,4,3,12,5,19,14,47,91,88,190,28,501,0,0,14,7,6,4,7,9,12,12,18,45,132,51,59,452,222,141,262,559,2053,2728,1887,2976,349,11734
12802,8,4,3,13,29,251,277,161,111,21,876,0,0,3,4,8,11,18,212,328,224,200,10,1019,0,0,0,0,0,6,13,74,158,170,145,14,583,6,0,0,5,3,13,12,73,171,228,326,0,831,0,0,4,0,0,3,4,36,102,140,378,11,681,0,0,8,9,0,8,5,47,59,62,79,23,296,0,0,15,8,0,0,0,4,5,10,0,22,62,30,48,335,183,98,171,285,1352,1568,1245,1389,202,6908
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,33,67,67,253,692,552,67,4,10,33,1796,3,5,14,33,42,145,496,531,73,8,7,30,1392,0,5,8,19,15,48,201,281,61,4,10,11,669,8,4,3,3,13,42,177,316,82,15,8,13,693,4,4,5,10,6,21,58,174,94,21,17,9,436,7,4,15,24,19,65,160,202,41,7,10,24,581,0,3,41,29,24,39,32,13,0,0,0,76,256,123,121,890,1077,874,2456,4289,3239,571,88,98,478,14287
20102,10,7,11,16,50,64,15,5,6,8,196,0,0,5,3,9,10,32,50,16,6,0,6,134,0,0,3,0,4,6,7,29,0,0,4,4,57,0,0,0,5,3,8,15,20,7,0,0,9,65,3,0,0,0,3,4,5,21,14,5,4,5,69,0,0,0,0,8,4,15,11,3,3,3,6,56,0,0,11,4,4,0,3,0,0,0,0,9,37,18,24,160,110,122,186,366,353,78,24,40,89,1578
20103,8,9,8,45,37,16,0,0,4,9,139,0,0,6,7,12,30,21,15,0,4,0,3,92,0,0,5,3,4,9,9,3,0,0,0,0,35,0,0,4,0,4,9,12,0,0,0,0,6,36,0,4,3,0,0,3,13,0,0,0,0,4,24,3,0,3,10,5,16,18,9,0,0,0,6,73,0,3,14,14,9,11,3,0,0,0,6,17,73,35,44,213,243,231,434,307,76,16,7,16,110,1724
20201,22,58,50,221,593,445,61,13,3,28,1509,0,0,14,26,37,154,464,444,72,12,5,25,1253,0,0,3,16,13,57,190,234,61,6,0,7,609,5,0,7,17,15,18,166,269,69,12,12,9,590,0,0,3,3,11,17,50,123,91,21,14,11,340,3,0,21,23,16,58,148,137,51,7,8,26,503,9,4,32,25,15,34,25,5,3,4,0,51,213,105,109,733,887,770,2105,3705,2577,511,84,66,387,12043
20202,13,7,9,30,80,120,47,11,7,9,323,4,0,0,8,9,14,62,100,30,6,0,11,253,0,0,0,5,0,3,29,43,37,5,0,6,129,0,0,6,4,0,0,25,63,33,8,14,6,165,0,0,5,3,0,5,6,30,40,22,22,8,147,0,0,11,6,0,6,29,35,18,11,0,8,121,0,0,18,6,8,5,5,3,3,0,0,24,69,37,30,231,174,146,289,634,719,273,80,69,139,2835
20203,11,11,6,7,4,11,0,0,0,7,64,3,0,12,6,8,0,5,5,0,0,0,6,47,0,0,6,0,6,0,6,3,0,0,0,0,22,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,5,6,0,3,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,8,18,17,29,115,98,74,75,51,34,8,3,8,47,545
20301,0,4,5,7,24,26,12,0,0,7,87,4,0,4,0,3,9,14,29,12,0,0,7,84,0,0,0,0,0,4,10,19,14,0,0,0,49,0,0,0,0,6,0,7,14,10,9,4,0,46,0,0,3,0,0,0,3,14,5,0,0,4,38,0,0,0,0,8,5,6,11,4,0,0,9,44,0,0,0,0,0,0,10,0,0,0,0,3,15,8,3,34,37,52,79,164,199,81,22,16,59,762
20302,50,74,63,225,933,1297,325,49,32,60,3126,5,4,32,34,37,133,666,1330,404,70,52,58,2838,4,0,18,20,17,53,264,658,264,50,43,23,1417,6,8,11,15,26,40,183,674,413,91,71,30,1568,0,5,16,24,10,38,86,287,350,170,138,38,1169,0,5,39,46,33,80,190,343,170,58,26,70,1066,3,10,57,36,24,49,59,33,11,0,4,130,423,231,205,1374,1396,1140,2534,5945,7506,2467,580,465,855,24691
20303,6,12,13,25,111,387,184,46,23,28,845,3,0,7,12,12,20,77,387,240,85,36,23,893,0,0,3,4,4,12,30,226,169,67,17,12,552,0,0,8,9,7,11,22,212,243,117,53,17,696,3,0,0,7,0,9,16,110,166,151,148,22,633,0,0,4,5,3,12,31,108,96,40,25,14,336,0,0,3,0,6,6,10,15,15,5,4,28,90,36,26,155,173,158,313,958,2542,1460,605,366,253,7044
20401,12,22,31,97,154,172,21,4,4,22,556,4,0,8,17,20,78,135,123,26,3,7,29,447,0,3,6,8,5,42,61,67,14,0,0,10,230,0,0,3,8,4,32,54,85,19,8,10,12,234,6,0,11,5,5,14,17,47,9,4,17,18,150,3,0,8,13,10,38,47,54,13,5,0,27,213,5,0,16,8,13,12,18,11,0,0,0,42,125,85,49,364,352,337,804,1109,917,145,29,68,310,4566
20402,8,27,29,99,160,122,7,4,5,18,482,4,0,9,21,38,57,117,95,17,9,4,20,392,0,0,0,3,11,22,48,61,12,4,0,12,167,0,0,0,3,9,25,42,53,17,0,4,5,167,6,0,0,5,11,11,30,40,30,0,9,15,150,0,0,9,20,13,31,44,28,11,0,6,17,175,0,0,24,18,9,13,7,9,0,0,0,33,105,58,45,381,539,463,845,948,626,117,19,27,256,4322
20403,17,43,55,185,278,298,41,8,13,25,975,4,8,8,20,44,131,267,304,67,5,11,28,891,0,0,3,22,13,51,119,164,42,0,15,8,441,0,0,4,6,8,42,99,153,76,13,14,13,417,3,0,0,12,6,15,30,77,42,13,32,19,244,4,3,13,17,11,50,78,90,25,3,11,23,325,0,5,24,19,14,15,16,4,4,0,0,53,152,88,88,575,665,607,1362,1774,1629,359,55,118,336,7668
20501,14,8,29,46,137,220,20,0,3,17,499,0,4,6,11,9,24,96,216,34,3,3,10,416,0,0,4,3,6,3,44,124,19,3,0,3,217,0,0,3,10,4,10,39,105,33,6,3,3,214,0,0,13,3,6,6,11,64,18,3,0,10,137,0,0,6,5,6,11,43,58,22,0,0,11,168,0,0,8,9,0,3,12,0,0,0,0,24,66,39,27,245,238,232,453,1107,1283,187,32,34,181,4047
20502,17,28,25,80,152,98,10,0,9,17,439,3,0,8,16,19,54,103,99,14,0,9,6,335,4,0,6,7,3,19,30,51,8,0,0,4,131,3,0,3,3,5,5,29,46,16,0,6,7,129,3,0,10,3,4,6,21,29,10,5,3,0,86,0,0,11,11,6,42,47,48,12,0,0,14,196,4,5,28,18,11,16,7,12,6,0,0,33,144,62,58,345,413,340,775,976,639,88,16,30,220,3978
20503,7,29,23,84,187,190,50,4,12,30,610,6,0,8,11,18,50,116,149,44,6,6,22,434,0,0,4,3,6,13,48,71,27,10,3,18,210,0,0,5,6,8,18,50,73,43,4,9,8,219,0,0,6,0,0,14,32,47,21,10,13,11,153,0,0,4,3,14,29,67,63,15,5,4,13,213,8,0,17,11,8,20,31,3,0,0,0,46,146,64,59,350,358,364,876,1536,1104,278,49,78,296,5420
20504,16,51,103,171,219,149,27,4,0,16,774,11,5,14,31,50,116,189,122,21,4,3,17,571,0,0,3,9,24,48,67,65,27,3,0,0,252,0,0,6,11,14,24,62,77,21,3,0,11,227,0,3,12,16,10,30,29,54,31,0,7,8,191,0,0,14,25,30,62,71,43,6,0,0,23,285,10,3,42,43,24,27,14,5,0,0,4,59,234,138,143,828,1217,1123,1618,1495,789,185,19,36,322,7910
20505,16,34,25,83,129,87,21,0,0,19,428,4,0,5,15,18,50,77,99,18,0,3,22,316,0,0,3,4,5,25,38,43,9,3,0,8,138,0,0,3,5,5,29,45,50,19,0,0,8,165,0,3,4,3,4,10,24,35,11,6,0,19,119,0,0,9,15,9,25,52,26,5,0,0,9,152,0,3,16,6,9,19,6,4,0,0,0,30,107,51,41,309,426,387,771,830,545,115,12,24,215,3713
