SA3_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
30103,5295,7638,2391,260,15587,3256,645,505,19992,209,89,104,12,409,512,24,31,976,389,360,313,34,1100,470,110,112,1791,601,442,418,48,1505,989,131,141,2767,148,37,101,15,303,711,51,75,1139,44,6,14,0,58,72,9,23,157,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4,4,3,0,15,18,0,3,40,191,54,114,15,381,803,59,100,1335,48,5,7,0,69,143,10,51,263,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,0,0,13,54,6,7,0,71,149,12,48,275,3,0,0,0,3,7,0,0,10,6143,8147,2933,320,17546,5201,846,797,24385,5156,8176,2300,247,15870,3138,628,588,20226,203,70,126,16,409,715,35,94,1249,556,548,517,40,1664,629,134,156,2584,759,620,640,51,2068,1345,164,251,3834,99,36,54,7,191,503,25,52,766,77,17,25,5,128,173,16,20,339,5,3
30201,3499,4867,1094,143,9600,1576,310,241,11725,203,54,86,11,347,496,42,20,909,170,103,96,15,388,193,51,21,653,371,158,182,26,741,689,101,39,1565,62,22,44,7,139,138,25,22,320,33,9,3,4,46,87,8,12,152,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,98,31,48,13,180,225,32,37,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3970,5052,1326,182,10522,2486,438,317,13770,3430,5038,1127,137,9729,1788,311,288,12123,82,36,43,8,171,230,21,12,424,416,308,208,25,952,448,126,56,1580,497,346,244,32,1122,673,143,61,2005,58,18,25,8,111,114,25,26,286,77,24,28,7,133,111,44,25,315,22,0
30202,5293,6678,2389,334,14689,4044,850,454,20037,233,75,99,17,420,664,48,38,1172,346,192,171,48,754,488,159,79,1473,574,267,269,68,1176,1156,208,112,2643,374,126,162,26,687,1154,159,141,2138,215,59,60,28,361,513,120,56,1055,227,43,25,8,301,247,56,38,641,..,..,..,..,..,..,..,..,..,4,0,3,0,11,16,0,3,30,818,230,249,64,1361,1931,331,242,3870,30,17,18,4,71,197,15,66,346,0,0,0,0,0,0,0,0,0,4,4,4,0,13,12,0,0,21,34,24,24,4,84,208,15,66,371,0,0,0,0,0,0,0,4,7,6720,7190,2923,472,17304,7337,1406,877,26922,5171,7030,2124,341,14666,3716,834,534,19748,187,31,50,9,277,626,20,29,956,478,288,245,39,1052,723,184,89,2049,660,321,298,54,1331,1355,207,120,3012,354,153,113,43,662,894,127,104,1783,378,172,153,33,737,787,167,136,1834,371,91
30203,2457,3177,1035,155,6827,1819,497,289,9431,68,39,22,8,133,173,11,22,333,158,76,89,18,346,257,84,32,717,228,108,114,23,475,424,94,56,1050,400,143,163,39,745,987,171,98,2002,241,89,80,22,435,457,121,37,1045,128,34,27,9,200,137,77,23,440,..,..,..,..,..,..,..,..,..,3,0,3,0,6,6,4,0,13,764,265,278,77,1383,1589,368,162,3501,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,11,4,0,0,17,3,3,0,0,11,9,0,7,25,0,0,0,0,0,0,0,5,10,3456,3558,1423,257,8698,3837,963,513,14013,2469,3370,1005,135,6978,1750,500,306,9529,46,33,28,3,112,146,4,23,286,322,238,169,30,758,422,133,62,1378,369,266,199,31,870,571,145,82,1666,317,132,89,30,570,731,94,99,1503,381,175,99,39,683,643,156,99,1581,408,106
30204,4328,5648,2101,213,12289,3114,554,498,16451,256,95,132,13,495,612,40,35,1179,289,212,186,31,720,384,96,81,1274,541,307,316,43,1209,992,136,120,2455,218,77,89,11,394,612,41,65,1113,38,17,21,0,77,121,13,8,224,16,0,5,0,21,36,4,3,62,..,..,..,..,..,..,..,..,..,5,4,6,0,16,22,0,3,37,278,94,116,16,504,796,55,79,1432,35,3,11,0,42,152,5,7,205,0,0,0,0,0,0,0,5,10,10,0,3,0,13,0,0,8,15,39,7,11,0,54,152,8,19,229,9,5,3,0,10,4,0,0,21,5193,6058,2542,278,14063,5065,746,715,20589,4324,6125,1982,246,12672,3097,578,522,16866,301,141,124,15,573,751,45,91,1463,371,397,277,34,1082,510,100,85,1769,671,538,402,52,1655,1263,144,175,3236,290,165,161,30,646,778,91,104,1622,73,31,29,9,138,177,26,39,379,31,14
30301,3537,5516,1350,188,10591,2232,543,347,13714,240,109,116,9,479,518,60,20,1070,439,275,219,49,977,393,191,50,1614,677,391,330,56,1458,903,250,62,2685,132,55,68,17,282,325,64,24,693,49,11,21,4,83,68,21,9,180,40,10,11,0,58,42,4,6,117,..,..,..,..,..,..,..,..,..,4,0,0,0,4,8,0,0,10,223,76,96,25,420,441,90,42,994,13,0,5,0,23,87,6,0,113,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,0,0,7,22,3,6,0,28,93,6,0,124,0,0,0,0,0,3,0,0,8,4456,5987,1789,266,12498,3679,882,460,17523,3527,5790,1265,173,10753,2292,490,430,13971,100,65,70,5,240,231,27,29,524,685,493,331,60,1562,768,265,155,2753,782,555,401,61,1804,996,290,181,3272,112,32,31,9,181,227,29,29,461,98,26,33,13,168,169,37,29,405,122,24
30302,3567,5230,1441,349,10585,2726,1238,507,15049,122,67,50,14,253,248,72,49,623,613,238,179,69,1100,800,377,121,2397,735,308,227,84,1355,1049,450,171,3027,1101,371,256,133,1863,2345,517,346,5071,735,240,165,96,1243,1362,326,198,3128,263,69,54,18,411,379,110,66,965,..,..,..,..,..,..,..,..,..,31,10,7,4,48,45,11,8,119,2132,698,489,256,3564,4138,965,618,9288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,3,0,0,15,13,9,6,43,10,3,0,0,15,18,9,15,51,5,0,0,0,5,11,0,0,20,6447,6237,2155,686,15526,7932,2656,1311,27431,3475,5520,1305,268,10571,2380,1154,571,14672,26,23,11,4,59,72,19,20,171,671,362,241,78,1349,809,430,190,2780,696,381,254,83,1411,888,451,202,2955,923,354,234,92,1611,2051,516,427,4611,1214,416,247,127,2010,1928,542,330,4806,625,133
30303,4955,7222,1987,303,14469,2756,817,430,18461,220,154,76,16,476,261,42,50,826,523,416,260,71,1276,413,275,92,2048,743,577,336,89,1745,672,317,140,2877,166,53,65,25,309,464,60,48,886,97,36,20,14,165,190,79,45,475,44,25,12,7,83,95,32,42,252,..,..,..,..,..,..,..,..,..,5,3,0,0,7,13,0,0,20,314,118,98,41,569,759,167,131,1634,67,27,33,4,133,274,22,133,561,0,0,0,0,0,0,0,6,6,5,4,0,0,12,3,5,0,12,74,27,35,9,142,278,23,139,571,0,0,0,0,3,5,0,0,10,6089,7942,2458,437,16926,4471,1325,833,23555,4862,7626,2036,277,14807,2804,877,588,19074,94,101,34,9,233,149,22,28,426,593,651,318,73,1634,518,303,126,2577,687,750,347,82,1867,662,317,151,3004,138,112,92,12,344,406,59,38,854,183,67,53,18,319,272,131,45,770,144,41
30304,2854,3769,1224,199,8039,2077,691,409,11218,59,62,32,9,168,103,27,14,315,152,70,68,21,308,160,108,65,639,214,138,95,27,478,264,135,83,955,200,79,60,16,352,636,84,110,1192,52,23,25,6,96,169,23,34,325,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,10,5,0,0,12,12,10,0,41,267,99,83,18,470,816,121,153,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,9,0,0,18,0,5,0,0,4,9,0,0,18,0,0,0,0,3,0,0,0,8,3334,4001,1405,252,8994,3169,947,642,13754,2729,4056,1097,187,8067,1902,702,454,11128,67,58,28,0,160,170,14,24,367,263,155,114,19,543,303,160,74,1082,324,210,146,22,702,475,177,94,1443,176,101,72,18,369,429,86,68,945,112,63,26,9,209,186,42,37,480,11,6
30305,3698,6805,1641,237,12381,1712,491,476,15057,159,162,86,4,410,155,26,22,617,390,348,209,21,967,278,113,105,1464,552,511,289,24,1377,441,137,127,2077,111,83,49,4,243,142,68,29,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,6,0,5,0,3,7,0,0,14,109,83,52,4,251,148,68,28,496,6,0,0,0,5,33,0,30,78,0,0,0,0,0,3,0,0,4,0,4,0,0,4,3,0,0,9,6,4,0,0,7,48,0,37,85,0,0,0,0,3,0,0,0,3,4366,7404,1983,266,14017,2344,703,663,17725,3733,7415,1808,213,13170,1876,558,566,16171,83,82,41,8,210,127,14,21,368,598,716,355,56,1724,412,215,139,2491,679,797,400,62,1937,537,227,157,2860,31,18,15,6,71,73,11,20,171,13,6,0,0,17,3,4,0,20,0,0
30306,3295,5188,1475,250,10207,1740,727,386,13056,175,151,54,22,403,268,84,41,792,336,370,218,53,983,261,194,76,1507,517,521,271,74,1385,526,277,120,2303,41,25,16,6,88,87,10,7,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,8,40,25,16,6,92,91,12,7,195,6,0,3,0,9,84,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,3,0,7,86,0,0,99,0,0,0,0,3,0,0,0,5,3852,5736,1775,327,11688,2443,1019,510,15665,3159,5152,1422,253,9986,1708,807,450,12950,88,93,35,7,223,187,31,21,456,512,778,281,55,1632,364,233,124,2351,603,877,314,56,1850,557,264,139,2812,25,14,3,4,47,41,6,23,118,0,0,0,0,0,0,0,0,0,6,0
30401,2776,4667,973,102,8514,1312,253,188,10271,39,9,11,3,62,71,5,6,147,130,108,62,3,298,133,21,18,477,169,118,67,8,355,204,28,31,622,0,4,6,0,15,60,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5,0,0,0,11,10,0,0,22,10,4,8,0,19,71,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,2949,4795,1047,108,8899,1586,285,220,10994,2830,4638,945,108,8520,1362,254,175,10310,36,10,17,0,63,68,3,8,145,163,167,102,8,437,194,14,42,679,197,175,120,8,499,260,19,50,825,5,0,0,0,8,51,0,0,55,0,0,0,0,0,0,0,0,0,3,0
30402,3756,6522,1139,136,11551,1517,312,284,13665,101,74,31,4,208,178,11,8,401,97,101,29,0,230,81,8,10,336,198,174,60,6,442,257,15,18,740,14,10,10,0,37,53,5,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,13,0,5,0,15,14,0,5,35,28,8,9,0,50,62,5,10,129,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,3988,6711,1204,140,12047,1840,332,313,14539,3897,6793,1276,111,12082,1700,322,350,14458,70,9,12,3,95,178,8,4,289,60,33,35,0,127,76,14,14,228,124,43,50,7,224,250,17,22,511,11,12,10,0,29,14,0,3,47,11,0,5,0,13,4,0,0,17,3,0
30403,2208,3566,705,155,6635,1501,753,347,9236,104,81,45,12,245,135,77,18,476,358,224,116,63,752,327,248,86,1410,461,309,153,69,994,462,319,107,1885,532,206,130,94,955,969,416,197,2543,565,204,108,116,990,757,529,171,2444,500,185,77,77,843,569,377,156,1937,..,..,..,..,..,..,..,..,..,5,5,3,0,11,15,0,4,34,1603,596,321,278,2794,2307,1326,533,6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,0,3,6,18,0,3,5,0,8,0,3,6,21,0,0,0,0,6,11,0,0,10,4277,4483,1181,503,10435,4282,2408,985,18110,2296,3861,721,142,7020,1414,803,249,9488,26,12,13,0,57,75,15,12,156,308,258,146,36,742,374,238,80,1435,329,273,160,40,798,444,257,90,1585,381,244,104,49,777,727,340,117,1958,777,404,182,118,1485,1084,765,204,3544,527,263
30404,3877,5996,1624,191,11689,2283,459,280,14705,144,45,65,4,257,323,35,18,630,156,68,66,15,308,220,50,10,587,300,115,131,18,571,543,79,24,1221,123,44,89,15,271,434,60,28,793,78,10,17,12,121,176,41,7,349,33,4,4,4,43,77,15,10,141,..,..,..,..,..,..,..,..,..,6,0,5,0,10,8,0,0,20,238,61,118,35,443,702,118,40,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,7,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,4414,6175,1872,244,12706,3533,660,340,17240,3884,6307,1637,159,11985,2241,410,346,14984,38,15,23,0,79,180,7,14,282,164,79,92,16,348,272,48,51,725,202,94,118,13,430,447,56,64,1003,242,135,157,16,545,590,73,97,1308,128,37,42,11,207,261,41,29,536,31,9
30501,1140,1329,427,123,3021,959,809,348,5145,71,27,16,8,123,93,37,29,283,282,147,71,21,518,269,176,119,1081,349,171,90,26,644,365,213,146,1365,740,198,143,71,1152,1857,471,528,4007,902,197,134,86,1321,1715,526,477,4038,3560,991,420,260,5227,4058,1466,2083,12832,..,..,..,..,..,..,..,..,..,6,6,0,0,8,13,7,4,31,5211,1390,699,415,7712,7640,2463,3094,20909,19,3,0,0,14,17,3,6,42,0,0,0,0,0,4,0,54,60,16,4,4,0,21,17,5,4,47,27,9,4,0,39,37,5,70,157,14,0,0,0,16,27,4,12,53,6745,2899,1218,564,11431,9019,3503,3677,27625,1053,1484,423,84,3036,807,782,343,4972,22,13,8,6,51,37,21,22,125,246,155,74,18,493,287,190,111,1080,271,169,85,23,543,325,207,136,1200,587,158,118,37,899,1512,393,437,3240,1157,341,214,81,1792,1755,589,568,4699,4724,1425
30502,2248,3422,754,134,6558,1481,643,350,9028,68,35,29,3,137,107,39,24,298,608,269,166,61,1101,659,345,174,2285,677,301,198,66,1238,768,379,199,2579,382,110,132,28,659,837,184,123,1802,422,105,83,26,630,596,171,123,1518,124,37,22,9,190,134,55,45,425,..,..,..,..,..,..,..,..,..,0,0,0,0,5,13,0,0,15,934,251,245,65,1485,1578,409,291,3760,3,0,0,0,3,8,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,0,0,19,0,8,3,0,12,12,5,9,34,0,0,0,0,0,3,0,0,3,3861,3982,1196,257,9290,3839,1437,838,15412,2032,3755,710,116,6612,1245,523,369,8753,32,22,15,4,75,60,18,9,163,665,388,241,68,1368,569,319,137,2392,706,411,261,68,1441,637,334,143,2560,420,120,128,34,698,906,199,186,1988,583,152,108,37,880,745,242,189,2057,237,57
30503,3674,6027,1355,285,11342,2656,1181,482,15658,143,82,46,21,291,238,84,33,640,563,247,170,79,1059,636,387,97,2180,706,330,209,107,1346,875,470,131,2825,1079,328,289,120,1822,2753,652,362,5583,1279,279,263,113,1929,2061,654,396,5040,846,208,118,53,1227,1060,335,242,2874,..,..,..,..,..,..,..,..,..,9,3,0,0,12,21,8,3,42,3214,824,666,287,4993,5896,1646,1003,13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,3,0,35,12,10,4,61,11,17,3,0,34,12,10,8,62,0,6,3,0,11,17,0,4,25,7615,7199,2240,676,17728,9446,3312,1623,32106,3582,6234,1224,238,11274,2409,1069,601,15343,77,23,16,3,121,137,21,22,298,608,342,218,62,1225,747,387,131,2489,678,374,234,66,1344,886,405,155,2792,822,337,228,76,1459,1937,429,289,4124,1601,504,317,139,2561,2469,724,471,6221,2302,571
30504,3044,4938,1042,275,9302,2083,1315,433,13136,59,20,14,14,104,91,39,19,253,303,153,62,44,562,334,195,59,1143,362,172,79,55,664,425,230,80,1395,557,129,113,93,887,1207,398,133,2626,542,117,89,88,838,785,468,152,2243,516,115,62,62,756,548,236,167,1705,..,..,..,..,..,..,..,..,..,5,0,0,0,7,24,3,5,34,1612,366,264,240,2487,2567,1110,455,6610,14,0,0,0,14,12,0,74,99,5,0,0,0,5,4,0,73,81,7,6,3,0,18,12,4,5,42,21,6,3,0,35,25,8,154,223,4,0,0,0,4,5,0,5,14,5043,5481,1388,572,12486,5102,2663,1122,21372,2927,5327,968,205,9430,1893,1066,477,12864,12,7,6,0,24,41,4,10,80,291,139,64,21,519,312,148,53,1027,304,147,70,21,542,353,156,65,1117,439,125,107,52,727,914,262,202,2103,739,204,130,86,1155,1005,498,220,2886,679,169
30601,4129,5206,1536,90,10954,1959,485,609,14002,141,86,116,8,358,292,39,55,746,142,130,63,4,343,200,43,35,615,287,217,188,12,697,487,82,93,1359,313,127,198,13,643,728,90,134,1595,243,102,106,12,463,287,61,158,971,121,35,24,0,178,111,21,140,453,..,..,..,..,..,..,..,..,..,6,0,3,0,6,8,0,4,18,675,260,327,31,1288,1131,179,441,3040,42,4,0,4,46,56,5,471,576,3,0,0,0,3,5,0,25,31,9,7,0,0,18,5,0,11,31,50,7,4,0,65,69,5,500,639,10,0,0,0,10,0,0,0,8,5140,5688,2050,134,13016,3649,739,1644,19044,4574,5658,1686,106,12030,2193,576,976,15775,167,70,135,3,380,349,46,69,843,186,66,116,5,378,430,43,100,949,353,139,251,13,758,784,96,167,1802,209,105,159,11,479,504,50,101,1133,266,86,147,21,510,332,100,184,1131,55,10
30602,6242,8042,3380,283,17949,4239,1029,1236,24449,294,164,292,13,763,852,63,180,1863,182,127,125,9,444,385,61,119,1008,474,297,421,19,1208,1239,124,299,2874,677,427,748,82,1930,2605,299,710,5549,542,218,209,35,1006,929,227,502,2663,332,132,67,21,550,396,103,206,1245,..,..,..,..,..,..,..,..,..,3,9,0,0,7,20,0,7,41,1556,783,1018,133,3496,3946,637,1418,9505,73,20,23,0,117,193,10,473,791,0,0,3,0,0,0,0,46,48,22,17,5,0,44,31,4,10,95,97,33,33,4,168,231,10,526,936,14,10,10,0,40,26,8,27,97,8391,9169,4860,443,22861,9674,1809,3514,37853,6528,8113,3539,288,18465,4385,1022,1602,25476,314,215,319,33,879,1091,72,264,2300,301,195,268,20,788,745,112,202,1854,611,411,589,55,1665,1834,187,465,4155,563,447,649,55,1713,2335,239,711,4999,566,264,229,30,1089,902,243,451,2685,313,122
30603,3319,3181,1247,115,7864,2281,295,561,11003,25,13,9,0,51,91,4,5,147,12,4,10,0,31,26,0,6,71,37,22,20,0,79,119,4,17,213,157,104,109,20,386,473,51,127,1039,8,0,0,0,9,3,0,7,21,11,6,4,0,26,19,0,12,58,..,..,..,..,..,..,..,..,..,0,0,3,0,3,3,0,0,11,184,112,114,24,428,497,50,146,1129,95,12,15,5,124,134,12,954,1227,6,15,9,3,37,31,8,84,158,18,8,9,0,32,19,0,10,63,119,41,28,6,198,181,22,1051,1446,5,0,0,0,7,4,0,12,28,3668,3359,1408,145,8578,3081,375,1787,13818,3527,2927,1236,138,7822,2595,328,971,11718,30,32,45,3,114,125,11,44,289,6,5,3,0,17,28,6,9,55,42,46,49,6,135,148,18,51,349,122,103,94,9,332,386,36,170,922,4,0,8,0,9,13,0,13,35,6,0
30604,926,881,286,17,2112,646,128,328,3215,60,30,23,0,116,120,14,49,298,66,23,22,3,112,66,33,70,274,128,55,47,7,229,187,44,113,577,113,38,42,5,201,241,66,110,616,13,0,3,0,20,19,12,30,78,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,128,38,47,6,225,262,69,145,697,48,9,0,0,54,63,5,448,575,0,0,0,0,0,4,0,28,30,8,4,0,0,18,6,0,0,27,64,9,0,0,74,74,5,473,624,3,0,0,0,6,0,0,0,14,1249,986,382,30,2647,1169,248,1068,5128,1037,815,307,16,2173,690,132,452,3452,56,22,26,3,107,113,12,46,274,83,22,29,3,138,71,36,101,350,138,47,53,5,247,178,47,148,622,78,25,46,7,152,190,37,123,499,29,7,3,0,35,25,8,55,126,8,0
30605,4350,3537,1538,121,9544,2930,364,534,13366,67,31,37,3,135,127,13,15,284,4,0,4,0,12,7,0,0,17,68,35,41,3,142,137,13,14,305,123,51,95,13,280,534,27,46,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,8,6,0,0,12,130,50,95,13,290,543,27,44,902,93,16,13,0,129,199,13,476,815,8,8,8,0,24,15,4,48,93,17,11,4,0,34,33,3,10,75,117,37,34,3,189,251,14,535,990,6,3,0,0,9,3,0,18,36,4668,3659,1705,137,10172,3862,413,1148,15595,4586,3558,1581,141,9865,3257,403,1162,14697,59,21,42,6,127,183,10,39,355,4,0,4,0,12,35,0,3,50,60,19,47,8,138,215,13,45,406,93,28,77,15,206,366,23,67,664,0,0,0,0,0,0,0,0,6,3,0
