SA3_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
30201,522,44,15,4,580,4,0,11,587,32,0,624,715,111,30,3,860,7,0,8,865,11,0,878,288,41,48,5,389,0,0,0,389,5,0,390,9,0,0,3,16,0,0,0,16,4,0,23,1540,197,86,18,1844,15,3,10,1853,53,4,1909,19,3,0,0,25,3,0,3,25,0,0,25,31,0,0,3,34,0,0,0,34,0,0,34,47,3,0,4,56,3,0,3,62,0,0,62,1586,203,88,21,1901,16,3,15,1915,53,4,1967,393,44,20,11,463,6,3,5,473,30,0,498,0,0,0,12,12,0,0,0,12,0,0,12,1981,247,104,43,2372,18,6,27,2397,82,4,2480,734,71,21,5,829,14,6,15,849,38,0,882,792,126,27,5,939,6,0,6,950,11,0,964,86,11,22,5,122,0,0,0,122,5,0,126,8,3,0,0,15,0,0,0,15,0,0,15,1612,208,67,14,1907,22,6,25
30202,645,84,23,3,754,18,4,20,777,27,0,802,1059,155,27,8,1255,9,0,6,1261,26,0,1287,506,62,60,0,634,0,0,0,637,13,0,647,24,4,0,7,34,0,0,0,34,5,0,34,2236,309,118,18,2677,21,4,29,2700,66,0,2772,31,10,0,0,34,0,0,0,34,0,0,34,38,11,0,0,43,3,0,3,50,0,0,50,65,14,0,0,80,3,0,3,86,0,0,84,2301,322,118,18,2755,29,4,34,2788,68,0,2861,554,91,36,13,696,19,0,25,715,63,0,781,6,0,0,3,8,0,0,0,8,0,4,11,2860,416,151,32,3459,46,6,58,3511,134,4,3651,1024,108,28,0,1163,15,3,22,1180,49,0,1234,1146,140,32,5,1318,11,4,12,1328,18,0,1354,130,15,14,0,157,0,0,0,157,5,0,163,11,0,0,0,14,0,0,0,17,0,0,17,2311,265,72,8,2650,30,5,34
30203,394,77,17,0,494,6,0,5,500,18,0,519,607,76,19,4,707,0,3,10,715,19,0,734,258,33,26,0,317,5,0,5,323,9,0,332,11,3,0,0,23,0,0,0,23,0,0,24,1270,192,68,11,1538,14,6,24,1558,49,0,1608,13,0,0,0,13,0,0,0,13,0,0,15,20,7,0,0,26,0,0,0,26,0,0,28,29,10,0,0,41,0,0,0,41,3,0,40,1305,202,68,11,1576,14,6,24,1602,51,0,1654,365,60,3,8,433,16,7,19,453,32,0,483,3,0,0,8,11,0,0,0,11,0,4,15,1671,252,74,22,2021,27,13,37,2061,77,8,2147,501,83,13,4,601,8,3,10,615,23,0,637,536,76,19,4,632,7,5,12,646,17,0,665,76,11,5,0,96,0,0,0,97,6,0,107,4,0,0,4,5,0,0,0,5,0,0,5,1111,173,45,10,1339,16,9,28
30204,520,87,22,3,629,7,0,6,640,30,3,671,838,169,28,5,1041,11,3,11,1055,47,0,1107,319,55,42,0,413,3,0,3,418,12,0,433,7,3,0,18,31,0,0,0,31,0,7,35,1688,314,87,29,2121,21,10,30,2144,90,10,2243,20,0,0,0,27,7,0,3,31,0,0,34,26,7,0,0,36,0,0,0,35,0,0,35,46,8,0,0,62,9,0,11,70,0,0,71,1735,318,87,32,2177,23,8,32,2214,91,10,2314,484,107,32,10,623,18,5,22,646,59,7,716,3,0,0,8,12,0,0,0,12,0,10,17,2223,428,121,50,2816,41,18,61,2873,148,21,3046,783,126,13,8,933,11,4,19,952,74,5,1025,920,152,23,7,1097,8,0,12,1111,51,0,1159,121,21,12,3,154,6,0,5,160,5,0,163,5,0,0,6,9,0,0,0,9,3,6,23,1827,297,53,22,2200,25,10,34
30301,582,81,10,0,680,3,0,3,681,21,0,707,877,126,29,3,1029,9,0,7,1040,9,0,1051,412,57,45,4,516,3,0,3,516,7,3,530,14,0,0,7,17,0,0,0,17,0,0,17,1884,258,84,14,2236,16,0,16,2254,39,3,2297,17,0,0,0,17,6,0,6,20,0,0,20,33,3,0,0,42,0,4,4,46,0,0,46,54,3,0,0,58,7,4,10,66,0,0,66,1937,259,85,15,2298,21,0,23,2320,38,3,2365,380,60,10,12,464,9,0,9,472,38,0,503,0,0,0,4,12,0,0,0,12,0,6,10,2317,319,91,36,2772,29,0,30,2799,78,8,2883,906,101,12,0,1026,7,0,7,1028,36,0,1066,956,119,12,3,1087,9,0,11,1103,27,0,1122,101,17,10,0,128,0,0,0,128,7,0,135,6,0,0,7,17,0,0,0,17,0,0,17,1964,236,43,14,2256,17,6,20
30302,663,90,24,0,781,8,6,16,795,35,0,830,971,172,27,9,1175,5,4,7,1188,32,0,1214,437,50,57,0,545,0,6,6,550,12,0,561,9,4,0,3,17,0,0,0,17,3,0,26,2088,308,113,16,2525,15,12,26,2554,78,0,2634,14,3,0,0,17,0,0,0,17,0,0,24,33,5,0,0,35,4,0,3,38,4,0,44,51,9,0,0,55,4,0,3,59,6,0,66,2137,318,113,16,2585,22,16,32,2614,80,0,2695,514,72,26,4,623,24,0,21,641,55,0,700,0,0,0,0,0,0,0,0,0,0,8,9,2648,390,134,25,3205,41,10,53,3257,142,11,3406,879,107,24,0,1018,18,0,19,1036,34,0,1072,997,130,20,11,1154,10,0,11,1170,32,0,1205,87,28,17,0,129,0,0,0,129,4,0,133,6,0,0,3,6,0,0,0,8,0,0,9,1967,268,64,13,2313,29,4,33
30303,737,94,19,4,852,8,0,8,855,40,3,903,982,221,23,11,1231,18,7,23,1254,27,0,1283,331,41,48,7,423,4,0,4,428,8,0,434,14,8,0,19,38,0,0,0,38,0,0,41,2053,359,93,36,2545,27,9,34,2577,79,3,2667,39,6,0,0,51,3,0,3,53,0,0,55,43,11,0,0,59,6,0,12,65,7,0,69,85,21,0,0,106,14,0,10,117,10,0,124,2138,379,94,36,2651,38,4,49,2695,91,3,2789,639,132,36,18,825,22,4,28,853,127,3,980,0,0,0,10,11,0,0,0,11,0,16,26,2779,512,130,62,3483,60,10,71,3555,220,17,3792,1155,151,18,4,1331,24,3,23,1355,58,3,1425,1266,269,40,10,1585,12,3,16,1600,49,0,1653,116,10,15,0,148,3,0,3,149,4,0,150,9,7,0,17,34,0,0,0,35,4,4,41,2549,436,76,35,3092,42,7,46
30304,362,66,15,0,447,5,0,11,455,21,0,476,612,111,14,0,743,5,10,10,751,7,0,762,252,43,21,0,315,3,0,3,321,6,0,327,14,0,0,8,27,0,0,0,27,3,0,30,1235,228,49,15,1533,19,8,23,1553,34,0,1593,7,0,0,0,13,0,0,0,13,0,0,13,18,3,0,0,21,0,0,0,26,0,0,27,32,9,0,0,37,0,0,0,39,0,0,41,1265,236,49,15,1564,18,8,24,1590,39,0,1628,258,77,15,9,352,9,6,10,361,45,0,406,4,4,0,0,10,0,0,0,13,0,4,13,1530,306,62,23,1929,25,8,31,1961,82,3,2049,580,94,17,3,693,6,3,14,706,16,0,727,729,135,16,0,882,6,3,14,894,20,0,914,70,15,4,0,89,0,0,0,90,0,0,97,3,0,0,6,6,0,0,0,6,3,0,10,1384,245,41,7,1676,12,10,26
30305,732,112,14,4,867,12,4,20,889,53,0,940,866,222,32,3,1122,16,6,20,1146,47,0,1195,268,54,36,0,361,0,0,4,366,20,0,382,12,4,0,21,32,0,0,0,32,8,4,40,1880,392,86,27,2385,34,11,42,2431,125,3,2559,39,4,0,4,47,11,0,11,57,0,0,61,56,20,5,0,87,4,3,6,93,3,0,97,101,25,5,5,135,10,3,14,150,4,0,159,1978,419,88,33,2524,44,11,54,2585,130,7,2718,801,216,54,32,1096,57,6,61,1158,182,10,1347,3,0,0,15,22,4,0,4,27,3,15,44,2783,635,139,88,3643,98,16,122,3764,317,34,4118,1049,178,20,10,1259,11,6,14,1275,79,5,1359,1027,273,30,10,1339,24,0,26,1361,46,0,1418,137,35,22,0,198,5,0,5,197,10,0,206,12,4,0,14,29,0,0,0,33,5,9,48,2225,488,79,36,2825,38,6,45
30306,376,48,7,3,430,7,3,5,437,31,0,465,499,143,19,7,669,7,4,11,680,33,0,711,114,31,25,0,166,0,0,0,163,15,0,184,10,0,0,12,24,0,0,0,24,3,0,29,998,221,52,16,1289,14,9,18,1307,74,0,1389,35,7,6,0,47,4,0,7,55,3,0,56,39,18,5,0,59,8,0,11,71,0,0,74,74,22,3,0,108,14,4,17,124,4,0,128,1070,248,56,23,1393,28,8,34,1432,78,0,1514,523,151,32,12,721,36,6,45,760,119,6,884,7,8,0,8,18,0,0,0,18,0,8,29,1601,401,88,39,2131,60,15,82,2210,203,11,2427,592,84,10,4,688,18,0,21,709,27,0,742,627,186,12,6,836,15,7,21,856,39,3,897,55,16,13,0,85,0,0,0,85,9,0,94,9,0,0,13,24,0,0,0,24,0,0,26,1281,292,31,27,1629,37,9,39
30401,280,40,5,0,324,0,4,5,331,23,4,357,521,52,15,0,594,0,0,0,597,12,0,604,209,22,21,0,255,0,0,0,255,0,0,257,7,0,0,0,10,0,0,0,10,0,0,8,1016,117,41,3,1178,0,7,10,1188,30,4,1219,19,5,0,0,15,0,0,0,15,0,0,15,11,0,0,0,15,0,0,0,15,0,0,15,27,4,0,0,34,0,0,0,34,0,0,34,1044,126,42,3,1207,0,7,10,1221,30,4,1252,221,24,13,11,267,7,4,10,275,12,0,285,0,0,0,4,8,0,0,0,8,0,0,9,1260,145,56,17,1486,8,6,19,1501,40,0,1551,509,51,15,5,579,5,0,5,582,21,0,608,630,95,19,9,754,7,6,10,763,20,0,784,85,8,15,0,111,0,0,0,107,0,0,113,3,0,0,3,6,0,0,0,6,0,5,10,1235,153,46,16,1451,13,6,10
30402,397,58,7,0,464,8,0,8,475,14,0,487,697,96,26,0,821,3,0,3,822,12,3,837,229,28,27,3,286,0,0,0,285,4,0,291,7,0,0,3,10,0,0,0,10,0,0,9,1330,180,61,5,1578,14,3,16,1595,29,3,1628,9,0,0,0,15,0,0,0,15,0,0,15,28,5,0,0,31,0,0,0,34,0,0,34,39,5,0,0,43,0,0,0,42,0,0,42,1368,182,66,5,1620,16,7,20,1639,29,3,1673,339,31,22,3,391,3,0,3,389,18,3,411,0,0,0,7,3,0,0,0,3,0,7,10,1707,212,87,10,2021,19,7,16,2036,47,10,2101,912,98,17,0,1028,24,9,34,1056,44,0,1102,1039,143,24,10,1213,9,4,12,1223,21,0,1245,145,20,20,0,188,0,0,0,188,0,0,187,13,0,0,7,15,0,0,0,17,0,0,21,2102,267,59,16,2441,33,6,43
30403,377,44,15,0,435,0,0,5,442,26,0,465,535,77,28,4,641,7,6,11,653,13,0,668,191,25,29,0,240,0,0,4,243,9,0,252,9,0,0,3,13,0,0,0,13,0,0,15,1108,149,69,9,1330,15,7,14,1349,50,4,1397,28,6,0,0,32,0,0,0,33,0,0,33,36,7,0,0,44,0,0,0,44,0,0,48,67,7,0,0,78,0,0,0,77,0,0,78,1172,158,74,9,1412,14,5,16,1429,48,3,1482,354,75,11,5,451,19,4,15,467,49,4,521,5,0,0,0,6,0,0,0,6,0,0,6,1527,234,85,17,1865,26,7,34,1900,100,8,2011,750,74,29,4,851,10,5,15,866,49,0,917,696,120,27,0,848,3,0,4,849,19,3,868,109,20,31,0,164,0,0,0,163,7,0,169,8,0,0,6,15,0,0,0,15,0,3,13,1561,215,94,6,1873,13,9,22
30404,513,58,26,3,603,14,0,14,608,22,0,635,876,108,29,7,1029,3,6,8,1035,30,0,1066,395,38,45,3,484,6,0,3,483,4,0,486,7,4,0,4,16,0,0,0,16,5,0,13,1786,211,101,22,2123,14,6,18,2144,59,5,2206,17,0,0,0,17,0,0,0,22,0,0,22,29,0,0,0,33,0,0,0,33,0,0,33,47,0,0,0,50,0,0,0,52,0,0,51,1837,212,101,21,2174,20,6,22,2193,58,5,2259,428,43,12,7,495,11,7,15,510,35,0,548,0,0,0,5,5,0,0,0,5,0,5,13,2263,256,112,35,2677,28,8,38,2711,98,5,2818,845,129,30,6,1011,16,0,16,1024,41,0,1076,1123,106,20,3,1248,15,0,16,1261,31,0,1293,131,12,9,0,155,4,0,4,159,9,0,160,0,6,0,6,12,0,0,0,12,0,0,12,2102,245,63,18,2432,31,0,30
30501,406,58,7,0,469,17,4,19,490,34,0,530,387,94,13,0,488,7,3,8,503,14,0,512,185,21,32,0,237,0,0,7,247,11,0,254,0,0,0,6,8,0,0,0,8,3,0,10,977,174,49,9,1212,26,7,37,1247,55,5,1308,29,6,0,0,31,5,0,5,34,0,0,34,26,7,0,4,41,0,0,0,45,3,0,45,60,16,0,3,74,3,0,5,79,3,0,79,1034,186,49,9,1286,31,12,39,1326,64,5,1392,373,79,18,7,481,10,0,10,491,55,0,545,0,0,0,0,4,0,0,0,4,0,0,4,1415,273,69,17,1766,44,12,51,1820,117,5,1941,478,59,8,0,549,17,5,28,573,28,0,613,345,72,8,0,424,6,0,11,431,10,4,442,35,14,13,0,62,0,0,0,67,0,0,67,9,0,0,0,10,0,0,0,10,0,0,12,863,148,27,0,1046,24,8,38
30502,459,48,15,0,527,9,0,9,540,10,0,550,640,80,21,0,746,4,6,8,751,15,3,770,291,18,37,0,344,0,0,0,351,7,4,362,10,0,0,4,20,0,0,0,15,0,0,15,1409,144,75,7,1637,16,7,21,1659,33,5,1697,11,0,0,0,10,0,0,0,7,0,0,7,20,0,0,0,20,0,0,0,26,0,0,26,30,0,0,0,28,0,0,0,35,0,0,35,1439,146,75,7,1669,19,7,24,1692,33,5,1734,320,22,10,9,367,7,0,9,375,20,0,392,9,0,0,4,10,0,0,0,10,0,4,10,1769,174,86,24,2044,26,7,36,2081,46,7,2139,683,64,9,0,762,19,0,22,782,26,0,807,704,78,11,5,798,0,0,0,798,13,4,814,75,5,10,0,95,0,0,0,95,0,0,92,3,0,0,7,9,0,0,0,9,0,0,9,1470,151,30,6,1658,21,0,25
30503,779,99,15,3,897,20,5,20,920,33,0,951,1115,137,12,4,1273,11,3,12,1284,28,0,1307,439,46,42,3,530,3,0,3,536,11,0,553,8,0,0,11,25,0,0,0,23,0,0,22,2340,279,79,19,2720,33,4,40,2755,76,3,2837,15,3,0,0,21,4,0,4,25,0,0,25,35,6,0,0,47,4,0,4,51,6,0,52,57,8,0,0,69,6,0,6,75,8,0,83,2397,293,79,19,2789,37,4,45,2830,82,3,2915,595,79,39,16,728,21,6,29,758,44,0,800,0,4,0,0,6,0,0,0,6,0,12,21,2993,374,122,40,3524,56,12,70,3591,125,12,3736,1050,113,17,0,1182,27,4,32,1212,49,0,1264,1205,140,19,3,1371,25,0,25,1397,27,5,1421,125,17,8,0,154,0,0,0,154,6,0,161,6,0,0,7,12,0,0,0,12,0,0,12,2387,272,43,11,2720,49,7,57
30504,542,66,23,0,632,3,4,6,644,22,0,659,789,117,14,0,923,5,0,5,925,16,0,946,289,32,28,4,356,0,8,6,366,10,0,371,5,0,0,6,19,0,0,0,19,0,0,19,1633,219,59,17,1930,12,10,21,1951,45,0,1996,11,5,0,0,14,0,0,0,13,0,0,13,15,0,0,0,22,0,0,0,20,0,0,19,27,0,0,0,33,6,0,6,33,0,0,35,1661,221,58,17,1963,16,10,22,1983,45,3,2028,374,37,32,9,444,4,0,4,448,34,0,486,9,0,0,0,9,0,0,0,9,0,0,8,2038,258,91,26,2411,15,11,28,2438,78,3,2522,932,103,17,3,1059,9,4,8,1065,31,0,1099,1049,93,16,3,1164,8,0,8,1168,20,0,1193,107,7,16,0,126,0,0,0,132,0,0,132,3,0,0,8,9,0,0,0,9,0,0,9,2089,207,47,12,2353,21,4,20
30601,375,60,9,3,450,3,3,8,459,22,0,485,667,162,26,6,863,9,0,8,865,27,0,889,249,29,49,8,333,3,0,3,333,4,0,339,3,0,0,9,14,0,0,0,14,0,0,20,1300,255,78,21,1657,12,7,17,1671,54,0,1732,9,6,0,0,15,0,0,0,12,4,0,20,18,4,0,0,32,0,5,4,36,0,0,36,34,9,0,0,46,0,0,8,52,4,0,55,1334,263,78,24,1698,13,7,22,1724,53,0,1780,336,91,33,8,469,9,0,10,479,45,4,526,0,4,0,0,5,0,0,0,5,0,8,13,1669,359,113,38,2173,21,9,32,2203,95,19,2316,717,127,15,3,860,12,11,22,883,32,3,915,927,190,30,9,1157,8,3,8,1170,45,6,1213,62,12,19,0,92,3,0,3,97,3,0,100,5,0,0,9,17,0,0,0,18,0,0,18,1711,333,67,25,2131,28,11,39
30602,603,103,25,9,739,9,0,8,749,45,3,796,938,226,27,8,1195,19,5,21,1218,61,0,1281,286,53,45,0,394,0,0,3,390,8,0,401,8,6,4,12,28,0,0,0,28,0,6,36,1835,387,102,25,2353,25,7,32,2382,114,6,2506,8,11,0,0,18,3,0,3,19,7,0,31,43,10,3,0,52,3,3,8,57,0,0,65,53,13,3,0,69,8,3,13,83,12,0,92,1887,407,97,25,2419,38,11,43,2466,124,6,2597,663,211,44,34,956,42,10,53,1008,171,3,1183,0,0,0,3,9,0,0,0,9,0,19,26,2552,628,143,65,3388,74,20,94,3483,295,31,3809,983,139,28,3,1149,17,8,24,1171,68,0,1240,1133,288,26,11,1465,9,6,15,1478,82,0,1562,76,23,22,0,119,0,0,0,122,10,0,129,16,0,0,12,29,0,0,0,33,0,0,28,2203,452,78,27,2761,30,10,41
30603,159,29,0,0,188,4,0,0,190,18,0,210,324,46,9,4,386,4,0,4,388,14,0,399,64,10,9,0,90,0,0,0,90,3,0,91,5,0,0,6,17,0,0,0,17,0,0,18,552,90,25,13,676,3,0,9,682,35,6,718,3,0,0,3,3,12,0,12,20,3,0,22,13,0,0,0,13,0,5,5,20,0,0,20,19,0,0,3,22,12,5,12,36,3,0,42,566,88,25,21,704,18,5,21,717,35,6,756,269,50,17,28,360,29,8,40,401,90,0,483,3,0,0,10,15,0,0,0,15,0,7,23,837,144,35,55,1075,49,14,62,1138,123,13,1273,288,39,3,0,331,0,0,3,336,31,0,365,391,69,12,4,471,0,3,0,478,19,0,493,12,3,8,0,22,0,0,0,22,0,0,24,4,0,0,7,6,0,0,0,6,0,0,6,692,112,19,10,836,5,4,5
30604,41,11,4,0,54,4,0,4,55,4,0,55,101,26,7,0,133,0,0,3,133,3,0,140,19,4,7,4,38,0,0,0,33,0,0,34,0,0,0,8,8,0,0,0,8,0,0,8,159,40,11,9,220,5,0,5,228,8,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,3,0,0,0,0,0,3,0,3,5,0,0,3,164,40,12,9,228,10,0,6,234,10,0,241,74,19,8,3,103,0,0,0,102,17,0,127,0,0,0,0,0,0,0,0,0,0,0,0,235,58,19,11,329,6,0,10,340,27,0,367,86,15,3,0,105,0,0,0,105,8,0,115,135,38,9,0,185,0,0,0,183,6,0,191,11,0,0,0,12,0,0,0,12,4,0,13,0,0,0,6,6,0,0,0,6,0,0,6,230,54,18,4,306,0,0,0
30605,174,28,12,3,209,5,0,4,215,8,0,223,369,60,12,4,439,4,0,4,446,17,0,461,84,11,19,0,110,0,0,0,110,0,0,116,0,3,0,7,11,0,0,0,11,0,0,18,627,93,38,15,775,5,0,9,785,31,0,821,0,0,0,0,6,3,0,3,4,0,0,4,11,5,0,7,16,0,4,4,20,0,0,21,8,5,0,3,20,3,4,5,22,0,0,23,638,96,38,17,789,10,3,16,802,37,0,840,261,47,14,12,334,6,5,12,347,73,3,421,3,0,0,0,3,0,0,0,3,5,9,18,899,143,50,36,1126,17,15,33,1156,110,15,1279,339,43,18,10,410,10,3,12,423,18,0,446,482,72,8,11,568,7,5,7,579,19,0,599,25,8,5,0,39,0,0,0,40,0,0,46,0,0,0,7,10,0,0,0,16,0,0,19,849,122,35,26,1036,15,4,18
30701,338,20,6,3,361,0,0,0,361,13,5,375,626,48,11,8,689,3,0,3,698,28,0,724,154,16,19,0,190,0,0,0,190,4,0,198,13,0,0,14,28,0,0,0,28,0,7,34,1135,81,31,23,1278,3,0,3,1275,45,8,1323,10,0,0,0,10,6,0,6,18,0,0,21,11,0,0,0,18,4,0,4,25,0,0,25,27,0,0,0,31,10,0,12,36,0,0,40,1157,87,35,23,1301,11,0,13,1313,48,8,1370,468,51,20,18,560,7,0,13,564,61,0,628,0,0,0,6,9,0,0,0,9,0,7,15,1630,132,55,46,1869,17,3,23,1893,114,10,2012,559,40,9,4,612,0,6,3,618,16,0,639,720,70,31,3,819,11,0,13,832,24,0,855,46,4,10,0,56,0,0,0,56,0,0,62,10,0,0,19,34,0,0,0,38,0,0,37,1337,114,44,28,1524,14,3,17
