SA3_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
11801,75,201,138,110,134,88,44,802,25,31,31,15,30,7,12,146,0,6,5,0,3,3,4,28,226,530,434,322,475,262,140,2385,4,14,21,10,14,3,4,72,6,12,12,5,9,3,0,40,13,24,30,16,20,10,3,117,237,553,461,337,497,274,145,2501,82,170,109,120,143,78,54,757,0,0,0,0,8,0,0,16,319,721,575,460,647,357,200,3278
11802,111,174,154,129,154,71,46,853,38,36,30,18,34,11,16,190,0,12,4,3,7,5,6,39,264,565,457,346,498,273,139,2540,9,15,11,6,18,10,4,81,14,9,12,11,6,6,4,65,17,26,27,17,28,21,9,144,286,589,477,358,525,292,152,2684,188,228,139,107,129,93,72,945,0,7,4,4,0,0,0,16,476,822,623,474,651,383,224,3643
11901,183,346,241,202,274,157,99,1500,90,112,79,70,85,49,50,533,21,23,16,10,15,13,7,104,449,822,607,499,687,393,286,3743,12,36,24,25,24,22,24,169,23,54,34,20,35,21,10,192,39,86,57,46,57,41,32,365,484,904,666,545,746,436,324,4111,1187,1227,789,498,635,355,213,4904,24,43,32,21,19,5,3,138,1700,2177,1490,1056,1401,796,535,9156
11902,112,231,169,101,162,101,58,940,58,54,45,49,62,45,33,349,12,22,9,14,15,8,3,84,283,512,366,286,429,278,180,2330,13,8,20,12,19,16,9,94,27,32,31,12,23,12,4,138,38,41,53,25,39,27,17,238,319,552,421,307,464,302,195,2570,570,637,421,295,393,202,123,2637,8,16,8,3,8,6,6,49,899,1202,852,608,864,510,320,5255
11903,93,232,152,125,180,106,73,962,54,63,46,27,38,44,34,304,9,16,12,9,5,6,0,60,249,545,391,323,429,323,225,2487,12,11,9,9,14,10,3,67,11,10,20,13,17,15,3,88,18,24,22,30,32,20,9,155,264,570,416,354,463,343,236,2646,315,366,247,175,225,165,91,1583,5,11,5,7,0,4,6,43,585,949,670,533,691,515,326,4269
11904,114,215,163,125,179,110,71,968,42,46,26,28,39,22,20,229,12,7,4,7,4,7,4,45,303,530,417,333,521,290,197,2595,9,19,17,14,21,11,11,102,12,25,12,13,18,6,11,95,25,42,26,20,40,16,29,194,331,568,443,350,560,308,223,2785,326,375,241,159,214,143,86,1538,13,12,10,8,4,0,3,43,666,955,696,516,782,447,305,4365
12001,61,116,92,63,80,55,31,501,18,22,11,15,20,10,7,100,0,8,0,0,0,3,0,9,174,331,303,195,302,210,106,1614,9,8,15,8,6,3,4,49,5,6,3,0,5,7,3,32,13,17,15,11,13,3,7,85,186,344,317,212,313,212,115,1699,97,135,77,70,100,66,38,580,0,6,0,4,0,0,0,9,277,482,389,283,414,279,151,2288
12002,36,71,62,37,58,32,14,314,10,8,9,12,9,3,3,59,3,4,4,3,0,8,0,22,111,266,237,158,204,126,50,1142,4,13,7,11,8,4,0,46,3,5,9,0,0,0,0,18,3,13,16,11,14,13,0,65,111,281,248,162,215,134,56,1210,57,70,40,28,46,26,18,288,0,0,0,0,0,3,0,7,165,352,285,194,257,167,73,1500
12003,101,190,172,106,185,121,75,945,26,29,31,30,36,36,32,226,11,11,4,0,10,4,3,39,241,516,480,331,519,382,236,2709,4,15,9,5,25,15,10,83,16,30,20,16,18,13,3,120,17,43,35,27,45,19,18,199,257,557,510,358,557,404,256,2906,210,292,186,149,218,170,119,1342,7,7,7,6,4,0,4,39,472,860,705,509,785,575,378,4281
12101,75,144,130,69,105,79,55,660,28,34,19,20,25,16,11,144,0,9,3,3,0,0,3,27,216,476,377,268,411,288,170,2208,3,20,12,8,16,11,5,79,5,26,19,10,14,3,4,79,8,48,28,21,28,19,5,158,225,523,403,284,443,306,172,2366,113,163,135,108,178,139,80,928,0,3,7,6,3,0,0,20,341,699,546,397,625,445,256,3311
12102,74,156,141,95,129,82,46,718,15,29,27,21,26,13,12,138,8,3,3,5,0,3,3,25,166,422,357,254,393,229,135,1954,0,8,7,5,10,3,5,38,0,10,3,3,5,0,5,34,0,20,9,13,19,6,9,75,164,443,368,263,411,234,143,2024,86,131,96,75,107,51,37,575,3,3,0,0,0,0,0,3,253,573,464,338,507,284,181,2605
12103,82,165,135,137,175,118,72,881,16,25,22,19,25,24,6,138,3,15,6,3,7,9,3,44,182,486,427,364,520,357,205,2535,4,14,5,5,26,18,13,87,4,8,11,16,12,11,5,69,12,22,14,22,36,30,20,153,189,510,440,386,555,384,230,2687,84,182,167,142,245,143,86,1053,0,6,5,0,0,0,0,15,274,703,609,529,796,523,315,3756
12104,51,111,90,77,92,68,41,525,17,22,12,10,16,12,12,97,4,4,0,0,4,7,0,13,172,422,332,244,339,247,144,1897,0,11,15,8,6,3,5,55,3,8,7,9,9,0,4,37,4,21,22,18,19,7,5,95,184,440,352,258,352,251,146,1991,39,116,68,50,87,59,42,450,7,3,0,0,4,0,0,13,227,559,419,305,441,315,188,2461
12201,19,52,38,45,62,27,24,268,7,4,5,0,4,4,0,33,0,0,0,0,3,0,0,3,66,140,127,125,164,86,54,764,0,3,3,4,4,0,0,19,0,0,0,0,0,0,0,14,4,5,0,8,9,3,0,32,65,145,136,128,175,93,53,798,34,46,30,26,34,20,14,210,0,0,4,0,0,0,0,6,105,199,163,160,209,116,65,1018
12202,62,124,97,89,109,50,36,570,14,20,19,20,21,15,6,121,0,0,0,0,0,0,0,12,114,257,244,252,292,155,81,1389,0,8,6,7,0,0,0,24,0,4,0,0,0,3,0,17,3,11,4,11,6,4,0,45,121,273,246,262,295,161,83,1436,38,84,84,41,45,16,20,337,0,0,0,0,0,0,0,5,164,354,326,299,344,182,105,1776
12203,132,264,210,163,239,114,68,1186,38,40,47,38,44,31,13,244,7,10,6,3,7,0,0,36,321,648,610,507,731,368,211,3395,7,20,10,9,13,3,4,62,8,14,10,8,20,8,4,60,13,29,17,19,29,9,10,123,336,683,628,523,756,377,220,3516,144,165,130,92,144,60,48,786,6,7,0,4,4,0,0,22,482,850,759,620,903,440,269,4323
12301,137,240,165,119,129,42,24,852,54,59,38,20,27,12,3,216,5,3,9,10,16,0,4,42,330,552,448,353,399,152,77,2312,10,16,8,16,12,5,3,63,8,9,7,0,6,0,3,43,16,30,15,19,16,6,4,109,346,580,465,368,421,155,84,2413,278,309,160,98,100,24,16,991,13,9,4,14,4,0,0,33,635,902,626,477,521,186,97,3439
12302,293,498,336,223,309,98,41,1795,127,160,119,77,80,31,27,621,28,36,25,16,25,3,5,141,651,1185,861,602,852,306,190,4653,46,72,31,30,36,16,4,235,72,57,32,32,23,8,5,227,117,129,68,62,59,19,12,461,764,1320,925,666,908,330,197,5115,1408,1407,766,567,515,169,75,4914,35,40,39,15,7,4,0,142,2208,2766,1730,1247,1435,501,274,10168
12303,94,121,84,58,79,18,3,459,32,20,15,13,16,6,4,106,3,12,3,0,0,0,0,24,175,273,216,157,186,55,29,1097,0,11,9,4,5,0,0,28,3,8,0,3,0,0,0,22,8,19,9,8,8,0,0,49,179,296,223,160,197,55,29,1150,172,185,93,56,53,12,6,583,3,3,4,9,0,0,0,19,360,490,323,222,254,70,40,1751
12401,94,245,188,123,168,42,21,887,29,57,44,23,37,9,9,208,0,6,4,0,3,0,0,12,174,497,417,300,434,142,81,2047,4,3,6,4,7,0,0,23,5,17,10,4,0,6,0,45,14,17,18,5,12,4,3,66,187,517,430,312,443,146,83,2118,183,225,115,84,97,33,14,755,0,7,0,3,8,0,0,23,372,750,548,406,542,180,96,2890
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,297,447,301,218,252,86,51,1640,121,157,115,64,59,24,15,553,14,32,20,7,11,5,4,90,719,1204,876,607,791,311,149,4662,29,45,29,21,22,6,0,153,32,57,31,20,12,0,0,153,56,104,64,41,33,6,0,309,779,1307,940,655,825,314,153,4969,972,888,488,295,290,77,36,3047,24,26,16,12,7,0,0,84,1778,2216,1446,956,1122,395,190,8098
12404,70,116,74,39,62,16,7,395,33,34,16,11,13,7,4,121,7,3,0,0,0,0,0,10,150,273,171,124,191,61,35,1006,4,11,0,7,8,5,0,27,13,17,4,3,7,0,0,37,10,23,6,7,13,5,0,66,163,301,176,127,199,67,35,1070,236,228,100,72,80,20,5,743,0,3,5,0,5,0,0,9,405,536,281,206,284,85,41,1824
12405,120,192,132,77,84,16,14,641,40,45,31,28,32,7,5,187,9,15,15,0,0,3,0,42,269,430,315,219,286,97,50,1664,9,22,18,12,13,0,0,79,16,33,25,7,3,4,3,94,27,55,44,25,17,4,0,169,295,483,358,241,305,91,52,1840,450,435,235,137,139,56,20,1471,7,10,11,10,3,3,0,41,754,930,607,393,448,155,75,3354
12501,74,115,90,57,73,51,37,502,19,35,30,18,29,11,19,161,13,5,8,4,4,3,7,41,190,278,216,147,201,143,104,1277,9,22,10,11,21,14,6,95,6,14,13,6,8,9,6,62,14,34,24,17,25,23,18,153,206,309,240,165,232,164,115,1430,305,380,215,140,212,136,91,1473,11,9,11,8,0,6,0,46,522,703,468,306,446,302,206,2951
12502,61,145,79,83,92,57,36,556,17,38,18,17,26,11,21,152,0,8,5,3,0,0,0,16,151,363,225,205,297,188,149,1584,13,11,3,3,6,5,0,46,8,9,10,9,9,0,5,50,18,23,20,14,17,10,5,101,167,384,242,221,318,193,158,1681,159,251,126,95,133,101,68,936,0,11,5,7,4,3,6,25,334,649,372,320,453,299,221,2643
12503,130,263,171,132,181,105,45,1028,49,62,45,35,63,41,26,330,9,18,17,10,17,12,4,89,320,606,428,356,541,321,164,2725,19,18,27,22,34,15,9,157,33,27,19,20,25,7,8,145,56,49,51,40,64,26,19,307,374,655,474,395,606,343,188,3030,975,1113,646,409,551,284,156,4134,32,27,18,8,4,0,4,96,1374,1797,1137,817,1159,626,347,7260
12504,98,189,144,104,133,81,42,786,42,46,29,25,34,24,15,216,11,13,8,3,4,3,0,42,269,560,390,323,420,279,166,2402,5,15,29,17,14,16,0,102,18,21,21,13,13,6,3,87,24,42,41,27,30,23,6,189,295,598,430,346,447,302,172,2592,342,359,206,170,199,107,72,1455,11,13,3,0,0,0,0,35,644,975,639,516,647,412,247,4073
12601,39,91,65,44,72,50,27,389,7,12,16,12,14,13,5,74,0,0,0,0,0,5,0,8,82,190,187,132,179,153,100,1022,9,8,7,5,8,0,6,35,5,3,5,4,0,6,3,23,10,13,8,5,8,8,3,56,90,205,198,136,186,161,100,1081,39,88,72,58,72,53,37,412,3,4,0,0,0,0,0,8,131,296,271,192,261,203,136,1500
12602,109,220,130,111,139,89,51,841,35,31,24,13,34,24,21,176,4,11,4,0,0,5,0,34,291,547,399,319,451,285,183,2477,6,9,7,10,12,9,3,66,8,25,13,9,17,11,8,85,17,34,26,11,28,19,11,147,307,580,422,329,478,307,197,2622,167,255,152,114,185,107,88,1073,8,0,0,3,3,0,0,26,486,837,582,449,672,411,288,3722
12701,171,294,211,154,182,82,38,1136,73,84,66,52,75,32,33,415,12,22,18,26,14,6,6,101,430,756,578,459,593,283,172,3279,27,52,24,18,21,12,7,158,33,46,27,28,37,10,5,182,54,95,57,50,55,22,8,345,487,856,633,505,646,302,179,3616,892,1007,573,352,441,208,109,3570,21,40,17,4,5,0,3,95,1399,1893,1223,865,1096,509,291,7284
12702,176,303,280,201,309,180,95,1542,107,134,84,76,114,86,48,650,17,24,22,7,18,20,7,117,431,790,639,547,816,496,263,3976,26,47,31,24,37,33,15,211,26,70,49,37,44,23,15,273,54,122,78,64,82,57,26,489,487,909,715,611,896,550,291,4463,1086,1444,909,668,893,550,304,5858,32,39,27,13,21,8,6,133,1608,2393,1651,1289,1812,1102,596,10447
12703,144,259,163,128,146,76,53,965,68,74,62,33,44,41,16,341,19,31,13,10,17,3,7,95,371,637,463,375,490,255,176,2759,22,43,13,22,19,8,11,141,28,52,36,22,20,18,3,166,48,91,48,40,41,26,16,309,419,728,515,416,533,277,188,3075,771,850,504,318,365,189,112,3106,14,25,15,15,9,3,0,80,1206,1604,1031,744,901,473,295,6267
12801,92,243,195,138,172,87,44,968,58,71,43,21,36,19,11,260,5,8,6,3,7,5,0,34,239,581,467,388,514,252,136,2585,5,3,5,7,11,6,0,41,16,14,6,4,9,5,7,52,14,17,11,14,24,10,9,99,256,601,478,403,541,268,141,2684,141,173,118,83,131,59,29,728,5,4,4,0,0,0,0,19,402,785,598,491,667,326,173,3437
12802,99,233,165,142,182,96,52,972,46,52,43,28,29,20,11,230,8,5,3,4,6,0,0,32,227,572,453,372,514,269,150,2557,5,13,8,9,9,3,0,50,10,16,16,5,13,0,0,50,16,25,26,14,16,8,0,99,247,606,472,385,523,273,152,2660,159,204,137,76,92,36,21,724,0,0,3,5,3,0,0,14,405,809,611,463,623,311,173,3396
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,280,579,371,270,312,72,34,1930,63,62,20,26,27,7,3,220,14,22,13,5,0,0,0,58,477,954,717,547,712,190,95,3690,22,31,26,19,42,5,6,157,35,56,40,16,18,5,0,167,59,85,66,37,59,8,4,318,538,1036,785,587,774,193,102,4014,585,567,332,230,217,60,15,2014,6,15,20,14,3,0,0,56,1125,1622,1132,829,995,255,122,6082
20102,48,93,66,55,44,12,3,318,18,8,10,3,7,0,0,46,0,0,0,0,0,0,0,3,71,154,125,107,116,28,10,611,0,5,0,6,7,3,0,21,0,3,7,0,4,0,0,11,0,11,3,3,11,3,0,32,75,165,131,112,128,29,10,644,64,81,40,27,24,5,5,250,0,0,5,4,4,0,0,9,146,244,174,144,156,28,18,911
20103,53,99,68,41,43,12,4,307,0,7,15,4,3,0,0,29,4,16,6,0,0,0,0,23,73,168,127,83,76,20,7,562,0,7,6,8,8,0,0,37,11,14,3,9,3,0,0,33,6,26,10,13,11,0,0,70,86,191,143,94,88,23,7,629,131,125,82,68,46,11,5,470,5,3,4,3,0,0,0,22,224,324,229,167,130,30,8,1114
20201,276,519,355,238,278,63,18,1750,63,58,30,11,22,5,3,196,12,26,13,5,4,3,0,71,466,900,700,510,609,178,67,3427,17,39,16,15,8,4,0,99,18,41,28,21,20,0,0,123,33,75,40,32,29,6,0,224,501,977,739,545,634,186,69,3650,542,567,289,225,206,39,24,1886,16,24,14,6,6,3,0,69,1062,1564,1044,775,846,231,90,5608
20202,57,172,119,86,95,32,11,569,16,18,20,6,10,0,3,67,3,3,4,0,0,0,0,7,92,296,238,171,221,79,22,1120,0,6,4,6,7,3,0,23,4,9,5,4,7,0,0,33,8,12,9,14,20,3,3,60,95,305,246,183,241,78,25,1181,126,137,81,57,59,18,5,484,6,0,0,0,7,0,0,7,228,449,331,243,302,96,35,1679
20203,8,17,22,13,13,0,0,71,4,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,18,28,40,30,35,4,3,166,0,5,5,0,0,0,0,9,5,3,0,0,0,0,0,11,5,6,5,0,0,0,0,15,17,39,46,30,38,4,3,182,46,57,27,20,14,6,0,163,0,0,0,0,0,0,0,0,66,94,74,43,51,14,6,344
20301,42,65,53,36,36,16,4,249,7,5,4,7,6,4,0,29,0,0,5,0,0,0,0,8,63,108,91,64,91,40,8,464,0,0,0,0,0,0,0,5,6,5,4,0,0,0,0,14,6,4,4,0,9,0,0,16,67,117,96,61,102,40,8,480,40,36,25,27,23,9,0,161,0,0,0,0,0,0,0,5,112,157,122,89,122,39,8,649
20302,367,801,538,383,491,149,80,2800,84,82,54,44,41,25,5,324,27,36,16,8,18,3,5,107,689,1459,1031,810,1167,432,203,5800,18,36,33,26,39,10,4,160,52,94,50,25,18,12,0,250,68,126,83,50,57,16,8,410,750,1589,1116,863,1223,449,209,6201,708,773,452,345,359,148,68,2862,33,30,11,3,6,0,0,84,1497,2393,1580,1217,1590,597,278,9151
20303,114,334,224,167,202,69,26,1133,19,26,23,13,19,0,3,102,0,11,11,6,8,0,0,38,201,538,466,343,454,153,76,2235,3,12,7,6,8,6,0,46,10,24,13,4,5,0,6,61,14,33,20,15,15,11,6,104,213,577,488,353,469,163,82,2340,162,207,138,90,84,25,12,722,7,6,0,7,0,0,0,25,385,786,629,450,556,186,92,3084
20401,104,192,152,89,117,33,10,699,16,26,15,6,11,3,0,77,4,7,5,8,9,4,4,42,176,360,294,198,283,68,31,1405,5,10,9,4,6,0,0,26,9,16,8,8,11,0,0,52,14,30,15,12,15,3,0,87,191,387,310,206,302,71,31,1488,205,183,116,75,78,23,7,693,8,9,0,0,0,0,0,16,402,582,423,281,378,97,36,2197
20402,101,177,150,90,100,25,6,652,15,14,11,12,8,3,0,60,7,13,10,3,0,0,0,37,170,328,281,202,253,62,13,1308,4,12,11,5,3,0,0,32,10,14,9,8,10,0,0,54,12,23,20,17,10,0,0,84,181,347,304,218,260,62,14,1393,176,182,119,64,76,10,3,626,0,3,0,3,0,0,0,9,361,531,422,286,334,69,23,2026
20403,161,313,217,149,186,33,13,1075,23,34,15,10,12,6,0,100,4,13,10,6,11,0,0,57,261,600,441,323,410,98,33,2159,8,21,9,11,9,4,0,60,18,22,12,7,5,4,0,67,23,40,27,13,13,11,0,126,291,640,466,336,419,110,33,2289,303,324,188,130,142,29,8,1116,0,3,3,4,6,0,0,25,589,969,652,470,567,138,45,3427
20501,122,221,160,134,144,37,12,829,24,31,18,14,15,0,0,102,10,21,9,4,3,4,0,51,202,408,301,272,327,89,27,1621,0,9,11,7,6,5,0,46,15,24,3,8,4,0,3,69,21,33,17,17,19,6,4,111,218,442,316,287,344,92,25,1733,240,204,132,95,80,29,18,783,3,9,7,4,3,3,0,34,461,654,452,388,430,122,46,2551
20502,89,190,109,86,89,11,4,582,23,12,11,17,15,4,0,86,0,3,4,7,4,0,0,23,156,297,222,183,213,36,7,1107,4,13,13,4,9,0,0,46,10,11,9,9,8,0,0,50,15,32,18,13,15,0,0,91,172,321,237,195,227,37,7,1196,186,217,109,82,70,10,0,671,6,12,9,3,9,0,0,39,359,551,357,286,300,44,11,1911
20503,114,272,197,142,161,28,5,925,19,21,13,12,16,0,0,80,5,5,5,4,12,0,0,40,176,427,331,269,327,76,28,1630,0,11,15,12,8,6,0,54,16,24,9,13,4,3,0,66,16,30,28,27,16,6,0,116,189,458,357,299,335,82,28,1748,230,250,133,92,96,27,10,828,0,6,13,7,0,0,0,32,415,716,504,395,432,104,34,2608
20504,187,335,227,131,167,43,15,1119,30,31,24,13,13,4,0,114,6,22,10,0,7,0,0,47,311,577,465,272,374,103,33,2142,19,37,33,20,21,3,5,142,37,48,26,11,16,4,0,140,48,89,57,31,36,6,6,276,364,667,525,304,409,110,38,2421,544,497,243,183,165,38,11,1680,15,26,20,7,3,0,0,74,919,1187,791,492,579,148,50,4171
20505,87,165,93,81,98,18,6,546,13,18,14,10,7,0,0,66,0,9,8,5,8,0,0,25,137,271,201,183,194,42,15,1037,4,8,14,9,13,4,0,46,12,26,8,6,9,6,0,63,16,36,21,16,22,3,0,111,155,310,221,192,214,50,15,1151,173,183,101,69,65,20,12,619,3,4,5,5,0,0,0,13,333,490,326,271,276,65,22,1786
20601,58,144,125,65,90,54,27,563,14,3,5,3,3,4,5,50,0,0,0,4,0,0,0,6,142,324,273,164,276,190,98,1458,6,12,7,7,15,0,4,45,0,10,5,3,7,0,0,35,6,20,11,13,15,4,4,83,145,349,285,175,292,193,98,1535,91,120,60,46,69,47,42,476,0,0,0,0,0,0,0,7,239,471,349,220,364,238,141,2022
20602,44,115,74,50,86,48,17,430,8,11,9,3,7,4,0,42,0,4,3,0,3,0,0,5,85,204,201,145,228,117,57,1035,0,0,4,5,7,4,4,22,5,3,4,9,8,3,0,29,3,6,9,7,10,7,3,44,93,215,209,155,242,121,58,1079,48,60,36,29,33,23,22,251,0,0,3,0,0,0,0,3,134,270,245,184,275,145,82,1331
20603,42,104,93,83,85,68,33,508,8,7,6,8,4,8,0,32,4,3,0,0,4,0,3,17,105,259,218,182,247,172,92,1271,6,11,11,10,8,8,3,60,14,4,7,9,8,4,0,45,23,15,17,16,18,11,8,97,129,271,236,191,267,182,96,1370,141,134,84,52,71,31,39,558,3,6,3,0,0,0,0,22,274,411,324,251,345,215,138,1952
20604,87,122,71,79,100,65,50,571,17,17,4,13,7,9,6,70,7,5,0,4,8,0,6,29,195,326,220,191,277,199,115,1520,11,10,3,10,0,11,3,47,17,24,11,3,15,14,7,91,28,35,13,11,15,23,11,135,223,360,232,198,286,221,122,1658,181,197,103,89,144,140,108,969,12,13,4,4,3,4,0,39,414,565,349,299,432,371,236,2663
20605,85,150,96,72,99,74,38,618,17,12,13,10,6,11,8,76,12,12,5,8,3,3,0,42,203,379,284,250,310,207,107,1741,12,13,8,5,4,5,6,52,9,25,8,4,12,4,4,60,19,37,16,10,20,14,3,111,221,411,304,265,322,221,112,1857,99,137,103,65,85,71,35,600,5,3,0,0,4,0,0,10,321,554,411,325,406,291,148,2462
20606,33,72,42,38,55,40,37,323,11,5,4,4,6,5,0,43,3,4,4,5,0,3,0,19,97,176,128,103,149,114,82,859,5,3,0,0,3,5,0,20,4,4,4,0,3,0,0,18,6,4,5,4,13,3,3,44,106,180,132,107,163,120,85,903,58,71,59,51,73,63,41,426,0,4,0,0,3,0,0,8,163,255,193,164,241,188,133,1336
20607,63,121,93,62,71,60,23,492,9,13,11,7,8,7,6,54,3,3,9,5,3,4,0,26,132,291,222,154,183,163,76,1231,9,10,15,10,14,7,0,61,12,17,9,3,5,9,6,65,21,32,26,14,20,14,5,129,153,318,256,174,206,173,84,1359,192,206,129,85,120,66,44,842,11,6,7,0,6,0,3,37,369,533,385,260,324,237,128,2239
20701,117,246,221,191,270,223,105,1374,19,15,11,19,17,15,5,102,0,10,6,8,10,3,3,41,255,598,593,483,731,577,321,3560,3,19,20,9,17,12,5,85,9,20,23,14,21,9,3,99,13,37,42,27,43,19,8,185,266,636,630,505,770,597,334,3741,119,233,227,198,313,231,151,1467,5,7,7,7,7,7,3,43,393,878,867,709,1086,835,481,5249
20702,82,211,147,134,202,122,74,979,10,13,14,8,17,11,11,87,0,6,12,5,5,3,0,23,161,451,340,298,450,301,190,2182,3,8,4,4,8,12,5,49,10,30,19,9,8,6,5,90,10,44,23,15,16,19,8,140,175,491,359,313,466,317,196,2321,87,201,142,106,168,107,95,907,6,10,0,0,5,6,0,26,267,704,505,415,636,437,292,3258
20703,77,186,165,140,197,121,98,977,11,17,12,10,14,12,7,84,0,3,3,0,0,0,0,12,166,397,348,297,466,342,234,2248,7,10,3,11,8,5,7,51,21,18,12,14,8,8,11,83,26,33,11,23,16,12,16,133,189,430,359,317,484,352,246,2383,131,168,133,142,185,136,91,985,3,5,3,0,0,0,0,14,324,603,491,460,673,489,337,3381
20801,62,142,147,119,187,113,82,838,12,17,15,11,18,9,5,89,5,8,5,4,9,3,3,33,142,357,377,302,499,359,203,2230,0,12,14,10,7,7,8,70,3,13,8,7,12,8,0,50,4,28,19,15,21,11,8,118,144,378,402,316,521,380,208,2349,76,130,111,89,117,93,53,676,7,0,0,4,0,0,0,16,227,515,516,412,633,470,265,3035
20802,141,281,238,209,246,150,96,1367,21,23,22,12,22,9,9,118,0,10,0,7,7,4,9,29,295,643,604,495,678,484,270,3474,5,11,11,14,10,6,4,66,5,23,12,7,11,8,10,79,11,33,21,19,27,14,10,139,309,682,623,519,705,497,286,3614,130,178,149,120,166,117,63,928,0,3,8,14,10,3,0,30,435,864,775,655,874,614,351,4571
