SA1_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
20202103009,0,0,0,0,0,0,0,3,3,0,0,3,0,10,10,3,0,4,4,0,6,3,3,4,3,8,12,5,3,10,10,0,7,8,0,8,27,7,32,13,0,16,4,0,4,5,0,5,7,0,7,8,0,8,0,0,4,116,34,148
20202103010,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,6,6,12,0,15,0,6,5,7,0,10,13,8,16,20,3,18,16,0,17,11,12,18,19,0,19,11,0,11,0,0,5,4,0,4,7,0,7,3,0,3,127,42,165
20202103011,0,3,3,0,0,0,0,3,3,0,0,0,0,9,9,3,3,4,4,0,9,3,0,4,5,3,10,10,5,12,8,0,10,9,0,10,13,3,18,5,0,5,6,0,6,0,0,0,8,0,8,0,0,0,0,3,3,86,40,123
20202103012,0,4,4,0,0,0,0,0,0,0,3,4,0,8,13,0,10,7,19,9,26,13,7,14,16,4,14,4,0,9,8,4,15,12,4,13,15,0,17,13,0,13,6,0,6,5,0,5,17,3,18,11,0,11,3,3,4,157,56,210
20202103013,0,0,5,0,0,5,0,0,0,0,3,6,3,21,25,5,12,17,14,7,23,14,11,21,15,4,20,13,4,19,11,8,18,5,0,9,20,3,21,3,0,3,13,0,13,6,0,6,9,3,15,4,0,4,3,6,5,138,103,238
20202103014,0,0,0,0,3,4,0,0,0,0,3,3,0,21,22,0,4,6,6,6,9,6,0,6,3,3,6,5,0,5,7,0,8,3,0,3,4,0,5,4,0,6,11,0,12,0,0,0,14,0,14,3,0,0,0,4,11,70,49,119
20202103015,0,3,6,0,0,0,0,0,0,0,0,0,0,10,10,0,9,12,10,0,10,3,4,7,9,4,10,8,3,6,4,4,11,11,3,14,14,8,17,12,0,12,9,0,7,6,0,6,6,0,6,7,0,7,0,3,3,99,56,153
20202103016,6,0,6,0,0,0,4,7,10,0,4,4,0,16,16,0,10,10,7,8,11,4,5,11,11,15,24,4,3,9,8,10,13,8,4,8,14,5,21,15,0,15,18,4,18,9,0,9,16,0,16,3,0,3,0,6,3,114,83,196
20202103018,3,5,3,3,3,4,0,5,5,0,8,8,0,19,23,4,15,14,9,6,17,6,6,14,11,9,17,15,3,15,8,3,9,10,5,10,13,10,19,9,0,9,9,0,9,9,0,9,10,0,8,10,0,10,3,4,8,113,99,218
20202103019,5,3,6,0,5,5,0,3,3,0,5,5,0,20,19,3,5,11,7,7,14,0,4,10,12,7,17,15,4,18,0,4,7,8,5,13,19,4,21,14,0,11,24,6,21,5,0,4,33,3,33,9,0,13,0,0,0,150,83,241
20202103020,0,0,7,0,0,0,0,3,3,0,7,7,5,12,18,0,12,9,17,6,23,13,13,23,19,3,27,19,3,27,17,7,27,21,7,28,28,9,43,38,0,34,17,0,17,16,0,16,34,0,32,19,0,19,4,3,6,263,97,353
20202103021,0,0,6,0,0,0,0,0,0,0,4,4,0,12,12,0,0,4,7,3,10,15,4,13,5,4,7,10,3,12,11,0,17,12,0,9,12,0,12,18,0,18,12,0,9,10,0,10,20,0,18,0,0,0,0,3,5,126,43,175
20202103022,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
20202103023,0,0,0,0,0,0,0,0,3,6,6,8,5,8,12,5,4,7,3,4,8,9,8,13,7,3,7,12,0,13,12,0,10,10,3,9,17,3,20,9,0,15,3,0,3,5,0,5,5,0,5,6,0,6,0,0,0,106,36,146
20202103024,3,0,6,0,0,3,0,0,0,0,6,6,0,0,4,3,0,3,4,0,8,4,0,5,9,0,11,4,0,4,7,0,4,7,0,7,16,6,15,13,0,13,10,0,10,4,0,4,15,0,17,7,0,11,0,3,3,107,25,133
20202103025,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,5,0,3,5,0,5,5,3,6,0,0,0,8,0,8,6,3,5,4,0,4,0,0,0,4,0,4,11,0,12,6,3,10,0,0,0,59,22,80
20202103101,8,0,5,0,0,0,0,5,5,0,3,3,6,10,7,0,3,3,8,0,12,14,4,14,16,6,20,9,4,14,11,4,14,10,5,13,17,4,21,28,0,24,22,0,23,18,0,18,52,9,55,18,3,23,0,4,3,220,60,286
20202103102,3,3,9,4,0,3,0,0,0,0,5,5,0,4,6,4,7,10,14,3,20,8,3,20,15,4,21,13,5,16,13,3,17,10,4,15,37,5,42,20,0,21,28,3,31,22,0,22,68,3,76,12,0,16,0,3,3,275,66,346
20202103104,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,3,9,9,0,4,8,3,12,12,0,13,5,0,5,6,0,6,12,0,21,12,0,12,11,0,11,5,0,5,40,3,46,11,0,11,0,0,0,135,24,159
20202103105,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,5,0,3,7,5,15,6,4,14,5,0,5,8,4,8,4,3,7,18,0,20,13,0,14,13,0,13,16,0,16,46,0,52,11,0,11,0,0,0,156,23,184
20202103106,0,0,4,0,0,0,0,0,0,0,0,0,0,5,7,0,3,5,5,0,5,3,4,8,3,3,5,3,0,4,3,0,3,0,0,0,12,5,16,7,0,7,11,0,11,7,0,7,44,0,44,11,3,10,0,0,0,108,22,129
20202103107,0,0,4,0,0,0,0,0,0,0,3,3,0,5,5,0,11,10,5,5,13,8,3,10,15,0,15,7,7,15,3,0,0,3,4,9,18,6,20,13,0,13,10,0,10,11,0,11,34,5,38,20,0,20,3,0,3,146,52,202
20202103108,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,6,4,5,3,0,0,0,0,0,4,0,0,0,3,0,3,4,0,4,9,0,9,5,0,5,18,5,22,3,0,3,0,0,0,48,11,60
20202103109,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,6,0,0,4,6,0,5,5,0,5,3,0,3,9,0,5,9,0,9,12,0,9,6,0,6,3,0,3,19,0,19,7,0,7,3,0,3,89,10,105
20202103110,0,4,4,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,0,0,0,5,4,4,4,11,3,5,4,3,5,3,4,0,3,18,0,17,13,0,13,7,0,7,0,0,0,27,0,27,10,0,10,0,0,0,99,26,120
20202103111,0,0,4,0,0,0,0,0,0,0,0,0,0,7,8,9,6,13,5,0,4,7,0,13,8,4,12,8,5,11,13,0,14,10,5,16,26,3,30,3,0,3,10,0,10,13,0,13,28,0,28,7,0,8,0,0,0,154,38,189
20202103112,0,0,0,0,0,0,0,5,8,0,5,5,0,3,7,0,5,9,4,6,6,3,3,5,9,0,13,4,0,4,0,0,7,0,0,5,16,4,21,7,0,7,11,0,10,3,0,3,15,0,18,3,0,3,0,0,0,89,38,129
20202103113,0,0,3,0,3,4,0,0,0,0,0,0,4,6,8,0,5,5,10,3,8,6,0,8,4,0,4,10,4,15,8,9,14,7,0,7,16,0,15,14,0,15,11,4,16,8,0,8,32,0,32,8,0,8,0,0,0,145,28,173
20202103114,0,0,0,0,0,0,0,0,0,0,5,5,0,11,11,4,3,9,0,4,7,3,0,8,5,4,3,7,3,13,10,5,10,4,3,10,3,0,4,9,0,9,11,0,11,0,0,0,21,0,22,9,0,10,0,0,0,83,47,126
20202103115,4,0,6,0,0,3,0,4,3,0,11,11,3,15,21,4,13,18,7,7,14,11,3,15,10,8,12,12,5,16,5,5,14,4,4,11,17,3,25,12,0,12,20,0,19,11,0,11,20,4,22,3,0,4,0,7,6,147,99,246
20202103116,3,0,11,0,4,4,0,4,4,0,0,0,0,7,10,0,4,7,10,6,12,6,6,10,3,3,7,3,5,10,8,8,11,3,5,4,12,3,14,12,0,12,14,0,15,14,0,14,27,0,34,9,0,7,0,0,0,133,61,194
20202103117,0,0,0,0,0,0,0,4,8,0,0,0,3,8,10,0,13,7,10,3,11,10,3,14,9,0,10,15,0,16,0,5,5,0,0,0,8,0,8,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,62,32,99
20202103118,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,6,0,6,0,0,7,8,0,12,4,0,0,4,0,11,11,0,11,15,0,18,11,0,11,10,0,10,34,0,34,6,0,6,0,0,0,126,13,133
20203103201,0,3,5,0,0,0,0,5,5,0,0,3,0,3,3,0,5,7,0,0,3,7,0,10,3,5,8,10,0,15,3,0,3,11,0,13,27,0,29,27,0,27,14,0,14,8,0,8,18,0,24,11,0,11,0,0,0,154,26,180
20203103202,0,3,3,0,0,0,0,0,3,0,10,10,6,24,29,3,8,12,8,3,11,12,6,23,7,5,14,16,0,16,0,0,7,3,0,6,5,0,11,4,0,4,4,0,4,0,0,0,9,0,9,3,0,3,0,0,0,86,71,156
20203103203,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,6,4,9,0,5,9,0,6,3,7,12,7,0,8,9,3,11,4,0,4,19,4,23,12,0,12,11,0,11,0,0,0,0,0,0,7,0,8,0,0,0,89,32,120
20203103204,0,0,0,0,0,0,0,5,4,0,0,0,0,5,9,3,0,3,5,0,9,4,0,4,0,0,0,11,0,9,8,0,8,7,0,9,13,0,13,7,0,7,0,0,0,5,0,5,10,0,10,3,0,3,0,0,3,87,13,108
20203103205,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,7,3,8,8,0,5,0,0,4,5,0,10,15,0,15,13,4,15,15,0,19,16,0,16,9,0,8,6,0,6,9,0,9,4,0,4,0,0,0,110,30,135
20203103206,0,5,4,0,0,0,0,0,0,0,8,13,0,8,8,0,6,9,5,0,8,9,3,9,11,0,15,8,4,14,6,0,9,4,0,7,14,0,14,14,0,14,8,0,8,6,0,6,4,0,4,3,0,3,0,0,3,112,42,156
20203103207,0,0,0,0,0,3,5,0,9,0,0,0,0,5,9,5,5,13,16,0,16,0,0,5,14,5,22,23,4,23,7,3,16,17,0,17,25,0,25,5,0,8,8,0,8,5,0,5,5,6,8,14,0,12,0,0,0,154,38,198
20203103208,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,6,5,9,4,8,11,0,11,8,0,8,4,0,4,11,0,11,4,0,3,15,3,16,10,0,10,3,0,5,5,0,5,3,0,3,6,0,6,0,0,0,91,18,115
20203103209,0,0,0,0,0,0,0,0,4,0,0,0,0,6,8,3,0,7,13,0,14,8,0,10,11,3,13,4,0,4,3,0,3,6,0,6,11,0,12,3,0,3,6,0,6,0,0,0,8,0,8,4,0,4,3,0,5,90,23,113
20203103210,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,4,3,4,0,4,6,6,6,0,0,0,4,4,11,4,0,4,3,4,3,10,0,10,9,0,9,7,0,7,0,0,0,6,0,6,12,0,7,0,0,0,59,25,88
20203103211,0,5,4,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,10,0,14,0,0,4,4,4,10,19,0,18,18,6,22,8,0,8,18,0,21,10,0,10,14,0,14,0,0,0,7,0,9,4,0,4,0,0,0,125,24,148
20203103212,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,6,0,6,8,4,14,3,4,4,7,3,10,0,3,3,0,0,4,8,0,7,13,0,13,4,0,4,0,0,0,9,0,9,3,0,3,0,0,0,68,19,81
20203103213,0,0,3,0,0,0,0,3,3,0,10,10,8,17,17,5,10,8,19,7,17,10,6,16,4,5,8,9,0,12,7,0,11,8,0,8,9,5,10,6,0,6,0,0,0,0,0,0,6,0,6,3,0,3,5,5,11,100,63,167
20203103301,0,4,7,0,4,5,0,8,8,0,9,11,0,27,29,5,5,6,16,5,22,7,12,15,9,7,18,12,0,12,11,5,16,3,0,3,9,0,9,7,0,7,7,0,7,0,0,0,0,0,6,8,0,10,8,9,16,101,82,190
20203103302,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,8,5,13,9,11,15,14,4,18,16,3,16,6,5,7,7,5,5,9,0,12,5,0,5,3,0,7,0,0,0,3,0,3,6,0,6,4,4,3,91,42,136
20203103303,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,0,0,4,4,3,5,4,3,5,5,0,5,0,0,0,3,0,4,6,0,8,10,0,9,8,0,8,0,0,3,4,0,4,8,0,8,11,0,11,0,0,3,65,23,83
20203103304,0,4,3,0,0,0,0,4,4,0,3,3,0,18,18,0,7,5,16,3,16,4,0,5,15,8,22,3,0,8,0,5,3,5,4,10,9,0,8,3,0,6,8,0,8,0,0,0,9,0,9,10,0,10,3,7,8,91,64,152
20203103305,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,0,0,8,0,9,7,0,6,10,4,12,19,0,15,7,0,7,11,0,13,5,0,5,0,0,0,0,0,0,3,0,3,5,4,8,4,0,4,0,0,7,85,23,112
20203103306,4,9,11,0,0,3,0,0,0,0,7,7,4,18,19,0,3,3,4,4,10,10,7,18,5,7,12,8,3,13,3,0,5,9,0,10,17,0,17,13,0,13,6,0,3,4,0,4,3,0,3,6,0,8,0,4,4,95,58,157
20203103307,0,0,0,0,0,0,3,4,5,0,6,11,3,9,12,0,7,5,21,6,29,12,9,16,9,3,14,15,0,15,9,0,9,0,0,0,6,0,6,11,0,9,6,0,6,0,0,0,3,0,3,9,0,6,3,3,3,108,45,150
20203103308,0,3,3,0,5,5,0,4,4,0,9,9,0,14,15,6,4,8,15,0,13,8,0,8,10,5,15,9,0,13,0,0,0,8,0,8,12,0,12,5,0,5,5,0,5,3,0,3,10,0,9,5,4,12,0,4,4,94,50,140
20203103309,0,4,3,0,0,4,0,5,5,0,6,6,0,15,18,0,10,10,14,5,13,5,3,11,8,4,15,4,3,12,8,0,8,3,0,3,11,0,10,5,0,5,0,0,0,3,0,3,0,0,0,3,0,4,0,0,5,71,60,134
20203103310,0,0,3,0,0,0,0,3,10,0,3,3,5,20,23,0,3,3,13,7,16,6,4,5,3,3,8,7,0,7,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,5,0,7,57,48,103
20203103311,0,0,0,0,0,0,0,0,0,0,3,3,0,7,6,0,3,3,4,0,4,4,0,4,8,0,8,0,0,5,0,0,0,4,0,0,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,36,15,49
20203103312,3,0,3,0,0,0,0,0,0,0,3,3,0,10,10,0,4,3,4,3,11,4,0,7,3,4,6,4,0,7,4,0,4,10,0,5,14,0,14,7,0,7,3,0,3,6,0,6,5,0,5,8,0,8,4,0,4,81,23,112
20203103313,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,6,4,4,5,0,5,10,3,15,5,4,10,6,3,8,10,0,9,12,0,12,16,0,16,8,0,8,8,0,8,3,0,3,11,0,11,7,0,7,0,0,4,110,31,136
20203103314,0,0,0,0,0,0,0,4,4,0,7,7,3,22,25,4,7,12,6,4,13,12,9,18,3,3,10,12,5,17,6,0,7,7,5,12,8,0,8,8,0,8,0,0,0,6,0,6,0,0,0,3,0,3,0,6,6,72,77,151
20203103315,0,0,0,0,0,3,0,4,4,0,7,8,0,6,13,0,4,4,12,3,16,6,3,14,3,0,12,11,3,13,4,3,8,9,3,11,9,0,10,5,0,7,3,0,3,4,0,4,3,0,3,8,0,8,3,0,5,89,45,132
20203103316,0,3,0,0,0,4,0,0,0,0,6,6,4,9,12,3,0,9,5,4,10,8,7,15,3,3,7,11,0,11,6,7,7,4,0,13,17,0,17,5,0,5,0,0,0,0,0,0,5,0,5,9,0,9,7,0,5,89,41,134
20203103317,5,0,4,0,0,0,0,0,0,3,4,10,8,11,15,0,5,6,6,0,10,5,6,9,15,0,18,10,4,11,13,0,15,5,3,8,19,0,19,11,0,6,6,0,3,5,0,5,6,0,6,6,0,9,0,7,4,120,46,165
20203103318,0,4,4,0,0,0,0,7,7,0,0,9,5,19,22,6,11,14,11,9,19,11,13,22,7,8,13,11,0,15,3,0,3,3,0,3,7,0,11,9,0,5,4,0,4,0,0,0,4,5,5,7,0,7,0,0,6,90,76,159
20203103319,0,0,5,0,0,5,0,3,3,0,8,8,3,6,11,0,3,3,4,5,10,6,3,10,11,0,13,6,0,6,3,3,4,8,0,5,3,0,7,3,0,3,4,0,4,0,0,0,3,0,3,4,0,4,3,5,4,61,42,110
20203103320,0,4,4,0,0,0,0,0,0,0,4,4,4,8,9,0,0,5,5,0,10,3,0,5,3,0,4,3,7,6,3,0,9,0,0,7,7,0,5,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,4,8,7,50,43,85
20203103321,0,0,0,4,3,6,0,3,3,0,9,9,0,21,23,4,0,4,11,0,12,7,4,11,7,4,10,12,4,13,5,0,5,10,0,10,3,0,8,4,0,4,3,0,3,0,0,0,7,0,3,5,0,5,4,4,4,86,56,137
20203103322,0,0,0,0,0,4,0,0,0,0,7,7,0,19,18,3,7,11,12,3,17,10,10,18,7,0,7,10,0,7,4,0,5,0,0,3,13,0,13,4,0,7,0,0,0,0,0,0,8,0,8,8,0,8,0,6,7,73,54,135
20301103401,0,0,0,0,0,0,0,0,7,0,0,0,3,3,8,3,4,3,12,4,10,9,0,9,11,0,11,3,0,7,11,0,11,6,0,7,18,0,18,27,0,27,10,0,10,9,0,9,7,0,7,6,0,6,0,0,3,144,17,163
20301103402,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,8,0,8,15,0,15,12,0,12,12,9,24,14,0,13,34,0,40,33,0,33,24,0,24,18,0,18,50,0,50,9,0,9,0,0,0,247,15,263
20301103403,5,0,5,0,0,0,0,0,0,0,4,4,0,3,3,3,3,8,6,0,6,11,4,17,11,0,11,14,0,12,4,0,4,7,0,7,14,0,16,24,0,24,22,0,22,11,0,11,21,0,21,19,0,19,0,0,0,176,22,200
20301103404,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,5,9,0,9,11,0,7,7,0,7,8,0,7,17,3,16,23,0,23,12,0,17,8,0,8,32,3,40,11,0,10,0,3,3,136,16,156
20301103407,0,0,0,0,0,3,0,0,0,0,4,8,9,6,19,11,6,15,11,0,16,11,3,13,22,0,22,21,5,25,3,6,8,8,0,8,29,6,30,16,0,16,16,0,16,10,0,10,19,0,19,16,0,16,0,0,0,212,40,253
20301103408,0,5,5,0,0,0,0,0,0,0,0,0,4,18,20,0,9,14,6,0,10,3,3,13,10,3,10,11,0,12,8,0,9,0,0,6,15,9,19,9,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,5,11,86,54,142
20301103411,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,4,7,8,0,11,8,5,7,9,0,9,10,0,12,7,0,7,7,0,7,4,0,4,14,0,14,9,0,9,4,0,4,92,8,101
20301103412,0,0,0,0,0,0,0,0,0,0,3,4,0,3,7,4,0,6,10,3,16,11,5,10,14,7,27,23,9,25,18,7,25,23,11,30,78,3,81,66,0,66,43,0,45,21,0,21,32,0,29,18,0,21,3,0,3,360,62,423
20301103413,0,0,0,3,0,3,3,0,4,0,0,0,3,4,14,12,15,23,13,0,14,13,4,14,11,0,14,16,4,20,31,0,31,11,4,21,27,0,27,36,0,36,20,0,20,6,0,6,16,4,20,19,0,19,0,0,3,226,52,274
20301103414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,5,0,0,4,7,0,9,0,0,3,0,0,5,3,0,4,0,0,0,4,0,4,0,0,0,9,0,9,0,0,0,0,0,0,46,5,55
20301103415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,10,0,11,6,0,6,16,0,16,8,0,8,42,0,41,6,0,6,0,0,0,95,0,100
20301103416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,0,3,5,0,6,0,0,5,4,0,3,9,0,9,0,0,4,9,0,9,11,0,11,8,0,6,5,0,5,53,14,69
20301103417,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,5,13,0,13,3,0,6,3,5,12,13,0,20,10,0,10,15,0,15,24,0,28,33,0,33,27,0,27,14,0,14,42,5,47,11,0,11,0,3,6,220,24,245
20301103501,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,3,5,4,9,5,0,5,0,0,6,4,0,4,11,0,11,4,0,4,23,4,27,13,0,13,14,0,14,12,0,12,15,0,15,10,0,10,5,0,5,115,10,128
20301103502,0,0,0,0,0,0,0,0,0,4,9,8,0,4,7,12,3,11,5,0,4,8,3,11,4,0,6,10,10,19,4,3,11,8,3,11,17,0,17,13,0,13,7,0,7,3,0,3,7,0,6,12,0,12,3,0,4,120,38,161
20301103503,0,0,0,0,4,7,0,0,0,0,0,0,0,5,0,0,10,7,6,7,19,9,0,12,18,5,15,12,3,15,9,0,12,13,5,19,28,3,32,27,0,27,14,0,14,4,0,4,10,0,10,7,0,7,4,0,6,181,39,214
20301103504,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,5,0,5,3,0,3,4,0,4,4,0,4,4,0,4,9,0,9,8,0,8,5,0,5,9,0,9,9,0,12,3,0,3,0,0,0,77,10,85
20301103505,0,0,3,4,0,4,0,0,0,0,0,3,6,5,12,0,3,9,4,0,10,8,0,9,8,8,15,9,3,10,7,6,12,17,0,16,13,4,17,18,0,18,12,0,12,6,0,6,10,0,10,9,0,9,0,0,7,138,42,176
20301103506,0,0,0,0,0,0,0,4,4,0,0,3,4,0,5,0,0,0,7,4,6,15,0,15,5,6,10,28,3,31,17,4,15,13,0,10,29,3,31,32,0,32,38,0,38,19,0,19,42,0,42,14,0,14,0,0,0,258,18,280
20301103507,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,15,0,15,5,0,5,4,0,4,10,0,10,9,0,9,12,0,12,4,0,4,20,0,20,11,0,12,0,3,4,94,10,104
20301103508,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,0,3,5,3,5,8,0,10,3,0,3,4,0,8,13,6,16,12,0,12,6,0,6,0,0,0,7,0,12,10,0,8,0,0,0,87,19,102
20301103509,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,5,5,0,9,5,4,5,9,5,19,7,9,8,4,0,7,0,0,0,24,0,30,14,0,14,13,0,13,6,0,6,12,0,12,9,0,9,4,0,3,131,24,157
20301103510,0,0,5,0,0,0,0,0,4,0,0,0,0,3,5,4,0,3,4,3,8,9,3,8,11,0,12,3,7,10,6,0,7,5,0,3,11,5,16,9,0,8,6,0,6,8,0,8,15,0,14,10,0,10,0,0,3,109,34,144
20301103511,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,6,0,5,3,4,3,9,4,13,6,0,13,4,0,5,12,0,13,21,0,21,9,0,9,7,0,7,0,0,0,5,0,5,10,0,10,0,0,0,111,21,129
20301103512,3,0,3,4,0,4,0,6,6,0,4,7,6,19,17,3,10,12,27,6,26,11,9,25,11,9,16,20,4,21,13,3,14,16,0,16,25,8,33,17,0,17,12,0,11,0,0,0,12,0,10,11,0,8,4,0,5,190,71,261
20301103513,0,3,0,0,0,3,0,8,10,0,6,6,3,8,8,0,4,9,15,4,17,10,4,10,9,8,16,7,4,12,10,0,10,11,3,19,10,3,16,0,3,3,9,0,9,4,0,4,4,0,4,9,0,9,3,0,3,116,57,174
20301103514,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,3,6,4,6,0,10,11,4,9,8,0,11,18,0,16,10,3,9,18,4,19,24,0,30,26,0,26,21,0,21,3,0,3,19,0,19,17,0,17,0,0,0,188,23,210
20301103515,0,0,0,0,0,0,0,0,0,0,8,8,0,5,3,0,0,0,5,0,5,7,4,10,4,0,5,10,0,5,5,0,5,9,0,3,12,0,11,12,0,12,15,0,16,4,0,4,6,0,13,8,0,8,3,0,3,103,20,115
20301103516,4,0,4,0,0,0,0,5,5,0,3,3,6,0,3,7,5,8,4,0,6,9,7,14,9,4,14,8,3,8,10,0,15,11,0,11,34,5,40,23,0,25,20,0,23,10,0,10,24,0,24,16,0,20,9,0,9,203,43,242
20301103601,6,0,3,0,0,0,0,3,3,0,4,4,0,10,10,0,5,9,10,0,13,5,4,8,6,0,15,6,6,12,3,4,8,8,0,8,6,5,11,3,0,3,4,0,4,5,0,5,4,0,4,0,0,0,0,9,6,73,47,125
20301103602,0,0,0,0,0,0,3,0,3,0,0,0,3,7,7,6,5,8,3,5,11,9,0,10,10,3,17,17,0,14,9,6,11,6,0,6,26,4,29,19,0,19,23,0,22,10,0,10,29,0,29,12,0,12,0,0,0,185,31,217
20301103603,4,0,4,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,9,0,3,9,0,8,4,0,7,10,0,10,3,0,3,0,0,4,10,0,14,7,0,7,9,0,11,3,0,3,21,0,21,6,0,11,4,0,4,102,12,117
20301103604,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,6,10,13,3,13,3,8,14,9,3,14,5,0,6,9,0,10,11,0,9,16,0,14,16,0,17,10,0,8,3,0,3,15,0,13,10,0,10,0,0,3,127,32,158
20301103605,0,4,4,6,0,6,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,8,0,3,4,4,7,13,0,16,3,0,5,4,4,13,14,0,17,7,0,7,4,0,6,7,0,7,7,3,16,5,0,5,0,0,0,88,22,111
20301103606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,5,0,3,4,0,4,4,0,3,7,0,7,0,0,0,3,0,3,26,0,26,7,0,7,0,0,0,71,13,81
20301103607,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,6,6,3,7,6,5,8,7,3,8,7,0,7,0,0,6,10,0,10,20,0,21,11,0,11,7,7,4,11,0,11,23,0,25,14,0,14,3,0,3,128,25,156
