Australian Bureau of Statistics

"2021 Census - employment, income and education"
"TYPP Type of Educational Institution Attending and LFSP Labour Force Status by SA1 (UR) by AGE10P Age in Ten Year Groups"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" Preschool,  Employed, worked full-time"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"Segment 37",0,965,2539,1724,982,537,151,11,0,0,0,6904,
"Segment 38",0,485,1205,784,557,353,100,8,0,0,0,3492,
"Segment 39",0,139,234,140,110,84,23,0,0,0,0,729,
"Segment 40",0,286,579,396,261,147,41,4,0,0,0,1701,
"Segment 41",0,82,146,167,125,79,17,0,0,0,0,619,
"Segment 42",0,61,141,106,85,47,11,0,0,0,0,442,
"Segment 43",0,219,455,389,230,129,40,0,0,0,0,1460,
"Segment 44",0,509,841,646,521,339,94,10,0,0,0,2961,
"Segment 45",0,184,286,236,193,133,42,5,0,0,0,1072,
"Segment 46",0,221,420,375,261,170,54,7,0,0,0,1504,
"Segment 47",0,37,46,64,23,18,5,0,0,0,0,192,
"Segment 48",0,41,109,92,61,34,8,3,0,0,0,347,
"Segment 50",0,22,19,26,28,17,7,0,0,0,0,114,
"Total",0,21640,71957,45624,23258,11567,2986,258,15,0,0,177305,


" Tertiary - Vocational education (including TAFE and private training providers),  Employed, away from work"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,77,184,91,55,30,6,3,0,0,0,447,
"Segment 02",0,248,487,133,102,69,14,4,0,0,0,1051,
"Segment 03",0,110,216,86,77,42,11,0,0,0,0,550,
"Segment 04",0,295,395,176,101,62,17,3,0,0,0,1049,
"Segment 05",0,230,336,128,103,66,13,0,0,0,0,873,
"Segment 06",0,160,304,206,107,44,6,0,0,0,0,820,
"Segment 07",0,218,374,160,81,30,8,0,0,0,0,880,
"Segment 08",0,149,722,473,145,55,23,3,0,0,0,1577,
"Segment 09",0,144,362,193,108,67,28,0,0,0,0,907,
"Segment 10",0,169,400,224,92,46,16,4,0,0,0,949,
"Segment 11",0,313,506,217,126,63,26,0,0,0,0,1246,
"Segment 12",0,186,339,174,97,56,12,0,0,0,0,855,
"Segment 13",0,223,635,472,161,65,8,0,0,0,0,1554,
"Segment 14",0,188,486,313,117,52,16,0,0,0,0,1179,
"Segment 15",0,77,352,205,55,24,10,0,0,0,0,712,
"Segment 16",0,81,1203,794,151,67,19,0,0,0,0,2323,
"Segment 17",0,151,359,198,80,42,10,0,0,0,0,846,
"Segment 18",0,72,434,214,46,21,7,0,0,0,0,796,
"Segment 19",0,182,388,183,91,62,15,0,0,0,0,918,
"Segment 20",0,214,411,213,110,57,15,0,0,0,0,1024,
"Segment 21",0,60,496,284,59,21,0,0,0,0,0,930,
"Segment 22",0,51,554,361,107,54,19,0,0,0,0,1132,
"Segment 23",0,112,315,155,56,32,7,0,0,0,0,669,
"Segment 24",0,153,303,181,101,58,10,0,0,0,0,798,
"Segment 25",0,127,475,282,121,44,15,0,0,0,0,1062,
"Segment 26",0,179,498,208,80,39,5,0,0,0,0,1011,
"Segment 27",0,284,690,308,137,55,17,3,0,0,0,1498,
"Segment 28",0,68,266,107,45,36,3,0,0,0,0,526,
"Segment 29",0,146,370,209,78,34,13,0,0,0,0,849,
"Segment 30",0,128,319,191,99,52,9,4,0,0,0,799,
"Segment 31",0,166,817,456,146,83,11,0,0,0,0,1687,
"Segment 32",0,125,349,142,74,37,6,0,0,0,0,741,
"Segment 33",0,222,331,199,95,50,7,0,0,0,0,901,
"Segment 34",0,193,274,142,71,52,11,0,0,0,0,741,
"Segment 35",0,151,192,96,81,62,11,3,0,0,0,599,
"Segment 36",0,164,376,212,99,63,12,3,5,0,0,935,
"Segment 37",0,201,549,276,156,93,17,5,0,0,0,1298,
"Segment 38",0,121,270,160,98,52,24,0,0,0,0,723,
"Segment 39",0,44,59,29,24,15,0,0,0,0,0,173,
"Segment 40",0,93,157,62,48,14,15,0,0,0,0,393,
"Segment 41",0,15,44,25,12,12,3,0,0,0,0,114,
"Segment 42",0,25,17,11,9,8,0,0,0,0,0,71,
"Segment 43",0,34,84,69,26,14,6,5,0,0,0,233,
"Segment 44",0,113,196,121,69,68,13,0,0,0,0,587,
"Segment 45",0,67,83,46,28,15,4,0,0,0,0,237,
"Segment 46",0,39,74,72,33,25,7,0,0,0,0,246,
"Segment 47",0,9,22,9,11,4,0,0,0,0,0,61,
"Segment 48",0,13,24,16,13,7,3,0,0,0,0,77,
"Segment 50",0,0,11,3,7,3,0,0,0,0,0,28,
"Total",0,6578,17102,9291,3975,2117,532,53,10,0,0,39663,


" Tertiary - Vocational education (including TAFE and private training providers),  Unemployed, looking for full-time work"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,11,50,39,49,29,7,0,0,0,0,190,
"Segment 02",0,28,112,82,67,72,23,0,0,0,0,386,
"Segment 03",0,12,47,40,30,31,9,0,0,0,0,177,
"Segment 04",0,38,93,62,54,34,8,0,0,0,0,279,
"Segment 05",0,23,96,76,65,36,9,0,0,0,0,304,
"Segment 06",0,69,132,75,67,43,9,0,0,0,0,393,
"Segment 07",0,37,140,110,74,43,16,0,0,0,0,414,
"Segment 08",0,30,138,167,148,92,31,0,0,0,0,607,
"Segment 09",0,18,73,103,90,67,29,0,0,0,0,379,
"Segment 10",0,25,131,110,101,62,13,0,0,0,0,447,
"Segment 11",0,21,132,121,95,50,19,0,0,0,0,439,
"Segment 12",0,41,104,48,52,34,15,0,0,0,0,303,
"Segment 13",0,69,283,303,147,58,18,0,0,0,0,884,
"Segment 14",0,54,159,129,94,56,15,0,0,0,0,505,
"Segment 15",0,12,121,158,55,34,13,0,0,0,0,398,
"Segment 16",0,11,210,291,151,64,13,0,0,0,0,750,
"Segment 17",0,29,128,88,97,52,16,0,0,0,0,411,
"Segment 18",0,10,122,91,54,37,7,0,0,0,0,326,
"Segment 19",0,34,135,112,63,54,3,0,0,0,0,406,
"Segment 20",0,47,148,103,82,65,18,0,0,0,0,469,
"Segment 21",0,12,120,75,49,26,9,0,0,0,0,291,
"Segment 22",0,11,123,162,100,42,16,0,0,0,0,448,
"Segment 23",0,22,88,81,46,37,13,0,0,0,0,285,
"Segment 24",0,36,105,57,66,52,23,0,0,0,0,340,
"Segment 25",0,32,198,172,120,68,24,0,0,0,0,612,
"Segment 26",0,35,186,136,125,51,18,0,0,0,0,547,
"Segment 27",0,69,236,183,135,89,40,0,0,0,0,750,
"Segment 28",0,26,116,72,57,42,11,0,0,0,0,323,
"Segment 29",0,47,192,163,91,66,17,0,0,0,0,580,
"Segment 30",0,59,240,134,107,75,27,0,0,0,0,641,
"Segment 31",0,77,357,267,160,130,39,0,0,0,0,1027,
"Segment 32",0,41,176,136,99,65,18,4,0,0,0,549,
"Segment 33",0,46,95,56,43,36,14,0,0,0,0,293,
"Segment 34",0,35,99,46,45,42,13,0,0,0,0,272,
"Segment 35",0,33,93,59,28,51,15,0,0,0,0,282,
"Segment 36",0,80,204,132,114,75,24,0,0,0,0,627,
"Segment 37",0,114,293,176,147,127,27,0,0,0,0,885,
"Segment 38",0,49,135,75,85,82,26,0,0,0,0,452,
"Segment 39",0,4,16,16,10,6,0,0,0,0,0,57,
"Segment 40",0,31,69,41,31,25,6,0,0,0,0,205,
"Segment 41",0,4,19,9,11,4,6,0,0,0,0,59,
"Segment 42",0,10,11,7,6,0,0,0,0,0,0,33,
"Segment 43",0,16,45,28,27,15,3,0,0,0,0,130,
"Segment 44",0,33,84,58,59,40,25,0,0,0,0,301,
"Segment 45",0,6,27,20,11,14,8,0,0,0,0,80,
"Segment 46",0,17,32,19,25,20,4,0,0,0,0,120,
"Segment 47",0,0,9,6,9,0,0,0,0,0,0,23,
"Segment 48",0,11,18,10,10,8,0,0,0,0,0,46,
"Segment 50",0,3,3,5,0,0,0,0,0,0,0,16,
"Total",0,1572,5941,4718,3461,2298,720,12,0,0,0,18724,


" Tertiary - Vocational education (including TAFE and private training providers),  Unemployed, looking for part-time work"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,44,112,46,48,25,10,0,0,0,0,283,
"Segment 02",0,127,191,85,96,45,13,5,0,0,0,555,
"Segment 03",0,32,76,36,45,32,11,3,0,0,0,231,
"Segment 04",0,141,154,78,64,42,15,3,0,0,0,503,
"Segment 05",0,125,116,78,58,30,16,0,0,0,0,431,
"Segment 06",0,202,179,111,66,29,14,0,0,0,0,607,
"Segment 07",0,139,199,133,96,38,17,0,0,0,0,621,
"Segment 08",0,80,347,205,88,62,24,4,0,0,0,823,
"Segment 09",0,56,166,129,98,55,17,0,0,0,0,526,
"Segment 10",0,75,200,126,84,36,20,0,0,0,0,544,
"Segment 11",0,128,212,125,96,61,33,0,0,0,0,658,
"Segment 12",0,130,131,78,56,41,14,4,0,0,0,452,
"Segment 13",0,227,416,312,167,56,25,0,0,0,0,1208,
"Segment 14",0,162,232,128,102,65,14,6,0,0,0,704,
"Segment 15",0,49,192,169,65,20,7,0,0,0,0,508,
"Segment 16",0,67,657,419,111,45,19,0,0,0,0,1326,
"Segment 17",0,81,211,151,93,35,16,0,0,0,0,581,
"Segment 18",0,69,272,124,45,25,10,0,0,0,0,534,
"Segment 19",0,138,197,120,78,44,13,0,0,0,0,591,
"Segment 20",0,142,212,123,83,56,18,0,0,0,0,639,
"Segment 21",0,53,236,158,40,21,12,0,0,0,0,518,
"Segment 22",0,52,366,217,83,47,18,0,0,0,0,777,
"Segment 23",0,82,170,78,59,33,18,0,0,0,0,437,
"Segment 24",0,89,134,82,61,39,16,0,0,0,0,409,
"Segment 25",0,127,327,224,110,80,25,0,0,0,0,888,
"Segment 26",0,85,287,162,85,41,14,0,0,0,0,683,
"Segment 27",0,144,370,230,142,91,26,5,0,0,0,1007,
"Segment 28",0,92,207,79,54,42,20,0,0,0,0,490,
"Segment 29",0,136,252,129,78,45,17,5,0,0,0,663,
"Segment 30",0,147,279,172,103,60,18,0,0,0,0,776,
"Segment 31",0,145,525,368,166,92,26,0,0,0,0,1331,
"Segment 32",0,88,193,132,87,61,19,0,0,0,0,577,
"Segment 33",0,97,110,63,62,32,0,0,0,0,0,376,
"Segment 34",0,91,117,45,36,27,16,0,0,0,0,341,
"Segment 35",0,65,111,65,41,41,18,3,0,0,0,341,
"Segment 36",0,163,208,129,89,77,34,0,0,0,0,699,
"Segment 37",0,216,354,174,169,86,38,5,0,0,0,1035,
"Segment 38",0,92,143,94,59,66,33,0,0,0,0,482,
"Segment 39",0,30,17,8,8,11,0,0,0,0,0,70,
"Segment 40",0,63,75,56,37,22,3,0,0,0,0,260,
"Segment 41",0,10,12,15,13,4,0,0,0,0,0,58,
"Segment 42",0,9,19,4,6,9,0,0,0,0,0,39,
"Segment 43",0,28,55,32,24,8,3,0,0,0,0,157,
"Segment 44",0,75,87,49,28,39,21,3,0,0,0,301,
"Segment 45",0,13,37,19,13,12,3,0,0,0,0,105,
"Segment 46",0,27,34,22,18,14,7,0,0,0,0,126,
"Segment 47",0,3,5,0,0,0,0,0,0,0,0,14,
"Segment 48",0,13,14,15,3,0,4,0,0,0,0,47,
"Segment 50",0,8,0,0,3,0,0,0,0,0,0,18,
"Total",0,4464,9216,5617,3319,1937,749,53,0,0,0,25359,


" Tertiary - Vocational education (including TAFE and private training providers),  Not in the labour force"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,239,393,311,357,257,153,57,12,0,0,1781,
"Segment 02",0,513,639,460,506,360,231,86,14,0,0,2813,
"Segment 03",0,242,344,242,278,239,146,46,5,0,0,1559,
"Segment 04",0,535,596,455,339,237,133,37,10,0,0,2343,
"Segment 05",0,470,581,381,378,207,156,47,15,0,0,2241,
"Segment 06",0,574,683,697,415,184,86,18,4,0,0,2668,
"Segment 07",0,525,907,862,526,235,123,33,0,0,0,3213,
"Segment 08",0,347,1181,1001,609,359,227,73,27,0,0,3818,
"Segment 09",0,370,873,758,577,414,403,121,16,6,0,3535,
"Segment 10",0,404,825,899,502,268,203,48,21,0,0,3170,
"Segment 11",0,569,952,795,609,351,303,77,19,0,0,3686,
"Segment 12",0,483,595,435,327,181,83,16,5,0,0,2123,
"Segment 13",0,801,1811,1742,794,322,157,40,10,0,0,5674,
"Segment 14",0,574,911,909,516,273,131,38,4,0,0,3359,
"Segment 15",0,219,811,810,343,165,90,20,0,0,0,2458,
"Segment 16",0,291,2583,2002,714,369,329,94,9,0,0,6399,
"Segment 17",0,423,1051,859,498,255,191,39,3,0,0,3316,
"Segment 18",0,154,833,549,235,139,107,25,3,0,0,2041,
"Segment 19",0,549,758,673,421,233,108,30,0,0,0,2770,
"Segment 20",0,583,864,672,474,275,185,52,16,0,0,3126,
"Segment 21",0,198,1020,666,300,162,87,23,7,0,0,2466,
"Segment 22",0,248,1591,1266,610,284,262,66,12,0,0,4348,
"Segment 23",0,381,749,520,320,208,127,40,13,3,0,2361,
"Segment 24",0,396,471,420,301,187,104,25,12,0,0,1910,
"Segment 25",0,508,1233,1030,707,407,220,61,5,0,0,4170,
"Segment 26",0,709,1706,1269,764,426,226,43,10,0,0,5148,
"Segment 27",0,1031,2238,1747,1073,567,366,74,16,4,0,7109,
"Segment 28",0,456,1000,621,348,240,148,32,5,0,0,2849,
"Segment 29",0,569,1130,959,560,297,154,35,6,5,0,3714,
"Segment 30",0,578,1102,960,544,344,154,31,0,0,0,3719,
"Segment 31",0,675,2057,1713,858,532,286,72,17,0,0,6206,
"Segment 32",0,649,1165,945,639,388,234,68,10,0,0,4105,
"Segment 33",0,476,517,433,272,178,64,29,0,0,0,1963,
"Segment 34",0,406,490,335,254,180,89,24,5,0,0,1788,
"Segment 35",0,303,425,352,283,206,141,56,10,0,0,1785,
"Segment 36",0,703,896,735,411,325,190,63,3,0,0,3338,
"Segment 37",0,870,1501,1177,761,462,242,40,11,0,0,5059,
"Segment 38",0,427,639,528,406,334,201,75,14,3,0,2629,
"Segment 39",0,90,122,109,51,46,25,3,0,0,0,443,
"Segment 40",0,247,424,259,193,150,68,14,3,0,0,1365,
"Segment 41",0,44,83,86,61,34,23,3,0,0,0,339,
"Segment 42",0,39,60,52,34,32,11,0,0,0,0,234,
"Segment 43",0,186,281,218,140,80,48,11,0,0,0,965,
"Segment 44",0,447,439,307,259,197,141,34,5,0,0,1833,
"Segment 45",0,145,146,112,84,74,23,8,0,0,0,594,
"Segment 46",0,137,213,171,112,81,48,24,0,0,0,783,
"Segment 47",0,41,25,18,11,8,6,0,0,0,0,122,
"Segment 48",0,128,118,84,45,43,30,4,0,0,0,453,
"Segment 50",0,17,25,15,15,10,3,0,0,0,0,92,
"Total",0,19973,40062,32619,19841,11817,7283,1961,362,29,0,133951,


" Tertiary - Vocational education (including TAFE and private training providers),  Not stated"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,3,4,0,6,0,0,0,0,0,0,16,
"Segment 02",0,7,6,4,6,3,0,0,0,0,0,29,
"Segment 03",0,5,3,11,0,0,0,4,0,0,0,18,
"Segment 04",0,10,7,9,6,4,0,0,0,0,0,34,
"Segment 05",0,7,13,4,0,0,0,0,0,0,0,22,
"Segment 06",0,3,7,5,0,0,0,0,0,0,0,19,
"Segment 07",0,3,15,3,8,0,0,0,0,0,0,32,
"Segment 08",0,0,23,17,6,4,0,0,0,0,0,49,
"Segment 09",0,0,16,12,3,3,0,0,0,0,0,47,
"Segment 10",0,4,18,6,3,5,3,0,0,0,0,42,
"Segment 11",0,10,21,11,3,0,0,0,0,0,0,45,
"Segment 12",0,0,11,3,5,0,0,0,0,0,0,24,
"Segment 13",0,7,24,18,11,3,0,0,0,0,0,66,
"Segment 14",0,6,12,9,4,0,0,4,0,0,0,37,
"Segment 15",0,3,13,4,0,0,0,0,0,0,0,22,
"Segment 16",0,5,35,22,10,5,6,0,0,0,0,77,
"Segment 17",0,8,10,9,8,3,0,0,0,0,0,40,
"Segment 18",0,0,12,6,4,0,0,3,0,0,0,18,
"Segment 19",0,6,7,0,5,0,4,0,0,0,0,19,
"Segment 20",0,7,0,4,3,3,0,0,0,0,0,34,
"Segment 21",0,0,13,9,5,0,0,5,0,0,0,34,
"Segment 22",0,4,19,15,7,0,0,5,0,0,0,46,
"Segment 23",0,7,8,9,9,0,3,0,0,0,0,33,
"Segment 24",0,4,15,5,0,6,0,0,0,0,0,31,
"Segment 25",0,4,15,17,12,4,3,0,0,0,0,52,
"Segment 26",0,4,30,10,5,3,4,0,0,0,0,59,
"Segment 27",0,11,17,23,8,4,0,0,0,0,0,71,
"Segment 28",0,0,14,3,0,5,0,0,0,0,0,23,
"Segment 29",0,0,9,13,5,0,5,5,0,0,0,36,
"Segment 30",0,0,14,4,3,8,0,0,0,0,0,31,
"Segment 31",0,11,27,27,13,11,10,0,3,0,0,99,
"Segment 32",0,13,10,18,3,4,9,0,0,0,0,61,
"Segment 33",0,5,10,8,3,0,0,0,0,0,0,23,
"Segment 34",0,8,6,4,5,5,0,0,0,0,0,23,
"Segment 35",0,13,5,7,5,3,0,0,3,0,0,42,
"Segment 36",0,8,10,0,3,7,3,0,0,0,0,39,
"Segment 37",0,14,23,12,9,4,0,0,0,0,0,58,
"Segment 38",0,7,12,7,6,12,0,0,0,0,0,46,
"Segment 39",0,3,0,0,0,0,0,0,0,0,0,10,
"Segment 40",0,3,8,0,0,0,0,0,0,0,0,14,
"Segment 41",0,3,3,0,3,0,0,0,0,0,0,9,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,5,4,4,7,0,0,0,0,0,16,
"Segment 44",0,26,9,9,3,0,3,0,0,0,0,55,
"Segment 45",0,7,0,3,0,3,3,0,0,0,0,13,
"Segment 46",0,10,0,4,6,0,3,0,0,0,0,25,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,3,
"Segment 48",0,0,0,3,0,0,0,0,0,0,0,10,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,262,558,378,202,141,80,33,17,10,0,1673,


" Tertiary - Vocational education (including TAFE and private training providers),  Not applicable"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 02",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 03",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 04",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 05",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 06",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 07",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 08",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 09",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 10",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 11",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 12",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 13",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 14",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 15",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 16",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 17",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 18",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 19",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 20",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 21",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 22",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 23",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 24",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 25",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 26",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 27",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 28",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 29",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 30",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 31",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 32",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 33",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 34",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 35",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 36",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 37",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 38",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 39",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 40",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 41",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 42",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 43",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 44",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 45",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 46",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 47",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 48",0,0,0,0,0,0,0,0,0,0,0,0,
"Segment 50",0,0,0,0,0,0,0,0,0,0,0,0,
"Total",0,0,0,0,0,0,0,0,0,0,0,0,


" Tertiary - University or other higher education,  Employed, worked full-time"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,133,2475,1505,1034,689,149,11,0,0,0,6006,
"Segment 02",0,233,3227,2218,2026,1148,169,15,0,0,0,9037,
"Segment 03",0,103,1665,970,778,535,126,10,0,0,0,4194,
"Segment 04",0,190,2272,1800,1825,878,115,5,0,0,0,7096,
"Segment 05",0,144,1869,1369,1355,693,109,8,0,0,0,5551,
"Segment 06",0,144,1794,1788,1273,414,33,5,0,0,0,5451,
"Segment 07",0,137,1887,1196,948,314,43,0,0,0,0,4530,
"Segment 08",0,135,5911,4855,2004,903,191,11,0,0,0,14017,
"Segment 09",0,89,1838,1147,769,382,107,3,0,0,0,4341,
"Segment 10",0,104,2186,1705,964,375,60,5,0,0,0,5402,
"Segment 11",0,172,2539,1673,1159,590,107,9,0,0,0,6246,
"Segment 12",0,141,1573,1295,1033,430,73,8,0,0,0,4538,
"Segment 13",0,181,4333,4128,2077,520,49,8,0,0,0,11291,
"Segment 14",0,165,3924,3446,1830,704,100,0,0,0,0,10176,
"Segment 15",0,62,1936,1696,649,171,16,0,0,0,0,4531,
"Segment 16",0,102,6141,4316,1219,422,88,3,0,0,0,12297,
"Segment 17",0,127,1867,1313,784,287,50,0,0,0,0,4431,
"Segment 18",0,126,5193,3133,977,377,69,0,0,0,0,9877,
"Segment 19",0,121,2064,1856,1213,440,71,4,0,0,0,5768,
"Segment 20",0,143,2737,2329,1651,788,123,9,0,0,0,7766,
"Segment 21",0,80,2341,1680,651,306,51,11,0,0,0,5118,
"Segment 22",0,38,2216,1620,580,197,27,0,0,0,0,4679,
"Segment 23",0,84,1772,1213,683,328,65,3,0,0,0,4140,
"Segment 24",0,96,1235,1147,1010,452,67,3,0,0,0,4020,
"Segment 25",0,144,3644,3103,1471,576,105,8,0,0,0,9046,
"Segment 26",0,91,1805,965,545,210,31,0,0,0,0,3658,
"Segment 27",0,165,2576,1333,740,291,58,4,0,0,0,5174,
"Segment 28",0,57,1181,669,357,133,26,0,0,0,0,2420,
"Segment 29",0,80,1539,1126,650,252,37,0,0,0,0,3693,
"Segment 30",0,86,1525,1202,673,263,43,0,0,0,0,3796,
"Segment 31",0,539,4902,3012,1321,507,71,6,0,0,0,10354,
"Segment 32",0,75,1260,763,390,178,22,9,0,0,0,2694,
"Segment 33",0,116,1684,1495,1104,389,55,5,0,0,0,4855,
"Segment 34",0,87,1250,1037,952,519,97,3,0,0,0,3945,
"Segment 35",0,72,978,772,745,435,83,5,0,0,0,3085,
"Segment 36",0,98,2048,1551,1077,548,91,0,0,0,0,5410,
"Segment 37",0,167,3183,2258,1404,613,88,3,0,0,0,7719,
"Segment 38",0,66,1236,945,699,384,77,8,0,0,0,3409,
"Segment 39",0,24,286,193,138,97,23,6,0,0,0,756,
"Segment 40",0,55,715,515,357,172,40,5,0,0,0,1868,
"Segment 41",0,44,374,238,193,73,18,0,0,0,0,942,
"Segment 42",0,10,147,112,89,53,5,0,0,0,0,424,
"Segment 43",0,37,488,383,326,181,27,0,0,0,0,1446,
"Segment 44",0,112,1108,876,773,438,71,9,0,0,0,3386,
"Segment 45",0,20,277,220,221,138,28,0,0,0,0,900,
"Segment 46",0,38,623,402,335,185,33,0,0,0,0,1619,
"Segment 47",0,12,128,106,64,35,10,0,0,0,0,351,
"Segment 48",0,20,255,249,130,81,20,3,0,0,0,750,
"Segment 50",0,0,30,43,32,9,3,0,0,0,0,114,
"Total",0,5278,98210,72950,43298,19117,3245,205,4,0,0,242311,


" Tertiary - University or other higher education,  Employed, worked part-time"
"AGE10P Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"SA1 (UR)",
"Segment 01",0,4158,10425,1058,635,376,133,24,5,0,0,16815,
"Segment 02",0,6784,14990,1517,1220,603,186,16,0,0,0,25323,
"Segment 03",0,2735,6562,686,494,355,134,8,0,0,0,10977,
"Segment 04",0,4305,8220,1256,944,393,83,7,0,0,0,15213,
"Segment 05",0,4001,8538,1076,798,342,119,12,0,0,0,14886,
"Segment 06",0,2569,5298,1249,691,175,36,0,0,0,0,10024,
"Segment 07",0,2522,5795,865,482,125,27,0,0,0,0,9821,
"Segment 08",0,3050,14130,2966,1040,430,152,17,0,0,0,21787,
"Segment 09",0,2436,7251,776,442,223,89,14,0,0,0,11220,
"Segment 10",0,1804,5886,1155,520,174,47,6,0,0,0,9588,
"Segment 11",0,3984,9795,1155,681,283,62,13,0,0,0,15973,
"Segment 12",0,2604,5400,1124,665,213,49,8,0,0,0,10057,
"Segment 13",0,2966,10152,3184,1058,249,50,3,0,0,0,17653,
"Segment 14",0,2381,7770,2223,957,317,65,10,0,0,0,13720,
"Segment 15",0,966,4860,1366,333,83,22,0,0,0,0,7623,
"Segment 16",0,1441,13738,2751,563,176,69,12,0,0,0,18756,
"Segment 17",0,2045,6310,1095,396,139,37,3,0,0,0,10019,
"Segment 18",0,2504,16660,2617,566,207,62,4,0,0,0,22629,
"Segment 19",0,2259,5590,1464,740,252,62,8,0,0,0,10379,
"Segment 20",0,3603,10016,1889,1099,446,106,10,0,0,0,17178,
"Segment 21",0,2228,8989,1476,420,217,64,14,4,0,0,13404,
"Segment 22",0,1078,7715,1318,307,117,35,6,0,0,0,10567,
