Australian Bureau of Statistics

"2021 Census - employment, income and education"
"AGE10P Age in Ten Year Groups and 1-digit level HEAP Level of Highest Educational Attainment by SA1 (UR) by 1-digit level OCCP Occupation"
"Counting: Person Records"

Filters:
"Default Summation","Person Records"

" 0-9 years,  Postgraduate Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"Segment 31",98,490,13,61,77,18,9,21,5,4,755,1557,
"Segment 32",43,162,0,18,36,4,5,4,0,0,322,602,
"Segment 33",109,455,26,63,68,12,12,13,3,0,782,1545,
"Segment 34",210,746,41,86,100,24,17,30,11,0,1480,2732,
"Segment 35",185,798,48,104,126,33,14,35,13,4,1919,3269,
"Segment 36",136,773,38,119,109,24,14,25,3,0,1417,2660,
"Segment 37",169,839,35,135,100,25,21,22,6,0,1397,2756,
"Segment 38",198,725,28,107,125,33,20,31,14,0,1941,3226,
"Segment 39",61,144,5,18,24,6,3,10,0,0,243,510,
"Segment 40",71,261,11,28,48,5,13,15,3,0,474,916,
"Segment 41",37,116,8,17,16,3,0,3,0,0,165,369,
"Segment 42",46,85,5,10,17,3,0,7,0,0,139,315,
"Segment 43",111,255,15,30,42,6,3,13,4,4,424,901,
"Segment 44",318,657,41,88,121,16,9,30,7,5,1279,2580,
"Segment 45",108,236,10,21,37,7,5,14,0,0,390,824,
"Segment 46",176,295,17,33,63,13,12,21,3,0,437,1060,
"Segment 47",24,30,0,8,5,5,0,3,0,0,52,128,
"Segment 48",17,78,0,13,6,4,0,5,0,0,43,159,
"Segment 50",10,27,4,6,0,0,0,0,0,0,42,89,
"Total",7148,24207,1135,3067,4093,881,442,739,320,54,41068,83162,


" 60-69 years,  Bachelor Degree Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",2517,6738,185,283,1024,350,72,116,133,20,8641,20083,
"Segment 02",2659,7706,407,487,1306,424,148,231,123,18,11704,25214,
"Segment 03",2339,5332,209,273,865,350,72,109,127,22,7787,17493,
"Segment 04",986,3369,247,307,577,149,110,144,42,3,5112,11045,
"Segment 05",1307,4252,266,349,798,190,112,131,63,11,6978,14457,
"Segment 06",276,1043,102,128,227,79,82,60,18,8,1693,3712,
"Segment 07",264,836,112,190,321,77,167,114,22,9,2081,4181,
"Segment 08",1848,5590,276,387,982,318,103,150,91,11,7606,17359,
"Segment 09",965,2654,309,304,684,258,181,202,54,11,5836,11450,
"Segment 10",556,1830,139,188,423,112,106,91,21,5,3289,6760,
"Segment 11",1026,3216,354,365,818,231,211,201,49,19,6064,12548,
"Segment 12",484,1801,151,231,325,79,71,114,22,3,3066,6345,
"Segment 13",358,1377,140,208,306,84,106,118,25,5,3629,6358,
"Segment 14",499,2104,139,291,409,122,77,134,30,8,3125,6935,
"Segment 15",130,465,60,99,167,46,65,86,9,5,1293,2427,
"Segment 16",725,1703,111,144,413,149,91,101,39,4,3643,7126,
"Segment 17",393,1246,180,218,440,101,185,192,38,4,2906,5899,
"Segment 18",495,1574,94,138,344,101,48,69,23,6,2649,5540,
"Segment 19",424,1753,139,296,358,88,85,109,32,6,3067,6349,
"Segment 20",996,4049,231,420,761,167,121,171,48,13,7106,14086,
"Segment 21",677,1940,93,167,265,124,41,65,35,9,3277,6697,
"Segment 22",247,728,115,141,282,77,77,134,21,12,2327,4142,
"Segment 23",533,1828,140,155,361,91,86,115,20,4,2870,6188,
"Segment 24",546,2241,133,259,349,110,65,101,21,4,4289,8130,
"Segment 25",671,2638,201,344,549,198,139,166,34,13,4672,9615,
"Segment 26",248,890,140,174,350,77,167,168,18,8,2364,4605,
"Segment 27",359,1250,202,266,454,120,211,232,22,12,3647,6782,
"Segment 28",142,551,68,105,150,32,72,90,10,5,1347,2573,
"Segment 29",185,942,89,166,201,52,61,114,22,3,2015,3854,
"Segment 30",190,1089,101,202,219,69,74,122,20,5,2319,4411,
"Segment 31",424,1883,127,294,353,153,115,177,28,10,3739,7306,
"Segment 32",181,740,67,130,147,59,64,84,12,5,2186,3673,
"Segment 33",393,1658,86,181,248,52,48,72,18,3,2766,5528,
"Segment 34",690,2862,162,277,386,104,59,93,37,18,5150,9844,
"Segment 35",847,3106,170,333,470,144,74,119,42,15,7218,12534,
"Segment 36",507,2786,135,326,331,104,56,135,24,7,5279,9697,
"Segment 37",601,2935,174,438,411,123,65,145,24,9,5191,10128,
"Segment 38",749,2939,167,322,437,166,70,150,31,25,7426,12484,
"Segment 39",294,561,44,44,99,25,12,41,7,6,929,2058,
"Segment 40",394,1107,69,119,180,51,30,61,18,4,2062,4089,
"Segment 41",222,436,20,39,70,17,14,34,3,5,722,1588,
"Segment 42",211,406,33,37,56,19,13,31,5,0,582,1387,
"Segment 43",466,1033,65,101,148,56,23,69,22,10,1730,3715,
"Segment 44",1600,2818,166,306,456,127,68,180,45,19,5182,10961,
"Segment 45",604,951,52,101,151,41,18,61,16,5,1659,3652,
"Segment 46",820,1130,59,99,192,39,23,94,11,13,1678,4158,
"Segment 47",119,115,10,18,29,0,5,16,5,0,200,518,
"Segment 48",97,240,12,40,31,7,5,9,0,5,215,657,
"Segment 50",36,99,7,13,11,7,5,5,0,0,203,388,
"Total",32307,100551,6753,10491,18926,5714,3956,5535,1579,418,180490,366726,


" 60-69 years,  Advanced Diploma and Diploma Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",877,1166,237,290,698,278,49,99,41,7,3989,7727,
"Segment 02",1336,2064,587,694,1382,415,152,195,72,15,6796,13703,
"Segment 03",982,1251,244,355,755,306,56,111,65,13,4217,8351,
"Segment 04",875,1343,487,631,952,240,147,181,43,11,4366,9278,
"Segment 05",1004,1556,496,642,1009,319,153,219,55,8,5630,11086,
"Segment 06",373,575,235,432,412,101,106,109,21,4,1949,4310,
"Segment 07",247,387,187,319,314,90,136,125,18,3,1540,3378,
"Segment 08",853,1425,304,527,968,333,108,134,53,7,4161,8860,
"Segment 09",403,660,256,311,560,174,135,172,20,3,3531,6234,
"Segment 10",378,623,213,294,486,130,78,90,20,10,2310,4638,
"Segment 11",638,1086,438,592,954,208,169,201,47,4,4330,8673,
"Segment 12",579,1004,377,678,671,189,144,167,33,5,3478,7328,
"Segment 13",492,710,245,564,562,162,132,177,22,14,3804,6894,
"Segment 14",497,891,315,580,636,150,131,180,31,6,2820,6228,
"Segment 15",97,184,65,154,179,44,48,57,10,4,858,1702,
"Segment 16",362,483,110,176,356,119,51,79,28,3,2046,3819,
"Segment 17",259,431,214,311,384,107,141,128,18,7,1944,3943,
"Segment 18",266,388,107,148,305,95,31,55,24,3,1340,2765,
"Segment 19",484,832,339,608,668,147,129,177,45,7,3163,6601,
"Segment 20",917,1579,558,905,1131,330,176,232,44,5,5862,11746,
"Segment 21",308,501,109,229,290,145,42,69,20,4,1847,3566,
"Segment 22",139,240,114,153,222,78,63,108,17,4,1499,2632,
"Segment 23",340,575,205,289,475,123,89,111,22,3,2213,4455,
"Segment 24",589,940,325,675,692,221,118,192,39,9,4481,8275,
"Segment 25",536,952,354,569,720,213,132,175,28,12,3640,7337,
"Segment 26",171,264,186,235,288,90,125,136,15,4,1756,3260,
"Segment 27",281,487,297,413,521,129,157,198,21,12,2981,5495,
"Segment 28",122,215,121,196,193,42,73,75,15,9,1191,2249,
"Segment 29",251,469,219,478,425,94,90,138,25,3,2370,4568,
"Segment 30",292,564,226,639,488,121,130,144,14,10,2777,5401,
"Segment 31",450,802,270,697,589,194,150,216,23,11,3775,7183,
"Segment 32",159,303,123,252,245,72,60,75,9,6,2279,3587,
"Segment 33",499,829,251,564,538,140,115,137,28,9,3103,6204,
"Segment 34",726,1220,403,706,774,213,136,161,44,14,4849,9244,
"Segment 35",787,1310,375,758,810,260,130,203,51,14,6557,11257,
"Segment 36",625,1359,362,951,822,191,190,227,39,11,5775,10554,
"Segment 37",710,1317,390,1149,886,251,189,262,43,10,5780,10984,
"Segment 38",758,1309,361,935,853,343,149,280,43,21,7900,12957,
"Segment 39",268,264,89,152,149,56,33,40,12,12,966,2036,
"Segment 40",343,472,152,332,286,85,56,106,16,12,2107,3963,
"Segment 41",258,188,67,145,151,34,39,48,12,5,792,1751,
"Segment 42",210,174,44,104,86,34,12,42,3,4,576,1291,
"Segment 43",411,504,145,289,326,78,60,106,17,6,1713,3647,
"Segment 44",1546,1207,375,721,776,234,151,302,58,18,5124,10514,
"Segment 45",665,418,121,262,238,56,49,130,28,4,1685,3663,
"Segment 46",991,562,152,381,344,100,92,143,20,15,1982,4790,
"Segment 47",146,76,29,44,37,10,18,25,5,3,255,648,
"Segment 48",81,130,23,102,48,11,9,19,3,7,269,707,
"Segment 50",43,44,18,27,21,11,6,13,0,0,214,389,
"Total",24634,36322,11929,21670,25663,7569,4946,6765,1401,373,148592,289867,


" 60-69 years,  Certificate III & IV Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",659,243,724,265,336,214,125,182,33,6,2412,5214,
"Segment 02",1325,568,2314,750,903,426,459,521,76,23,5799,13162,
"Segment 03",1020,301,1100,339,400,274,225,265,37,21,3203,7180,
"Segment 04",1059,489,2555,859,908,389,697,610,97,22,5807,13489,
"Segment 05",1178,499,2635,862,901,408,672,585,74,24,6481,14326,
"Segment 06",472,273,1558,660,537,226,586,464,57,12,3451,8296,
"Segment 07",287,149,866,414,326,122,403,267,20,13,2182,5051,
"Segment 08",680,319,1079,484,548,275,265,330,46,10,3396,7434,
"Segment 09",334,133,702,324,324,144,171,207,20,13,2238,4618,
"Segment 10",350,206,948,422,375,171,271,257,33,10,2717,5753,
"Segment 11",688,343,1960,756,722,296,560,539,64,24,4901,10849,
"Segment 12",851,441,2684,1124,877,400,835,727,88,26,6517,14568,
"Segment 13",619,337,1577,906,649,294,681,557,69,29,5855,11572,
"Segment 14",599,360,1836,958,718,325,647,583,88,21,4764,10894,
"Segment 15",104,73,301,228,148,55,131,124,14,0,1025,2205,
"Segment 16",254,142,325,183,228,122,115,112,14,5,1323,2809,
"Segment 17",265,175,1039,484,378,135,390,333,29,13,2553,5805,
"Segment 18",177,108,341,182,168,88,96,89,14,0,1221,2488,
"Segment 19",588,351,2158,989,804,323,783,589,82,14,5694,12388,
"Segment 20",992,531,2731,1198,1012,492,766,804,116,14,8036,16693,
"Segment 21",335,122,477,207,199,142,92,180,16,3,2013,3783,
"Segment 22",95,54,297,179,113,54,107,92,16,7,1078,2082,
"Segment 23",372,156,1096,441,318,178,269,334,33,20,3087,6295,
"Segment 24",798,405,2136,1130,830,405,642,694,78,19,7181,14315,
"Segment 25",495,335,1537,806,597,282,462,554,60,16,4822,9964,
"Segment 26",173,101,697,329,191,86,276,292,35,10,2311,4500,
"Segment 27",297,189,1227,605,437,183,547,436,47,24,4407,8403,
"Segment 28",177,84,655,372,201,78,280,257,25,10,2208,4349,
"Segment 29",378,242,1528,929,546,228,615,551,55,20,5174,10273,
"Segment 30",435,270,1778,1151,635,282,689,654,56,15,5982,11953,
"Segment 31",567,335,1615,1103,626,357,728,685,61,37,6590,12701,
"Segment 32",171,133,647,509,269,108,279,311,32,24,4252,6734,
"Segment 33",741,410,2307,1016,807,309,870,690,72,22,6442,13692,
"Segment 34",1141,443,2828,1147,945,417,913,756,89,22,8330,17037,
"Segment 35",1161,463,2534,1182,844,497,757,856,94,42,10700,19118,
"Segment 36",1038,510,2973,2022,1115,514,1183,1157,94,47,11821,22487,
"Segment 37",997,618,3246,2240,1170,660,1316,1319,106,54,12166,23890,
"Segment 38",1125,490,2453,1625,976,583,897,998,95,55,13358,22646,
"Segment 39",439,95,582,230,170,75,223,233,26,14,1791,3874,
"Segment 40",601,170,1220,533,366,178,414,446,44,15,3981,7979,
"Segment 41",567,97,732,267,216,113,357,278,31,12,2181,4852,
"Segment 42",257,55,325,135,112,56,110,160,12,5,945,2170,
"Segment 43",700,150,1044,478,328,166,347,399,41,28,3351,7025,
"Segment 44",2259,430,2672,1248,836,398,1134,1103,110,75,9803,20068,
"Segment 45",1004,148,882,434,273,127,353,378,44,25,3056,6708,
"Segment 46",1547,210,1241,632,415,209,548,535,51,35,4138,9550,
"Segment 47",219,40,218,69,41,17,104,105,3,5,648,1465,
"Segment 48",123,60,208,170,73,33,100,114,10,9,754,1652,
"Segment 50",71,18,125,49,29,19,47,43,0,5,432,828,
"Total",30759,12877,68698,33647,24945,11915,23545,22745,2521,967,222562,455190,


" 60-69 years,  Secondary Education - Years 10 and above"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",1422,583,306,263,1355,625,218,350,102,34,7239,12485,
"Segment 02",1955,869,710,620,3261,1215,651,851,125,45,13784,24090,
"Segment 03",1750,647,345,307,1566,678,286,477,92,37,8120,14305,
"Segment 04",1262,591,728,666,2856,1104,1077,1084,102,43,11798,21322,
"Segment 05",1489,656,781,696,3059,1180,966,1010,109,35,13566,23551,
"Segment 06",629,294,452,529,1579,766,1011,861,76,25,8057,14284,
"Segment 07",411,205,354,326,1035,391,871,830,47,29,6692,11194,
"Segment 08",1365,804,447,486,2121,911,507,727,92,32,9794,17279,
"Segment 09",627,286,479,338,1159,519,493,763,63,45,9456,14223,
"Segment 10",578,285,353,360,1298,510,626,657,59,25,7690,12430,
"Segment 11",1128,556,792,685,2702,1074,1154,1260,102,46,14137,23640,
"Segment 12",1065,456,780,684,2686,1172,1406,1419,120,49,12998,22834,
"Segment 13",957,325,554,653,1826,1056,1182,1289,78,51,15252,23227,
"Segment 14",847,411,544,656,2135,982,1308,1260,72,33,10872,19118,
"Segment 15",189,100,164,186,550,248,342,373,16,3,3492,5674,
"Segment 16",567,291,190,218,759,350,233,374,38,29,5177,8236,
"Segment 17",468,218,389,391,1272,538,910,888,54,25,7761,12915,
"Segment 18",333,217,142,162,645,236,183,283,23,11,3552,5789,
"Segment 19",824,443,679,750,2319,1061,1350,1454,96,36,12525,21544,
"Segment 20",1403,728,889,984,3431,1462,1341,1520,134,63,17760,29715,
"Segment 21",614,276,248,212,623,342,216,368,38,25,4993,7956,
"Segment 22",239,124,269,179,488,215,285,542,25,17,5213,7607,
"Segment 23",806,305,473,406,1684,699,742,839,70,44,9428,15510,
"Segment 24",911,417,671,684,2232,1061,1059,1249,105,40,13509,21928,
"Segment 25",908,455,647,704,2295,940,995,1296,85,45,13153,21530,
"Segment 26",381,129,403,286,784,402,939,987,52,43,9841,14246,
"Segment 27",613,232,624,585,1670,652,1436,1548,107,63,15353,22890,
"Segment 28",410,131,420,317,720,339,1022,1117,65,49,9140,13736,
"Segment 29",579,265,556,628,1617,774,1297,1369,86,57,12026,19259,
"Segment 30",646,310,589,812,1940,982,1527,1596,93,64,14402,22966,
"Segment 31",891,378,640,844,1811,1051,1427,1702,105,79,15898,24821,
"Segment 32",297,159,312,394,733,423,682,985,50,46,13259,17338,
"Segment 33",854,327,587,617,1947,917,1356,1230,85,39,11094,19053,
"Segment 34",1332,425,745,715,2406,1110,1259,1340,89,57,14263,23743,
"Segment 35",1441,499,760,840,2322,1244,1129,1529,108,89,19142,29086,
"Segment 36",1372,470,832,1197,2656,1718,1913,2558,131,91,22420,35362,
"Segment 37",1412,569,1031,1540,2990,1837,2348,3043,149,115,25059,40105,
"Segment 38",1713,563,877,1098,2531,1712,1441,2078,133,131,27532,39805,
"Segment 39",764,107,195,157,505,259,385,441,27,25,3640,6508,
"Segment 40",987,190,403,365,1084,529,769,877,53,42,7767,13068,
"Segment 41",1242,89,226,172,604,288,576,627,34,39,4471,8356,
"Segment 42",601,69,121,98,289,176,190,296,14,9,2028,3886,
"Segment 43",1358,178,281,311,929,541,640,934,58,61,6701,11989,
"Segment 44",4183,461,944,878,2101,1135,1748,2144,155,165,17590,31500,
"Segment 45",2429,132,331,241,736,386,580,827,45,63,5602,11371,
"Segment 46",4714,236,545,543,1268,663,1201,1337,63,95,9413,20078,
"Segment 47",778,33,86,40,170,54,222,224,15,19,1263,2910,
"Segment 48",207,99,113,179,187,102,173,231,11,47,2445,3793,
"Segment 50",70,20,42,35,69,42,67,75,3,0,625,1050,
"Total",52021,16601,24049,25062,77014,36657,43758,51125,3669,2365,516980,849297,


" 60-69 years,  Certificate I & II Level"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",0,0,0,0,0,0,0,0,0,0,10,20,
"Segment 02",0,0,3,3,6,0,3,6,0,0,38,51,
"Segment 03",4,4,0,0,3,0,0,0,0,0,14,22,
"Segment 04",3,4,0,5,5,0,3,0,0,0,34,56,
"Segment 05",0,4,0,3,0,3,3,0,0,0,23,38,
"Segment 06",0,0,0,3,5,3,0,4,0,0,36,52,
"Segment 07",0,0,0,3,5,0,0,3,0,0,33,46,
"Segment 08",0,0,0,6,0,3,0,0,0,0,22,40,
"Segment 09",0,0,0,0,4,0,0,0,0,0,32,43,
"Segment 10",0,3,0,0,7,0,0,3,0,0,23,33,
"Segment 11",0,0,3,4,3,0,0,4,0,0,30,52,
"Segment 12",5,0,0,0,10,0,0,0,0,0,37,61,
"Segment 13",0,0,0,4,3,0,0,10,0,0,59,85,
"Segment 14",0,0,0,0,4,4,4,0,0,0,50,62,
"Segment 15",0,0,0,0,3,0,0,0,0,0,7,12,
"Segment 16",0,0,0,0,0,0,0,3,0,0,17,24,
"Segment 17",0,0,0,0,6,0,3,4,0,0,31,42,
"Segment 18",0,0,0,0,0,0,0,5,0,0,12,24,
"Segment 19",0,3,6,0,4,8,7,8,0,0,41,79,
"Segment 20",0,6,0,3,8,6,3,5,0,0,61,92,
"Segment 21",0,0,0,0,0,0,0,4,0,0,15,22,
"Segment 22",0,4,0,0,0,0,0,0,0,0,11,19,
"Segment 23",0,0,0,6,5,0,0,5,0,0,33,46,
"Segment 24",0,0,0,10,0,0,0,9,0,0,54,82,
"Segment 25",0,0,0,0,8,3,4,3,0,0,49,73,
"Segment 26",0,0,0,0,0,0,0,6,0,0,31,45,
"Segment 27",0,0,0,8,7,0,9,3,0,0,69,98,
"Segment 28",0,0,0,3,0,0,0,7,0,0,50,72,
"Segment 29",4,0,3,9,9,5,5,12,0,0,71,104,
"Segment 30",3,3,3,10,9,0,0,10,0,0,82,115,
"Segment 31",3,4,0,6,0,8,6,6,0,0,75,105,
"Segment 32",0,4,0,9,0,3,4,9,0,0,107,123,
"Segment 33",4,0,0,10,6,3,5,8,0,0,47,85,
"Segment 34",3,0,8,3,4,4,0,11,0,0,58,88,
"Segment 35",5,0,0,3,11,4,4,4,0,0,83,114,
"Segment 36",0,0,0,14,3,0,6,5,0,0,137,179,
"Segment 37",0,0,3,24,12,3,7,18,0,0,163,237,
"Segment 38",4,0,0,6,14,0,11,19,0,0,129,182,
"Segment 39",5,0,0,0,0,5,4,0,0,0,19,24,
"Segment 40",0,0,0,4,0,0,0,3,0,0,44,56,
"Segment 41",0,0,0,4,0,5,0,0,0,0,20,35,
"Segment 42",6,0,0,0,0,0,0,0,0,0,9,14,
"Segment 43",4,0,0,0,3,0,0,4,0,0,25,42,
"Segment 44",10,4,9,10,17,0,4,6,0,0,123,178,
"Segment 45",0,0,0,0,4,0,0,0,0,0,39,48,
"Segment 46",5,0,0,0,0,0,7,4,0,0,32,50,
"Segment 47",0,0,0,0,0,0,0,6,0,0,11,14,
"Segment 48",0,3,0,9,0,0,0,0,0,0,36,46,
"Segment 50",0,0,0,0,0,0,0,0,0,0,6,8,
"Total",75,47,72,186,209,79,108,211,12,5,2230,3234,


" 60-69 years,  Secondary Education - Years 9 and below"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",85,12,42,18,52,42,46,84,9,9,1013,1401,
"Segment 02",123,26,93,59,176,92,123,170,14,6,1907,2780,
"Segment 03",168,13,34,22,80,57,71,93,7,5,1115,1664,
"Segment 04",117,31,124,67,169,114,255,228,8,4,2037,3164,
"Segment 05",127,18,137,75,180,98,206,236,12,10,2290,3395,
"Segment 06",78,20,113,73,131,107,264,235,11,8,2187,3221,
"Segment 07",78,8,106,43,125,83,266,270,14,0,2611,3604,
"Segment 08",65,19,66,61,103,69,85,163,4,3,1744,2383,
"Segment 09",63,10,133,55,78,58,103,214,13,12,2769,3511,
"Segment 10",77,16,119,60,97,66,158,214,5,11,2566,3388,
"Segment 11",152,28,213,93,196,134,332,421,14,6,4222,5821,
"Segment 12",118,24,151,88,208,171,392,383,20,13,3126,4702,
"Segment 13",136,27,154,89,139,145,369,397,17,14,4768,6250,
"Segment 14",74,26,152,100,156,127,357,384,19,8,3227,4625,
"Segment 15",35,4,43,36,56,40,93,131,5,5,1376,1819,
"Segment 16",38,11,42,36,51,41,44,82,3,5,1213,1561,
"Segment 17",53,11,109,55,97,66,227,280,9,4,2682,3586,
"Segment 18",21,8,29,14,25,37,40,95,3,0,854,1128,
"Segment 19",90,19,141,110,191,131,377,377,12,8,3414,4874,
"Segment 20",137,27,179,113,204,182,314,441,17,10,3952,5569,
"Segment 21",38,8,38,26,27,37,42,100,5,3,1166,1498,
"Segment 22",27,0,53,26,43,30,66,156,7,4,1891,2298,
"Segment 23",126,11,155,81,144,118,225,333,10,9,4230,5442,
"Segment 24",103,19,122,85,131,113,302,324,9,17,2937,4169,
"Segment 25",91,21,148,102,153,119,239,420,17,19,4193,5517,
"Segment 26",85,18,152,68,88,82,304,411,21,14,5195,6433,
"Segment 27",148,17,237,109,179,162,432,689,33,26,7924,9953,
"Segment 28",127,18,156,58,83,92,331,517,21,19,4992,6399,
"Segment 29",83,25,166,120,175,152,482,497,19,19,5190,6917,
"Segment 30",116,22,173,124,189,159,492,552,25,15,5336,7198,
"Segment 31",95,33,152,138,160,199,402,607,28,25,6399,8235,
"Segment 32",60,20,104,128,103,73,324,505,12,34,8265,9626,
"Segment 33",128,23,158,117,202,165,486,454,15,11,3975,5747,
"Segment 34",177,19,151,114,237,173,418,400,15,15,4081,5799,
"Segment 35",198,24,164,125,207,188,393,474,22,24,5345,7163,
"Segment 36",236,37,263,234,257,285,800,949,31,36,9564,12695,
"Segment 37",220,56,300,311,274,310,910,1203,28,53,11289,14965,
"Segment 38",215,28,196,180,215,246,487,650,21,47,8739,11037,
"Segment 39",131,7,54,29,41,34,164,181,5,9,1212,1870,
"Segment 40",285,9,113,42,94,72,283,332,15,8,2829,4081,
"Segment 41",187,16,36,20,35,28,203,212,10,7,1487,2242,
"Segment 42",89,4,20,14,17,13,61,85,0,0,600,908,
"Segment 43",311,18,85,44,64,71,241,323,9,17,2353,3531,
"Segment 44",724,36,223,134,190,185,717,720,38,51,6364,9381,
"Segment 45",518,17,82,51,70,58,227,288,8,21,2039,3369,
"Segment 46",527,15,118,72,71,100,402,408,17,29,3268,5027,
"Segment 47",122,8,15,10,26,10,104,89,9,5,527,918,
"Segment 48",45,48,33,61,19,16,87,145,6,16,2106,2588,
"Segment 50",12,0,7,0,10,3,21,20,0,3,229,314,
"Total",7044,917,5881,3904,6029,5142,13771,16934,685,711,172784,233809,


" 60-69 years,  Supplementary Codes"
"1-digit level OCCP Occupation","Managers","Professionals","Technicians and Trades Workers","Community and Personal Service Workers","Clerical and Administrative Workers","Sales Workers","Machinery Operators and Drivers","Labourers","Inadequately described","Not stated","Not applicable","Total",
"SA1 (UR)",
"Segment 01",205,258,53,70,250,111,25,43,23,4,1298,2339,
"Segment 02",298,335,149,180,596,177,68,123,24,7,2557,4526,
"Segment 03",256,218,79,95,291,116,40,45,12,7,1505,2660,
"Segment 04",196,174,138,165,372,128,75,126,14,10,1780,3180,
"Segment 05",283,221,159,182,478,163,72,117,14,6,2158,3857,
"Segment 06",69,72,72,121,176,51,83,93,11,0,1055,1814,
"Segment 07",80,57,72,78,130,47,92,100,0,6,1568,2249,
"Segment 08",220,290,105,136,396,150,53,87,14,3,1723,3180,
"Segment 09",125,142,120,100,237,76,70,108,8,10,2001,2995,
"Segment 10",116,107,84,82,235,62,60,83,12,5,1552,2393,
"Segment 11",179,173,149,189,411,121,101,170,26,4,2429,3949,
"Segment 12",127,105,112,161,276,73,89,112,12,0,1528,2601,
"Segment 13",93,84,83,139,177,93,106,128,12,7,2240,3171,
"Segment 14",114,113,89,159,242,78,81,111,6,9,1507,2512,
"Segment 15",28,26,41,46,54,16,34,53,3,4,779,1086,
"Segment 16",102,98,42,58,134,60,34,55,6,3,993,1582,
"Segment 17",68,78,99,103,146,57,84,125,5,3,1422,2194,
"Segment 18",53,72,37,39,89,32,20,29,8,0,645,1023,
"Segment 19",101,121,93,168,248,84,81,112,15,4,1583,2596,
"Segment 20",188,215,167,232,405,143,89,153,20,3,2446,4060,
"Segment 21",95,94,44,44,103,44,26,43,10,0,824,1341,
"Segment 22",35,49,49,54,80,45,46,76,6,6,1208,1657,
"Segment 23",124,79,104,100,213,87,63,126,11,8,1854,2763,
"Segment 24",119,112,95,170,225,93,55,94,10,0,1557,2527,
"Segment 25",124,139,117,178,262,87,97,147,9,9,2166,3332,
"Segment 26",106,59,134,98,155,69,162,212,9,10,3447,4460,
"Segment 27",97,73,154,151,245,68,200,276,12,6,4340,5634,
"Segment 28",99,40,117,89,68,63,199,320,15,17,3031,4059,
"Segment 29",64,70,63,124,142,57,80,135,4,4,1772,2511,
"Segment 30",58,70,87,139,144,68,93,131,18,3,1858,2666,
"Segment 31",109,102,86,140,191,91,97,159,3,3,2365,3353,
"Segment 32",55,51,41,96,118,33,67,120,6,10,2709,3318,
"Segment 33",118,85,94,153,251,66,85,81,5,0,1379,2325,
"Segment 34",159,124,104,148,315,102,68,93,8,5,1765,2892,
"Segment 35",175,188,117,186,339,122,75,122,13,10,2474,3816,
"Segment 36",157,125,88,240,376,111,110,164,10,11,2647,4050,
"Segment 37",129,127,119,306,352,134,118,204,18,8,2861,4383,
"Segment 38",149,152,100,247,308,148,104,163,16,13,3036,4432,
"Segment 39",56,33,31,37,58,23,15,30,0,4,416,705,
"Segment 40",155,52,55,72,107,48,40,85,6,8,1054,1678,
"Segment 41",97,24,22,46,45,21,37,36,5,0,381,719,
"Segment 42",42,11,15,24,26,13,9,25,0,7,186,363,
"Segment 43",112,31,41,76,87,39,37,60,6,3,763,1260,
"Segment 44",387,156,103,175,280,106,116,156,20,11,1864,3380,
"Segment 45",164,49,29,53,66,36,38,55,0,3,522,1011,
"Segment 46",333,55,48,95,132,39,67,88,7,4,766,1637,
"Segment 47",47,4,14,19,15,4,10,18,0,0,144,288,
"Segment 48",9,17,7,30,18,3,15,16,0,3,488,615,
"Segment 50",13,10,5,9,9,3,7,5,4,0,82,142,
"Total",6311,5148,4059,5808,10058,3670,3490,5238,496,267,80717,125265,


" 60-69 years,  Not stated"
